threshold	term	GeneSize	WindowSize	key	value
1.0	183	18	4	AT5G20140,AT2G30950,AT5G13120,AT4G39460,AT4G31560,AT3G55330,AT4G35770,AT3G47060,AT3G10470,AT1G42960,AT1G54050,AT1G18730,AT1G67280,AT2G27290,AT1G72640,AT5G39830,AT5G03455,AT5G15250	50,51,52,53
1.0	184	7	3	AT2G21160,AT1G79450,AT3G53560,AT1G27510,AT1G03850,AT2G37230,AT5G02160	50,51,52
1.0	185	11	4	AT2G17630,AT4G31560,AT1G66670,AT4G39460,AT1G54050,AT1G14150,AT4G04020,AT4G18370,AT3G26580,AT1G72640,AT2G26800	50,51,52,53
1.0	186	10	4	AT3G46780,AT4G16155,AT4G13010,AT2G24020,AT3G28850,AT1G52220,AT1G51110,AT1G51350,AT5G59250,AT1G50460	50,51,52,53
1.0	187	10	4	AT2G17630,AT2G40100,AT2G37660,AT5G19370,AT1G12250,AT5G42070,AT2G44990,AT1G80030,AT4G04020,AT5G01500	50,51,52,53
1.0	188	6	4	AT2G30950,AT5G20140,AT3G10470,AT1G42960,AT5G15250,AT1G54580	50,51,52,53
1.0	189	6	4	AT1G20810,AT2G37400,AT5G35170,AT3G25480,AT3G15840,AT3G15360	50,51,52,53
1.0	190	15	4	AT4G13670,AT1G74710,AT2G20270,AT2G24020,AT4G20820,AT3G60370,AT1G07510,AT1G15820,AT3G22690,AT5G52970,AT2G40760,AT3G57680,AT2G43010,AT5G12470,AT1G06690	50,51,52,53
1.0	191	11	4	AT1G29920,AT5G13120,AT1G07510,AT4G35770,AT1G15820,AT4G13670,AT2G40760,AT3G57680,AT2G43010,AT5G12470,AT1G17850	50,51,52,53
1.0	192	8	4	AT1G29920,AT3G55330,AT4G35770,AT3G47060,AT5G13120,AT4G13670,AT1G67280,AT2G27290	50,51,52,53
1.0	193	28	4	AT1G07510,AT1G75690,AT5G19500,AT2G43010,AT1G74710,AT4G16155,AT2G20270,AT3G60370,AT5G52970,AT3G58010,AT4G38380,AT2G40760,AT5G59250,AT5G21430,AT2G35040,AT4G13010,AT3G28850,AT1G15820,AT1G51350,AT5G12470,AT1G15140,AT1G55370,AT1G52220,AT2G24020,AT5G16150,AT5G16660,AT3G57680,AT3G15110	50,51,52,53
1.0	194	9	4	AT5G19370,AT2G40100,AT2G37660,AT1G67700,AT1G12250,AT5G42070,AT2G44990,AT1G80030,AT5G01500	50,51,52,53
1.0	195	11	4	AT3G46780,AT4G16155,AT4G13010,AT2G24020,AT1G75690,AT1G52220,AT1G51110,AT1G51350,AT5G21430,AT1G50460,AT3G28850	50,51,52,53
1.0	196	6	4	AT1G20810,AT2G30695,AT2G37400,AT3G25480,AT5G35170,AT3G15360	50,51,52,53
1.0	197	9	4	AT5G20140,AT1G29920,AT5G13120,AT4G35770,AT3G10470,AT2G30950,AT1G42960,AT5G15250,AT1G17850	50,51,52,53
1.0	198	12	4	AT5G20140,AT1G29920,AT5G13120,AT3G55330,AT4G35770,AT3G47060,AT3G10470,AT2G30950,AT1G42960,AT5G15250,AT1G67280,AT2G27290	50,51,52,53
1.0	199	23	4	AT4G13670,AT1G07510,AT2G35040,AT2G43010,AT1G74710,AT2G20270,AT3G60370,AT5G52970,AT3G58010,AT4G38380,AT3G22690,AT2G40760,AT1G17850,AT5G19500,AT1G15820,AT5G12470,AT1G06690,AT1G15140,AT1G55370,AT5G16150,AT5G16660,AT3G57680,AT3G15110	50,51,52,53
