threshold	term	GeneSize	WindowSize	key	value
1.0	183	5	21	AT1G50250,AT2G42975,AT1G15820,AT2G43010,AT3G24590	21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41
1.0	184	5	11	AT2G40760,AT4G35770,AT3G57680,AT5G42070,AT1G06690	21,22,23,24,25,26,27,28,29,30,31
1.0	185	11	3	AT2G17630,AT2G30950,AT5G08540,AT3G01440,AT1G14150,AT5G03455,AT2G44990,AT3G15110,AT4G23890,AT2G41330,AT2G26800	21,22,23
1.0	186	5	3	AT4G35770,AT1G66670,AT1G55370,AT5G23890,AT1G17850	21,22,23
1.0	187	5	10	AT5G12470,AT5G21430,AT1G50250,AT3G24590,AT2G22360	21,22,23,24,25,26,27,28,29,30
1.0	188	6	2	AT3G10470,AT1G55370,AT1G66670,AT4G39960,AT2G27290,AT1G14590	21,22
1.0	189	5	2	AT5G16150,AT3G25480,AT1G50460,AT3G58010,AT4G39460	21,22
1.0	190	5	3	AT5G52970,AT3G57680,AT3G15360,AT3G55330,AT1G06690	21,22,23
1.0	191	9	3	AT2G17630,AT2G30950,AT1G14150,AT5G03455,AT3G01440,AT5G35170,AT4G23890,AT2G41330,AT2G26800	21,22,23
1.0	192	5	21	AT1G50250,AT1G15820,AT2G43010,AT3G24590,AT1G07510	21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41
1.0	193	6	4	AT3G10130,AT4G31560,AT2G24020,AT3G22690,AT4G01050,AT1G31180	21,22,23,24
1.0	194	8	4	AT5G20140,AT5G02160,AT5G13120,AT4G18370,AT4G04020,AT2G40100,AT5G15250,AT5G52780	21,22,23,24
1.0	195	6	13	AT1G29920,AT1G23740,AT1G10170,AT4G20820,AT1G15820,AT3G22690	21,22,23,24,25,26,27,28,29,30,31,32,33
1.0	196	5	15	AT5G16150,AT4G39460,AT3G58010,AT4G38380,AT5G16660	21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
1.0	197	5	6	AT4G01050,AT5G42765,AT1G31180,AT4G31560,AT1G67280	21,22,23,24,25,26
1.0	198	7	4	AT5G02160,AT4G04020,AT2G40100,AT5G15250,AT5G52780,AT1G72640,AT1G14590	21,22,23,24
1.0	199	6	3	AT4G13670,AT3G55330,AT5G52970,AT1G42960,AT3G57680,AT3G15360	21,22,23
1.0	200	6	3	AT3G10470,AT1G55370,AT4G39960,AT2G27290,AT5G23890,AT1G17850	21,22,23
1.0	201	5	10	AT3G26580,AT1G74710,AT5G42765,AT1G31180,AT1G67280	21,22,23,24,25,26,27,28,29,30
1.0	202	5	2	AT3G10130,AT3G57680,AT1G31180,AT5G42070,AT2G24020	21,22
1.0	203	5	2	AT2G40760,AT1G66670,AT3G26580,AT1G67280,AT1G06690	21,22
1.0	204	5	2	AT2G40760,AT1G74710,AT3G26580,AT1G67280,AT1G66670	21,22
1.0	205	5	14	AT5G52970,AT2G24020,AT3G57680,AT3G55330,AT1G07510	21,22,23,24,25,26,27,28,29,30,31,32,33,34
1.0	206	5	4	AT2G17630,AT2G44990,AT1G12250,AT2G20260,AT2G30950	21,22,23,24
1.0	207	5	2	AT4G35770,AT2G40760,AT1G66670,AT1G67280,AT1G06690	21,22
0.95	208	12	20	AT2G42220,AT5G19500,AT2G42975,AT4G13010,AT1G50250,AT5G16660,AT3G58010,AT4G38380,AT5G16150,AT4G39460,AT2G43010,AT5G12470	21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
0.95	209	5	20	AT1G72640,AT3G26580,AT1G66670,AT2G27290,AT1G17850	21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
0.95	210	5	2	AT1G67700,AT1G80380,AT5G42270,AT1G03160,AT1G14345	21,22
0.95	211	18	20	AT1G29920,AT1G23740,AT1G30510,AT1G07510,AT2G24020,AT1G50250,AT1G79230,AT1G15820,AT4G13670,AT3G15360,AT5G52970,AT3G57680,AT5G12470,AT4G20820,AT5G21430,AT3G22690,AT2G43010,AT3G24590	21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
0.95	212	17	20	AT1G29920,AT1G23740,AT3G55330,AT2G24020,AT4G20820,AT1G07510,AT1G15820,AT4G13670,AT3G22690,AT5G52970,AT2G40760,AT3G57680,AT5G21430,AT4G35770,AT3G15360,AT3G24590,AT1G06690	21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
0.95	213	5	2	AT4G39730,AT1G15140,AT2G43010,AT2G21160,AT1G79450	21,22
0.95	214	5	10	AT5G53490,AT1G20810,AT1G74070,AT1G15140,AT1G79450	21,22,23,24,25,26,27,28,29,30
0.95	215	14	20	AT5G42765,AT1G74710,AT1G10170,AT3G55330,AT2G24020,AT4G35770,AT1G15820,AT3G22690,AT5G52970,AT2G40760,AT3G10130,AT3G57680,AT3G15360,AT1G06690	21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
0.95	216	12	20	AT5G42765,AT1G74710,AT1G55370,AT3G55330,AT4G35770,AT2G40760,AT3G10130,AT3G57680,AT1G67280,AT3G26580,AT2G27290,AT1G06690	21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
0.95	217	6	20	AT3G47060,AT1G14150,AT3G01440,AT4G23890,AT4G37925,AT2G26800	21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
0.95	218	5	3	AT1G20810,AT1G15140,AT2G42975,AT4G13010,AT4G39730	21,22,23
0.95	219	5	16	AT4G38100,AT1G67840,AT1G74880,AT1G50450,AT2G21530	21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36
0.95	220	16	20	AT1G29920,AT3G10130,AT1G23740,AT3G55330,AT2G24020,AT4G20820,AT1G79230,AT1G15820,AT5G42765,AT3G22690,AT5G52970,AT2G40760,AT3G57680,AT4G24930,AT3G15360,AT1G06690	21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
0.95	221	17	20	AT1G29920,AT1G23740,AT1G30510,AT1G07510,AT2G24020,AT1G50250,AT1G79230,AT1G15820,AT3G15360,AT5G52970,AT3G57680,AT4G20820,AT5G21430,AT2G42975,AT3G22690,AT2G43010,AT3G24590	21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
0.95	222	11	20	AT1G29920,AT1G23740,AT1G30510,AT2G24020,AT4G20820,AT1G79230,AT1G15820,AT5G42765,AT3G22690,AT4G24930,AT2G43010	21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
0.95	223	17	20	AT2G42220,AT1G29920,AT2G42975,AT1G30510,AT4G13010,AT1G79230,AT2G24020,AT1G15820,AT1G07510,AT1G50250,AT3G22690,AT4G24930,AT5G12470,AT4G20820,AT5G21430,AT2G43010,AT3G24590	21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
0.95	224	5	8	AT1G72640,AT1G66670,AT2G27290,AT5G39830,AT1G14590	21,22,23,24,25,26,27,28
0.95	225	6	20	AT1G55370,AT4G35770,AT2G40760,AT2G27290,AT1G72640,AT1G06690	21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
0.95	226	6	4	AT2G18790,AT1G80380,AT4G33010,AT5G42270,AT1G14345,AT2G29180	21,22,23,24
0.95	227	6	20	AT5G19500,AT3G58010,AT4G38380,AT5G16150,AT5G16660,AT1G50460	21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
0.95	228	5	13	AT2G17630,AT2G44990,AT3G08920,AT2G20260,AT1G14150	21,22,23,24,25,26,27,28,29,30,31,32,33
0.95	229	11	20	AT5G42765,AT3G10130,AT1G10170,AT4G35770,AT3G22690,AT2G40760,AT1G74710,AT1G67280,AT3G26580,AT4G01900,AT1G06690	21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
0.95	230	17	20	AT1G29920,AT1G23740,AT3G55330,AT1G79230,AT2G24020,AT1G07510,AT1G15820,AT1G42960,AT3G15360,AT5G52970,AT2G40760,AT4G24930,AT3G57680,AT4G20820,AT3G22690,AT2G43010,AT3G24590	21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
0.95	231	8	20	AT4G16155,AT3G28850,AT1G75690,AT1G22020,AT1G51350,AT5G59250,AT1G22450,AT3G15840	21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
0.95	232	10	20	AT5G42765,AT3G10130,AT4G35770,AT2G40760,AT1G74710,AT3G57680,AT1G67280,AT4G01900,AT5G23890,AT1G06690	21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
0.95	233	18	20	AT2G42220,AT1G29920,AT1G23740,AT1G30510,AT1G07510,AT2G24020,AT1G50250,AT1G79230,AT1G15820,AT2G22360,AT3G22690,AT4G24930,AT5G12470,AT4G20820,AT5G21430,AT2G42975,AT2G43010,AT3G24590	21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
0.95	234	16	20	AT2G42220,AT1G29920,AT2G42975,AT1G30510,AT4G13010,AT1G07510,AT1G15820,AT4G24930,AT1G50250,AT2G22360,AT5G16660,AT5G12470,AT4G20820,AT5G21430,AT2G43010,AT3G24590	21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
0.9	235	9	20	AT1G15140,AT1G22020,AT3G58010,AT4G38380,AT5G16150,AT5G19500,AT3G25480,AT3G46780,AT1G50460	21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
0.9	236	12	20	AT5G59250,AT5G19500,AT4G16155,AT3G28850,AT1G22020,AT3G58010,AT5G16150,AT1G51350,AT3G25480,AT1G22450,AT3G15840,AT1G50460	21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
0.9	237	29	20	AT2G42975,AT1G07510,AT4G20820,AT3G58010,AT3G15360,AT2G42220,AT5G52970,AT1G50250,AT4G38380,AT3G22690,AT4G39460,AT5G21430,AT3G24590,AT1G29920,AT5G19500,AT1G30510,AT4G13010,AT1G15820,AT2G22360,AT5G12470,AT1G15140,AT3G55330,AT2G24020,AT1G79230,AT2G43010,AT5G16150,AT5G16660,AT3G57680,AT4G24930	21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
