threshold	term	GeneSize	WindowSize	key	value
1.0	183	5	3	AT5G52780,AT2G30950,AT5G20140,AT4G18370,AT4G04020	35,36,37
1.0	184	5	16	AT2G42975,AT1G15140,AT1G50250,AT4G38380,AT5G16660	35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
1.0	185	5	11	AT3G57680,AT1G29920,AT1G74710,AT1G55370,AT2G40760	35,36,37,38,39,40,41,42,43,44,45
1.0	186	6	9	AT3G10130,AT1G10170,AT5G13120,AT4G01050,AT1G67280,AT2G27290	35,36,37,38,39,40,41,42,43
1.0	187	5	13	AT1G75690,AT1G22020,AT3G28850,AT5G59250,AT1G22450	35,36,37,38,39,40,41,42,43,44,45,46,47
1.0	188	5	14	AT5G52970,AT2G24020,AT1G15820,AT5G12470,AT1G07510	35,36,37,38,39,40,41,42,43,44,45,46,47,48
1.0	189	5	7	AT1G67840,AT4G19830,AT1G74880,AT1G50450,AT2G21530	35,36,37,38,39,40,41
1.0	190	5	11	AT5G39830,AT3G10470,AT5G03455,AT4G31560,AT1G66670	35,36,37,38,39,40,41,42,43,44,45
1.0	191	5	10	AT5G13120,AT3G26580,AT1G31180,AT1G54050,AT1G66670	35,36,37,38,39,40,41,42,43,44
1.0	192	5	19	AT5G16150,AT5G19500,AT5G16660,AT4G38380,AT4G13010	35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
1.0	193	5	11	AT5G39830,AT5G03455,AT1G54580,AT4G31560,AT1G14590	35,36,37,38,39,40,41,42,43,44,45
1.0	194	8	19	AT4G13670,AT2G20270,AT1G07510,AT5G52970,AT1G15820,AT3G57680,AT2G43010,AT5G12470	35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
1.0	195	7	2	AT5G39830,AT5G20140,AT5G02160,AT1G27510,AT4G18370,AT5G15250,AT1G14590	35,36
1.0	196	7	2	AT5G39830,AT5G20140,AT1G27510,AT4G18370,AT5G15250,AT5G52780,AT1G14590	35,36
1.0	197	5	2	AT4G39960,AT1G72640,AT5G42070,AT1G31180,AT1G54050	35,36
1.0	198	5	13	AT2G17630,AT1G80030,AT1G12250,AT5G19370,AT2G37660	35,36,37,38,39,40,41,42,43,44,45,46,47
1.0	199	5	11	AT5G39830,AT3G10470,AT5G03455,AT4G31560,AT1G14590	35,36,37,38,39,40,41,42,43,44,45
1.0	200	5	10	AT4G37925,AT2G40100,AT2G26800,AT3G01440,AT1G14150	35,36,37,38,39,40,41,42,43,44
1.0	201	6	3	AT5G42765,AT3G10130,AT1G10170,AT1G79450,AT4G24750,AT4G01900	35,36,37
1.0	202	5	2	AT3G08920,AT2G29500,AT2G30695,AT1G02560,AT2G44990	35,36
1.0	203	5	11	AT5G39830,AT5G03455,AT1G54580,AT4G31560,AT1G66670	35,36,37,38,39,40,41,42,43,44,45
1.0	204	5	7	AT3G47060,AT4G04020,AT3G01440,AT4G23890,AT2G26800	35,36,37,38,39,40,41
1.0	205	6	19	AT4G13670,AT1G55370,AT2G20270,AT1G15820,AT3G57680,AT5G12470	35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
1.0	206	5	3	AT5G39830,AT1G54580,AT5G02160,AT4G31560,AT1G14590	35,36,37
1.0	207	5	9	AT4G35770,AT2G40760,AT3G22690,AT3G55330,AT1G06690	35,36,37,38,39,40,41,42,43
1.0	208	6	15	AT1G15140,AT2G42975,AT2G24020,AT1G15820,AT1G50250,AT3G24590	35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
1.0	209	5	15	AT4G35770,AT3G10130,AT3G22690,AT4G24750,AT1G06690	35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
1.0	210	6	10	AT5G13120,AT1G54050,AT4G01050,AT1G31180,AT3G26580,AT2G27290	35,36,37,38,39,40,41,42,43,44
1.0	211	5	3	AT4G39960,AT1G54580,AT5G02160,AT4G31560,AT1G66670	35,36,37
1.0	212	5	2	AT5G35170,AT4G39960,AT1G31180,AT1G54050,AT1G66670	35,36
1.0	213	5	10	AT2G17630,AT5G19370,AT1G12250,AT2G37660,AT5G01500	35,36,37,38,39,40,41,42,43,44
1.0	214	6	3	AT3G46780,AT4G16155,AT1G22020,AT1G51350,AT3G25480,AT3G15840	35,36,37
0.95	215	6	19	AT5G20140,AT3G47060,AT4G18370,AT4G04020,AT5G15250,AT2G26800	35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
0.95	216	17	19	AT1G29920,AT1G74710,AT1G55370,AT3G55330,AT2G20270,AT4G35770,AT4G20820,AT5G52970,AT1G15820,AT4G13670,AT3G22690,AT2G40760,AT4G39460,AT3G57680,AT2G43010,AT5G12470,AT1G06690	35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
0.95	217	16	19	AT1G29920,AT1G74710,AT1G55370,AT3G55330,AT2G20270,AT4G35770,AT4G20820,AT1G15820,AT1G42960,AT3G22690,AT2G40760,AT4G39460,AT3G57680,AT4G13670,AT5G12470,AT1G06690	35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
0.95	218	5	11	AT1G67840,AT4G19830,AT1G74880,AT1G50450,AT2G21530	35,36,37,38,39,40,41,42,43,44,45
0.95	219	9	19	AT5G39830,AT3G10470,AT4G31560,AT1G66670,AT4G18370,AT1G18730,AT1G54580,AT5G03455,AT5G15250	35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
0.95	220	12	19	AT1G29920,AT1G74710,AT1G55370,AT3G55330,AT4G35770,AT5G13120,AT3G22690,AT2G40760,AT3G57680,AT1G67280,AT2G27290,AT1G06690	35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
0.95	221	5	19	AT3G47060,AT2G30950,AT5G15250,AT5G39830,AT5G20140	35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
0.95	222	19	19	AT4G13670,AT1G15140,AT1G55370,AT4G13010,AT2G20270,AT1G07510,AT3G58010,AT3G60370,AT2G24020,AT1G15820,AT4G38380,AT5G52970,AT5G16150,AT1G74710,AT3G57680,AT4G20820,AT5G16660,AT2G43010,AT5G12470	35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
0.95	223	7	2	AT4G19830,AT1G74880,AT1G67840,AT2G21530,AT4G38100,AT1G65260,AT2G01140	35,36
0.95	224	6	12	AT2G29500,AT2G20260,AT3G08920,AT2G44990,AT1G16880,AT1G02560	35,36,37,38,39,40,41,42,43,44,45,46
0.95	225	7	19	AT2G37660,AT5G19370,AT1G12250,AT2G44990,AT1G80030,AT5G01500,AT1G02560	35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
0.95	226	10	19	AT3G55330,AT4G35770,AT1G06690,AT5G13120,AT1G54050,AT3G22690,AT1G67280,AT2G27290,AT1G72640,AT1G17850	35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
