threshold	term	GeneSize	WindowSize	key	value
1.0	183	5	7	AT3G47060,AT2G40100,AT2G26800,AT4G23890,AT1G14150	30,31,32,33,34,35,36
1.0	184	5	11	AT4G24750,AT3G10130,AT1G67280,AT4G01900,AT3G26580	30,31,32,33,34,35,36,37,38,39,40
1.0	185	6	5	AT3G47060,AT1G27510,AT1G14150,AT5G62720,AT5G35170,AT4G23890	30,31,32,33,34
1.0	186	5	2	AT3G15840,AT1G22020,AT5G59250,AT5G53170,AT1G51350	30,31
1.0	187	6	2	AT3G46780,AT3G53560,AT5G19500,AT3G25480,AT5G53490,AT1G50460	30,31
1.0	188	5	4	AT5G03455,AT1G54580,AT4G31560,AT1G54050,AT5G13120	30,31,32,33
1.0	189	6	3	AT5G39830,AT4G31560,AT5G13120,AT4G39960,AT5G03455,AT1G54580	30,31,32
1.0	190	6	3	AT5G39830,AT5G13120,AT4G39960,AT5G03455,AT3G15110,AT1G14590	30,31,32
1.0	191	5	12	AT3G57680,AT2G40760,AT4G35770,AT1G55370,AT1G06690	30,31,32,33,34,35,36,37,38,39,40,41
1.0	192	5	8	AT3G15840,AT1G22020,AT3G25480,AT1G51350,AT5G59250	30,31,32,33,34,35,36,37
1.0	193	5	24	AT1G75690,AT1G51350,AT5G59250,AT4G16155,AT3G28850	30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
1.0	194	5	12	AT3G57680,AT2G40760,AT1G55370,AT3G55330,AT1G06690	30,31,32,33,34,35,36,37,38,39,40,41
1.0	195	6	24	AT5G52970,AT1G07510,AT1G15820,AT3G57680,AT2G43010,AT5G12470	30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
1.0	196	5	2	AT1G75690,AT3G28850,AT4G27700,AT4G16155,AT1G22450	30,31
1.0	197	5	8	AT4G24930,AT4G20820,AT1G79450,AT3G22690,AT1G06690	30,31,32,33,34,35,36,37
1.0	198	5	7	AT5G42765,AT3G10130,AT1G10170,AT4G24750,AT3G26580	30,31,32,33,34,35,36
1.0	199	5	18	AT4G16155,AT1G22020,AT5G59250,AT1G51350,AT3G28850	30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47
1.0	200	6	8	AT5G42765,AT3G10130,AT1G10170,AT4G35770,AT4G24750,AT1G74710	30,31,32,33,34,35,36,37
1.0	201	5	4	AT1G67840,AT4G19830,AT2G21530,AT1G50450,AT4G38100	30,31,32,33
0.95	202	5	2	AT4G24930,AT1G79450,AT4G28025,AT2G21160,AT1G79230	30,31
0.95	203	7	24	AT5G39830,AT1G66670,AT5G13120,AT1G54050,AT5G03455,AT2G27290,AT1G17850	30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
0.95	204	5	23	AT3G47060,AT2G30950,AT2G26800,AT3G01440,AT1G14150	30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52
0.95	205	6	13	AT3G47060,AT1G14150,AT2G40100,AT4G23890,AT4G37925,AT2G26800	30,31,32,33,34,35,36,37,38,39,40,41,42
0.95	206	6	24	AT3G46780,AT3G28850,AT1G75690,AT1G22020,AT1G51350,AT5G59250	30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
0.95	207	9	24	AT1G74710,AT1G55370,AT2G20270,AT3G55330,AT4G35770,AT4G20820,AT3G22690,AT3G57680,AT1G06690	30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
0.95	208	5	4	AT2G44990,AT3G08920,AT5G35170,AT1G02560,AT2G37660	30,31,32,33
0.95	209	7	20	AT3G10130,AT1G10170,AT4G24750,AT4G01050,AT1G67280,AT2G27290,AT1G72640	30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
