threshold	term	GeneSize	WindowSize	key	value
1.0	183	10	13	AT4G13670,AT1G74710,AT2G20270,AT1G07510,AT5G52970,AT1G15820,AT2G40760,AT3G57680,AT2G43010,AT5G12470	41,42,43,44,45,46,47,48,49,50,51,52,53
1.0	184	5	3	AT5G35170,AT2G42220,AT5G19500,AT1G50460,AT5G16150	41,42,43
1.0	185	5	6	AT2G26800,AT4G04020,AT3G01440,AT5G42070,AT1G14150	41,42,43,44,45,46
1.0	186	5	2	AT3G15840,AT4G27700,AT1G51350,AT1G50460,AT3G46780	41,42
1.0	187	5	7	AT5G21430,AT2G42220,AT2G35040,AT5G16660,AT5G16150	41,42,43,44,45,46,47
1.0	188	5	13	AT5G16150,AT5G19500,AT5G16660,AT4G38380,AT4G13010	41,42,43,44,45,46,47,48,49,50,51,52,53
1.0	189	5	13	AT5G52970,AT1G15140,AT1G15820,AT4G38380,AT2G24020	41,42,43,44,45,46,47,48,49,50,51,52,53
1.0	190	5	2	AT5G21430,AT2G42220,AT2G35040,AT2G22360,AT5G16150	41,42
1.0	191	5	6	AT1G67700,AT2G44990,AT2G29500,AT1G02560,AT2G20260	41,42,43,44,45,46
1.0	192	5	4	AT4G37925,AT2G40100,AT2G26800,AT1G76760,AT1G14150	41,42,43,44
1.0	193	5	4	AT2G37400,AT1G74070,AT4G38100,AT1G54790,AT2G01140	41,42,43,44
1.0	194	6	2	AT2G17630,AT2G30695,AT2G20260,AT2G44990,AT5G01500,AT1G02560	41,42
1.0	195	5	7	AT2G17630,AT1G80030,AT1G12250,AT5G19370,AT2G37660	41,42,43,44,45,46,47
1.0	196	5	13	AT5G20140,AT5G03455,AT5G39830,AT1G54050,AT5G15250	41,42,43,44,45,46,47,48,49,50,51,52,53
1.0	197	6	9	AT3G55330,AT4G35770,AT5G13120,AT4G24750,AT2G27290,AT1G17850	41,42,43,44,45,46,47,48,49
1.0	198	5	13	AT1G75690,AT1G51350,AT5G59250,AT4G16155,AT3G28850	41,42,43,44,45,46,47,48,49,50,51,52,53
1.0	199	5	13	AT1G75690,AT1G51350,AT3G46780,AT5G59250,AT3G28850	41,42,43,44,45,46,47,48,49,50,51,52,53
1.0	200	6	7	AT3G55330,AT4G35770,AT1G42960,AT4G24750,AT4G39460,AT1G17850	41,42,43,44,45,46,47
1.0	201	5	6	AT4G37925,AT2G40100,AT1G76760,AT3G01440,AT1G14150	41,42,43,44,45,46
1.0	202	5	10	AT2G42975,AT1G15140,AT1G50250,AT5G16660,AT2G24020	41,42,43,44,45,46,47,48,49,50
1.0	203	6	3	AT2G37400,AT1G74070,AT1G78915,AT1G54790,AT4G38100,AT2G01140	41,42,43
1.0	204	6	7	AT2G42220,AT5G19500,AT4G13010,AT4G38380,AT5G16150,AT5G21430	41,42,43,44,45,46,47
