threshold	term	GeneSize	WindowSize	key	value
1.0	183	5	2	AT4G24930,AT5G53490,AT4G01900,AT1G54790,AT1G79450	2,3
1.0	184	5	7	AT2G42975,AT3G10130,AT1G76760,AT3G24590,AT2G37230	2,3,4,5,6,7,8
1.0	185	8	13	AT3G55330,AT1G52220,AT1G07510,AT2G40760,AT5G42070,AT3G57680,AT5G21430,AT1G17850	2,3,4,5,6,7,8,9,10,11,12,13,14
1.0	186	5	2	AT2G26340,AT3G53560,AT5G53490,AT4G24750,AT1G79450	2,3
1.0	187	6	16	AT4G35770,AT4G20820,AT3G22690,AT2G40760,AT5G42070,AT3G57680	2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
0.95	188	5	11	AT3G56040,AT1G79040,AT1G44575,AT1G65230,AT1G71500	2,3,4,5,6,7,8,9,10,11,12
0.95	189	8	2	AT2G26340,AT1G79450,AT3G53560,AT4G24750,AT5G53490,AT1G54790,AT4G24930,AT4G01900	2,3
0.95	190	5	9	AT2G42975,AT4G39960,AT1G76760,AT3G24590,AT2G37230	2,3,4,5,6,7,8,9,10
0.95	191	15	15	AT4G13670,AT3G55330,AT1G79230,AT4G20820,AT3G60370,AT1G07510,AT1G15820,AT3G22690,AT5G52970,AT2G40760,AT5G42070,AT3G57680,AT5G21430,AT4G35770,AT5G12470	2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
0.95	192	5	2	AT4G24930,AT1G54790,AT1G05385,AT4G01900,AT1G14590	2,3
0.95	193	5	2	AT3G08920,AT5G53170,AT4G33010,AT3G14420,AT2G29180	2,3
0.9	194	5	12	AT3G56040,AT1G79040,AT1G44575,AT1G65230,AT1G71500	2,3,4,5,6,7,8,9,10,11,12,13
0.9	195	19	15	AT4G13670,AT3G55330,AT1G66670,AT1G07510,AT4G20820,AT3G60370,AT1G52220,AT1G15820,AT1G79230,AT5G52970,AT2G40760,AT5G42070,AT3G57680,AT1G67280,AT3G26580,AT5G21430,AT4G35770,AT3G22690,AT1G17850	2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
