threshold	term	GeneSize	WindowSize	key	value
1.0	183	8	4	AT1G20810,AT2G21160,AT1G27510,AT1G54580,AT2G21530,AT4G38100,AT1G65260,AT2G37400	4,5,6,7
1.0	184	5	10	AT1G80030,AT1G12250,AT5G42765,AT2G30950,AT4G04020	4,5,6,7,8,9,10,11,12,13
1.0	185	5	2	AT3G56040,AT1G79040,AT1G44575,AT1G65230,AT1G71500	4,5
1.0	186	6	14	AT4G35770,AT4G20820,AT3G22690,AT2G40760,AT5G42070,AT3G57680	4,5,6,7,8,9,10,11,12,13,14,15,16,17
0.95	187	6	2	AT1G30510,AT1G79450,AT4G24750,AT4G24930,AT1G05385,AT1G06690	4,5
0.95	188	5	2	AT4G24930,AT3G26080,AT4G24750,AT1G05385,AT1G06690	4,5
0.95	189	8	2	AT1G30510,AT4G31560,AT1G79450,AT5G02160,AT4G18370,AT4G24930,AT1G05385,AT1G06690	4,5
0.95	190	18	13	AT4G13670,AT3G10130,AT3G55330,AT1G79230,AT4G20820,AT3G60370,AT1G07510,AT1G15820,AT2G22360,AT3G22690,AT5G52970,AT2G40760,AT5G42070,AT3G57680,AT3G24590,AT5G21430,AT4G35770,AT2G37230	4,5,6,7,8,9,10,11,12,13,14,15,16
0.95	191	5	9	AT3G56040,AT1G79040,AT1G44575,AT1G65230,AT1G71500	4,5,6,7,8,9,10,11,12
0.95	192	6	8	AT2G21160,AT1G78915,AT1G03090,AT1G54580,AT1G65260,AT2G37400	4,5,6,7,8,9,10,11
0.95	193	12	13	AT1G29920,AT2G42975,AT4G13010,AT1G07510,AT4G20820,AT1G50250,AT2G22360,AT3G22690,AT3G57680,AT3G24590,AT3G15360,AT2G37230	4,5,6,7,8,9,10,11,12,13,14,15,16
0.95	194	5	2	AT4G31560,AT5G02160,AT1G30510,AT4G18370,AT4G01900	4,5
0.9	195	7	3	AT1G30510,AT1G79450,AT4G18370,AT4G24750,AT4G24930,AT1G50460,AT1G06690	4,5,6
0.9	196	5	2	AT2G26340,AT3G47060,AT3G53560,AT1G54790,AT1G14590	4,5
0.9	197	6	3	AT1G30510,AT1G79450,AT4G18370,AT4G24930,AT1G06690,AT4G01900	4,5,6
0.9	198	5	10	AT3G56040,AT1G79040,AT1G44575,AT1G65230,AT1G71500	4,5,6,7,8,9,10,11,12,13
0.9	199	5	2	AT3G47060,AT2G01918,AT3G53560,AT1G54790,AT2G43010	4,5
0.9	200	9	8	AT1G20810,AT2G21160,AT1G78915,AT1G03090,AT1G54580,AT2G21530,AT4G38100,AT1G65260,AT2G37400	4,5,6,7,8,9,10,11
0.9	201	5	4	AT5G23890,AT2G40100,AT5G16660,AT2G30695,AT1G10170	4,5,6,7
0.9	202	5	2	AT1G21750,AT2G01918,AT3G53560,AT1G31180,AT2G43010	4,5
0.9	203	19	13	AT4G13670,AT3G10130,AT5G42070,AT3G55330,AT1G79230,AT1G07510,AT4G20820,AT1G66670,AT1G52220,AT2G40760,AT3G24590,AT3G57680,AT1G67280,AT3G26580,AT5G21430,AT4G35770,AT3G22690,AT2G37230,AT1G17850	4,5,6,7,8,9,10,11,12,13,14,15,16
0.9	204	5	2	AT5G53490,AT1G50460,AT1G42960,AT4G24750,AT2G24020	4,5
0.85	205	6	4	AT2G24020,AT1G42960,AT4G24750,AT4G24930,AT1G50460,AT1G06690	4,5,6,7
0.85	206	6	2	AT1G21750,AT2G01918,AT1G74880,AT2G01140,AT1G31180,AT2G43010	4,5
0.85	207	6	3	AT1G23740,AT5G02160,AT4G18370,AT2G44990,AT1G30510,AT4G01900	4,5,6
