threshold	term	GeneSize	WindowSize	key	value
1.0	183	5	8	AT5G19370,AT5G39830,AT5G13120,AT5G01500,AT5G15250	6,7,8,9,10,11,12,13
1.0	184	10	9	AT3G55330,AT1G52220,AT1G07510,AT2G40760,AT5G42070,AT3G57680,AT5G21430,AT4G35770,AT3G24590,AT1G17850	6,7,8,9,10,11,12,13,14
1.0	185	5	6	AT1G78915,AT1G20810,AT1G54580,AT2G21160,AT2G37400	6,7,8,9,10,11
1.0	186	6	12	AT4G35770,AT4G20820,AT3G22690,AT2G40760,AT5G42070,AT3G57680	6,7,8,9,10,11,12,13,14,15,16,17
0.95	187	5	2	AT2G24020,AT1G15140,AT1G23740,AT1G42960,AT1G06690	6,7
0.95	188	6	6	AT2G21160,AT1G78915,AT1G03090,AT1G54580,AT1G65260,AT2G37400	6,7,8,9,10,11
0.95	189	11	11	AT2G30950,AT5G20140,AT1G55370,AT5G42765,AT1G76760,AT4G39960,AT4G04020,AT1G12250,AT5G03455,AT2G27290,AT5G23890	6,7,8,9,10,11,12,13,14,15,16
0.95	190	5	7	AT4G01050,AT4G24750,AT1G42960,AT4G18370,AT1G06690	6,7,8,9,10,11,12
0.95	191	12	11	AT5G39830,AT2G30950,AT1G55370,AT5G13120,AT4G39960,AT1G54050,AT4G04020,AT5G19370,AT1G12250,AT5G15250,AT1G80030,AT1G72640	6,7,8,9,10,11,12,13,14,15,16
0.95	192	5	4	AT1G21750,AT1G74070,AT5G62720,AT2G01140,AT3G53560	6,7,8,9
0.95	193	18	11	AT4G13670,AT3G10130,AT3G55330,AT1G79230,AT4G20820,AT3G60370,AT1G07510,AT1G15820,AT2G22360,AT3G22690,AT5G52970,AT2G40760,AT5G42070,AT3G57680,AT3G24590,AT5G21430,AT4G35770,AT2G37230	6,7,8,9,10,11,12,13,14,15,16
0.95	194	5	7	AT3G56040,AT1G79040,AT1G44575,AT1G65230,AT1G71500	6,7,8,9,10,11,12
0.9	195	7	11	AT4G16155,AT1G75690,AT1G22020,AT4G38380,AT1G51350,AT3G25480,AT1G56500	6,7,8,9,10,11,12,13,14,15,16
0.9	196	5	9	AT4G01050,AT4G24750,AT1G10170,AT4G18370,AT1G06690	6,7,8,9,10,11,12,13,14
0.9	197	6	9	AT2G24020,AT1G42960,AT4G18370,AT4G24750,AT4G01050,AT1G06690	6,7,8,9,10,11,12,13,14
0.9	198	24	11	AT2G42975,AT1G07510,AT1G50250,AT5G53170,AT3G15360,AT1G10170,AT3G60370,AT5G52970,AT3G58010,AT4G38380,AT3G22690,AT4G39460,AT2G37230,AT4G20820,AT5G21430,AT3G24590,AT1G29920,AT5G19500,AT4G13010,AT1G15820,AT2G22360,AT5G12470,AT3G55330,AT5G16660	6,7,8,9,10,11,12,13,14,15,16
0.9	199	5	8	AT3G56040,AT1G79040,AT1G44575,AT1G65230,AT1G71500	6,7,8,9,10,11,12,13
0.9	200	15	11	AT2G30950,AT5G20140,AT1G55370,AT5G42765,AT1G66670,AT4G39960,AT3G10470,AT4G04020,AT1G12250,AT5G03455,AT1G67280,AT3G26580,AT2G27290,AT5G23890,AT2G40400	6,7,8,9,10,11,12,13,14,15,16
0.9	201	5	2	AT3G25480,AT3G46780,AT3G21055,AT1G54780,AT5G08540	6,7
0.9	202	21	11	AT5G39830,AT2G30950,AT1G74710,AT1G55370,AT5G42765,AT5G13120,AT4G39960,AT3G26580,AT1G76760,AT3G10470,AT1G54050,AT4G04020,AT5G19370,AT1G12250,AT5G15250,AT1G67280,AT2G27290,AT1G80030,AT1G72640,AT5G23890,AT5G01500	6,7,8,9,10,11,12,13,14,15,16
0.9	203	9	11	AT2G29500,AT2G20260,AT1G03160,AT2G37660,AT1G14150,AT1G18730,AT1G02560,AT3G15110,AT2G26800	6,7,8,9,10,11,12,13,14,15,16
0.9	204	5	7	AT1G78915,AT1G65260,AT2G01140,AT2G21530,AT4G38100	6,7,8,9,10,11,12
0.9	205	12	11	AT1G29920,AT1G10170,AT1G07510,AT4G20820,AT1G50250,AT3G22690,AT2G40760,AT5G16660,AT3G57680,AT3G24590,AT3G15360,AT2G37230	6,7,8,9,10,11,12,13,14,15,16
0.9	206	5	9	AT2G42220,AT4G39730,AT2G24020,AT1G23740,AT1G06690	6,7,8,9,10,11,12,13,14
0.9	207	6	2	AT4G31560,AT3G47060,AT5G53490,AT3G26080,AT1G05385,AT1G14590	6,7
0.9	208	19	11	AT4G13670,AT3G10130,AT5G42070,AT3G55330,AT1G79230,AT1G07510,AT4G20820,AT1G66670,AT1G52220,AT2G40760,AT3G24590,AT3G57680,AT1G67280,AT3G26580,AT5G21430,AT4G35770,AT3G22690,AT2G37230,AT1G17850	6,7,8,9,10,11,12,13,14,15,16
0.9	209	5	5	AT3G15840,AT2G42220,AT4G39730,AT1G23740,AT1G06690	6,7,8,9,10
0.85	210	7	11	AT2G42220,AT1G23740,AT2G24020,AT1G42960,AT4G39730,AT1G50460,AT1G06690	6,7,8,9,10,11,12,13,14,15,16
0.85	211	5	8	AT3G56040,AT1G79040,AT1G44575,AT1G65230,AT1G71500	6,7,8,9,10,11,12,13
0.85	212	6	8	AT2G37400,AT3G53560,AT1G78915,AT1G65260,AT2G01140,AT2G21160	6,7,8,9,10,11,12,13
0.85	213	6	2	AT2G26340,AT4G31560,AT3G47060,AT5G53490,AT3G26080,AT1G14590	6,7
0.85	214	13	11	AT1G29920,AT1G10170,AT1G07510,AT4G20820,AT1G50250,AT3G22690,AT2G40760,AT5G16660,AT3G57680,AT3G24590,AT3G15360,AT2G37230,AT1G06690	6,7,8,9,10,11,12,13,14,15,16
0.85	215	26	11	AT3G10470,AT4G39960,AT5G42070,AT1G74710,AT2G20270,AT1G66670,AT3G22690,AT2G40760,AT2G27290,AT5G23890,AT1G17850,AT2G35040,AT5G42765,AT3G10130,AT1G67280,AT3G26580,AT1G80030,AT2G30950,AT5G20140,AT1G55370,AT1G52220,AT4G35770,AT1G12250,AT4G04020,AT5G03455,AT3G57680	6,7,8,9,10,11,12,13,14,15,16
0.85	216	5	2	AT2G26340,AT3G47060,AT2G43010,AT1G03850,AT1G14590	6,7
0.85	217	5	2	AT2G42220,AT1G16790,AT4G28025,AT1G50460,AT4G23890	6,7
0.85	218	6	11	AT3G46780,AT1G23740,AT5G16660,AT5G16150,AT3G25480,AT3G15840	6,7,8,9,10,11,12,13,14,15,16
0.85	219	7	11	AT1G23740,AT1G10170,AT2G24020,AT1G42960,AT4G39730,AT5G16660,AT1G06690	6,7,8,9,10,11,12,13,14,15,16
0.85	220	27	11	AT3G10470,AT1G07510,AT4G20820,AT4G13670,AT5G42070,AT3G15360,AT3G10130,AT1G10170,AT1G66670,AT3G60370,AT5G52970,AT3G22690,AT2G40760,AT5G12470,AT5G21430,AT3G24590,AT1G17850,AT1G15820,AT2G22360,AT1G67280,AT3G26580,AT2G37230,AT3G55330,AT1G52220,AT1G79230,AT3G57680,AT4G35770	6,7,8,9,10,11,12,13,14,15,16
0.85	221	6	2	AT3G46780,AT5G08540,AT3G25480,AT1G54780,AT5G01220,AT3G21055	6,7
0.85	222	31	11	AT2G42975,AT1G07510,AT3G58010,AT5G53170,AT3G15360,AT5G59250,AT1G10170,AT4G35770,AT3G60370,AT5G52970,AT1G50250,AT4G38380,AT3G22690,AT2G40760,AT4G39460,AT5G12470,AT4G20820,AT5G21430,AT1G56500,AT3G24590,AT1G29920,AT5G19500,AT4G13010,AT1G22020,AT1G15820,AT2G22360,AT2G37230,AT3G55330,AT5G16660,AT3G57680,AT1G22450	6,7,8,9,10,11,12,13,14,15,16
0.85	223	30	11	AT2G42975,AT1G07510,AT1G50250,AT5G53170,AT3G15360,AT1G10170,AT5G59250,AT3G60370,AT5G52970,AT3G58010,AT4G38380,AT3G22690,AT4G39460,AT5G12470,AT1G75690,AT5G21430,AT1G56500,AT3G24590,AT1G29920,AT5G19500,AT4G13010,AT3G28850,AT1G22020,AT1G15820,AT2G22360,AT4G20820,AT2G37230,AT3G55330,AT5G16660,AT1G22450	6,7,8,9,10,11,12,13,14,15,16
0.85	224	31	11	AT3G10470,AT2G42975,AT1G07510,AT4G20820,AT4G13670,AT5G42070,AT5G53170,AT3G15360,AT3G10130,AT1G66670,AT3G60370,AT5G52970,AT1G50250,AT3G22690,AT2G40760,AT5G12470,AT5G21430,AT3G24590,AT1G17850,AT1G29920,AT4G13010,AT1G15820,AT2G22360,AT1G67280,AT3G26580,AT2G37230,AT3G55330,AT1G52220,AT1G79230,AT3G57680,AT4G35770	6,7,8,9,10,11,12,13,14,15,16
0.85	225	5	9	AT1G78915,AT1G65260,AT2G01140,AT2G21530,AT4G38100	6,7,8,9,10,11,12,13,14
0.85	226	22	11	AT2G42975,AT1G07510,AT1G75690,AT3G15360,AT1G50250,AT1G10170,AT3G58010,AT4G38380,AT3G22690,AT1G51350,AT4G39460,AT4G20820,AT1G56500,AT3G24590,AT1G29920,AT5G19500,AT4G13010,AT1G22020,AT3G25480,AT2G37230,AT5G16150,AT5G16660	6,7,8,9,10,11,12,13,14,15,16
0.85	227	5	11	AT3G15840,AT5G16150,AT5G16660,AT1G23740,AT4G39730	6,7,8,9,10,11,12,13,14,15,16
0.85	228	5	2	AT3G26080,AT2G01918,AT3G47060,AT1G05385,AT1G14590	6,7
0.8	229	32	11	AT3G46780,AT2G42975,AT1G07510,AT1G75690,AT3G15360,AT1G50250,AT1G10170,AT5G59250,AT3G60370,AT5G52970,AT3G58010,AT4G38380,AT3G22690,AT1G51350,AT4G39460,AT5G12470,AT4G20820,AT3G15840,AT1G56500,AT3G24590,AT1G29920,AT5G19500,AT4G13010,AT1G22020,AT2G22360,AT5G21430,AT3G25480,AT2G37230,AT4G16155,AT5G16150,AT5G16660,AT1G22450	6,7,8,9,10,11,12,13,14,15,16
0.8	230	5	3	AT4G33010,AT3G08920,AT4G27700,AT3G14420,AT2G29180	6,7,8
