threshold	term	GeneSize	WindowSize	key	value
1.0	183	5	7	AT5G19370,AT5G39830,AT5G13120,AT5G01500,AT5G15250	7,8,9,10,11,12,13
1.0	184	6	11	AT4G35770,AT4G20820,AT3G22690,AT2G40760,AT5G42070,AT3G57680	7,8,9,10,11,12,13,14,15,16,17
1.0	185	5	5	AT1G78915,AT1G20810,AT1G54580,AT2G21160,AT2G37400	7,8,9,10,11
1.0	186	5	9	AT1G18730,AT2G29500,AT2G20260,AT1G03160,AT1G14150	7,8,9,10,11,12,13,14,15
1.0	187	10	8	AT3G55330,AT1G52220,AT1G07510,AT2G40760,AT5G42070,AT3G57680,AT5G21430,AT4G35770,AT3G24590,AT1G17850	7,8,9,10,11,12,13,14
1.0	188	6	3	AT1G74710,AT2G37660,AT3G15110,AT2G41330,AT1G72640,AT2G26800	7,8,9
1.0	189	5	4	AT1G65260,AT1G03090,AT2G21530,AT1G50450,AT4G38100	7,8,9,10
1.0	190	5	2	AT1G67700,AT1G18730,AT2G20260,AT1G03160,AT3G01440	7,8
1.0	191	6	5	AT5G19500,AT4G16155,AT1G22020,AT1G51110,AT1G51350,AT1G56500	7,8,9,10,11
0.95	192	6	4	AT1G23740,AT2G24020,AT1G42960,AT4G39730,AT4G01050,AT1G06690	7,8,9,10
0.95	193	5	6	AT4G01050,AT4G24750,AT1G42960,AT4G18370,AT1G06690	7,8,9,10,11,12
0.95	194	14	10	AT5G39830,AT2G30950,AT1G74710,AT1G55370,AT5G13120,AT4G39960,AT4G04020,AT5G19370,AT1G12250,AT5G15250,AT1G80030,AT1G72640,AT5G23890,AT5G01500	7,8,9,10,11,12,13,14,15,16
0.95	195	6	5	AT1G20810,AT2G37400,AT1G78915,AT1G54580,AT2G01140,AT2G21160	7,8,9,10,11
0.95	196	5	3	AT1G21750,AT1G74070,AT5G62720,AT2G01140,AT3G53560	7,8,9
0.95	197	5	2	AT1G67700,AT4G37925,AT1G80380,AT3G01440,AT1G14345	7,8
0.95	198	18	10	AT4G13670,AT3G10130,AT3G55330,AT1G79230,AT4G20820,AT3G60370,AT1G07510,AT1G15820,AT2G22360,AT3G22690,AT5G52970,AT2G40760,AT5G42070,AT3G57680,AT3G24590,AT5G21430,AT4G35770,AT2G37230	7,8,9,10,11,12,13,14,15,16
0.95	199	5	4	AT5G16660,AT4G24750,AT1G10170,AT4G18370,AT1G42960	7,8,9,10
0.95	200	5	6	AT3G56040,AT1G79040,AT1G44575,AT1G65230,AT1G71500	7,8,9,10,11,12
0.95	201	9	10	AT2G29500,AT2G20260,AT1G03160,AT1G14150,AT1G67700,AT1G18730,AT3G01440,AT3G15110,AT4G37925	7,8,9,10,11,12,13,14,15,16
0.95	202	8	10	AT2G29500,AT2G30695,AT2G20260,AT2G37660,AT1G14150,AT1G18730,AT3G15110,AT2G26800	7,8,9,10,11,12,13,14,15,16
0.95	203	6	5	AT2G21160,AT1G78915,AT1G03090,AT1G54580,AT1G65260,AT2G37400	7,8,9,10,11
0.9	204	5	8	AT4G39730,AT2G24020,AT1G23740,AT1G42960,AT1G06690	7,8,9,10,11,12,13,14
0.9	205	7	4	AT2G42220,AT1G15140,AT2G24020,AT4G39730,AT1G50460,AT4G28025,AT4G01900	7,8,9,10
0.9	206	6	8	AT2G24020,AT1G42960,AT4G18370,AT4G24750,AT4G01050,AT1G06690	7,8,9,10,11,12,13,14
0.9	207	5	7	AT3G56040,AT1G79040,AT1G44575,AT1G65230,AT1G71500	7,8,9,10,11,12,13
0.9	208	5	6	AT4G24750,AT2G40400,AT1G10170,AT4G18370,AT1G42960	7,8,9,10,11,12
