threshold	term	GeneSize	WindowSize	key	value
1.0	183	5	11	AT4G39960,AT5G03455,AT1G54580,AT1G31180,AT4G31560	33,34,35,36,37,38,39,40,41,42,43
1.0	184	5	9	AT5G39830,AT4G39960,AT1G54580,AT4G31560,AT3G15110	33,34,35,36,37,38,39,40,41
1.0	185	5	11	AT2G27290,AT3G10130,AT1G67280,AT4G01050,AT3G26580	33,34,35,36,37,38,39,40,41,42,43
1.0	186	5	8	AT3G10130,AT1G74710,AT1G67280,AT4G01900,AT3G22690	33,34,35,36,37,38,39,40
1.0	187	5	10	AT3G47060,AT4G04020,AT3G01440,AT4G23890,AT2G26800	33,34,35,36,37,38,39,40,41,42
1.0	188	6	2	AT1G20810,AT5G19500,AT3G53560,AT1G54500,AT5G53490,AT1G50460	33,34
1.0	189	6	21	AT1G15140,AT5G52970,AT1G07510,AT2G24020,AT1G15820,AT4G38380	33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
1.0	190	5	15	AT2G17630,AT1G80030,AT5G19370,AT2G37660,AT5G01500	33,34,35,36,37,38,39,40,41,42,43,44,45,46,47
1.0	191	5	5	AT5G52780,AT3G47060,AT2G30950,AT5G15250,AT4G04020	33,34,35,36,37
1.0	192	5	20	AT4G16155,AT1G22020,AT5G59250,AT1G51350,AT3G28850	33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52
1.0	193	5	12	AT1G67840,AT4G19830,AT1G74880,AT1G50450,AT2G21530	33,34,35,36,37,38,39,40,41,42,43,44
1.0	194	5	9	AT2G17630,AT2G44990,AT2G20260,AT5G01500,AT2G37660	33,34,35,36,37,38,39,40,41
1.0	195	5	7	AT2G44990,AT3G08920,AT2G37660,AT1G02560,AT2G20260	33,34,35,36,37,38,39
1.0	196	7	17	AT3G10130,AT3G55330,AT4G35770,AT4G24750,AT1G67280,AT3G22690,AT1G06690	33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
1.0	197	5	13	AT5G39830,AT5G03455,AT1G54580,AT4G31560,AT1G14590	33,34,35,36,37,38,39,40,41,42,43,44,45
1.0	198	5	4	AT4G31560,AT5G13120,AT1G54580,AT1G31180,AT1G54050	33,34,35,36
1.0	199	5	3	AT5G53170,AT3G25480,AT1G50460,AT3G46780,AT5G19500	33,34,35
0.95	200	8	21	AT5G39830,AT1G66670,AT5G13120,AT1G54050,AT5G03455,AT3G15110,AT1G72640,AT1G17850	33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
0.95	201	5	17	AT5G39830,AT4G39960,AT5G20140,AT3G15110,AT1G14590	33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
0.95	202	11	21	AT5G59250,AT3G46780,AT4G16155,AT3G28850,AT1G22020,AT3G58010,AT4G38380,AT5G16150,AT1G51350,AT5G19500,AT1G50460	33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
0.95	203	7	21	AT2G17630,AT2G40100,AT1G14150,AT5G19370,AT1G12250,AT1G80030,AT2G26800	33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
0.95	204	5	18	AT5G52780,AT3G47060,AT2G30950,AT5G15250,AT5G20140	33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
0.95	205	11	21	AT5G39830,AT4G31560,AT1G66670,AT5G13120,AT1G54050,AT5G03455,AT1G67280,AT3G26580,AT2G27290,AT1G72640,AT1G17850	33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
0.95	206	5	14	AT3G08920,AT1G16880,AT1G02560,AT2G29500,AT2G44990	33,34,35,36,37,38,39,40,41,42,43,44,45,46
0.95	207	5	12	AT5G20140,AT4G04020,AT5G39830,AT4G18370,AT2G40400	33,34,35,36,37,38,39,40,41,42,43,44
0.95	208	8	21	AT5G39830,AT3G10470,AT4G31560,AT1G66670,AT5G13120,AT1G54050,AT1G18730,AT5G03455	33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
0.95	209	5	13	AT1G67840,AT4G19830,AT1G74880,AT1G50450,AT2G21530	33,34,35,36,37,38,39,40,41,42,43,44,45
0.95	210	6	21	AT5G20140,AT3G47060,AT4G04020,AT5G15250,AT1G14150,AT2G26800	33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
0.95	211	12	21	AT5G13120,AT3G55330,AT1G66670,AT1G06690,AT4G35770,AT1G54050,AT3G22690,AT1G67280,AT3G26580,AT2G27290,AT1G72640,AT1G17850	33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
0.95	212	5	21	AT5G19370,AT2G29500,AT1G02560,AT5G01500,AT2G44990	33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
0.95	213	21	21	AT4G13670,AT1G15140,AT1G55370,AT4G13010,AT2G20270,AT1G07510,AT4G20820,AT3G60370,AT2G24020,AT1G15820,AT4G38380,AT2G35040,AT3G22690,AT5G52970,AT5G16150,AT2G40760,AT1G74710,AT3G57680,AT5G16660,AT2G43010,AT5G12470	33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
0.9	214	12	21	AT5G20140,AT5G15250,AT3G47060,AT2G40100,AT4G18370,AT2G37660,AT5G19370,AT1G12250,AT4G04020,AT1G80030,AT1G14150,AT2G26800	33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
0.9	215	13	21	AT5G39830,AT3G10470,AT4G31560,AT1G66670,AT5G13120,AT1G54050,AT1G18730,AT1G54580,AT4G18370,AT3G15110,AT1G72640,AT5G03455,AT1G17850	33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
0.9	216	12	21	AT5G39830,AT2G30950,AT5G20140,AT5G15250,AT4G31560,AT3G47060,AT3G10470,AT4G18370,AT4G04020,AT1G18730,AT1G54580,AT2G26800	33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
