threshold	term	GeneSize	WindowSize	key	value
1.0	183	5	15	AT1G75690,AT1G51350,AT3G28850,AT4G16155,AT1G22450	25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
1.0	184	5	16	AT2G27290,AT3G26580,AT1G72640,AT1G67280,AT1G17850	25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
1.0	185	5	3	AT5G35170,AT1G03090,AT2G29500,AT2G30695,AT1G27510	25,26,27
1.0	186	5	24	AT3G57680,AT5G23890,AT1G15820,AT2G20270,AT2G24020	25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48
1.0	187	7	29	AT2G20270,AT1G07510,AT5G52970,AT1G15820,AT3G57680,AT2G43010,AT5G12470	25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
1.0	188	5	6	AT2G17630,AT3G08920,AT3G47060,AT2G20260,AT1G14150	25,26,27,28,29,30
1.0	189	5	29	AT2G24020,AT1G15820,AT2G43010,AT2G20270,AT1G07510	25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
1.0	190	5	12	AT5G42765,AT1G72640,AT1G67280,AT4G24750,AT3G26580	25,26,27,28,29,30,31,32,33,34,35,36
1.0	191	5	21	AT4G35770,AT2G40760,AT4G24750,AT1G55370,AT1G06690	25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45
1.0	192	5	25	AT4G35770,AT2G40760,AT3G22690,AT3G55330,AT1G06690	25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
1.0	193	5	11	AT5G16150,AT5G19500,AT4G39460,AT3G58010,AT4G38380	25,26,27,28,29,30,31,32,33,34,35
1.0	194	5	25	AT4G35770,AT2G40760,AT3G10130,AT3G22690,AT1G06690	25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
1.0	195	5	16	AT3G10130,AT2G40760,AT1G74710,AT5G42765,AT3G22690	25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
1.0	196	5	3	AT1G80030,AT5G20140,AT5G08540,AT4G18370,AT5G39830	25,26,27
1.0	197	5	13	AT5G42765,AT3G10130,AT1G67280,AT4G01900,AT3G26580	25,26,27,28,29,30,31,32,33,34,35,36,37
1.0	198	5	21	AT5G39830,AT3G10470,AT5G03455,AT4G31560,AT1G14590	25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45
1.0	199	5	11	AT3G58010,AT2G35040,AT1G54500,AT2G22360,AT5G16660	25,26,27,28,29,30,31,32,33,34,35
1.0	200	5	6	AT3G08920,AT3G47060,AT4G37925,AT1G02560,AT2G44990	25,26,27,28,29,30
1.0	201	5	22	AT2G40760,AT4G35770,AT3G55330,AT2G20270,AT1G06690	25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46
1.0	202	5	29	AT3G57680,AT1G29920,AT1G15820,AT2G20270,AT4G20820	25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
1.0	203	5	6	AT2G44990,AT5G35170,AT2G29500,AT1G27510,AT2G37660	25,26,27,28,29,30
1.0	204	6	10	AT1G29920,AT1G15140,AT1G15820,AT1G50250,AT2G43010,AT2G37230	25,26,27,28,29,30,31,32,33,34
1.0	205	5	3	AT1G51110,AT3G25480,AT1G50460,AT3G46780,AT5G19500	25,26,27
1.0	206	5	29	AT3G57680,AT1G15820,AT2G43010,AT2G20270,AT4G20820	25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
1.0	207	5	8	AT5G16150,AT3G25480,AT1G50460,AT3G58010,AT5G19500	25,26,27,28,29,30,31,32
1.0	208	5	7	AT2G20260,AT3G47060,AT4G37925,AT1G02560,AT1G14150	25,26,27,28,29,30,31
1.0	209	5	4	AT5G20140,AT4G39960,AT5G13120,AT4G18370,AT4G04020	25,26,27,28
1.0	210	6	25	AT2G42975,AT5G52970,AT1G07510,AT1G50250,AT5G16660,AT3G24590	25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
1.0	211	5	3	AT3G58010,AT1G22020,AT2G35040,AT1G54500,AT4G39460	25,26,27
1.0	212	5	26	AT2G24020,AT2G42975,AT1G15140,AT1G15820,AT1G07510	25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
1.0	213	5	29	AT5G16150,AT5G19500,AT5G16660,AT3G58010,AT4G38380	25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
