AT2G04030	4	5	2	1	4	1	1	3	4	4	5	3	1	2	3	5	1	5	4	4	4	4	4	4	5	5	3	4	3	4	2	1	5	4	3	4	4	1	3	1	1	3	4	4	3	5	4	5	5	5	4	5	4	4	4	1	2	4	3	4	4	3	1	1	2	4	3	5	2	1	4	1	3	3	5	5	1	1	2	2	1	1	2	3	5	1	3	5	2	3	5	4	1	5	3	2	5	3	4	4
AT5G20140	4	3	1	3	5	4	3	2	3	2	1	5	2	4	4	2	3	4	3	1	5	4	5	2	4	5	1	2	2	1	4	1	2	4	1	1	1	1	1	4	4	2	1	5	4	2	1	2	5	1	3	2	2	3	3	3	1	2	5	3	3	1	4	1	4	2	5	2	1	4	3	4	3	2	5	1	4	3	3	1	3	2	4	1	1	4	5	1	5	5	5	3	1	4	4	4	3	2	1	1
AT5G62720	4	3	1	2	5	4	3	2	3	5	1	5	2	4	4	2	3	4	3	1	5	4	5	2	4	5	1	2	4	5	4	2	2	4	1	1	1	1	1	4	2	2	1	5	4	2	1	2	5	1	3	2	2	3	1	3	1	2	5	3	3	1	4	5	4	2	5	2	1	4	3	4	3	2	5	1	4	3	3	1	3	2	4	1	1	2	5	1	5	5	5	3	1	4	4	4	3	2	1	1
AT4G38100	5	1	4	4	2	2	5	4	5	1	2	4	3	5	1	1	2	3	5	2	2	1	2	5	1	4	4	1	4	3	3	4	4	5	2	5	2	3	4	5	5	4	4	3	1	3	3	3	4	3	5	3	3	5	2	4	4	1	4	5	1	3	5	4	5	3	4	3	2	3	5	3	4	5	2	4	5	4	5	3	2	1	1	2	2	3	5	3	4	2	2	4	4	1	1	5	1	4	2	5
AT5G21430	4	3	1	2	5	4	3	2	3	5	1	1	2	4	4	2	3	4	3	1	5	4	3	2	4	5	1	2	2	5	4	2	2	4	1	1	1	1	1	4	2	2	1	5	4	2	1	2	5	1	3	2	5	3	1	3	1	2	5	3	5	1	4	1	4	2	5	2	1	4	3	4	3	2	5	1	4	3	3	1	3	2	3	1	1	2	5	1	5	5	5	2	1	4	2	4	3	2	1	1
AT3G21055	4	5	1	5	5	5	2	5	5	4	5	1	4	3	5	4	4	1	3	3	1	5	3	1	3	2	1	3	1	5	4	5	2	4	3	4	3	1	2	3	3	5	3	1	4	4	2	5	1	1	1	4	5	3	1	2	1	5	1	2	5	5	2	1	3	5	2	5	4	3	1	5	1	4	5	2	2	5	2	5	3	3	5	4	4	2	1	3	5	4	3	2	3	3	3	3	2	5	1	1
AT4G23890	4	3	1	3	5	4	3	2	3	2	1	5	2	4	4	2	3	4	3	1	5	4	5	2	4	5	1	2	2	1	4	1	2	4	1	1	1	1	1	4	4	2	1	5	4	2	1	2	5	5	3	2	2	3	3	3	1	2	5	3	3	1	4	1	4	2	5	2	3	4	3	2	3	2	5	1	4	3	3	1	5	2	4	1	3	4	5	1	2	5	5	3	1	4	4	4	3	2	1	1
AT4G38380	4	3	1	2	5	4	3	2	3	5	1	1	2	4	4	2	4	4	3	1	5	5	3	2	4	5	1	2	4	5	4	2	2	4	1	1	1	1	1	4	2	2	1	5	4	2	1	2	1	1	3	2	5	3	1	3	1	2	5	3	5	1	4	5	4	2	5	2	1	4	3	4	3	2	5	1	4	3	3	1	3	2	3	1	1	2	5	1	5	5	3	2	1	4	2	4	3	2	1	1
AT4G25910	2	2	5	1	4	3	4	3	4	3	4	4	3	1	3	5	1	5	1	5	4	2	4	3	2	3	2	1	3	2	2	3	5	1	4	3	3	5	3	2	5	3	2	4	2	3	2	4	2	2	5	5	1	5	4	5	3	4	3	1	2	4	3	2	2	1	3	4	2	1	4	1	5	3	1	3	5	4	1	2	1	1	5	4	2	1	2	2	1	1	1	4	4	1	5	1	1	3	3	2
AT2G43010	4	3	1	2	5	4	3	2	3	5	1	1	2	4	4	2	3	4	3	1	5	4	3	2	4	5	1	2	4	5	4	2	2	4	1	1	1	1	1	4	2	2	1	5	4	2	1	2	5	1	3	2	5	3	1	3	1	2	5	3	5	1	4	5	4	2	5	2	1	4	3	4	3	2	5	1	4	3	3	1	3	2	3	1	1	2	5	1	5	5	5	2	1	4	2	4	3	2	1	1
AT4G25050	1	5	3	1	3	5	1	1	2	3	5	2	4	2	2	3	5	2	4	4	3	3	1	1	2	3	3	3	5	4	1	3	1	3	3	5	3	2	5	3	1	5	4	4	2	5	4	1	4	2	2	1	4	1	5	2	5	3	4	2	4	5	2	2	3	5	2	5	5	5	2	5	2	1	4	5	1	5	4	4	2	4	2	5	5	1	3	5	3	3	2	5	5	2	5	5	5	5	4	3
AT1G51350	4	3	1	2	5	1	3	2	3	5	1	1	2	4	4	4	4	4	3	1	5	5	3	2	4	5	1	2	4	5	4	2	2	4	1	1	1	1	1	4	2	2	1	5	4	2	1	2	1	1	3	4	5	3	1	3	1	2	5	3	5	1	4	1	4	2	5	2	1	4	1	4	3	2	5	1	4	3	2	1	3	2	3	1	1	2	5	1	5	5	3	2	1	3	2	3	3	2	1	1
AT1G12250	4	3	1	3	5	4	3	2	3	2	1	5	2	4	4	2	3	4	3	1	5	4	5	4	4	5	5	2	2	1	4	1	2	4	5	1	1	1	1	4	4	2	1	5	4	2	1	2	5	5	3	2	2	3	3	3	1	2	5	3	3	1	4	1	4	2	5	2	3	4	3	2	3	2	5	1	4	3	3	1	5	2	4	1	3	4	5	1	2	5	5	3	1	4	4	4	3	2	1	1
AT2G41680	2	5	5	1	4	3	5	3	4	4	4	4	1	1	3	5	1	5	1	5	4	2	4	3	2	3	2	4	3	2	2	3	5	1	4	5	4	5	3	3	1	3	5	4	3	4	4	4	2	2	4	5	1	4	4	5	2	4	3	4	4	3	3	2	2	1	3	4	2	1	4	1	5	3	1	3	5	1	1	2	1	1	2	4	2	1	2	5	1	3	1	4	4	5	5	2	5	3	4	3
AT3G15110	4	3	1	3	5	4	3	2	3	2	1	5	2	4	4	2	3	4	3	1	5	4	5	4	4	5	1	2	2	1	4	1	2	4	5	1	1	1	1	4	4	2	1	5	4	2	1	2	5	1	3	2	2	3	3	3	1	2	5	3	3	1	4	1	4	2	5	2	3	4	3	2	3	2	5	1	4	3	3	1	5	2	4	1	3	4	5	1	2	5	5	3	1	4	4	4	3	2	1	1
AT2G40400	4	3	1	2	5	4	3	2	3	2	1	5	2	4	4	2	3	4	3	1	5	4	5	4	4	5	1	2	2	1	4	1	2	4	5	1	1	1	1	4	4	2	1	5	4	2	1	2	5	1	3	2	2	3	3	3	1	2	5	3	3	1	4	1	4	2	5	2	3	4	3	2	3	2	5	1	4	3	3	1	5	2	4	1	3	4	5	1	2	5	5	3	1	4	4	4	3	2	1	1
AT5G07020	5	5	1	5	5	5	2	5	2	4	5	2	4	3	5	4	4	1	2	3	1	5	3	1	3	2	3	3	1	3	1	5	2	4	3	4	3	1	2	3	3	5	3	1	4	4	2	5	1	3	1	4	3	1	5	2	1	5	1	2	2	5	2	4	3	5	2	5	4	3	1	5	1	4	4	2	2	5	4	5	4	3	5	4	4	5	1	3	3	4	2	5	3	3	3	3	2	5	5	1
AT5G16660	4	3	1	2	5	4	3	2	3	5	1	1	2	4	4	2	4	4	3	1	5	4	3	2	4	5	1	2	2	5	4	2	2	4	1	1	1	1	1	4	2	2	1	5	4	2	1	2	1	1	3	2	5	3	1	3	1	2	5	3	5	1	4	1	4	2	5	2	1	4	3	4	3	2	5	1	4	3	3	1	3	2	3	1	1	2	5	1	5	5	5	2	1	4	2	4	3	2	1	1
AT3G14420	5	1	5	1	4	3	5	3	4	3	4	4	3	1	3	5	1	5	1	5	2	2	1	3	2	3	2	1	5	2	2	3	5	1	4	3	3	2	3	2	5	3	2	4	5	4	4	4	2	2	5	5	1	5	4	5	3	4	3	4	1	4	3	2	2	1	3	4	2	1	4	3	5	3	1	3	5	4	1	2	1	1	5	4	2	1	2	2	1	1	1	4	5	5	5	1	1	3	3	3
AT1G79230	4	3	1	2	5	4	3	2	3	5	1	1	2	4	4	2	3	4	3	1	5	4	5	2	4	5	1	2	4	5	4	2	2	4	1	1	1	1	1	4	2	2	1	5	4	2	1	2	5	1	3	2	5	3	1	3	1	2	5	3	5	1	4	5	4	2	5	2	1	4	3	4	3	2	5	1	4	3	3	1	3	2	3	1	1	2	5	1	5	5	5	3	1	4	2	4	3	2	1	1
AT2G42220	4	3	1	2	5	4	3	2	3	5	1	1	2	4	4	2	3	4	3	1	5	4	3	2	4	5	1	2	2	5	4	2	2	4	1	1	1	1	1	4	2	2	1	5	4	2	1	2	1	1	3	2	5	3	1	3	1	2	5	3	5	1	4	1	4	2	5	2	1	4	3	4	3	2	5	1	4	3	3	1	3	2	3	1	1	2	5	1	5	5	5	2	1	4	2	4	3	2	1	1
AT1G67280	4	3	1	2	5	4	3	2	3	5	1	5	2	4	4	2	3	4	3	1	5	4	5	2	4	5	1	2	4	5	4	2	2	4	1	1	1	1	1	4	2	2	1	5	4	2	1	2	5	1	3	2	2	3	1	3	1	2	5	3	3	1	4	5	4	2	5	2	1	4	3	4	3	2	5	1	4	3	3	1	3	2	3	1	1	2	5	1	5	5	5	3	1	4	2	4	3	2	1	1
AT3G47450	5	2	5	5	4	3	4	1	2	3	3	4	5	1	1	5	1	4	2	5	4	2	5	3	1	4	2	1	3	2	2	3	3	2	4	3	3	4	2	2	5	3	2	4	2	3	5	4	3	4	5	5	3	4	5	5	4	4	1	1	2	4	3	3	2	5	5	1	2	1	3	3	5	1	1	3	5	1	1	2	1	5	5	3	2	1	2	2	1	5	4	4	2	1	5	2	1	1	5	2
AT5G08540	4	3	1	3	5	4	3	2	3	2	1	5	2	4	4	2	3	4	3	1	5	4	5	4	4	5	5	2	2	1	4	1	2	4	5	1	1	1	1	4	4	2	1	5	4	2	1	2	5	5	3	2	2	3	3	3	1	2	5	3	3	1	4	1	4	2	5	2	3	4	3	2	3	2	5	1	4	3	3	1	5	2	4	1	3	4	5	1	2	5	5	3	1	4	4	4	3	2	1	1
AT3G01480	2	4	4	1	3	3	1	1	2	3	2	2	1	2	2	5	5	3	2	2	2	2	4	3	1	1	2	5	1	2	5	3	5	3	4	2	5	5	5	2	3	1	5	2	1	5	2	1	4	2	2	5	1	1	5	1	5	4	3	1	4	2	1	3	1	4	5	1	5	5	5	1	2	1	3	3	2	2	5	2	4	4	2	5	5	1	4	5	1	3	1	5	4	1	5	5	5	3	4	2
AT4G31560	4	3	1	2	5	4	3	2	3	5	1	5	2	4	4	2	3	4	3	1	5	4	5	2	4	5	1	2	4	5	4	2	2	4	1	1	1	1	1	4	2	2	1	5	4	2	1	2	5	1	3	2	2	3	1	3	1	2	5	3	3	1	4	5	4	2	5	2	1	4	3	4	3	2	5	1	4	3	3	1	3	2	3	1	1	2	5	1	5	5	5	3	1	4	2	4	3	2	1	1
AT1G54580	4	3	1	2	5	4	3	2	3	5	1	5	2	4	4	2	3	4	3	1	5	4	5	2	4	5	1	2	4	5	4	2	2	4	1	1	1	1	1	4	2	2	1	5	4	2	1	2	5	1	3	2	5	3	1	3	1	2	2	3	3	1	4	5	4	2	5	2	1	4	3	4	3	2	5	1	4	3	3	1	3	2	3	1	1	2	5	1	5	5	5	1	1	4	2	4	3	2	1	1
AT1G73530	2	4	4	1	3	3	1	1	2	3	2	2	1	2	2	3	5	3	2	4	2	3	4	3	2	3	2	5	5	2	1	3	1	3	4	5	5	3	5	3	3	1	5	4	1	5	4	1	4	2	2	1	1	1	5	2	5	3	4	2	4	2	2	3	1	4	2	1	5	1	2	1	2	1	2	3	1	2	4	4	2	4	2	5	5	1	4	5	1	3	1	5	5	2	5	5	5	1	4	3
AT5G42270	4	3	2	3	5	1	1	2	1	2	1	3	2	4	4	2	3	5	3	1	5	4	5	4	5	5	5	4	2	1	4	1	2	4	5	1	4	1	1	1	4	2	1	5	4	1	1	2	5	5	4	2	2	4	3	1	2	2	5	3	3	1	1	1	4	2	1	2	3	2	3	2	3	2	5	5	4	3	2	1	5	3	4	3	3	4	5	1	2	5	5	3	1	4	4	4	3	2	1	4
AT1G54500	4	3	1	2	5	4	3	2	3	5	1	1	2	4	4	2	4	4	3	1	5	4	3	2	4	5	1	2	4	5	4	2	2	4	1	1	1	1	1	4	2	2	1	5	4	2	1	2	1	1	3	2	5	3	1	3	1	2	5	3	5	1	4	1	4	2	5	2	1	4	3	4	3	2	5	1	4	3	3	1	3	2	3	1	1	2	5	1	5	5	3	2	1	4	2	4	3	2	1	1
