threshold	term	GeneSize	WindowSize	key	value
1.0	183	5	15	AT5G13120,AT2G27290,AT3G10130,AT1G67280,AT4G01050	35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
1.0	184	8	19	AT4G13670,AT1G55370,AT2G20270,AT5G52970,AT1G15820,AT3G57680,AT2G43010,AT5G12470	35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
1.0	185	5	19	AT5G52970,AT2G24020,AT1G15820,AT2G20270,AT1G07510	35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
1.0	186	6	11	AT5G39830,AT3G10470,AT4G31560,AT5G03455,AT1G14590,AT5G15250	35,36,37,38,39,40,41,42,43,44,45
1.0	187	5	10	AT4G37925,AT2G40100,AT2G26800,AT3G01440,AT1G14150	35,36,37,38,39,40,41,42,43,44
1.0	188	5	2	AT1G03090,AT2G29500,AT2G30695,AT1G02560,AT2G44990	35,36
1.0	189	5	11	AT5G39830,AT3G10470,AT5G03455,AT4G31560,AT1G66670	35,36,37,38,39,40,41,42,43,44,45
1.0	190	8	19	AT1G29920,AT1G74710,AT2G20270,AT4G20820,AT1G15820,AT2G40760,AT3G57680,AT5G12470	35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
1.0	191	5	19	AT5G16150,AT5G19500,AT5G16660,AT4G38380,AT4G13010	35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
1.0	192	5	8	AT3G08920,AT2G29500,AT2G30695,AT1G02560,AT2G44990	35,36,37,38,39,40,41,42
1.0	193	5	5	AT2G44990,AT3G08920,AT2G37660,AT1G02560,AT2G20260	35,36,37,38,39
1.0	194	5	13	AT2G27290,AT5G13120,AT1G67280,AT1G54050,AT4G01050	35,36,37,38,39,40,41,42,43,44,45,46,47
1.0	195	6	19	AT1G15140,AT5G52970,AT1G07510,AT2G24020,AT1G15820,AT4G38380	35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
1.0	196	5	4	AT2G01918,AT1G18730,AT1G54580,AT5G02160,AT4G31560	35,36,37,38
1.0	197	6	3	AT2G30950,AT3G47060,AT4G04020,AT5G15250,AT5G62720,AT5G52780	35,36,37
1.0	198	6	11	AT5G39830,AT4G31560,AT1G66670,AT5G03455,AT1G54580,AT1G14590	35,36,37,38,39,40,41,42,43,44,45
1.0	199	5	19	AT1G75690,AT1G51350,AT5G59250,AT4G16155,AT3G28850	35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
1.0	200	5	3	AT5G35170,AT4G39960,AT1G31180,AT1G54050,AT1G17850	35,36,37
1.0	201	6	4	AT1G76760,AT1G14150,AT1G12250,AT4G23890,AT1G80030,AT2G26800	35,36,37,38
1.0	202	5	13	AT2G27290,AT5G13120,AT4G01050,AT1G54050,AT1G66670	35,36,37,38,39,40,41,42,43,44,45,46,47
1.0	203	7	4	AT5G39830,AT2G01918,AT5G02160,AT4G31560,AT1G27510,AT3G15110,AT1G14590	35,36,37,38
1.0	204	6	2	AT5G20140,AT1G27510,AT4G18370,AT5G15250,AT1G14590,AT2G40400	35,36
1.0	205	5	10	AT1G18730,AT1G54580,AT1G31180,AT4G31560,AT1G66670	35,36,37,38,39,40,41,42,43,44
1.0	206	7	15	AT3G10130,AT3G55330,AT4G35770,AT4G24750,AT2G40760,AT3G22690,AT1G06690	35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
1.0	207	5	8	AT2G17630,AT5G19370,AT2G37660,AT5G01500,AT2G44990	35,36,37,38,39,40,41,42
1.0	208	5	4	AT2G17630,AT4G37925,AT5G19370,AT5G01500,AT1G14150	35,36,37,38
1.0	209	5	11	AT5G52780,AT5G20140,AT2G30950,AT5G15250,AT4G18370	35,36,37,38,39,40,41,42,43,44,45
1.0	210	5	8	AT3G47060,AT4G04020,AT3G01440,AT4G23890,AT2G26800	35,36,37,38,39,40,41,42
1.0	211	7	15	AT3G10130,AT3G55330,AT4G35770,AT4G24750,AT1G67280,AT3G22690,AT1G06690	35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
1.0	212	5	10	AT1G67840,AT4G19830,AT1G74880,AT1G50450,AT2G21530	35,36,37,38,39,40,41,42,43,44
1.0	213	6	13	AT2G17630,AT2G37660,AT5G19370,AT1G12250,AT1G80030,AT5G01500	35,36,37,38,39,40,41,42,43,44,45,46,47
