Parent	Child
200	183
220	186
201	190
208	196
206	197
221	199
206	200
212	201
208	203
221	205
219	209
226	210
237	212
223	213
222	214
221	215
237	219
235	223
237	224
236	232
237	235
242	236
246	237
241	238
246	239
253	241
316	242
246	244
249	245
252	246
263	247
255	250
253	251
254	252
260	253
259	254
257	255
270	257
269	258
273	259
263	260
302	261
299	262
316	263
277	264
291	268
294	270
293	272
299	273
289	274
299	277
299	281
294	283
312	284
291	285
299	286
303	287
316	289
299	291
302	294
303	295
309	296
315	297
309	299
313	301
315	302
312	303
314	304
309	305
316	306
316	308
316	309
316	310
316	311
316	312
316	313
316	314
316	315
