threshold	term	GeneSize	WindowSize	key	value
1.0	183	5	3	AT2G44990,AT5G35170,AT2G29500,AT1G27510,AT2G37660	28,29,30
1.0	184	5	26	AT5G52970,AT2G24020,AT1G15140,AT1G15820,AT1G07510	28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
1.0	185	6	2	AT2G35040,AT5G53170,AT1G22020,AT3G25480,AT3G46780,AT3G15840	28,29
1.0	186	5	4	AT2G20260,AT3G47060,AT4G37925,AT1G02560,AT1G14150	28,29,30,31
1.0	187	6	5	AT3G46780,AT3G58010,AT5G16150,AT5G19500,AT3G25480,AT1G50460	28,29,30,31,32
1.0	188	5	26	AT1G75690,AT1G51350,AT5G59250,AT4G16155,AT3G28850	28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
1.0	189	5	16	AT5G39830,AT3G10470,AT5G03455,AT4G39960,AT4G31560	28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43
1.0	190	6	26	AT2G20270,AT5G52970,AT4G20820,AT1G15820,AT3G57680,AT5G12470	28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
1.0	191	5	25	AT5G16660,AT1G15140,AT1G50250,AT4G38380,AT4G13010	28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52
1.0	192	5	9	AT1G74710,AT5G42765,AT1G72640,AT3G10130,AT1G10170	28,29,30,31,32,33,34,35,36
1.0	193	5	9	AT4G23890,AT2G26800,AT5G62720,AT3G01440,AT1G14150	28,29,30,31,32,33,34,35,36
1.0	194	5	3	AT3G08920,AT3G47060,AT4G37925,AT1G02560,AT2G44990	28,29,30
1.0	195	5	22	AT1G29920,AT4G35770,AT2G40760,AT3G55330,AT1G06690	28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
1.0	196	5	9	AT3G47060,AT2G26800,AT5G62720,AT4G23890,AT1G14150	28,29,30,31,32,33,34,35,36
0.95	197	12	26	AT2G35040,AT4G13010,AT5G16660,AT3G58010,AT4G38380,AT2G22360,AT5G16150,AT5G19500,AT1G15140,AT3G46780,AT5G21430,AT1G50460	28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
0.95	198	5	12	AT2G44990,AT4G37925,AT2G37660,AT1G02560,AT2G20260	28,29,30,31,32,33,34,35,36,37,38,39
0.95	199	5	26	AT2G17630,AT5G19370,AT2G40100,AT2G26800,AT1G14150	28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
0.95	200	5	22	AT1G18730,AT1G54580,AT4G31560,AT1G54050,AT1G14590	28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
0.95	201	6	26	AT5G39830,AT3G10470,AT4G31560,AT5G13120,AT1G54050,AT5G03455	28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
0.95	202	19	26	AT4G13670,AT1G15140,AT1G55370,AT4G13010,AT2G20270,AT1G07510,AT4G20820,AT3G60370,AT2G24020,AT1G15820,AT4G38380,AT3G22690,AT5G52970,AT2G40760,AT1G74710,AT3G57680,AT5G16660,AT2G43010,AT5G12470	28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
0.95	203	8	26	AT5G39830,AT4G31560,AT1G66670,AT1G54050,AT5G03455,AT1G54580,AT1G67280,AT2G27290	28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
0.95	204	5	10	AT1G67840,AT4G19830,AT2G21530,AT1G50450,AT4G38100	28,29,30,31,32,33,34,35,36,37
0.95	205	7	26	AT3G46780,AT4G16155,AT3G28850,AT1G75690,AT1G22020,AT1G51350,AT5G59250	28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
0.95	206	6	26	AT5G39830,AT4G31560,AT5G13120,AT1G54050,AT1G18730,AT5G03455	28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
0.95	207	6	3	AT2G29500,AT2G30695,AT1G27510,AT2G37660,AT1G03090,AT5G35170	28,29,30
0.95	208	17	26	AT4G13670,AT1G15140,AT4G13010,AT2G20270,AT2G24020,AT4G20820,AT1G07510,AT1G15820,AT4G38380,AT3G22690,AT5G52970,AT5G16150,AT2G40760,AT5G16660,AT3G57680,AT2G43010,AT5G12470	28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
0.95	209	10	26	AT5G59250,AT3G46780,AT4G16155,AT3G28850,AT1G22020,AT3G58010,AT5G16150,AT1G51350,AT5G19500,AT1G50460	28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
