threshold	term	GeneSize	WindowSize	key	value
1.0	183	5	6	AT2G42220,AT1G22020,AT3G25480,AT5G19500,AT5G16150	11,12,13,14,15,16
1.0	184	5	20	AT5G21430,AT1G15820,AT3G24590,AT2G22360,AT1G07510	11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
1.0	185	6	13	AT1G14150,AT2G44990,AT3G15110,AT5G35170,AT2G41330,AT2G26800	11,12,13,14,15,16,17,18,19,20,21,22,23
1.0	186	5	21	AT2G40760,AT4G35770,AT3G57680,AT5G42070,AT1G06690	11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
1.0	187	7	2	AT2G29500,AT2G30695,AT1G03160,AT1G67700,AT3G01440,AT1G14345,AT4G37925	11,12
1.0	188	6	10	AT2G42975,AT4G13010,AT1G50250,AT5G16660,AT3G15360,AT5G12470	11,12,13,14,15,16,17,18,19,20
1.0	189	6	5	AT1G74710,AT1G55370,AT5G19370,AT1G80030,AT1G72640,AT5G23890	11,12,13,14,15
1.0	190	5	11	AT5G52780,AT2G41330,AT2G29500,AT3G15110,AT1G14150	11,12,13,14,15,16,17,18,19,20,21
1.0	191	5	4	AT2G42975,AT5G16660,AT1G50250,AT5G08540,AT4G13010	11,12,13,14
1.0	192	9	3	AT5G20140,AT3G10470,AT3G10130,AT1G66670,AT4G18370,AT4G24750,AT5G03455,AT3G26580,AT1G17850	11,12,13
1.0	193	5	5	AT5G19370,AT1G74710,AT1G72640,AT1G55370,AT5G02160	11,12,13,14,15
1.0	194	5	10	AT2G42975,AT1G15820,AT1G42960,AT5G12470,AT3G15360	11,12,13,14,15,16,17,18,19,20
1.0	195	5	8	AT5G21430,AT5G52970,AT1G42960,AT3G55330,AT1G06690	11,12,13,14,15,16,17,18
1.0	196	5	2	AT2G24020,AT1G14590,AT1G10170,AT2G37230,AT1G06690	11,12
1.0	197	5	3	AT5G19370,AT5G39830,AT5G13120,AT5G01500,AT5G15250	11,12,13
1.0	198	5	9	AT5G23890,AT1G72640,AT1G55370,AT5G02160,AT4G04020	11,12,13,14,15,16,17,18,19
1.0	199	5	4	AT3G10470,AT5G20140,AT1G67280,AT4G18370,AT3G26580	11,12,13,14
1.0	200	5	12	AT5G23890,AT4G39960,AT1G72640,AT1G55370,AT4G04020	11,12,13,14,15,16,17,18,19,20,21,22
1.0	201	5	12	AT4G37925,AT2G29500,AT2G20260,AT3G15110,AT1G14150	11,12,13,14,15,16,17,18,19,20,21,22
1.0	202	5	32	AT5G21430,AT1G15820,AT3G15360,AT3G24590,AT1G07510	11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42
1.0	203	6	2	AT2G30695,AT3G08920,AT1G67700,AT3G01440,AT1G14345,AT4G37925	11,12
1.0	204	5	9	AT2G29500,AT2G30695,AT2G20260,AT3G15110,AT1G14150	11,12,13,14,15,16,17,18,19
1.0	205	5	3	AT5G15250,AT5G13120,AT5G01500,AT1G54050,AT5G02160	11,12,13
1.0	206	5	4	AT3G10130,AT1G52220,AT5G42070,AT4G35770,AT1G17850	11,12,13,14
1.0	207	5	7	AT5G16150,AT1G22020,AT5G19500,AT3G58010,AT4G38380	11,12,13,14,15,16,17
1.0	208	5	5	AT1G50250,AT3G58010,AT1G23740,AT4G38380,AT4G13010	11,12,13,14,15
1.0	209	6	5	AT3G58010,AT4G39460,AT4G38380,AT5G59250,AT1G22450,AT1G56500	11,12,13,14,15
0.95	210	5	2	AT3G56040,AT1G79040,AT1G44575,AT1G65230,AT1G71500	11,12
0.95	211	5	3	AT4G24930,AT1G79450,AT2G43010,AT1G30510,AT1G14590	11,12,13
0.95	212	9	31	AT2G42220,AT5G19500,AT2G42975,AT4G13010,AT5G16660,AT3G58010,AT4G38380,AT5G16150,AT4G39460	11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41
