threshold	term	GeneSize	WindowSize	key	value
1.0	183	9	2	AT5G20140,AT5G02160,AT2G20270,AT5G13120,AT4G18370,AT4G04020,AT2G40100,AT5G15250,AT5G52780	23,24
1.0	184	6	27	AT5G52970,AT1G07510,AT1G15820,AT2G24020,AT1G50250,AT3G24590	23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
1.0	185	5	15	AT3G10130,AT5G42765,AT1G74710,AT1G67280,AT4G01900	23,24,25,26,27,28,29,30,31,32,33,34,35,36,37
1.0	186	5	21	AT1G23740,AT2G24020,AT1G15820,AT3G57680,AT1G07510	23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43
1.0	187	5	27	AT1G50250,AT2G42975,AT1G15820,AT3G24590,AT1G07510	23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
1.0	188	6	2	AT1G66670,AT4G39960,AT5G42070,AT2G27290,AT1G72640,AT1G14590	23,24
1.0	189	9	2	AT5G02160,AT1G66670,AT5G15250,AT4G04020,AT2G40100,AT1G18730,AT5G52780,AT1G72640,AT1G14590	23,24
1.0	190	5	31	AT4G13670,AT1G15820,AT2G43010,AT5G12470,AT1G07510	23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
1.0	191	5	23	AT3G57680,AT1G29920,AT1G15820,AT5G12470,AT5G52970	23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45
1.0	192	6	19	AT1G23740,AT3G22690,AT2G40760,AT3G57680,AT5G23890,AT1G06690	23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41
1.0	193	5	18	AT3G10130,AT2G40760,AT1G74710,AT5G42765,AT3G22690	23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
1.0	194	5	11	AT3G15840,AT1G51350,AT3G28850,AT4G16155,AT1G22450	23,24,25,26,27,28,29,30,31,32,33
1.0	195	5	13	AT5G16150,AT5G19500,AT1G50460,AT1G54500,AT4G38380	23,24,25,26,27,28,29,30,31,32,33,34,35
1.0	196	5	18	AT4G20820,AT1G23740,AT1G15820,AT1G30510,AT2G43010	23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
1.0	197	8	2	AT2G01918,AT5G02160,AT5G15250,AT4G04020,AT1G18730,AT5G52780,AT1G72640,AT1G14590	23,24
1.0	198	5	2	AT4G23890,AT5G39830,AT3G01440,AT3G15110,AT2G26800	23,24
