threshold	term	GeneSize	WindowSize	key	value
1.0	183	5	19	AT5G39830,AT3G10470,AT5G03455,AT4G31560,AT1G14590	27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45
1.0	184	5	10	AT3G47060,AT5G62720,AT4G37925,AT4G23890,AT1G14150	27,28,29,30,31,32,33,34,35,36
1.0	185	5	27	AT1G75690,AT1G51350,AT5G59250,AT4G16155,AT3G28850	27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
1.0	186	5	2	AT5G20140,AT4G39960,AT5G13120,AT4G18370,AT4G04020	27,28
1.0	187	6	23	AT3G10130,AT3G55330,AT4G35770,AT3G22690,AT2G40760,AT1G06690	27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
1.0	188	5	27	AT5G52970,AT2G24020,AT1G15820,AT2G20270,AT1G07510	27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
1.0	189	5	8	AT5G13120,AT5G39830,AT3G10470,AT5G03455,AT1G14590	27,28,29,30,31,32,33,34
1.0	190	5	14	AT2G42220,AT1G50460,AT3G58010,AT4G13010,AT2G22360	27,28,29,30,31,32,33,34,35,36,37,38,39,40
1.0	191	5	4	AT2G44990,AT5G35170,AT2G29500,AT1G27510,AT2G37660	27,28,29,30
1.0	192	5	11	AT2G27290,AT5G42765,AT4G24750,AT1G67280,AT3G26580	27,28,29,30,31,32,33,34,35,36,37
1.0	193	6	13	AT3G28850,AT1G22020,AT1G51350,AT3G25480,AT5G59250,AT3G15840	27,28,29,30,31,32,33,34,35,36,37,38,39
1.0	194	5	10	AT4G23890,AT2G40100,AT5G62720,AT3G01440,AT1G14150	27,28,29,30,31,32,33,34,35,36
0.95	195	7	27	AT5G39830,AT3G10470,AT4G31560,AT1G54050,AT5G03455,AT1G54580,AT2G27290	27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
0.95	196	5	12	AT5G19370,AT5G62720,AT2G40100,AT3G01440,AT2G26800	27,28,29,30,31,32,33,34,35,36,37,38
0.95	197	8	27	AT5G39830,AT4G31560,AT1G66670,AT1G54050,AT5G03455,AT1G54580,AT1G67280,AT2G27290	27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
