threshold	term	GeneSize	WindowSize	key	value
1.0	183	5	5	AT2G42220,AT1G22020,AT3G25480,AT5G19500,AT5G16150	12,13,14,15,16
1.0	184	5	20	AT2G40760,AT4G35770,AT3G57680,AT5G42070,AT1G06690	12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
1.0	185	5	6	AT1G22020,AT4G39460,AT3G58010,AT4G38380,AT5G59250	12,13,14,15,16,17
1.0	186	5	2	AT1G75690,AT1G22020,AT3G25480,AT1G51350,AT2G42220	12,13
1.0	187	5	12	AT2G41330,AT2G29500,AT2G44990,AT3G15110,AT1G14150	12,13,14,15,16,17,18,19,20,21,22,23
1.0	188	5	3	AT2G42220,AT3G25480,AT1G50460,AT5G19500,AT5G16150	12,13,14
1.0	189	9	2	AT5G20140,AT3G10470,AT3G10130,AT1G66670,AT4G18370,AT4G24750,AT5G03455,AT3G26580,AT1G17850	12,13
1.0	190	6	2	AT2G20270,AT1G79230,AT1G66670,AT3G22690,AT2G37230,AT1G17850	12,13
1.0	191	7	4	AT2G42975,AT4G13010,AT1G50250,AT5G16660,AT3G58010,AT4G38380,AT4G39460	12,13,14,15
1.0	192	6	3	AT4G16155,AT3G28850,AT1G75690,AT1G22020,AT1G51350,AT1G56500	12,13,14
1.0	193	5	11	AT5G16150,AT5G19500,AT4G39460,AT3G58010,AT4G38380	12,13,14,15,16,17,18,19,20,21,22
1.0	194	6	3	AT3G10470,AT5G20140,AT4G18370,AT1G67280,AT3G26580,AT2G27290	12,13,14
1.0	195	6	12	AT1G14150,AT2G44990,AT3G15110,AT4G23890,AT2G41330,AT2G26800	12,13,14,15,16,17,18,19,20,21,22,23
1.0	196	6	3	AT3G28850,AT1G75690,AT1G22020,AT5G59250,AT1G22450,AT1G56500	12,13,14
1.0	197	5	2	AT1G75690,AT1G22020,AT2G42220,AT1G51350,AT1G56500	12,13
1.0	198	5	37	AT2G42975,AT1G50250,AT5G12470,AT3G24590,AT1G07510	12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48
1.0	199	6	3	AT5G42765,AT5G20140,AT4G18370,AT1G67280,AT3G26580,AT2G27290	12,13,14
1.0	200	5	3	AT2G42220,AT5G19500,AT1G50460,AT5G16150,AT4G39730	12,13,14
1.0	201	5	11	AT4G39960,AT1G72640,AT5G23890,AT5G02160,AT4G04020	12,13,14,15,16,17,18,19,20,21,22
1.0	202	5	4	AT3G58010,AT5G19500,AT1G23740,AT4G38380,AT5G16150	12,13,14,15
1.0	203	5	4	AT5G19370,AT5G39830,AT5G13120,AT5G02160,AT5G15250	12,13,14,15
0.95	204	5	18	AT3G10470,AT5G20140,AT4G39960,AT4G18370,AT4G04020	12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
0.95	205	5	13	AT5G52780,AT3G47060,AT2G40100,AT2G41330,AT4G23890	12,13,14,15,16,17,18,19,20,21,22,23,24
0.95	206	5	7	AT4G38100,AT1G67840,AT1G74880,AT1G50450,AT2G21530	12,13,14,15,16,17,18
0.95	207	6	13	AT5G39830,AT5G02160,AT3G47060,AT5G13120,AT5G15250,AT1G72640	12,13,14,15,16,17,18,19,20,21,22,23,24
