826914	837265
841447	838984
818672	816936
818903	840006
818599	816936
823859	828577
820741	817646
820176	818300
837974	821143
822055	843810
836393	830128
820775	827830
821143	817620
843596	824699
823859	817272
844264	843048
828489	833471
843048	824699
829438	837996
828577	837179
829283	817272
828489	835355
829730	841652
837265	822132
820775	828595
822055	832070
823859	831910
827830	834212
822055	827921
828213	820211
841984	827001
822205	838079
830754	818731
829995	840006
831861	828577
831861	818343
841892	832070
838364	835355
3770591	834286
843048	842985
837778	832057
844264	820775
824970	827001
832136	836393
837555	840006
838021	831151
841984	843596
829730	816936
816270	817620
830754	817499
844264	816768
824970	826914
843048	820176
839642	3768499
824970	818672
841652	831910
841843	834286
831122	822266
820211	831151
827564	824699
839869	828595
832247	820775
827001	834212
841468	836043
840006	842985
836043	822055
831528	840894
841892	830101
841652	816546
831122	835375
844264	840894
824524	816651
839392	841534
828489	3770591
841447	818300
818899	817272
831122	827830
836393	842985
821657	817174
842103	820775
833979	823859
826914	818300
832247	825208
818672	830157
831910	822266
821840	834286
832136	816545
820741	843596
841900	838984
832247	840894
824970	843903
838021	842985
828213	828595
822055	838984
818899	837179
841652	825714
818633	839433
843747	822205
834212	828595
820775	838984
825714	824699
837778	838362
832057	831151
841447	838021
831910	843810
838807	816768
829283	843596
829995	843048
818300	840006
818903	824699
820741	818599
841558	820827
820176	840894
828577	838021
818633	832057
831528	826914
3770591	834212
838364	831151
816768	830128
839930	841984
833979	827564
820775	827001
841843	843810
822517	830128
817272	835355
829730	835375
820741	817499
822266	840006
831377	3768499
823859	838455
841447	830128
820211	843596
826914	822266
841900	828213
816546	842985
818903	822132
820741	837974
818903	816768
841984	818300
838021	843810
828213	838455
841447	838151
818300	828595
820827	830101
825714	820211
825714	842985
825208	818672
828213	830128
824937	828213
821840	838021
837974	839642
818899	839869
818672	828577
821143	828577
840894	837265
829730	840006
825714	843596
3770591	818599
827830	826914
830754	838362
843048	827001
829438	839566
841900	842985
844343	831151
838455	834286
830754	841984
827830	828595
831377	832057
841447	832454
838364	3770591
816546	835355
821143	831151
817499	818343
841892	837265
818903	826914
844283	838984
838455	842985
828489	818599
838364	828577
831861	821143
843596	843810
832247	827830
824524	838250
838364	825714
840894	834286
831122	822517
837265	834286
844264	827830
838364	822055
831910	824699
844010	832454
828577	817646
838672	828917
836393	831151
835431	822205
837555	828595
844264	818300
838672	824524
829995	830128
833471	827564
838364	826914
829283	841447
833471	844010
820741	839433
831910	842985
820211	837265
830157	840894
816936	835375
828489	820211
820741	820041
821840	818300
