term_id	sign_score	level	annotation_gene	start_time	end_time	geneSize	time_size
188754	0.00505	1	AT1G50250,AT1G50460,AT3G24590,AT4G28025,AT4G39960,AT5G23890	98	108	6	11
188752	0.0101	1	AT2G01918,AT4G24750,AT4G39960,AT5G23890,AT3G24590,AT4G28025	98	108	6	11
114074	0.00862	3	AT1G07510,AT1G10170,AT1G15820,AT1G23740,AT1G29920,AT1G30510,AT1G42960,AT1G50250,AT1G54500,AT1G79230,AT2G22360,AT2G37230,AT2G42220,AT2G42975,AT2G43010,AT3G15360,AT3G22690,AT3G24590,AT3G58010,AT4G13010,AT4G13670,AT4G20820,AT4G38380,AT4G39460,AT4G39730,AT5G12470,AT5G16150,AT5G16660,AT5G21430	72	83	29	12
82197	0.00868	3	AT1G14590,AT1G17850,AT1G67280,AT1G74710,AT2G27290,AT2G40760,AT3G10470,AT3G26580,AT4G04020,AT4G39960,AT5G02160,AT5G23890	67	82	12	16
120438	0.0125	4	AT1G17850,AT1G54050,AT1G54580,AT1G66670,AT1G72640,AT2G27290,AT3G10470,AT4G01050,AT4G31560,AT5G39830	73	88	10	16
120433	0.00772	2	AT1G06690,AT1G07510,AT1G10170,AT1G15820,AT1G23740,AT1G29920,AT1G30510,AT1G42960,AT1G50250,AT1G52220,AT1G55370,AT1G66670,AT1G72640,AT2G24020,AT2G37230,AT2G40760,AT3G10130,AT3G15360,AT3G22690,AT3G24590,AT3G55330,AT3G57680,AT3G60370,AT4G35770,AT5G23890,AT5G42070,AT5G52970	73	88	27	16
113016	0.00952	1	AT4G35770,AT5G23890,AT1G17850,AT2G40760,AT1G06690,AT5G52970,AT3G55330,AT2G24020,AT3G57680,AT3G26580,AT4G31560,AT1G31180,AT1G74710,AT4G01050,AT1G67280,AT5G42765,AT4G13670,AT3G10130,AT1G23740,AT1G10170,AT3G22690,AT4G01900,AT1G42960,AT3G15360,AT1G07510,AT1G15820,AT1G54580,AT4G20820,AT1G29920,AT1G30510,AT2G37230,AT1G79230,AT5G12470,AT2G22360,AT5G21430,AT2G27290,AT3G10470,AT5G62720,AT4G39960,AT5G42070,AT1G55370,AT1G66670	72	81	42	10
113017	0.00794	1	AT3G15360,AT1G06690,AT3G22690,AT1G23740,AT5G52970,AT4G13670,AT3G24590,AT2G40760,AT1G31180,AT5G21430,AT1G54580,AT1G30510,AT3G26580,AT2G42220,AT1G79230,AT4G01900,AT1G17850,AT1G74710,AT4G01050,AT4G31560,AT5G42070,AT3G10470,AT1G67280,AT1G07510,AT3G57680,AT5G23890,AT2G37230,AT2G22360,AT1G29920,AT1G50250,AT4G20820,AT3G55330,AT5G42765,AT3G10130,AT1G10170,AT5G62720,AT1G15820,AT5G12470,AT4G39960,AT4G35770,AT2G24020,AT1G42960	72	81	42	10
6796	0.0191	5	AT1G03160,AT1G14150,AT1G18730,AT1G67700,AT2G20260,AT2G29500,AT3G01440,AT3G15110	52	75	8	24
173154	0.02484	4	AT5G19500,AT2G42220,AT2G35040,AT5G53170,AT5G16150,AT4G16155,AT3G24590,AT5G21430,AT3G46780,AT2G42975,AT4G13010,AT5G35170,AT1G15140,AT1G50460,AT1G52220,AT1G51350,AT4G38380,AT5G16660,AT2G22360,AT1G50250,AT3G58010,AT3G15840,AT2G24020	87	100	23	14
6795	0.02381	6	AT1G03160,AT1G14150,AT1G18730,AT2G20260,AT2G29500,AT2G37660,AT3G15110	52	75	7	24
