parent	child
114074	115083
114074	115845
82197	82861
113016	113485
113016	113523
113016	115100
113017	113481
113017	113525
6796	6916
173154	173457
173154	173449
173154	174221
173154	173446
173154	174193
6795	6915
6795	7062
57487	57545
57487	57770
6790	6973
57486	57547
98318	98721
32017	32563
80594	81070
166733	166957
88020	88147
12019	12107
12019	12254
12019	12108
12019	12273
12019	13312
12018	12273
12018	12254
166739	166991
166739	167171
12016	12273
12016	12254
12011	12107
12011	12273
12011	12254
12011	12108
113574	113980
113576	113942
135694	136026
125400	126221
125400	126235
128122	129045
128122	129322
128122	128844
125403	126219
125404	125598
125404	125921
125405	125916
125405	125867
125405	125840
125405	125870
125405	125919
125406	125878
125406	125872
49308	49554
70663	70992
70665	71254
70665	70992
70665	70816
90319	90764
71828	72191
175265	175386
175267	175400
175269	175398
13058	13313
148633	148778
137643	137713
137643	137708
132120	134024
169029	170002
169029	169307
169020	169297
97938	98318
97938	98307
156037	156396
97933	98275
97937	98828
15285	16779
109661	110059
109661	110061
15282	16450
123039	124407
126607	126734
126601	126733
126609	126721
125941	126265
69418	69998
69418	69687
125944	126257
24709	24998
155409	155474
182596	183219
182596	183175
390	1098
394	1043
394	551
184500	184555
93682	93886
93682	94215
5845	5920
165614	165796
165614	165788
165345	165398
165611	165793
165611	166033
165611	166625
166831	168683
181621	182149
128461	129143
134152	134257
134403	134496
57086	57445
6214	6348
6810	6914
6810	7296
15702	15847
15702	15790
9754	10078
9751	9898
29375	29685
51849	53122
51849	52573
168694	168760
168695	168766
168691	168754
137324	137515
137323	137499
137323	137373
108454	108686
690	753
690	953
690	1254
696	1099
28358	28539
28358	28541
698	754
28353	28520
28353	28526
28353	28539
28353	28541
28422	28554
28422	28551
86933	87662
130400	130704
130401	130684
23264	23529
23264	23718
136320	136999
136322	137324
113579	113980
113579	113942
87904	88267
177486	177578
24582	24762
115906	117207
27398	27674
173172	174209
87001	88412
87001	87687
253	293
182434	183208
182434	182619
81191	81323
81191	81483
81191	81360
153713	153933
153713	153842
81198	81341
81198	81360
120148	120935
120148	120517
120149	120915
120149	120438
120419	121178
121545	121686
111255	111388
125391	125921
125393	125822
125393	125807
125393	125881
125393	125873
152194	152232
152197	155504
170914	172144
118962	119767
118962	119771
118962	119525
118962	119628
188440	188618
44221	44682
44220	44682
44220	44442
44220	44470
44220	44354
44220	44430
44220	44436
44222	44442
44224	44682
44224	44442
44226	44461
44226	44465
44226	44464
44229	44331
44228	44352
44228	44334
33528	33723
33524	33717
33524	33731
33520	33706
87126	87467
156637	157161
137662	137765
137667	137767
136131	136341
15112	15143
15112	15148
15112	15157
29120	29327
109640	110045
109640	109827
109641	110048
109641	109830
109648	110083
26608	26963
123054	124426
126660	127083
126660	127100
61036	61355
61036	61895
23384	23924
23384	23887
74934	75275
23386	23741
23386	23924
23386	25008
23386	24120
23386	23638
23386	23887
23386	24739
23386	23632
23388	23472
81567	82088
81566	82090
89236	89750
188382	188495
5864	6795
5860	6006
116351	116906
116359	116909
172183	172539
172183	173093
23924	24118
23924	24112
152855	153057
152854	153059
152858	153070
6186	6297
6184	6250
6181	6796
90295	90466
155888	156138
48782	49673
176455	176626
176450	176625
6236	6303
6233	6294
36583	36668
71188	71632
71188	71792
8868	9273
9749	10087
184925	185833
184925	185041
184923	185043
184920	185037
184920	185822
814	828
814	962
815	923
187718	188039
37982	38855
31313	31395
110770	111214
5673	5693
5673	5686
5679	5686
5679	6024
160451	162192
160451	161375
126347	126532
130428	130699
35276	35734
35275	35763
35275	35950
23718	24004
155673	155807
130689	131016
130689	130823
165794	166298
165794	166618
130681	130828
130681	130996
151997	152128
130684	131016
130684	130823
32588	32759
115924	116360
115924	116260
115925	116345
115925	116322
115925	116321
115925	116317
131083	131965
6751	6909
56476	56526
56476	56544
56476	56524
56476	56537
56476	56535
56476	56530
56475	56537
56475	56544
56475	56535
56475	56530
56475	56526
16217	16262
16214	16259
182417	183183
182413	182596
230	880
230	696
230	451
230	550
230	543
230	776
230	403
230	250
230	512
230	255
188117	188152
188115	188161
153843	154769
153843	154947
162364	162829
52573	53123
17161	17413
60442	60756
83618	84057
57432	57752
57437	57752
935	1006
33723	34770
33723	34845
33720	34771
44209	44682
44209	46069
44209	44343
44209	48459
44209	44470
44209	44354
44209	44430
44209	44349
44209	44436
44207	44281
44205	45248
44205	45249
44205	45247
44204	44282
44201	44272
129143	129710
179811	179938
179811	179929
179817	179929
179815	179937
26992	27670
81446	81667
71795	72016
71795	71819
71793	71825
69915	70555
34519	35753
119007	120494
119007	120433
119007	120496
107050	109641
107050	109630
44977	45225
111586	112923
111584	112923
155192	155421
155192	155243
123383	123988
28894	29181
28895	29360
28895	29348
165301	165372
116371	117435
145038	145490
25362	26978
23907	24124
23908	24089
23908	24112
86843	87747
81814	81941
81814	81958
81816	81957
148447	148729
148447	148633
80147	80568
75797	76074
70565	70629
70567	70641
93823	94822
93825	94826
93829	94102
176434	177486
6251	6643
6250	6642
6255	6625
6254	6622
118989	119424
118989	120417
118989	120402
15286	16427
8885	9155
8885	8940
8885	9350
8885	9735
8885	9153
8885	9346
8885	9347
8885	9349
8885	9152
8885	9116
8885	9016
8885	8941
8885	8933
8885	9723
8886	9116
8883	8941
8883	8940
8883	9350
8883	9723
8883	9153
8883	9347
8883	9116
8883	8934
8883	9016
8883	8930
8883	8931
8883	8933
5702	5751
40049	40271
40049	40291
40048	40541
40048	40271
137499	137551
137369	137510
137490	137538
137365	137560
