term_id	sign_score	level	annotation_gene	start_time	end_time	geneSize	time_size
88001	0.31111	2	AT1G14345,AT1G80380,AT2G18790,AT2G29180,AT4G33010,AT5G42270	68	82	6	15
11823	0.30556	1	AT3G56040,AT2G26550,AT1G79040,AT1G71500,AT1G44575,AT1G65230	54	63	6	10
87603	0.28231	1	AT1G03160,AT1G14345,AT1G80380,AT2G18790,AT2G29180,AT4G33010,AT5G42270	68	81	7	14
69153	0.24444	1	AT2G18790,AT1G80380,AT1G14345,AT4G33010,AT1G03160,AT2G29180	65	74	6	10
3813	0.23232	1	AT1G44575,AT1G65230,AT1G71500,AT1G79040,AT2G26550,AT3G56040	51	61	6	11
106653	0.22917	1	AT1G03160,AT2G30695,AT5G42270,AT1G67700,AT2G29180,AT1G80380,AT1G14345,AT4G33010	71	80	8	10
93116	0.22917	1	AT1G03160,AT1G67700,AT1G80380,AT1G14345,AT5G42270,AT4G33010,AT2G18790,AT2G29180	69	78	8	10
3796	0.22083	1	AT4G33010,AT3G08920,AT1G32500,AT3G14420,AT2G18790,AT1G16880,AT5G53170,AT2G29180	51	60	8	10
5583	0.21905	1	AT3G56040,AT5G08540,AT1G71500,AT1G79040,AT2G26550,AT1G44575,AT1G65230	52	61	7	10
93115	0.16667	1	AT1G03160,AT1G67700,AT1G80380,AT1G14345,AT5G42270,AT2G30695	69	78	6	10
1998	0.16162	1	AT1G32500,AT2G29180,AT3G08920,AT3G14420,AT4G33010,AT5G53170	50	60	6	11
69172	0.15926	1	AT1G03160,AT1G14345,AT1G80380,AT5G42270,AT2G30695,AT2G37660,AT1G67700,AT3G08920,AT4G33010	65	74	9	10
2006	0.13889	2	AT2G29180,AT3G08920,AT3G14420,AT4G33010,AT5G53170	50	61	5	12
125845	0.13757	2	AT1G22450,AT1G51350,AT3G15840,AT3G28850,AT4G16155,AT4G27700,AT5G53170	74	91	7	18
141747	0.13399	1	AT1G50450,AT1G67840,AT1G74880,AT2G21530,AT4G19830,AT4G38100	78	94	6	17
141032	0.13333	1	AT1G03160,AT1G16880,AT1G67700,AT1G03090,AT2G30695,AT1G14345	78	87	6	10
130374	0.12745	1	AT1G22450,AT1G51350,AT1G75690,AT3G15840,AT3G28850,AT4G16155,AT4G27700,AT5G53170	75	91	8	17
121926	0.12667	2	AT1G22450,AT1G51350,AT3G15840,AT3G28850,AT4G16155,AT5G53170	73	97	6	25
188139	0.12626	1	AT1G03160,AT1G14345,AT1G16880,AT1G80380,AT3G08920,AT5G42270	97	107	6	11
162147	0.12381	1	AT1G03160,AT2G29500,AT1G67700,AT3G08920,AT1G03090,AT1G16880,AT2G30695	84	93	7	10
118777	0.11905	1	AT1G75690,AT3G28850,AT1G51350,AT3G15840,AT5G53170,AT4G16155,AT1G22450	73	82	7	10
213	0.11667	2	AT1G03160,AT2G18790,AT3G08920,AT4G33010,AT5G53170	49	60	5	12
1991	0.11616	1	AT1G03160,AT2G18790,AT3G08920,AT3G14420,AT4G33010,AT5G53170	50	60	6	11
50243	0.11111	1	AT1G67840,AT1G65260,AT1G74880,AT1G50450,AT2G21530,AT4G38100	62	71	6	10
100020	0.11111	1	AT1G80030,AT3G10470,AT2G27290,AT2G35040,AT3G08920,AT4G39960	70	79	6	10
162873	0.11111	3	AT1G02560,AT1G16880,AT2G30695,AT2G44990,AT3G08920,AT5G08540	84	98	6	15
5594	0.10744	2	AT1G03160,AT1G14345,AT1G67700,AT1G72640,AT2G20260,AT2G29180,AT3G01440,AT3G08920,AT3G14420,AT4G27700,AT4G33010	52	62	11	11
77463	0.10623	4	AT1G22450,AT1G51350,AT1G75690,AT3G15840,AT3G28850,AT4G16155,AT4G27700	66	91	7	26
8674	0.10256	1	AT1G03160,AT4G37925,AT3G01440,AT2G20260,AT2G29180,AT1G72640,AT1G80380,AT3G14420,AT1G14345,AT1G67700,AT3G08920,AT4G33010,AT4G27700	53	62	13	10
23520	0.10256	1	AT1G03090,AT1G50450,AT1G54500,AT1G67840,AT1G74880,AT2G21530,AT4G38100	57	69	7	13
71219	0.10175	2	AT1G22020,AT1G22450,AT4G16155,AT4G27700,AT5G59250	65	83	5	19
165280	0.1	1	AT1G50450,AT4G19830,AT1G74880,AT1G65260,AT1G67840,AT2G01140,AT2G21530,AT4G38100	85	94	8	10
1976	0.1	1	AT1G03160,AT2G29180,AT4G33010,AT3G14420,AT3G08920,AT5G53170	50	59	6	10
93114	0.1	1	AT1G03160,AT1G67700,AT1G80380,AT1G14345,AT1G03090,AT2G30695,AT2G37660	69	78	7	10
155446	0.1	1	AT1G67840,AT4G19830,AT2G21530,AT4G38100,AT1G65260,AT2G01140	82	91	6	10
134444	0.09583	2	AT1G22020,AT1G22450,AT1G51350,AT1G75690,AT3G15840,AT3G28850,AT4G16155,AT4G27700,AT5G53170,AT5G59250	76	91	10	16
58476	0.09524	7	AT1G02560,AT1G80030,AT2G30695,AT2G37660,AT3G08920,AT5G01500,AT5G19370	63	81	7	19
124320	0.09333	1	AT1G22450,AT5G59250,AT3G28850,AT3G46780,AT3G15840,AT4G27700,AT5G53170,AT4G16155,AT1G22020,AT1G51350	74	83	10	10
163287	0.09244	2	AT1G02560,AT1G16880,AT1G67700,AT2G29500,AT2G30695,AT2G44990,AT3G08920	84	100	7	17
126936	0.09167	6	AT1G22020,AT2G35040,AT3G15840,AT3G58010,AT5G53170	74	97	5	24
28263	0.09091	1	AT1G03090,AT1G50450,AT1G54500,AT1G65260,AT1G67840,AT1G74880,AT2G21530,AT4G38100	58	68	8	11
23688	0.09048	3	AT1G67700,AT3G01440,AT3G08920,AT4G27700,AT4G37925	57	70	5	14
126947	0.09028	2	AT1G22020,AT1G22450,AT1G51350,AT3G15840,AT3G28850,AT4G16155,AT5G53170,AT5G59250	74	97	8	24
160956	0.08838	4	AT1G02560,AT1G16880,AT2G20260,AT2G29500,AT2G44990,AT3G08920	83	104	6	22
