term_id	sign_score	level	annotation_gene	start_time	end_time	geneSize	time_size
96504	0.29762	1	AT1G03160,AT1G14345,AT1G80380,AT2G18790,AT2G29180,AT4G33010,AT5G42270	71	82	7	12
163937	0.27222	1	AT2G18790,AT1G80380,AT5G42270,AT1G16880,AT2G29180,AT4G33010	96	105	6	10
79782	0.25974	1	AT1G03160,AT1G14345,AT1G80380,AT2G18790,AT2G29180,AT4G33010,AT5G42270	68	78	7	11
67098	0.25556	1	AT2G18790,AT2G29180,AT1G80380,AT4G33010,AT5G42270,AT1G14345	66	75	6	10
107243	0.23704	1	AT1G03160,AT1G03090,AT1G67700,AT2G18790,AT2G29180,AT1G80380,AT4G33010,AT5G42270,AT1G14345	73	82	9	10
3106	0.23636	2	AT1G44575,AT1G71500,AT1G79040,AT2G26550,AT3G56040	51	61	5	11
4620	0.21905	1	AT3G56040,AT5G08540,AT1G71500,AT1G79040,AT2G26550,AT1G44575,AT1G65230	52	61	7	10
135350	0.21667	1	AT1G03160,AT2G18790,AT1G67700,AT1G16880,AT2G29180,AT1G14345	80	89	6	10
163936	0.21429	1	AT2G18790,AT1G80380,AT5G42270,AT1G16880,AT2G29180,AT3G08920,AT1G14345	96	105	7	10
84930	0.19444	1	AT1G03160,AT1G80380,AT5G42270,AT1G14345,AT4G33010,AT1G67700	69	78	6	10
163296	0.18788	2	AT1G14345,AT1G16880,AT2G18790,AT3G08920,AT5G42270	95	105	5	11
3092	0.18571	1	AT4G33010,AT3G08920,AT1G32500,AT3G14420,AT2G18790,AT5G53170,AT2G29180	51	60	7	10
3088	0.18333	1	AT3G56040,AT1G71500,AT1G22450,AT1G79040,AT2G26550,AT1G44575	51	60	6	10
135351	0.1619	1	AT1G03160,AT2G30695,AT1G03090,AT1G16880,AT1G67700,AT1G14345,AT2G29180	80	89	7	10
79780	0.16162	2	AT1G03160,AT1G14345,AT1G67700,AT1G80380,AT2G30695,AT5G42270	68	78	6	11
163943	0.16111	1	AT1G03160,AT2G29180,AT3G08920,AT1G16880,AT5G42270,AT1G14345	96	105	6	10
79358	0.15238	1	AT1G03160,AT1G80380,AT2G30695,AT1G67700,AT2G37660,AT5G42270,AT1G14345	68	77	7	10
126780	0.14706	1	AT1G50450,AT1G67840,AT1G74880,AT2G21530,AT4G19830,AT4G38100	77	93	6	17
54543	0.12963	3	AT1G03160,AT1G14345,AT1G67700,AT1G80380,AT2G20260,AT2G30695,AT2G37660,AT3G08920,AT5G42270	64	75	9	12
165163	0.125	1	AT1G03160,AT1G14345,AT1G16880,AT1G80380,AT3G08920,AT5G42270	98	109	6	12
163833	0.12444	3	AT1G03160,AT1G14345,AT1G16880,AT3G08920,AT5G42270	95	109	5	15
27431	0.12121	1	AT1G03090,AT1G50450,AT1G54500,AT1G67840,AT1G74880,AT2G21530,AT4G38100	59	69	7	11
