purity	class_distance	pearson	geneSet	geneSize	min_TimePoint	max_TimePoint
0.0	0.00420261982517	0.515814422356	818903,821840,827830,824937,827001,831122,818672,839869,837179	9	96	107
0.0	0.00624903888563	0.650549552216	837179,828577,821840,824699,828213,829730	6	91	101
0.335648148148	0.256813198885	0.767062219032	830593,841919,821657,831888,830699,842830,817174,835320	8	73	90
0.00555555555556	0.0286427440804	0.57908908525	821143,834212,817620,837974,844010,825714	6	94	103
0.00595238095238	0.0150979142692	0.689888508067	824970,836043,830101,835375,835398,826914,825208,831122	8	52	65
0.15	0.162704398628	0.604508833234	839566,820041,837996,838259,834232,842103	6	97	106
0.0598290598291	0.0835338575779	0.618078721442	820041,817620,839433,817499,830754,819107	6	84	96
0.0641025641026	0.0396447373668	0.708886662316	822132,838851,836043,822517,843903,828884	6	85	97
0.00292397660819	0.0080574463878	0.719317760849	818903,837265,827001,831122,822055,841447	6	76	94
0.0488888888889	0.0620464794978	0.709326008789	820041,817499,816545,820741,821143	5	63	77
0.0	0.00591540045286	0.354116358053	820176,827921,840894,837555,843048	5	87	98
0.0	0.0163015780198	0.597655099558	837974,825714,821143,834212,817221	5	91	102
0.0026455026455	0.0130508041412	0.670960233048	818903,818822,837265,818899,827001,841447,831122,822055,832247	9	77	90
0.0	0.0109829513852	0.674053769188	821143,817646,817221,823859,825714,818731	6	82	92
0.0	0.0065508096332	0.815266699273	824970,829995,832070,816768,831472	5	84	95
0.0222222222222	0.0115798018114	0.630306823756	837265,820775,816768,840894,832247	5	66	77
0.0	0.00755507469823	0.0502301294706	818903,818599,841468,827564,823859,816936,840894,819107,837179	9	49	61
0.0	0.0057648573953	0.712222982219	821840,824699,835375,824937,816936,840006	6	68	77
0.0	0.0302421683423	0.67829137526	816545,837974,828489,836393,823859,816270	6	78	90
0.0	0.00872409399278	0.640594030116	837179,834212,824699,837265,827001,822055,832247	7	61	71
0.0355555555556	0.0496391401487	0.29436481093	837040,814643,839392,830128,841920	5	91	105
0.025	0.0200294178103	0.672845947818	820211,838021,838364,832454,830157,817272,841984,842985	8	70	79
0.0	0.0164267320213	0.657149219179	832136,829283,843596,831832,817646,833979,820211,823859,838455	9	92	102
0.00555555555556	0.0457054107442	0.730381922849	816545,830754,816270,844010,837778,819107	6	72	81
0.0	0.00514931251304	0.168750858732	837040,814643,842833,841920,838779	5	74	91
0.0606060606061	0.0822517151704	0.6679687152	817620,838455,817499,816545,839566	5	59	69
0.0181818181818	0.0427854324945	0.730114319948	838455,817499,816545,839566,3768499	5	58	68
0.0428571428571	0.0409415361706	0.735074271804	822132,838851,836043,822517,843903,828884,838807	7	88	97
0.0	0.00880512953379	0.622998164804	841900,832136,841843,833979,820211,823859,842985	7	96	107
0.0	0.0334432511737	0.71700666936	818343,818599,832057,844343,837778,3770591,816270	7	94	103
0.0	0.011699603959	0.56896925869	837179,834286,844283,825208,830101	5	87	96
0.0	0.00808806595807	0.427816324734	838364,842985,844264,831832,841652	5	60	69
0.030303030303	0.0199776728782	0.343833109339	838851,830593,834286,831888,841447	5	50	60
0.0	0.0013744334738	0.586108374355	827830,844264,818300,839869,839930	5	70	81
0.0111111111111	0.0092686372703	0.474919736766	818069,832070,826914,841652,841447	5	95	106
0.0	0.01682645204	0.706210489519	832136,825714,827564,817646,818633	5	85	94
0.0	0.014164975211	0.433940194466	837040,838779,841920,842833,844230,839392	6	73	84
0.0	0.00406301232385	0.253967210225	829283,843048,843810,827921,840006,834286	6	72	81
0.0	0.0073927831546	0.533858522537	832136,828577,820211,820176,827564,822266	6	60	69
0.0	0.00515793185902	0.869902196803	824970,829995,826914,830101,841447	5	55	67
0.0277777777778	0.0662193458742	0.452488690258	838672,838779,842833,844230,838250,818316	6	92	105
0.0564102564103	0.0196127718101	0.27534211006	836393,818300,816651,839930,830699	5	95	107
0.0	0.0274117940783	0.595790551648	3770591,828489,821143,839642,823859	5	73	83
0.0	0.00856923355775	0.531479825756	838984,829730,818672,837555,834212	5	74	89
0.00606060606061	0.0126025461539	0.774769359362	841900,833979,829283,820211,831832	5	84	94
0.00512820512821	0.0276918471683	0.642057736956	818599,831377,839642,817646,823859	5	64	76
0.02	0.0478715687405	0.662075829598	835355,832454,3770591,843827,3768499	5	49	58
0.0	0.0098431510258	0.574890296168	838672,843747,816768,825208,838079	5	75	84
0.0333333333333	0.161769233922	0.773089031138	837974,835355,816545,820041,3768499,818343,820741,839433,828489,817499,817221,834232,833471,838455,818731,3770591,819107,821143	18	64	73
0.0	0.0474482626357	0.630688632948	833471,818343,817499,839642,838362	5	76	86
0.0	0.0100534218981	0.0588063967069	829283,818903,818599,814643,841468,822205,827564,823859,816936,840894,819107,837179	12	52	61
0.0	0.00902219309961	0.577601201805	837179,834212,824699,837265,827001,822055,818300,832247	8	62	72
0.0	0.00640149622671	0.516008316876	817272,828577,843048,828213,827921,822266	6	85	95
0.00808080808081	0.0256449162569	0.412868067174	820775,839930,816546,828595,827830,835375,841652,839869,844264,824937,832454,825208,838151,818300,840894	15	80	90
0.0266666666667	0.0127766387798	0.555146874891	830157,820211,817272,832454,843810	5	68	77
0.0933333333333	0.0511043024744	0.85271042643	839433,820041,844343,832057,831861	5	70	79
0.0	0.00895586629556	0.768612805908	820775,818899,826914,831122,831528,841447	6	63	73
0.0	0.00867266124022	0.857890516788	829730,824699,837179,841984,821840	5	80	90
0.0	0.0285206738861	0.407056932282	828595,827830,838984,830128,818672,841984,839869	7	83	93
0.0	0.00214506615035	0.311807976479	827830,843810,824937,832454,818903	5	92	103
0.00416666666667	0.0155791051036	0.199096697577	818633,818899,820176,844378,844010,822055,830157,818300	8	52	61
0.0	0.00267061881387	0.200588527463	822055,818899,820176,830157,844010	5	51	63
0.0	0.00595580386891	0.650150796017	825714,817646,837778,842985,817272,834286	6	52	67
0.0410256410256	0.0254373016191	0.149430830319	816692,838672,818316,838362,830699	5	49	61
0.05	0.0411884509243	0.410328541338	818822,841468,841652,835398,826914,831472,818069,832247	8	93	102
0.00606060606061	0.0130923742828	0.567793585024	824970,831528,826914,830101,841892	5	72	82
0.0259259259259	0.0160868485534	0.660480582169	824970,832070,841468,829995,831472,818069	6	78	92
0.0	0.0215971336758	0.777698154141	822132,841534,818822,841468,823831,820827	6	60	69
0.0	0.00372674865425	0.62055873206	818903,837265,838151,822055,818300,839869	6	73	86
0.188888888889	0.17360454648	0.951985109941	837996,843095,817467,816394,839566	5	81	92
0.0444444444444	0.0767403731832	0.844496480529	837996,820041,843095,3770591,821143	5	59	70
0.0	0.0212606658633	0.72005055265	828489,818731,3770591,817646,831151	5	68	78
0.003367003367	0.0413831158988	0.496327098835	832136,831151,816546,828577,833979,839642,818633,823859,3770591	9	70	80
0.0133333333333	0.00760248186208	-0.0657196288274	841467,842833,836393,816651,844230	5	49	63
0.1	0.0347451244814	0.0738102919489	841892,843110,841467,843827,842833,829966,816692,838362	8	58	67
0.011396011396	0.0129904784413	0.504469584386	820775,816546,827830,835375,840894,824937,832454,838151,839869	9	78	90
0.0	0.00556613554241	0.584475018305	818899,826914,838079,832247,818822	5	81	97
0.0	0.00223172720269	0.269319632077	840006,822266,834286,828213,843048	5	73	84
0.0238095238095	0.018459940111	0.572412250951	832070,841468,841652,831472,818069,816768,832247	7	87	98
0.0	0.00648195421102	0.224906252819	843810,836393,827921,822266,834286	5	69	78
0.0160256410256	0.0265663012977	0.690932791638	817646,818633,844343,832454,844010,830157,825714,841984	8	60	72
0.0	0.011365221644	0.33796145195	3768499,841843,820741,831910,830157,843596,840006,842985	8	87	96
0.0808080808081	0.038141229766	0.798868731122	836043,822517,820827,841558,828884,838807	6	69	79
0.0	0.00624413809274	0.285662625653	820176,837555,834286,828213,828577	5	84	94
0.0142857142857	0.0295845073596	0.644411099663	833979,831832,841843,830754,820211,838021,827564	7	76	85
0.0	0.0171651177889	0.653531555493	832136,829283,843596,831832,817646,833979,820211,838455	8	91	102
0.0333333333333	0.036516370273	0.472213577519	838807,835398,836043,823831,841534	5	75	84
0.00555555555556	0.00916353201953	0.460672246887	832070,841652,822055,826914,818069,841447	6	97	106
0.0	0.0118709213232	0.435268625259	832136,831377,833979,820211,838455,822266	6	95	105
0.138095238095	0.0991906320314	0.542991249408	820041,817620,817499,838259,830754	5	85	98
0.00865800865801	0.0356523728248	0.00327153602602	837040,841920,839392,839642,836393,822205,838250	7	59	69
0.030303030303	0.0275996755756	0.80387521314	838807,838851,836043,842103,822517	5	60	70
0.0128205128205	0.00895682284134	0.568595614297	820775,818903,835375,837265,838151,822055,818300,839869	8	74	86
0.0	0.0287174177595	0.798723284579	844343,818343,837778,816270,831861	5	95	104
0.0	0.0069389880858	0.381393770306	837040,844230,842833,841920,838779	5	70	84
0.00512820512821	0.021290413852	0.51775869895	818599,833979,831151,816270,841843	5	57	69
0.0	0.00657530985489	0.777804408152	830157,832136,817272,825714,827564	5	64	74
0.0	0.0236576723524	0.525735238276	818343,839433,843810,817221,833471,843596	6	54	66
0.0190476190476	0.0486984799279	0.653688626511	832057,817499,816545,820741,821143	5	65	78
0.0	0.00984528460722	0.476704408484	816546,828577,820741,837265,843810,838151,832454	7	97	107
0.0363636363636	0.0168271625891	0.801883037658	830157,832454,817272,820211,841984	5	69	79
0.0142857142857	0.0320896858449	0.727061922795	838779,841920,818822,838021,817174,824524,839392	7	53	62
0.003367003367	0.0151533654694	0.311315443365	820775,818633,818899,820176,838851,833471,844010,822055,830157	9	53	63
0.0	0.00251401633076	0.597021444533	839930,828595,838984,827830,837555,818300	6	67	76
0.025974025974	0.0274946372422	0.162093299885	818903,841920,839392,838021,823859,817174,840006	7	55	65
0.0277777777778	0.0334475107764	0.786280939646	838851,836043,822517,843903,838807,842103	6	61	70
0.003663003663	0.0229654719462	0.523341090916	831377,843596,818599,835355,827564,831910,825714	7	68	80
0.0888888888889	0.0644255138548	0.772824486617	822132,830593,841919,830754,821657,823831	6	56	65
0.0555555555556	0.0906919084237	0.737800955491	839566,816545,817620,818343,820741,817499	6	60	72
0.0047619047619	0.0213553943698	0.817303410444	827307,841558,836043,843903,822517	5	92	105
0.0	0.0108922591617	0.601133290521	822132,828917,818300,816651,822205	5	92	101
0.0	0.00953497979105	0.587202340108	821143,817646,835355,831377,818731,3768499	6	81	91
0.0	0.0402389263935	0.668417255762	833471,818343,817499,839642,819107	5	78	87
0.0	0.00246406318595	0.432347724502	838079,844283,840006,818903,828595	5	59	68
0.0	0.00374287986062	0.484655320394	841900,821840,838984,820176,837555,828213	6	72	81
0.0363636363636	0.049450935286	0.666315772235	839433,820041,818343,833471,819107	5	79	89
0.0	0.0325106031909	0.402607355106	818903,828595,827830,834286,838984,830128,838151,839869,844283	9	86	95
0.0	0.00501015069862	0.515521206766	838364,827921,831151,820741,843048	5	92	103
0.0940170940171	0.0269304988712	-0.0475869554908	841892,843110,841467,829966,816692,838362	6	57	69
0.00555555555556	0.0109284286101	0.471207163236	824937,832454,841652,816546,828595	5	76	87
0.0	0.00514193599171	0.542174243011	821840,827830,841652,824937,829730,818672	6	61	72
0.00555555555556	0.0163915659816	0.620144771213	843903,841468,816768,823831,818822	5	96	107
0.0	0.00193090819039	0.308240548164	818903,828595,827830,838984,838151,839869	6	87	97
0.303703703704	0.278727484402	0.674552520548	816394,817467,844378,829438,834232,842103	6	91	105
0.0	0.00538648295785	0.748954944854	824970,832070,818899,829995,831528,838079,841447	7	91	102
0.0333333333333	0.0364131983181	0.628254481331	837974,844343,844010,837778,3770591	5	84	93
0.00888888888889	0.0134767795933	0.617396441779	841892,831528,829995,830101,831472	5	73	87
0.0	0.0137653770211	0.574039157181	817272,834212,843048,842985,838364,843596,822266	7	83	92
0.0	0.0020659138264	0.252610688727	827830,840006,844264,837555,818300	5	65	74
0.0166666666667	0.0153903451239	0.54804649595	818822,841652,833471,831472,818069,816768	6	90	99
0.108225108225	0.0535475975453	0.754666431771	838851,822517,843903,820827,841558,828884,827307	7	67	77
0.0	0.00225121049585	0.00123500826622	830157,818899,820176,818300,844010	5	49	62
0.04	0.0448281795259	0.220197422082	828884,837555,844378,834286,838021	5	49	58
0.0	0.00670567208042	0.853870448163	824524,838672,838079,835431,843747	5	74	83
0.0	0.00742844537772	0.60844464924	835355,831377,818731,3768499,817646	5	80	91
0.0111111111111	0.0216931041915	0.515195536228	818599,831377,838455,816546,835355	5	67	78
0.0	0.00288667682486	0.412991403209	837265,843810,832454,838151,816546	5	95	107
0.0	0.0114910039276	0.674893521682	839642,820775,841984,825208,816546	5	88	99
0.0	0.0171075339997	0.604566467153	821143,818599,817221,828489,836393,823859,818731	7	83	94
0.0617283950617	0.141726942809	0.776072352731	839566,816545,820041,817620,818343,820741,843095,817499,821143	9	61	72
0.0	0.0224173846544	0.745564211069	835355,839433,828489,817221,818731,819107	6	62	75
0.102564102564	0.0161253521546	0.187505989308	843110,816692,827727,841467,843827	5	89	101
0.0	0.00617072104507	0.548381035305	837179,821840,838984,824699,837555,818672	6	73	87
0.0047619047619	0.00859063578271	0.593908053306	838364,842985,817272,840006,843048	5	75	88
0.0	0.0163766062136	0.697466185288	832070,841534,843903,841558,838807,842103	6	55	65
0.0	0.00241198378628	0.692512644234	838984,837555,818300,839930,828595	5	66	76
0.0	0.00251094272902	0.550713142359	839930,844283,838079,838021,828595	5	57	67
0.0277777777778	0.0222053114447	-0.0291383875874	843110,816692,841467,838362,843827	5	96	107
0.0	0.0165928516699	0.429114124992	816546,828577,835355,832454,835375,820741,837265,843810,838151,830157,831528,838079	12	98	107
0.0	0.0173027665214	0.87677693221	833979,832057,831377,831151,831861	5	63	72
0.379166666667	0.255779458449	0.888230372223	834232,817467,844378,816394,829438	5	69	84
0.00701754385965	0.0176263889927	0.506118438321	834232,833979,831151,816270,841843	5	49	67
0.0	0.00926889967364	0.423841275664	838364,837555,840894,820741,843048	5	91	102
0.0	0.0311914077609	0.675424351667	837040,838779,841920,839392,822205,824524,838250,818316,841534	9	69	80
0.00666666666667	0.00834738118406	0.745249949845	820176,829730,818672,837179,841652	5	67	76
0.025641025641	0.0130956101453	0.776337163167	818899,835398,826914,841447,831528	5	60	72
0.0666666666667	0.0783343466802	0.812547777918	837996,843095,821143,828884,3770591	5	58	68
0.0787878787879	0.0856021475263	0.856084897014	839566,817620,818343,817499,838362	5	75	85
0.128888888889	0.0127197421989	0.0295409640058	843110,816692,827727,841467,829966	5	80	94
0.0	0.00628145700924	0.262135409643	3768499,841843,843048,820176,837555,828213,827921	7	90	99
0.0	0.0264344196638	0.661438056685	836043,841534,822517,843903,823831,841558,827307,816768	8	95	105
0.0	0.0302733521393	0.626153313067	835355,818343,839433,843810,817221,833471,843596,818731	8	57	66
0.00826446280992	0.0212947057957	0.557086176552	832136,831832,816546,820211,844264,841652,818069,820176,827001,838364,834212	11	58	68
0.226666666667	0.206181588093	0.809542826061	837996,839566,817467,816394,842103	5	85	99
0.00416666666667	0.0361875022376	0.0585401357551	837040,841920,843747,838250,839642,836393,822205,839392	8	60	69
0.0	0.0225040759271	0.614164439177	818599,844343,837778,816270,3770591	5	96	105
0.0	0.00572863577786	0.392033650342	821840,827830,841652,844264,824937,829730,818672	7	62	71
0.0	0.00577595746832	0.125795491745	837179,821840,827830,820741,820176,830157,839869	7	95	105
0.0128205128205	0.0149431683855	0.377055694712	835431,828577,831910,817174,824524,844283	6	49	61
0.0	0.00893378427762	0.575307171452	829730,820176,837555,824699,840894	5	86	96
0.0	0.0083410283606	0.0565493950471	818903,818599,841468,822205,827564,823859,816936,840894,819107,837179	10	50	61
0.0	0.00959720864385	0.662054503166	832136,829283,838455,817646,833979	5	88	102
0.0444444444444	0.0837565866745	0.780617995356	3768499,820041,843095,837996,3770591,821143	6	60	69
0.0	0.00711097986854	0.592452133991	824699,843048,837555,838364,829730,817272	6	95	107
0.0	0.00789305975209	0.508785064481	818903,816546,824937,832454,827001,841984,843810	7	91	101
0.0324074074074	0.0296823788275	0.513806555169	820741,832247,829730,838807,835320,842103	6	51	62
0.0	0.0228210487034	0.598629052435	828489,818731,831832,817646,830754	5	69	79
0.0121212121212	0.020285244894	0.780525842723	827307,838807,841534,842103,841558	5	58	68
0.0133333333333	0.013161261446	0.66847618975	818069,827001,820176,820211,841652	5	54	68
0.0111111111111	0.0213683565187	0.373905815776	828489,823859,818731,827564,818633	5	89	100
0.0666666666667	0.0267568249821	0.701356941673	818672,824937,827001,835398,831122	5	95	104
0.0247933884298	0.0359643431863	0.266941446024	837040,841920,839930,818300,830699,818633,840006,836393,816651,824524,839392	11	97	107
0.0	0.0113263377577	0.598964468199	841900,832136,829283,831377,817646,833979,835355,838455	8	90	99
0.0	0.0085294297311	0.542232184355	831151,820741,838364,830157,817272,822266	6	88	98
0.0	0.018495005605	0.688196283104	837974,825714,821143,834212,844010	5	92	103
0.0111111111111	0.0243838189535	0.277069265383	818633,828489,836393,827564,823859,818731	6	91	100
0.0274509803922	0.00994878912346	0.468100388085	840894,820775,835375,838151,839869	5	75	91
0.0	0.014690442958	0.569318206291	824970,835375,818899,829995,831472,831528,816936,841984,838079,825208	10	97	106
0.0121212121212	0.0118373635044	0.64954400692	830157,833979,829283,820211,838021	5	80	90
0.0	0.00539470967832	0.706961719086	837265,832247,838151,822055,816768,841447	6	69	78
0.0	0.0106134053464	0.625789160966	834286,843596,838021,817646,831832	5	95	105
0.0	0.0380669029654	0.654898281794	837974,839566,817499,816545,820741	5	52	63
0.0	0.0411915460835	0.607392360542	817646,830754,837974,833471,816270,819107	6	70	80
0.397619047619	0.750952388181	0.867390327532	843491,824770,844245,823814,841033	5	49	104
0.0	0.0152779872223	0.643887171281	841900,838455,831832,841843,823859,843596,822266	7	94	103
0.0	0.0177134941588	0.760435740983	832070,841534,843903,841558,831472,838807,842103	7	56	65
