purity	class_distance	pearson	geneSet	geneSize	min_TimePoint	max_TimePoint
0.0133333333333	0.0247495167656	0.628530854001	818822,818899,830128,826914,832247,831122,827001,816768,840894,841447	10	74	83
0.04	0.0274319757692	0.762703941012	838807,841558,836043,820827,822517	5	83	92
0.0	0.0067727399571	0.709964075152	822055,837265,816936,827001,831122	5	79	96
0.0	0.013896346442	0.636864221984	824970,818899,829995,825208,831528,816936,841984,838079,831472	9	95	106
0.0	0.0115695491817	0.617599179919	842985,843596,820211,831832,838021	5	90	101
0.00833333333333	0.022462969833	0.551034046369	832136,831832,816546,820211,820176,841652,818069,844264,827001,827564,838364,834212	12	59	68
0.0	0.00384007125608	0.564851149473	829283,816936,840006,828213,821840	5	69	78
0.408888888889	0.745763007311	0.953262192076	842830,824770,843491,844245,841033	5	59	73
0.0	0.0176823213589	0.713398177024	828489,818731,821143,820741,817221	5	70	81
0.225641025641	0.184265489725	0.92228013197	837996,843095,817467,816394,838259	5	78	90
0.0466666666667	0.0160987911646	0.643717992931	827001,820775,816768,840894,832247	5	70	79
0.157407407407	0.0989803272598	0.894012414151	830593,841919,839392,821657,817174,838250	6	57	68
0.0	0.00934947648201	0.747386810929	837179,832454,838364,829730,818672,822266	6	72	81
0.188888888889	0.225803847204	0.816423954004	839566,816394,843095,817467,837996,842103	6	83	92
0.0	0.00222510676021	0.540607601192	827830,829730,818672,824937,821840	5	58	72
0.0166666666667	0.0261142006164	0.589509794201	831151,830754,820211,838021,827564,830157	6	78	87
0.0	0.00493525632823	0.624124770026	824970,818899,835375,841447,838079	5	89	99
0.0	0.00432289869799	0.286467249551	821840,839642,827001,828213,818672,839869	6	93	102
0.0	0.0254467135849	0.842139342847	822132,838807,841468,836043,842103	5	66	75
0.0277777777778	0.0287419917415	0.836182452017	832136,831151,844343,837778,830157,825714	6	76	85
0.0333333333333	0.0161290028933	0.631932104581	842985,820211,830157,817272,841984	5	72	81
0.0151515151515	0.0712087246906	0.258767955727	837179,821840,828595,824699,830128,841652,844264,822205,844283,842103,816651	11	79	88
0.0333333333333	0.0518687159961	0.923630804084	832057,831861,844343,844010,837778,816270	6	82	91
0.0	0.00186791988247	0.23249568207	837040,831910,839930,828213,828595	5	53	62
0.0	0.00778151755178	0.148729321977	837040,841920,838779,814643,842833,844230	6	77	91
0.00666666666667	0.00474815301168	0.0836880377781	843810,820176,841984,834286,822205	5	76	85
0.0121212121212	0.0125899422091	0.720368672207	841900,833979,829283,820211,838021	5	83	93
0.0	0.00766074838721	0.498220633395	820775,816546,824937,843810,818672,841984	6	86	98
0.0	0.00655184639073	0.360089222201	818903,839930,828595,844264,827001,838151,831122,832454	8	89	98
0.922807017544	5.41024219718	0.945092384723	817176,821051,823899,828697,829834	5	89	107
0.0166666666667	0.0315289005402	0.502953755666	841892,841919,820741,838807,835320,832247	6	49	58
0.0	0.00459431935622	0.322794755342	843810,820176,822266,834286,828577	5	80	90
0.1	0.0488674814325	0.639924421949	827307,835398,841558,836043,822517	5	77	88
0.0	0.00630689661481	0.492398557799	835355,833979,829283,831377,841900	5	87	101
0.037037037037	0.0532053019513	0.312090808418	837040,841920,814643,830128,824524,839392	6	94	105
0.0	0.00712622723031	0.343899147856	830157,842985,843596,840006,841843	5	85	96
0.0	0.0129893056001	0.63075182615	820775,818903,816546,827001,825208,841984	6	90	100
0.010101010101	0.0357670336667	0.553509201764	841892,827727,838779,839392,822205,824524,838250,818316,816651	9	63	73
0.0	0.00442319523823	0.538480039183	818300,829995,816768,841447,821840	5	54	65
0.0	0.00620764707726	0.630065341349	837040,828917,841920,835431,838079	5	62	72
0.0111111111111	0.0403346771015	0.444199479101	839433,818343,843810,843596,817221	5	49	66
0.0	0.00503787998101	0.712536062127	822055,837265,816936,835375,831122	5	82	97
0.0	0.0191558352916	0.637732590099	832136,843596,828577,818633,831910,827564,830157,825714	8	66	76
0.0388888888889	0.020920969108	-0.0280472106238	843110,827727,841467,843827,816692,838362	6	94	103
0.0	0.00682461731302	0.439809902622	828595,835375,837265,825208,838151,831122,822055	7	92	103
0.003663003663	0.0263342392847	0.676120609379	836043,822517,843903,823831,841558,827307,816768	7	93	105
0.0	0.0103656849306	0.810816398964	824970,832070,830101,818822,829995,831472	6	65	74
0.0	0.0139836724087	0.729038417119	833979,831377,831151,841843,831861	5	60	71
0.0	0.00329586116524	0.269013914411	837040,829283,840006,818903,835431	5	56	67
0.0	0.0128489473967	0.641094485983	831377,3768499,818599,835355,831910,825714	6	73	82
0.0	0.0050722359188	0.525503177097	841534,822517,818899,826914,822055,816936,841447	7	98	107
0.0	0.010835304991	0.389149924273	834212,828577,838984,820176,837555,843810,818672,822266,834286	9	81	90
0.0	0.00912487422022	0.688267204678	817272,824699,830101,837555,840894	5	93	105
0.0	0.0118657286191	0.495537700186	832136,821840,827830,843903,841558,824937,829995,842103,838807,841447	10	52	64
0.0	0.0186509335517	0.748073597786	3768499,818599,828489,836393,817221,821143	6	75	84
0.0047619047619	0.0396347784188	0.895478263295	818343,832057,831861,816270,816545	5	84	97
0.00297619047619	0.028702482203	0.572951346399	827727,838779,839392,822205,824524,838250,818316,816651	8	62	75
0.0375	0.0149278115258	-0.179255861497	842833,816692,841467,838362,829966	5	53	68
0.0266666666667	0.0218623958043	0.644571773288	828884,827307,841558,820827,823831	5	90	99
0.0757575757576	0.0169043034481	0.0806576942267	843110,827727,841467,838779,814643,842833,829966,816692	8	84	94
0.0	0.0103516985212	0.598125227976	827307,841558,841534,832247,822517	5	96	106
0.08	0.07107607752	0.894960136742	839433,817620,818343,844343,838362	5	72	81
0.0	0.00588432509992	0.672365141428	838364,832136,834212,831832,816546	5	56	68
0.0	0.00883741218387	0.336420411455	829730,836393,822266,837179,843810	5	70	80
0.0	0.0108192385413	0.413325380396	837179,821840,838984,824699,843810,829730,818672,841984,844283	9	85	94
0.0	0.00206018537054	0.435753694606	818672,834286,840006,820176,843048	5	70	79
0.0	0.0182121371982	0.660717560679	821143,818599,837974,844010,817221,3770591	6	88	99
0.0	0.00486539462422	0.468317754979	832454,818672,824937,843810,830101	5	90	99
0.0	0.0070205139201	0.472912027629	837179,821840,824699,843810,829730,844283	6	84	94
0.0102564102564	0.0132375062745	0.781855894767	820775,832454,830101,816546,840894	5	82	94
0.021645021645	0.015136408823	0.677569590912	824970,832070,841468,829995,831472,818069,816768	7	85	95
0.0396825396825	0.0763266952099	0.496437750237	841892,838672,838779,842833,844230,838250,818316	7	94	105
0.0	0.0289290336318	0.761675291055	828489,818731,833471,816270,817221	5	65	77
0.0333333333333	0.0378428284718	0.609147263927	831910,832136,844343,825714,830754	5	80	89
0.141666666667	0.0206060362151	0.14737299717	816692,827727,841467,843827,829966	5	73	88
0.0	0.0372855651574	0.772235800491	839433,843095,817499,816545,819107	5	94	104
0.030303030303	0.040343257321	0.340923965434	838851,816768,3770591,831888,821143	5	52	62
0.0	0.00674636995806	0.274266083641	835431,828595,838984,828884,844264,828213	6	98	107
0.0	0.00142307654694	0.552734397	827830,844264,818300,839930,828595	5	69	80
0.0	0.012825531263	0.30779773053	820775,816546,827830,839642,838984,825208,841984,839869	8	89	99
0.0	0.0124354163256	0.610026230544	837974,825714,844010,827564,817221	5	97	107
0.0	0.00609906818834	0.819691086374	829730,828577,824699,837179,821840	5	89	101
0.0	0.00727910204356	0.679926971934	824699,816768,835375,832247,840894	5	59	69
0.0	0.00859022086824	0.309513752019	841900,838672,838779,843747,814643,824524	6	57	67
0.0656565656566	0.115515394466	0.904005719927	839566,817620,818343,843095,837996,838362	6	74	84
0.112820512821	0.124054754144	0.611766633855	837996,820041,839566,838259,830754	5	92	104
0.0	0.0275113969181	0.617705546844	832057,834212,818599,818343,844343,3770591,816270	7	98	107
0.0	0.0261346924022	0.59752186135	818343,839433,833471,817221,843810,843596,818731	7	55	66
0.0	0.0142755563941	0.741310505435	818599,837974,821143,3770591,817221	5	86	99
0.00833333333333	0.0275106960995	0.410222585893	820775,839930,816546,828595,827830,835375,841652,840894,844264,824937,832454,825208,838151,818300,839869,844283	16	81	90
0.0	0.00272416564722	0.521871597314	822055,837265,816936,838151,831122	5	90	101
0.0	0.0187119044067	0.880238433585	824970,836043,838807,829995,842103	5	62	72
0.0	0.00599443984586	0.61454370886	837179,834212,821840,820176,824937,829730,818672	7	65	74
0.0	0.00197418216497	0.502509256632	837265,818672,824699,839869,838151	5	49	68
0.0	0.0056160890246	0.735653494029	824970,832070,818899,829995,831528,816936,838079,841447	8	93	102
0.00666666666667	0.0559673510276	0.665185650152	830754,844343,818343,3770591,837778	5	97	106
0.0	0.011177520607	0.708258675703	837179,834212,824699,835375,824937,829730,818672	7	69	78
0.0	0.0117646382172	0.710646598902	818899,830128,816768,841447,832247	5	71	83
0.0298245614035	0.0874227647882	0.168513644798	837040,841920,839930,843747,822205,818300,814643,830699,839642,818633,840006,836393,816651,829966,830128,831910,824524,839392,844283	19	98	107
0.0	0.00148066140848	0.662929949411	827830,839930,818300,839869,838151	5	71	83
0.0	0.0309891064051	0.487609602783	838455,831377,830101,817646,843596,824699,843048,837555,838364,829730,817272,840894,831832	13	98	107
0.0277777777778	0.0309732452055	0.442630856973	824970,828595,837265,835375,818899,835398,825208,838151,831122,822055,838079,841447	12	94	103
0.0	0.0347678092434	0.72525585654	828489,833471,837778,817221,818731,816270	6	66	77
0.0	0.0102558289278	0.355056101156	837179,836393,829730,818672,822266,843810	6	71	80
0.0	0.00337807652234	0.355227648084	829283,827921,840006,834286,843048	5	71	81
0.0444444444444	0.0301988147682	0.921212703992	844010,844343,832057,831151,831861	5	64	75
0.0	0.0158294088231	0.707834657848	818822,818899,830128,841447,831122,816768,832247	7	73	83
0.0	0.0196235262493	0.70671935522	841984,832454,837778,817646,818633	5	63	74
0.0	0.00505998061821	-0.0932616979317	818300,836393,816651,831910,818731,822205	6	93	104
0.0363636363636	0.0285632431092	0.899169245169	832136,844343,825714,831151,837778	5	75	85
0.311688311688	0.214468036322	0.870657074967	830593,841919,821657,831888,830699,842830,817174	7	69	79
0.0	0.0066723461391	0.534849642913	832136,817646,833979,820211,838021,831377	6	94	103
0.0	0.00618341301517	0.787294272719	828917,838672,838079,835431,843747	5	63	78
0.0277777777778	0.0443310533615	0.874377926039	816545,820041,837974,816270,818731,819107	6	74	85
0.0	0.0165785949055	0.590390697143	841984,832454,843810,817646,818633	5	62	73
0.00666666666667	0.0267999484291	0.571332806939	841900,832136,829283,821143,841843,833979,820211,823859,842985,822266	10	98	107
0.004329004329	0.0175305651258	0.638538085566	830754,835375,837555,825208,838151,816768,840894	7	62	72
0.0	0.00960218493028	0.569154015744	843596,834212,843048,842985,817272,822266	6	82	92
0.00793650793651	0.0360102227028	0.548380790265	833979,831832,816546,818599,839642,823859,831377	7	66	77
0.0	0.0237288291758	0.66711476378	833979,831832,841843,830754,838021,827564	6	75	85
0.0424242424242	0.0540512947616	0.844249118526	839433,820041,818343,816545,819107	5	82	92
0.01	0.0216016306835	0.3911346682	835431,841920,828595,818822,828213,828577,831910,817174,824524,844283	10	52	61
0.010101010101	0.00909628032388	0.638861895854	837265,838151,822055,816768,840894,832247	6	65	75
0.0	0.00381386414445	0.474793503424	824699,837265,838151,829730,818672,839869,832247	7	52	68
0.00833333333333	0.0986140478791	0.694347563219	816545,832057,820741,837974,844010,833471,819107,837778,817221,817499,816270,821143	12	69	78
0.0	0.0149279432665	0.513794560305	837179,834212,821840,827830,824699,841652,837265,844264,824937,827001,822055,829730,818672,818300,832247	15	63	72
0.0	0.00283458863817	0.566235555918	838364,829730,827921,831151,843048	5	94	104
0.0	0.012313299003	0.793364151117	838672,835431,843747,823831,828917,838079	6	68	78
0.0	0.0228416932911	0.680469991637	818599,839642,837974,828489,836393,3770591	6	81	91
0.0974358974359	0.0409150055722	0.800917057583	828884,827307,838851,843903,841558	5	71	83
0.0	0.0102532371366	0.668908508226	832136,825714,831910,843810,827564,830157,817272	7	65	74
0.0	0.0269941672181	0.59363593693	837040,844230,838250,841920,843747	5	83	97
0.0111111111111	0.0399065185624	0.586446817879	837040,844230,838250,818316,841920	5	85	102
0.0	0.00999668564404	0.625350830982	838672,841534,828917,822205,824524,818300	6	88	100
0.0042735042735	0.0126652901895	0.546594900294	834212,838984,837555,829730,818672,841984	6	77	89
0.0694444444444	0.0333205217347	0.358355151424	818822,835398,826914,831472,818069,832247	6	91	102
0.0	0.00503413203482	0.697732090242	827921,829283,816936,828213,821840	5	70	79
0.0	0.00715291811883	0.664681643163	818822,818899,826914,832247,831528,838079,841447	7	86	95
0.0	0.0114596439994	0.684371741161	833979,843596,843810,831151,841843	5	58	70
0.0181818181818	0.0242833315863	0.804194420553	827307,838807,841558,842103,830754	5	59	69
0.0	0.0080506773716	0.629737866864	841900,838672,838779,816651,824524,818316	6	58	71
