,term_id,sign_score,level,annotation_gene,start_time,end_time,geneSize,time_size
1425,106666,0.0018,1,"844283,827830,834212,841900,820775,841843,839869,816651,839930,837555,824699,835375,844264,816936,824937,821840,838151,818300,828595",71,80,19,10
1426,79678,0.0018,1,"840006,821840,834212,843048,842985,820176,822266,838021,838151,822055,827001,824699,816936,835375,825208,824937,827830,838984,818300",67,76,19,10
1427,79681,0.0018,1,"840006,821840,834212,843048,842985,820176,822266,837265,827001,824699,825208,816936,838151,835375,824937,822055,827830,838984,818300",67,76,19,10
1428,50228,0.0018,1,"843903,818822,839869,822132,816936,824970,829995,841558,830101,838807,838984,832070,831472,830128,839930,841468,841534,820827,823831",62,71,19,10
1429,50270,0.0018,1,"818300,840006,838021,829283,828213,820176,816546,829730,844264,842985,841652,827830,821840,827921,818672,834212,837179,824937,838364",62,71,19,10
1430,23057,0.0018,1,"838984,840894,828489,837179,837555,832070,831528,831472,824970,841447,829995,827564,821840,818300,827307,838807,841534,841558,830128",57,66,19,10
1431,124343,0.0018,1,"816546,824699,824937,834212,837179,829730,821840,838984,837555,828213,827830,828917,820176,816651,842985,818672,822205,844264,844283,828595,818903,839869,838151,839930,832454,841984,843810,834286,829283,840006,818633,843048,822266,843596,822055,828577,830754,838364",74,83,38,10
1432,162124,0.0018,1,"820211,833979,838021,820741,831910,829283,841900,842985,833471,831832,3768499,817646,832136,839642,835355,831377,818633,827564,825714",84,93,19,10
1433,135819,0.0017,1,"837974,817221,818599,821143,823859,828489,3770591,836393",76,99,8,24
1434,80560,0.0017,1,"839869,841447,841468,818822,818899,818903,822132,824970,826914,829995,830101,830128,831122,831472,831528,832070",67,78,16,12
1435,163222,0.0017,1,"837974,817221,817646,818599,818633,821143,823859,825714,828489,831377,835355,836393",84,99,12,16
1436,183149,0.0017,1,"824970,832070,841447,829995,831528,818899,825208,822055,816936,838079,835375,837265,827001,816546,818672,832454,838151,843810,831122,841984,818903,824937,828595,827830,837179,821840,839869,839642,824699,828577,829730,828213,841468,818822,818069,831472,832247,826914,833471",92,101,39,10
1437,23071,0.0017,1,"820176,822266,837179,841447,840894,820775,828577,824970,829995,821840,827830,818300,827564,828489,837555,835398,818899,835375,837265,834212,816546,829730,825208,818672,831528,832247,822055,838364,839869,832070,824699,832136,838151,831832,816768,824937,831472,831122,827921",57,66,39,10
1438,118828,0.0017,1,"837179,832454,824699,822266,818672,837555,840006,843810,820176,838984,821840,834286,843048,828489,831910,829283,836393,830157,834212,841900,838021,831377,843596,829730,842985,839642,825714,827921,818599,838455,821143,3770591,835355,817272,838364,828213,841984,3768499,841843",73,82,39,10
1439,124341,0.0017,1,"816546,824699,824937,834212,837179,829730,821840,838984,837555,828213,827830,828917,820176,816651,842985,818672,822205,844264,844283,828595,818903,839869,838151,839930,832454,841984,843810,834286,829283,840006,818633,843048,822266,843596,841900,828577,827921,838021,818300",74,83,39,10
1440,44104,0.0017,1,"822132,818822,832070,831472,843903,838807,824970,836043,829995,842103,822517,830754,830101,839869,816936,837555,838984,818903,839930,830128",61,70,20,10
1441,44116,0.0017,1,"818822,843903,832070,838807,831472,824970,829995,836043,830754,830101,839869,837555,816936,838984,839930,818903,818300,842103,830128,822517",61,70,20,10
1442,118858,0.0017,1,"837179,832454,824699,822266,818672,837555,840006,843810,820176,838984,821840,834286,843048,835375,816936,824937,831910,829283,836393,830157,834212,841984,843596,829730,842985,839642,831377,825714,827921,818599,838455,841900,3770591,835355,817272,838364,838021,828213,3768499,841843",73,82,40,10
1443,23074,0.0017,1,"820176,822266,844264,844010,827921,827830,820775,821840,827564,818300,828577,824970,840894,837555,841447,829995,828489,818899,835398,832136,839869,832070,831832,816546,834212,824699,837265,835375,829730,825208,838151,816768,831472,818672,831528,832247,824937,831122,822055,838364",57,66,40,10
1444,118738,0.0017,1,"841468,823831,829995,831472,832070",72,111,5,40
1445,124307,0.0017,1,"823831,838807,841534,841892,824970,826914,818822,822132,832070,829995,831472,841468,838672,824524,830128,835431,841447,831528,830101,818899",74,83,20,10
1446,124340,0.0017,1,"816546,824699,824937,834212,837179,829730,821840,838984,837555,828213,827830,828917,820176,816651,842985,818672,822205,844264,844283,828595,818903,839869,838151,839930,832454,841984,843810,834286,829283,840006,818633,843048,822266,843596,841900,828577,827921,838021,830754,838364",74,83,40,10
1447,124364,0.0017,1,"816546,824699,824937,834212,837179,829730,821840,838984,837555,837265,816936,828917,816651,844283,827830,822205,844264,828595,818903,839869,838151,839930,818300,827921,834286,838021,843810,820176,841984,829283,842985,828577,818633,818672,841900,843596,822266,832454,840006,843048",74,83,40,10
1448,124361,0.0016,1,"816546,824699,824937,834212,837179,829730,821840,838984,837555,837265,816936,828917,816651,844283,827830,822205,844264,828595,818903,839869,838151,839930,830754,843810,820176,842985,818672,843596,832454,841984,838364,818633,828577,827921,834286,829283,838021,822266,841900,840006,843048",74,83,41,10
1449,171689,0.0016,1,"838364,838455,843048,817272,820211,831151,831377,833979,835355",86,108,9,23
1450,163224,0.0016,1,"817221,817646,818599,818633,821143,823859,825714,827564,828489,831377,832136,835355,836393",84,99,13,16
1451,112975,0.0016,1,"838807,841447,841468,841892,816768,818822,818899,822055,822132,824970,826914,829995,830101,831122,831472,831528,832070,832247,836043",72,82,19,11
1452,165294,0.0016,1,"828213,828577,822266,837555,820176,829730,840894,843048,841984,824699,827921,817272,833471,820775,844283,843810,838984,816546,821840,818672,830101,832454,837179,834286,824937,833979,3768499,820211,831910,829283,842985,831151,841843,830157,834212,831832,838455,843596,841900,840006,820741,838364",85,94,42,10
1453,177105,0.0016,1,"837555,838455,817272,817646,820211,823859,831377,832136,833979,835355",88,108,10,21
1454,79666,0.0016,1,"840006,821840,834212,837555,839869,838984,818300,827830,822055,838151,837265,841447,816936,827001,824699,825208,835375,824937,820176,822266,842985",67,76,21,10
1455,185724,0.0016,1,"837974,829283,827564,821143,838455,844010,825714,817221,841900,842985,823859,841843,822266,843596,831832,832057,3770591,837778,818599,834212,817620",94,103,21,10
1456,124303,0.0016,1,"823831,843747,838672,818822,838079,832070,826914,824524,841892,824970,829995,830128,841534,831472,822132,835431,841468,841447,831528,830101,818899",74,83,21,10
1457,162125,0.0016,1,"820211,833979,838021,820741,831910,829283,841900,842985,833471,831832,3768499,841843,834212,840006,838455,830157,835355,832136,831377,839642,827564",84,93,21,10
1458,162127,0.0016,1,"820211,833979,838021,820741,831910,829283,841900,842985,833471,831832,3768499,841843,834212,840006,838455,830157,838364,831151,822266,832136,827564",84,93,21,10
1459,162128,0.0016,1,"820211,833979,838021,820741,831910,829283,841900,842985,833471,831832,3768499,841843,834212,840006,838455,830157,838364,839642,832136,831377,827564",84,93,21,10
1460,162129,0.0016,1,"820211,833979,838021,820741,831910,829283,841900,842985,833471,831832,3768499,841843,834212,840006,838455,818633,835355,832136,831377,839642,827564",84,93,21,10
1461,50281,0.0015,1,"818300,837265,832247,822055,824699,829283,838021,828213,820176,816546,844264,829730,842985,841652,827830,821840,827921,818672,837179,834212,824937,838364",62,71,22,10
1462,86679,0.0015,1,"839930,827921,824699,818300,820176,838984,837555,829283,816936,835375,844264,829730,827830,821840,818672,834212,824937,843048,837179,840006,828595,841652",68,77,22,10
1463,86682,0.0015,1,"839930,822055,838151,820176,824699,818300,838984,837555,835375,816936,827830,829730,841652,821840,818672,834212,824937,840006,837179,828595,829283,844264",68,77,22,10
1464,86686,0.0015,1,"828595,818300,816936,824937,840006,829730,835375,821840,818672,837179,824699,827830,838984,837555,834212,820176,838364,829283,844264,841652,838151,822055",68,77,22,10
1465,160152,0.0015,1,"817221,817646,818599,821143,823859,825714,827564,828489,3770591,831377,832136,835355,836393",83,99,13,17
1466,188693,0.0015,1,"837179,837265,838079,838151,838364,839869,840894,841558,841652,841984,843048,843810,816546,816936,817272,817646,818069,818672,820211,820741,821840,822517,823859,824699,824937,824970,825208,826914,827001,829730,829995,831122,831151,831377,831472,831528,832070,832136,835355,835375,836043",98,108,41,11
1467,99934,0.0014,1,"818903,841447,827830,838984,837555,839869,818300,839930,844264,828595,832070,818822,838079,818899,826914,841892,831528,824970,831472,830101,829995,831122,830128",70,79,23,10
1468,99937,0.0014,1,"818903,841447,827830,838984,837555,839869,818300,839930,844264,828595,822055,838151,837265,816936,831528,818822,838079,818899,826914,816768,832247,831122,830128",70,79,23,10
1469,74385,0.0014,1,"831910,843810,839642,818633,830157,841984,823859,832454,817272,3768499,825714,828577,833979,818599,843596,817646,827564,832136,831377,831832,834286,841843,830754",66,75,23,10
1470,79668,0.0014,1,"840006,821840,834212,837555,839869,838984,818300,827830,822055,838151,837265,841447,816936,827001,824699,825208,835375,824937,818899,839930,828595,818903,842985",67,76,23,10
1471,118768,0.0014,1,"838672,832070,818903,818899,837265,841447,818822,831528,829995,831122,826914,816768,830128,822055,832247,836043,824970,838807,831472,822132,830101,841468,841892",73,82,23,10
1472,187459,0.0014,1,"820211,829283,832136,841900,831377,833979,822266,823859,841843,842985,817646,838455,843596,840894,831832,832057,844010,827564,817221,837974,834212,821143,825714",96,105,23,10
1473,93087,0.0014,1,"818903,839869,830128,818899,841447,822055,837265,832247,831122,826914,816768,822132,818822,832070,830101,824970,831528,841892,829995,831472,841468,838807,836043",69,78,23,10
1474,93101,0.0014,1,"818903,839869,830128,818899,841447,822055,837265,832247,831122,826914,816768,838151,838807,818822,836043,830101,824970,831528,832070,829995,831472,841468,841892",69,78,23,10
1475,179652,0.0014,1,"836393,3768499,831910,829283,841900,840006,833979,841843,832136,817646,831377,822266,835355,838455,823859,827564,818633,834212,828489,825714,844283,827921,828213",90,99,23,10
1476,188688,0.0014,1,"837179,837265,838079,838151,838364,839869,840894,841652,841984,843048,843810,816546,816936,817272,817646,818069,818672,818903,820211,820741,821840,822517,823859,824699,824937,824970,825208,826914,827001,827830,829730,829995,831122,831151,831377,831472,831528,832070,832136,833979,835355,835375",98,108,42,11
1477,188690,0.0014,1,"837179,837265,838079,838151,838364,839869,840894,841558,841652,841984,843048,843810,816546,816936,817272,817646,818069,818672,818903,820211,820741,821840,822517,823859,824699,824937,824970,825208,826914,827001,827830,829730,829995,831122,831151,831377,831472,831528,832070,832136,835355,835375",98,108,42,11
1478,74370,0.0014,1,"837179,843048,821840,822266,829730",65,111,5,47
1479,165292,0.0014,1,"828213,828577,822266,837555,820176,829730,840894,843048,841984,824699,824524,838672,827001,818899,837265,835375,841447,827830,835431,820775,818903,844283,818822,843810,838984,816546,825208,821840,818672,830101,832247,832454,822055,839869,839930,834286,838079,826914,844264,816936,838151,830128,831528,824937,828595,831122,837179,816651",85,94,48,10
1480,99936,0.0014,1,"818903,841447,827830,838984,837555,839869,818300,839930,844264,828595,822055,838151,837265,816936,824970,818822,838079,818899,826914,831528,830101,841892,831122,830128",70,79,24,10
1481,99935,0.0014,1,"818903,841447,827830,838984,837555,839869,818300,839930,844264,828595,822055,838151,831472,818822,838079,818899,826914,841892,831528,830101,824970,829995,831122,830128",70,79,24,10
1482,112894,0.0014,1,"829995,831472,824970,830101,826914,841892,818899,831528,818822,841447,832247,831122,822055,816768,830128,818903,827830,839869,839930,818300,844264,832070,838079,841468",72,81,24,10
1483,112895,0.0014,1,"829995,831472,824970,830101,826914,841892,818899,831528,818822,841447,832247,831122,822055,816768,830128,818903,827830,839869,839930,818300,844264,832070,838079,828595",72,81,24,10
1484,114073,0.0014,1,"838807,841447,841468,841892,816768,818822,818899,818903,822055,822132,824970,826914,829995,830101,830128,831122,831472,831528,832070,832247",72,83,20,12
1485,114074,0.0014,1,"837265,838151,838807,841447,841468,841892,816768,818822,818899,818903,822055,824970,826914,829995,830101,830128,831122,831472,831528,832247",72,83,20,12
1486,179650,0.0014,1,"836393,3768499,831910,829283,841900,840006,833979,841843,832136,817646,831377,822266,835355,838455,823859,827564,818633,834212,828489,825714,821143,817221,827921,828213",90,99,24,10
1487,50246,0.0014,1,"818903,839930,838984,839869,816936,818822,832070,822132,831472,824970,829995,818899,826914,841447,831528,820775,837555,830754,835375,831122,825208,838151,840894,816768",62,71,24,10
1488,183143,0.0014,1,"824970,832070,841447,829995,831528,818899,825208,822055,816936,838079,835375,837265,827001,816546,818672,832454,838151,843810,831122,841984,818903,824937,828595,827830,837179,821840,839869,839642,824699,828577,829730,828213,3768499,830157,840006,820176,827921,830101,843048,831151,820741,818822,818069,826914,831472,832247,833471,838984",92,101,48,10
1489,174641,0.0014,1,"838151,841984,843810,816546,818672,818903,820741,824937,825208,831122,832454",87,108,11,22
1490,86925,0.0014,1,"837179,837265,837555,838151,838984,839869,839930,840006,844264,816936,818300,818903,820775,821840,822055,824699,824937,827830,828595,829730,832247,835375",68,78,22,11
1491,165298,0.0014,1,"828213,828577,822266,837555,820176,829730,840894,843048,841984,824699,827921,817272,833471,820775,844283,843810,838984,816546,821840,818672,830101,832454,837179,834286,824937,827830,818903,839869,839930,838151,844264,816936,828595,825208,827001,837265,835375,841447,822055,830128,831122,818899,818822,826914,838079,831528,832247,816651,838672",85,94,49,10
1492,188588,0.0014,1,"841984,824970,837265,843810,820741,835375,816546,828577,838151,831528,835355,838079,829995,832070,831472,818069,841652,830157,832454,816936,825208,836043,818899,841447,822517,841534,820211,827001,840894,829730,818672,824699,839869,817646,832136,831122,823859,837179,831151,821840,831377,824937,817272,838364,843048,838021,838455,837555,821143",98,107,49,10
1493,101091,0.0013,1,"837179,838021,838364,840006,841843,841984,842985,843048,843810,818672,820176,822266,824937,827921,829283,829730,832454,834212,834286",70,82,19,13
1494,101105,0.0013,1,"837179,838021,838364,840006,841843,841984,842985,843048,843810,818672,820176,822266,824937,827921,829283,832454,834212,834286,836393",70,82,19,13
1495,165283,0.0013,1,"837974,3770591,818731,817221,818599,836393,828489,823859,834212,833979,820211,817646,832136,831910,829283,839642,827564,825714,831377,831832,835355,838021,841900,821143,818633",85,94,25,10
1496,165285,0.0013,1,"836393,828489,823859,818599,817221,827564,821143,817646,832136,825714,3768499,833979,820211,831910,838021,829283,831377,839642,834212,831832,841900,835355,818633,3770591,818731",85,94,25,10
1497,165287,0.0013,1,"836393,828489,823859,842985,833979,3768499,820211,817646,832136,838021,831910,829283,839642,827564,825714,830157,834212,831377,831832,841900,835355,818633,821143,820741,838364",85,94,25,10
1498,112896,0.0013,1,"829995,831472,824970,830101,826914,841892,818899,831528,818822,841447,832247,831122,822055,816768,830128,818903,827830,839869,839930,818300,844264,837265,838151,841468,838079",72,81,25,10
1499,179651,0.0013,1,"836393,3768499,831910,829283,841900,840006,833979,841843,832136,817646,831377,822266,835355,838455,823859,827564,818633,834212,828489,825714,821143,817221,818599,3770591,837974",90,99,25,10
1500,188575,0.0013,1,"841984,824970,3770591,816270,827001,820211,829283,827830,840894,837974,834212,841900,818903,817272,837179,833979,837555,842985,829730,825208,818599,841843,821840,843048,818672,830101,844343,843596,838364,817221,839869,817646,832136,831832,824699,823859,831151,844010,818343,827564,825714,832057,831377,838455,824937,818731,822266,821143,831122,838021",98,107,50,10
1501,188576,0.0013,1,"841984,824970,837265,843810,820741,816270,820211,827001,829283,827830,840894,837974,834212,841900,818903,833979,838021,820176,837555,842985,829730,825208,841843,843048,821840,818672,830101,817272,843596,817221,839869,817646,832136,831377,824699,823859,831151,844010,827564,825714,831122,832057,838455,831832,824937,818731,822266,837179,821143,838364",98,107,50,10
1502,118955,0.0013,1,"837265,838151,838672,839869,839930,841447,844264,816651,816768,818300,818822,818899,818903,822055,826914,827830,828595,829995,830128,831122,831528,832070,832247",73,83,23,11
1503,162291,0.0013,1,"838021,838364,838455,840006,841843,841900,842985,843048,843596,3768499,817272,820211,820741,822266,827921,829283,830157,831910,831832,831151,833471,833979,834212",84,94,23,11
1504,184114,0.0013,1,"837265,838151,841984,843810,816546,816936,818672,818903,820741,822055,824937,825208,831122,832454,835375",92,108,15,17
1505,165286,0.0013,1,"836393,828489,823859,818599,817221,827564,821143,817646,832136,825714,3768499,833979,820211,831910,838021,829283,831377,839642,834212,831832,841900,835355,818633,830157,820741,838364",85,94,26,10
1506,165299,0.0013,1,"828213,828577,822266,837555,820176,829730,840894,843048,841984,824699,827921,817272,833471,820775,844283,843810,838984,816546,821840,818672,830101,832454,837179,834286,824937,827830,818903,839869,839930,838151,844264,816936,828595,825208,827001,837265,835375,841447,822055,830128,831122,818899,818822,826914,838079,831528,832247,841843,843596,831151,840006,842985",85,94,52,10
1507,79667,0.0013,1,"840006,821840,834212,837555,839869,838984,818300,827830,822055,838151,837265,841447,816936,827001,824699,825208,835375,824937,818899,839930,828595,818903,818822,824970,831122,826914",67,76,26,10
1508,112898,0.0013,1,"829995,831472,824970,830101,826914,841892,818899,831528,818822,841447,832247,831122,822055,816768,830128,818903,827830,839869,839930,818300,844264,837265,838151,841900,828595,838079",72,81,26,10
1509,183147,0.0013,1,"824970,832070,841447,829995,831528,818899,825208,822055,816936,838079,835375,837265,827001,816546,818672,832454,838151,843810,831122,841984,818903,824937,828595,827830,837179,821840,839869,839642,824699,828577,829730,828213,3768499,830157,840006,820176,827921,830101,843048,831151,820741,840894,837555,817272,838364,838021,838984,818069,833471,832247,831472,826914",92,101,52,10
1510,118765,0.0013,1,"838672,832070,818903,818899,837265,841447,818822,831528,829995,831122,826914,816768,830128,822055,832247,839869,838151,818300,839930,838807,841892,831472,822132,830101,841468,824970",73,82,26,10
1511,118778,0.0013,1,"817221,838455,831910,829283,830157,833979,842985,818599,832136,817272,831151,843596,827564,839642,825714,831377,821143,820741,828489,835355,3770591,838021,3768499,823859,818731,816546",73,82,26,10
1512,172477,0.0013,1,"837974,838021,841900,817221,817646,818599,818633,821143,820211,823859,825714,827564,828489,829283,3770591,831832,831377,832136,833979,834212,835355,836393",87,98,22,12
1513,175159,0.0013,1,"837974,838021,838455,840006,841900,842985,843596,817221,817646,818633,821143,820211,823859,825714,827564,828489,829283,831832,831377,832136,833979,834212,835355,836393",88,98,24,11
1514,175216,0.0013,1,"838021,838455,840006,841843,841900,842985,843596,817221,817646,818633,821143,820211,823859,825714,827564,828489,829283,831832,831377,832136,833979,834212,835355,836393",88,98,24,11
1515,162294,0.0013,1,"838021,838364,838455,840006,841843,841900,842985,843048,843596,817272,820176,820211,820741,822266,827921,828577,829283,830157,831910,831832,831151,833471,833979,834212",84,94,24,11
1516,181107,0.0013,1,"837265,838151,841984,843810,816546,818672,818903,820741,822055,824937,825208,831122,832454,835375",90,108,14,19
1517,165289,0.0012,1,"827564,821143,817646,832136,825714,818633,831377,839642,835355,838021,820211,831910,829283,841900,833979,831832,3768499,834212,830157,820741,838364,842985,831151,843596,838455,840006,841843",85,94,27,10
1518,118865,0.0012,1,"816546,817272,831910,839642,830157,833979,825714,818599,3770591,843596,821143,835355,828489,838021,831377,3768499,823859,829283,842985,838455,836393,827921,841900,818672,837555,841843,822266",73,82,27,10
1519,118866,0.0012,1,"816546,817272,831910,839642,830157,833979,825714,818599,3770591,843596,821143,835355,828489,838021,831377,3768499,823859,829283,842985,838455,836393,827921,841900,832136,831151,827564,820741",73,82,27,10
1520,93073,0.0012,1,"830157,817272,841843,829283,836393,827830,818300,834286,828213,843810,820176,838984,837555,839930,824699,842985,828595,821840,827921,818672,834212,824937,837179,822266,838021,840006,843048",69,78,27,10
1521,93088,0.0012,1,"818903,839869,830128,818899,841447,822055,837265,832247,831122,826914,816768,822132,818822,832070,830101,824970,831528,841892,829995,831472,841468,838984,827830,828595,839930,837555,818300",69,78,27,10
1522,93091,0.0012,1,"818903,839869,830128,818899,841447,822055,837265,832247,831122,826914,816768,838151,827830,838984,837555,839930,818300,828595,831528,818822,830101,824970,841892,831472,832070,841468,829995",69,78,27,10
1523,175215,0.0012,1,"838021,838364,838455,840006,841843,841900,842985,843596,817221,817646,820211,820741,823859,825714,827564,828489,829283,830157,831832,831377,832136,833979,834212,835355,836393",88,98,25,11
1524,175152,0.0012,1,"837974,838021,838455,841900,844010,817221,817646,818599,818633,818731,821143,820211,823859,825714,827564,828489,829283,3770591,831832,831377,832136,833979,834212,835355,836393",88,98,25,11
1525,165290,0.0012,1,"828213,828577,822266,831377,3768499,820211,831910,833979,838364,838021,835355,829283,842985,831151,839642,841843,827921,830157,834212,838455,831832,841900,840006,833471,817272,843596,820741,818633",85,94,28,10
1526,177459,0.0012,1,"837974,3770591,821143,817221,828489,844010,820211,829283,836393,834212,841900,833979,842985,843596,831377,817646,838021,832136,823859,827564,825714,838455,831832,835355,818731,818633,838364,818599",89,98,28,10
1527,86685,0.0012,1,"828595,818300,816936,824937,840006,829730,835375,821840,818672,837179,824699,827830,838984,837555,834212,820176,838364,829283,844264,841652,834286,842985,836393,827921,822266,843048,841843,838021",68,77,28,10
1528,74351,0.0012,1,"837179,843048,818672,821840,824937,829730",65,111,6,47
1529,188577,0.0012,1,"841984,824970,837265,843810,820741,835375,816546,828577,838151,831528,835355,838079,832057,820211,827001,829283,827830,840894,837974,841900,818903,833979,838021,820176,837555,842985,829730,825208,841843,821840,827921,843048,818672,830101,817272,843596,831377,839869,817221,834286,817646,832136,824699,823859,831151,844010,827564,831122,825714,838455,831832,824937,818731,822266,837179,821143,838364",98,107,57,10
1530,188578,0.0012,1,"841984,824970,837265,843810,820741,835375,816546,828577,838151,831528,835355,838079,829995,832070,831472,3768499,830157,841447,832454,816936,841534,843596,820211,827001,829283,827830,840894,841900,818903,833979,820176,837555,829730,825208,841843,821840,839869,834286,817646,832136,838021,824699,831377,831122,823859,831151,831832,827921,830101,818672,838455,824937,817272,837179,838364,821143,843048",98,107,57,10
1531,175150,0.0012,1,"837974,838021,838455,841900,842985,843596,817221,817646,818599,818633,818731,821143,820211,823859,825714,827564,828489,829283,3770591,831832,831377,832136,833979,834212,835355,836393",88,98,26,11
1532,113525,0.0012,1,"839869,839930,841447,841468,841892,844264,816768,818300,818822,818899,818903,822055,822132,824970,826914,827830,829995,830101,830128,831122,831472,831528,832070,832247",72,83,24,12
1533,188567,0.0011,1,"818822,823831,841468,843903,827307,832247,826914,3768499,818899,843810,832070,841534,838079,822517,816546,816936,835375,837265,838151,841447,829995,828577,831472,830157,835355,831528,832454,820741,822055",98,107,29,10
1534,188582,0.0011,1,"841984,824970,837265,843810,820741,835375,816546,828577,838151,831528,835355,838079,829995,832070,831472,3768499,830157,841447,832454,816936,841534,818899,822517,818903,825208,827830,820211,827001,829283,840894,841900,833979,820176,829730,841843,821840,818672,830101,817272,824699,839869,817646,831377,832136,823859,831122,831151,837179,831832,824937,843048,838364,834286,827921,838021,838455,837555,821143",98,107,58,10
1535,188592,0.0011,1,"841984,824970,837265,843810,820741,835375,816546,828577,838151,831528,835355,838079,829995,832070,831472,818069,841652,830157,832454,816936,825208,818903,827830,820211,827001,840894,821840,837179,818672,817272,838364,839869,843048,817646,831122,832136,824699,823859,831151,829730,831377,824937,829283,841900,833979,820176,841843,830101,831832,834286,827921,838021,837555,838455,821143,843596,841534,841447",98,107,58,10
1536,188594,0.0011,1,"841984,824970,837265,843810,820741,835375,816546,828577,838151,831528,835355,838079,829995,832070,831472,818069,841652,830157,832454,816936,825208,818903,827830,820211,827001,840894,821840,837179,818672,817272,838364,839869,843048,817646,831122,832136,824699,823859,831151,829730,831377,824937,829283,841900,833979,820176,841843,830101,831832,834286,827921,838021,837555,838455,821143,818899,841534,841447,822517",98,107,59,10
1537,118966,0.0011,1,"837265,838151,838672,839869,839930,841447,841468,841892,844264,816768,818300,818822,818899,818903,822055,822132,824970,826914,827830,829995,830101,830128,831122,831472,831528,832070,832247",73,83,27,11
1538,87494,0.0011,1,"837179,837265,837555,838151,838984,839869,839930,840006,844264,816936,818300,818672,820775,821840,822055,824699,824937,827830,828595,829730,832247,834212,835375",68,80,23,13
1539,187465,0.0011,1,"820211,829283,832136,841900,831377,833979,822266,823859,841843,842985,817646,838455,843596,840894,831832,843048,837555,829730,830101,817272,838364,834286,824699,834212,844010,817221,825714,821143,827564,837974",96,105,30,10
1540,187466,0.0011,1,"820211,829283,832136,841900,831377,833979,822266,823859,841843,842985,817646,838455,843596,840894,831832,843048,837555,829730,830101,817272,838364,834286,824699,817620,844010,817221,825714,821143,827564,837974",96,105,30,10
1541,188593,0.0011,1,"841984,824970,837265,843810,820741,835375,816546,828577,838151,831528,835355,838079,829995,832070,831472,818069,841652,830157,832454,816936,825208,818903,827830,820211,827001,840894,821840,837179,818672,817272,838364,839869,843048,817646,831122,832136,824699,823859,831151,829730,831377,824937,829283,841900,833979,820176,841843,830101,831832,834286,827921,838021,837555,838455,821143,843596,842985,817221,827564,822266",98,107,60,10
1542,188598,0.0011,1,"841984,824970,837265,843810,820741,835375,816546,828577,838151,831528,835355,838079,829995,832070,831472,818069,841652,825714,820211,827001,829283,827830,840894,837974,841900,818903,837179,833979,820176,837555,842985,829730,825208,841843,821840,827921,843048,818672,830101,817272,831377,839869,817221,834286,817646,832136,838021,824699,823859,831151,844010,831122,827564,838455,831832,824937,818731,822266,843596,821143,838364",98,107,61,10
1543,162275,0.0011,1,"837179,837555,838151,838984,839869,839930,840894,841984,843810,844264,844283,816546,816936,820775,821840,824699,824937,828213,827001,827830,828595,829730,830101,830128,831122,832454,834286,835375",84,94,28,11
1544,183136,0.0011,1,"827564,829283,841900,818633,820211,833979,831832,837555,841843,817272,838021,843596,838364,831377,832136,840894,817646,822266,835355,828489,842985,823859,838455,830157,840006,3768499,820176,827921,830101,843048,831151,820741,827001,818899,835375,837265,827830,839642,820775,818903,843810,839869,834286,838079,838984,841984,824699,816546,816936,829730,825208,838151,837179,828577,821840,818672,824937,828213,832454,831122,822055,828595",92,101,62,10
1545,179670,0.0011,1,"837778,837974,817221,818599,3770591,832057,821143,844010,834212,827564,828489,823859,825714,818633,820211,833979,3768499,817646,832136,829283,842985,841843,838021,838455,831832,831377,835355,843596,841900,840006,822266",90,99,31,10
1546,183146,0.0011,1,"824970,832070,841447,829995,831528,818899,825208,822055,816936,838079,835375,837265,827001,816546,818672,832454,838151,843810,831122,841984,818903,824937,828595,827830,837179,821840,839869,839642,824699,828577,829730,828213,3768499,830157,840006,820176,827921,830101,843048,831151,820741,840894,837555,817272,838364,838021,838984,834286,820775,833979,820211,817646,832136,842985,841843,831832,831377,835355,828489,843596,841900,822266",92,101,62,10
1547,188633,0.001,1,"837265,838079,838151,841447,841534,841558,841652,841984,843810,843903,816546,816936,818069,818899,818903,820741,822517,824970,825208,826914,827307,827830,829995,831472,831528,832070,832247,835355,835375",98,108,29,11
1548,162281,0.001,1,"837179,837555,838151,838984,839869,840894,841984,843810,844264,844283,816546,816936,820176,820775,821840,824699,824937,828213,827001,827830,828577,828595,829730,830101,830128,831122,832454,834286,835375",84,94,29,11
1549,183137,0.001,1,"824970,823859,820211,827001,3768499,818899,838079,829283,837265,835375,827830,840894,839642,830157,841900,840006,820775,818903,833979,843810,820176,838984,837555,816546,842985,829730,825208,841447,831528,829995,841843,837179,821840,827921,818672,830101,817272,831377,843596,828213,832454,822055,838364,839869,822266,834286,817646,832136,841984,824699,816936,831151,838151,828577,831832,838455,824937,843048,820741,835355,828489,838021,831122,828595",92,101,64,10
1550,118823,0.001,1,"837179,832454,824699,822266,818672,837555,833979,830157,834212,829730,817272,843596,838364,3768499,831910,831377,829283,839642,841843,836393,842985,825714,827921,818599,838455,3770591,841900,835355,838021,823859,828489,821143",73,82,32,10
1551,118813,0.001,1,"837179,832454,824699,831151,829283,830157,834212,833979,829730,842985,843596,817272,838364,827564,838455,832136,820741,838021,3768499,831910,836393,839642,825714,827921,818599,831377,841900,821143,835355,828489,3770591,823859",73,82,32,10
1552,56368,0.001,1,"839869,829283,827830,840006,820775,837555,837265,841447,838151,818300,816768,816936,830754,844264,840894,834212,821840,818672,832247,822055,837179,824699,827921,820176,829730,838364,824937,838021,828213,843048,822266,842985",63,72,32,10
