,term_id,sign_score,level,annotation_gene,start_time,end_time,geneSize,time_size
458,181508,0.0131,1,"841652,832070,824970,818899,831528,818822,841447,829995,832247,826914,838079,831472,816768,833471,835398,841468,818069,816936,837265,838984,835375,838151,822055,831122,827001,843810,827830,825208,832454,828595,824937,818903,820775",91,100,33,10
459,124389,0.0131,1,"841843,827921,838364,838021,830754,817272,831832,829283,840006,843048,822266,834286,841900,843810,842985,818672,843596,828213,841984,828577,832454,818633,844343,833979,820211,837778,832136,827564",74,83,28,10
460,28180,0.0131,1,"820176,844264,841652,818069,828577,820211,827001,834212,816546,838364,832136,835320,831832,830157,843048,822266,832070,818899,835398,837265,835375,827830,841447,843903,840894,820775,836043,837555,827307,829730,825208,824970,829995,841558,821840,839869,818300,824699,822055,826914,822517,838807,838151,831528,816768,827564,831472,818672,830101,824937,838851,832247,828489,842103,831122,837179",58,67,56,10
461,56355,0.013,1,"818822,842103,836043,838807,824970,829995,830101,832070,831472,818899,835398,826914,838851,839869,831122,831528,830754,841447,837265,838151,816768,820775,841468",63,72,23,10
462,177455,0.013,1,"823831,832070,831528,841468,816768,832247,831472,833471,818069,841652,837265,818899,835375,824970,818822,841447,816936,829995,822055,826914,838079,827001,835431,832454,839930,838151,818903,831122,844264,828595,816546,825208,841984,835398,820827,841558",89,98,36,10
463,183152,0.0129,1,"824970,832070,841447,829995,831528,818899,825208,822055,816936,838079,835375,837265,827001,816546,818672,832454,838151,843810,831122,841984,818903,824937,828595,841652,818822,818069,826914,831472,832247,841468,835398",92,101,31,10
464,23523,0.0128,1,"838807,841534,820827,822132,827307,831472",57,69,6,13
465,124325,0.0128,1,"816546,824699,824937,822132,838672,827001,818899,837265,835375,840894,841447,832070,835431,820775,818822,825208,824970,841892,829995,830101,831122,832247,841468,822055,826914,816768,830128,816936,841652,831472,831528,839869,824524,843747,838151,818903,838079,842103,818069",74,83,39,10
466,118816,0.0127,1,"837179,832454,824699,822266,818672,837555,833979,830157,834212,829730,817272,843596,838364,820211,827001,841984,835375,841652,824937,816936,825208",73,82,21,10
467,62867,0.0127,1,"827001,828884,827830,825208,821840,816768,837179,835375,837265,824699,838151,840894,822055,832247,834212,818672,820176,829730,824937,830754,841652",64,73,21,10
468,155449,0.0127,1,"829995,824970,818069,831472,841468,832070,841892,827001,835375,837265,840894,818899,820775,818903,818822,816546,825208,841447,831528,818672,830101,832247,831122,832454,822055,839869,839930,841652,826914,816936,838151,816768,830128,838079,841984,837555,824937,838672,827830,838984,837179,824699,844283,829730,828577,828595,823831,824524,822132,835398",82,91,50,10
469,28179,0.0126,1,"820176,844264,841652,818069,828577,820211,827001,834212,816546,838364,832136,835320,831832,830754,818899,835398,837265,835375,827830,841447,843903,840894,820775,836043,837555,827307,829730,825208,824970,829995,818672,821840,827921,841558,830101,818300,832247,839869,822055,832070,831528,824699,826914,816936,822517,838807,838151,816768,827564,841534,831472,822132,824937,828489,842103,837179,831122,838851",58,67,58,10
470,184775,0.0125,1,"837265,838079,838151,839642,839869,841447,841652,841984,843810,816546,816936,818069,818672,818899,818903,821840,822055,824937,825208,826914,827001,827830,828595,829995,831122,831472,831528,832070,832454,835375,835398",93,104,31,12
471,93070,0.0125,1,"830157,817272,832454,820211,838364,838021,841984,829730,825208,841652,827001,834212,840006,820176,824699,816936,835375,842985,821840,818672,824937,843048,837179,837265,838151,840894,816768,832247,820775,818899,841447,822055",69,78,32,10
472,129602,0.0123,1,"832136,820211,829283,830157,831832,841900,833979,841843,827921,827564,838021,840006,834286,828213,843596,838364,843048,822266,817272,828577,837778,830754,844343,838455,831151,820741,825714",75,84,27,10
473,141026,0.0123,1,"838984,834212,821840,837179,829730,818672,820176,835375,840894,820775,816546,816936,832454,839869,838151,827830,837555,824699,824937,827001,837265,818069,824970,818899,844283,818903,818822,825208,831528,841447,841892,829995,830101,818300,822055,832070,839930,826914,816768,830128,832247,831122,841468,838079,841652,844264,831472,838672,828595,843810,834286,841984,843596,835398,838807,816651,824524,822132,835431,822205,827307,836043,820827,822266,828213",78,87,65,10
474,99998,0.0123,1,"842985,832454,838364,838021,841984,820211,830157,817272,841652,3768499,834286,843810,820176,825208,818672,822266,837179,840006,843048",70,79,19,10
475,124354,0.0123,1,"816546,824699,824937,834212,837179,829730,821840,838984,837555,837265,816936,818069,827001,818899,835375,841447,840894,818903,820775,818822,825208,818300,832247,822055,839869,839930,826914,838151,816768,831122,841652,838079,843747,818633,832454,818672,820176,841984",74,83,38,10
476,124329,0.0122,1,"816546,824699,824937,834212,837179,829730,842103,827001,818899,837265,835375,841447,841892,840894,818069,818903,820775,818822,824524,825208,824970,829995,839869,838079,826914,841652,816936,843747,831528,838151,816768,830128,830101,822055,832247,831122,838672,831472,832070,835431,841468",74,83,41,10
477,99977,0.0121,1,"842985,832454,838364,832247,835375,824699,829730,834286,816768,818672,820176,834212,824937,840006,843048,822266,837179,820775,827001,825208,840894,841652",70,79,22,10
478,44109,0.0121,1,"834286,843048,817272,827564,822266,837778,828577,832136,818633,827921,844343",61,70,11,10
479,118815,0.0121,1,"837179,832454,824699,822266,818672,837555,833979,830157,834212,829730,817272,843596,838364,820211,827001,841984,835375,841652,824937,816936,836393,827921",73,82,22,10
480,62869,0.0121,1,"827001,828884,827830,825208,821840,816768,837179,835375,837265,824699,838151,840894,822055,832247,834212,820775,831122,816936,839869,841447,818899,826914",64,73,22,10
481,62963,0.0121,1,"837778,841984,843810,844343,816270,817272,817646,818599,820211,823859,825714,827564,828577,830157,831910,831832,831377,832136,832454,834286",64,74,20,11
482,93068,0.012,1,"830157,817272,832454,820211,838364,838021,841984,829730,825208,841652,827001,834212,840006,820176,824699,816936,835375,842985,821840,818672,824937,843048,837179,828577,843596",69,78,25,10
483,124351,0.012,1,"816546,824699,824937,834212,837179,829730,821840,838984,837555,837265,816936,818069,827001,818899,835375,841447,840894,818903,820775,818822,825208,818300,832247,822055,839869,839930,826914,838151,816768,831122,841652,838079,843747,824524,830128,820176,818672,832454,841984",74,83,39,10
484,124353,0.012,1,"816546,824699,824937,834212,837179,829730,821840,838984,837555,837265,816936,818069,827001,818899,835375,841447,840894,818903,820775,818822,825208,818300,832247,822055,839869,839930,826914,838151,816768,831122,841652,838079,843747,824524,830128,820176,829995,832454,841984",74,83,39,10
485,179625,0.0119,1,"823831,818822,828884,820827,841468,816768,831472,822132,822517,843903,838807,841558,836043,838851",90,99,14,10
486,124349,0.0119,1,"816546,824699,824937,834212,837179,829730,821840,838984,837555,837265,816936,818069,827001,818899,835375,841447,840894,818903,820775,818822,825208,818300,832247,822055,839869,839930,826914,838151,816768,831122,841652,838079,843747,824524,830128,831528,841892,824970,830101,829995,832454,841984",74,83,42,10
487,28181,0.0119,1,"820176,844264,841652,818069,828577,820211,827001,834212,816546,838364,832136,835320,831832,830157,843048,822266,837778,825714,842985,817272,834286,817646,844010,829995,835398,818899,837265,835375,824970,827830,840894,820775,836043,837555,829730,818300,839869,822055,824699,826914,822517,841447,825208,838151,830101,827564,816768,821840,818672,831528,824937,832247,828489,837179,831122,838851",58,67,56,10
488,129604,0.0119,1,"832136,820211,829283,830157,831832,841900,833979,841843,827921,827564,838021,840006,834286,828213,843596,838364,843048,822266,817272,828577,842985,818633,838455,830754,831151,825714,844343,820741",75,84,28,10
489,124347,0.0119,1,"816546,824699,824937,834212,837179,829730,821840,838984,837555,837265,816936,818069,827001,818899,835375,841447,840894,818903,820775,818822,825208,818300,832247,822055,839869,839930,826914,838151,816768,831122,841652,838079,843747,824524,830128,831528,841892,824970,830101,818672,832454,841984",74,83,42,10
490,93443,0.0119,1,"841652,843596,844010,816546,817272,817646,818599,818633,820211,820741,825714,827564,828577,830157,831910,831832,830754,831151,831377,832136,832454,833979,835355",69,79,23,11
491,112860,0.0118,1,"829730,832454,838364,818672,837179,835375,824699,816936,824937,822266,829283,840006,843810,827921,843048,834286,827001,820176,838984,837555,821840,828213,840894,820775,843596,820211,841984,842985,836393,817272,825208,830157,834212,841843",72,81,34,10
492,155458,0.0118,1,"821143,3768499,835355,817646,823859,825714,831377,833471,818731,817221,832136,830754,844010,832057,844343,837778,831861",82,91,17,10
493,124301,0.0118,1,"3768499,838362,820041,817499,839642,816545,823859,819107,836393,818343,837974,839433,833471,3770591,828489,818731,821143",74,83,17,10
494,8673,0.0117,1,"839566,3770591,821143,816545,817467,843596,844378,820665,837996,843095,820041,816270,827001,820211,831151,835398,837974,830157,837778,834212,818069,835320,839433,825714,833979,836043,817499,843810,843048,820176,816546,825208,835375,841843,830101,834232,831122,817646,831861,817272,844343,838364,827727,822517,838151,818343,841652,832057,832247,838455,831832,834286,824699,844264,842985,844010,831377,820741,833471,817221,818899,837265,824970,827830,843903,820775,827307,829730,841447,829995,839869,832070,832136,838851,841984,826914,838807,831888,841558,816768,821840,841534,831472,818672,824937,822055,820827,842103,818633,818300,822266",53,62,91,10
495,141020,0.0117,1,"838984,834212,821840,837179,829730,818672,820176,835375,840894,820775,816546,816936,832454,839869,838151,827830,837555,824699,824937,827001,837265,818069,824970,818899,844283,818903,818822,825208,831528,841447,841892,829995,830101,818300,822055,832070,839930,826914,816768,830128,832247,831122,841468,838079,841652,844264,831472,838672,828595,841534,823831,816651,824524,822132,835431,822205,835398,822517,838807,828917",78,87,60,10
496,106618,0.0117,1,"838672,826914,831122,841892,831528,827001,818899,841447,818903,818822,838079,816768,832247,830128,837265,840894,822055,831472,832070,829995",71,80,20,10
497,86640,0.0117,1,"837265,820775,832247,841447,831122,840894,822055,838151,818672,824699,816936,835375,829730,821840,824937,840006,837179,841652,827001,816768",68,77,20,10
498,8683,0.0117,1,"838362,838672,839642,841467,841900,842833,843747,844230,816651,816692,818316,829966,836393",53,63,13,11
499,5605,0.0116,1,"838362,838672,839642,841467,841900,842833,843747,844230,816651,816692,818316,836393",52,63,12,12
500,118864,0.0115,1,"837179,832454,824699,822266,818672,837555,840006,843810,820176,838984,821840,834286,843048,835375,816936,824937,817272,830157,834212,843596,829730,838364,841984,829283,842985,838455,838021,825208,820775,820211,840894,841652",73,82,32,10
501,112861,0.0114,1,"829730,832454,838364,818672,837179,835375,824699,816936,824937,822266,829283,840006,843810,827921,843048,834286,827001,820176,838984,837555,821840,828213,840894,820775,837265,838151,825208,820211,841984,842985,836393,817272,830157,834212,841843",72,81,35,10
502,118854,0.0114,1,"837179,832454,824699,822266,818672,837555,840006,843810,820176,838984,821840,834286,843048,835375,816936,824937,839869,839930,818300,838151,837265,841447,822055,841652,820211,838364,841984,829730,830157,834212,843596,827001,840894,820775,825208",73,82,35,10
503,93061,0.0114,1,"830157,817272,832454,820211,838364,838021,841984,829730,843810,834286,822266,834212,842985,818672,827921,837179,824699,824937,835375,841652,829283,840006,843048,820176,821840,816936,827001,838151,837265,840894,816768,828213,832247,820775,843596",69,78,35,10
504,93532,0.0114,1,"837778,841652,843596,844010,816545,816546,817646,818599,818633,820211,820741,825714,827564,828577,831910,831832,830754,831151,831377,832136,833979,835355",69,80,22,12
505,175077,0.0113,1,"820827,818899,837265,824970,818069,818822,844264,838984,841447,831528,816936,829995,832247,841468,822055,839869,832070,826914,838151,828595,816768,827830,834286,838079,841652,818903,831472,833471,827001,835375,839642,820775,816546,825208,818672,821840,843810,837179,824937,831122,841984,832454,829730,835398,841558,823831,822517",88,97,47,10
506,141028,0.0113,1,"838984,834212,821840,837179,829730,818672,820176,835375,840894,820775,816546,816936,832454,839869,838151,827830,837555,824699,824937,827001,837265,818069,824970,818899,844283,818903,818822,825208,831528,841447,841892,829995,830101,818300,822055,832070,839930,826914,816768,830128,832247,831122,841468,838079,841652,844264,831472,838672,828595,843810,834286,841984,822517,823831,835398,816651,824524,838807,822132,835431,822205,828917",78,87,62,10
507,129768,0.0113,1,"837265,838079,838151,838672,839869,840894,841447,841892,842103,843747,816768,818300,818822,818899,818903,820775,822055,824524,825208,826914,827001,827830,829995,830101,830128,831122,831472,831528,832070,832247,835375,835431",75,86,32,12
508,86843,0.0112,1,"837179,837265,838151,840006,840894,841652,816768,816936,818672,820775,821840,822055,824699,824937,827001,829730,832247,834212,835375",68,78,19,11
509,99999,0.0111,1,"842985,832454,838364,838021,841984,820211,830157,817272,841652,3768499,831910,825714,818599,843596,827564,818672,825208,822266,843810,843048,837179",70,79,21,10
510,144613,0.0111,1,"816270,836393,816545,823859,820041,839642,832057,817221,828489,833471,3770591,818731,837974,831861,818599,839433,818343,819107",79,88,18,10
511,144615,0.0111,1,"816270,836393,816545,823859,820041,839642,832057,817221,828489,833471,3770591,818731,837974,831861,817499,839433,818343,819107",79,88,18,10
512,112915,0.0111,1,"828577,825208,831377,820211,832136,831151,841984,831910,816546,842985,841652,818599,827564,825714,830157,838455,835355,817272,843596,834212,838021",72,81,21,10
513,62921,0.0111,1,"818822,832070,824970,829995,830101,831472,836043,838807,842103,838851,838984,822132",64,73,12,10
514,50264,0.0111,1,"834286,817272,828577,827564,843048,832136,820211,822266,831832,820176,842985,838364,818069,816546,844264,841652,829730,827830,821840,827921,818672,834212,824937,837179",62,71,24,10
515,118809,0.0111,1,"832070,818903,836043,827001,818822,830101,818899,841468,826914,837265,824970,841892,831528,841447,840894,829995,816768,830128,831472,832247,831122,822132,820775,822055",73,82,24,10
516,86622,0.0111,1,"820211,817272,832454,843810,830157,822266,842985,838021,841843,834286,841652,836393,820176,838364,843048,827921,834212,841984,832136,828577,818633",68,77,21,10
517,86646,0.0111,1,"837265,820775,832247,841447,831122,840894,822055,838151,818903,827001,816936,816768,824937,824699,835375,829730,837179,825208",68,77,18,10
518,23083,0.0111,1,"820176,822266,844264,844010,820211,827001,818069,841652,835320,830157,834286,842985,843048,837778,817646,841984,825714,817272,832057,827727,818899,835398,837265,835375,834212,816546,829730,825208,818672,832247,822055,839869,832136,831832,824699,838151,816768,824937,831122,838364,826914,822517,827830,838851,843903,830101,820775,828577",57,66,48,10
519,124350,0.0111,1,"816546,824699,824937,834212,837179,829730,821840,838984,837555,837265,816936,818069,827001,818899,835375,841447,840894,818903,820775,818822,825208,818300,832247,822055,839869,839930,826914,838151,816768,831122,841652,838079,843747,824524,830128,820176,818672,838672,835431",74,83,39,10
520,124326,0.0111,1,"816546,824699,824937,822132,838672,827001,818899,837265,835375,840894,841447,832070,835431,820775,818822,825208,824970,841892,829995,830101,831122,832247,841468,822055,826914,816768,830128,816936,841652,831472,831528,839869,824524,843747,838151,818903,838079,838984,837555,818300,839930,818069",74,83,42,10
521,124346,0.0111,1,"816546,824699,824937,834212,837179,829730,821840,838984,837555,837265,816936,818069,827001,818899,835375,841447,840894,818903,820775,818822,825208,818300,832247,822055,839869,839930,826914,838151,816768,831122,841652,838079,843747,824524,830128,831528,841892,824970,830101,818672,838672,835431",74,83,42,10
522,124352,0.0111,1,"816546,824699,824937,834212,837179,829730,821840,838984,837555,837265,816936,818069,827001,818899,835375,841447,840894,818903,820775,818822,825208,818300,832247,822055,839869,839930,826914,838151,816768,831122,841652,838079,843747,824524,830128,820176,829995,838672,835431",74,83,39,10
523,137470,0.0111,1,"831910,817646,835355,831377,3768499,832057,818599,821143,831861",77,86,9,10
524,162673,0.011,1,"837778,837974,844010,844343,816270,816545,817221,818343,818599,828489,3770591,831861,832057",84,97,13,14
525,179661,0.0108,1,"818822,831472,832070,829995,826914,832247,835398,818069,841652,816768,833471,818899,824970,841447,822055,838079,816936,831528,835375,837265,838151,827001,825208,831122,816546,841984,839869,820775,843810,838984,844264,827830,839642,821840,818672,832454,828595,824937,818903,837179",90,99,40,10
526,118853,0.0108,1,"837179,832454,824699,822266,818672,837555,840006,843810,820176,838984,821840,834286,843048,835375,816936,824937,839869,839930,818300,838151,837265,841447,822055,841652,820211,838364,841984,829730,830157,834212,843596,827001,840894,820775,836393,827921,828213",73,82,37,10
527,118863,0.0108,1,"837179,832454,824699,822266,818672,837555,840006,843810,820176,838984,821840,834286,843048,835375,816936,824937,817272,830157,834212,843596,829730,838364,841984,829283,842985,838455,838021,836393,827921,828213,840894,820211,820775,841652",73,82,34,10
528,56366,0.0108,1,"829995,824970,830101,818899,826914,838851,835398,836043,824937,827001,837265,835375,839869,830754,824699,829730,841447,825208,838151,840894,816768,821840,818672,831528,834212,822055,832247,820775,837179,831122,841652",63,72,31,10
529,93054,0.0107,1,"830157,817272,832454,820211,838364,838021,841984,829730,843810,834286,822266,817646,831910,828577,833979,832136,816546,831151,827564,825714,818599,831377,841652,831832,835355,843596,818633,836393",69,78,28,10
530,69107,0.0107,1,"820211,817272,831910,825714,827564,843810,832136,830157,818599,832454,831832,841984,828577,818633,839642,817646,837778,816546,843596,831377,823859,3768499,816270,833979,844343,838364,834286,841843",65,74,28,10
531,106634,0.0107,1,"837778,816545,816270,830754,819107,833471,837974,817646,839642,828577,833979,816546,831832,3770591,821143,828489,832136,841652,817221,823859,831151,820741,818731,818633,817499,844010,832057,820041",71,80,28,10
532,93055,0.0107,1,"830157,817272,832454,820211,838364,838021,841984,829730,843810,834286,822266,817646,831910,828577,833979,832136,816546,831151,827564,825714,818599,831377,841652,831832,835355,843596,818633,830754",69,78,28,10
533,162306,0.0107,1,"837974,844343,817221,817646,818599,818633,818731,821143,823859,825714,828489,835355,836393",84,95,13,12
534,99995,0.0107,1,"842985,832454,838364,838021,841984,820211,830157,817272,841652,829730,843810,825208,818633,832136,843596,831910,816546,839642,827564,828577,835355,818599,838455,831377,825714",70,79,25,10
535,106620,0.0107,1,"838672,826914,831122,841892,831528,827001,818899,841447,818903,818822,838079,816768,832247,830128,837265,840894,822055,839869,839930,816936,835375,838151,820775,818300,829995",71,80,25,10
536,181485,0.0107,1,"828884,823831,820827,841468,816768,833471,832070,818899,841447,818822,831528,824970,826914,841652,829995,831472,832247,838079,835431,841558,827307,822517,838807,816936,818069",91,100,25,10
537,23078,0.0107,1,"820176,822266,844264,844010,820211,827001,818069,841652,835320,828489,835398,818899,837265,835375,843903,841447,827830,840894,834212,828577,820775,837555,816546,829730,825208,824970,829995,841558,821840,818300,836043,832070,839869,822055,832136,826914,831832,824699,822517,838151,816768,827564,818672,830101,824937,832247,842103,838364,831122,838851",57,66,50,10
538,23080,0.0107,1,"820176,822266,844264,844010,820211,827001,818069,841652,835320,830157,834286,842985,843048,837778,817646,841984,825714,817272,832057,818300,818899,835398,837265,835375,827830,843903,834212,820775,816546,839869,822055,832136,831832,824699,826914,822517,829730,825208,838151,816768,827564,821840,828577,818672,830101,832247,838851,824937,831122,838364",57,66,50,10
539,28161,0.0107,1,"837974,817620,818343,820741,818731,835355,833471,817221,816270,839433,833979,843810,819107,832454,831151,841843,818599,831377,834232,843596,831861,838455,817499,816545,839566",58,67,25,10
540,106662,0.0106,1,"825208,827830,834212,820775,837555,835375,821840,839869,839930,838151,818300,824699,816936,824937,828595,829730,832454,817272,820211,818599,841984,838364",71,80,22,10
541,112910,0.0106,1,"833979,828577,816546,820211,831377,3768499,832136,831151,841984,831910,842985,841652,818599,827564,825714,830157,838455,835355,817272,843596,834212,838021",72,81,22,10
542,93100,0.0106,1,"818903,839869,830128,818899,841447,822055,837265,832247,831122,826914,816768,838151,838807,818822,836043,830101,824970,831528,827001,820775,840894,816936",69,78,22,10
543,11813,0.0106,1,"816270,820211,827001,837265,837974,830157,817272,838851,831151,835398,818899,831861,826914,835320,835375,837778,818633,834212,817221,832070,839433,820775,844378,833979,817499,825714,843810,836043,820176,839566,816546,842985,829730,825208,824970,841843,818672,830101,834232,817646,831122,832247,837996,3770591,844343,843596,822055,838364,839869,818069,827727,822517,838151,818343,832057,843095,838455,831832,843048,821143,822266,834286,841984,816545,824699,844264,841652,844010,841534,831377,833471,820741,818731,832136,816768,841558,824937,831888,827830,842103,818300,843903,829995,821840,820665",54,63,85,10
544,144614,0.0105,1,"816270,836393,816545,823859,820041,839642,832057,817221,828489,833471,3770591,818731,837974,831861,818599,3768499,817646,844010,821143",79,88,19,10
545,124300,0.0105,1,"816270,817221,818599,3768499,820041,817499,816545,819107,823859,836393,839642,818343,837974,839433,833471,3770591,828489,818731,821143",74,83,19,10
546,124324,0.0105,1,"841534,824970,841892,831528,830101,818069,818822,826914,822132,818899,832070,841447,829995,816768,831472,832247,841468,836043,838807",74,83,19,10
547,106900,0.0105,1,"837265,838151,839869,839930,840894,841447,841892,816768,816936,818300,818822,818899,818903,820775,822055,824699,824937,826914,827001,827830,828595,830128,831122,831528,832247,835375",71,81,26,11
548,23085,0.0105,1,"820176,822266,844264,844010,820211,827001,818069,841652,835320,830157,834286,842985,843048,832070,835398,818899,837265,835375,827830,841447,843903,834212,820775,828577,816546,829730,825208,824970,829995,841558,818300,839869,836043,832136,822055,826914,824699,831832,822517,838151,816768,827564,821840,818672,830101,824937,832247,842103,838364,831122,838851",57,66,51,10
549,137485,0.0104,1,"828213,840006,817272,828577,838364,843048,838455,833979,820211,830754,829283,827921,831832,841900,841843,838021",77,86,16,10
550,44101,0.0104,1,"822132,818822,832070,831472,843903,838807,824970,836043,829995,842103,822517,841468,838984,818903,839930,838851",61,70,16,10
551,44107,0.0104,1,"834286,843048,817272,827564,822266,837778,828577,832136,820211,820176,816546,842985,831832,827921,838364,844343",61,70,16,10
552,86636,0.0104,1,"837265,820775,832247,841447,831122,840894,842103,818899,816768,831528,818822,826914,824970,830101,841468,825208",68,77,16,10
553,56360,0.0104,1,"818822,842103,836043,838807,824970,829995,830101,841652,827001,818899,835398,837265,835375,840894,834212,820775,838851,824699,839869,830754,826914,838151,825208,841447,816768,821840,818672,832247,831528,831122,822055,837179",63,72,32,10
554,56365,0.0104,1,"829995,824970,830101,818899,826914,838851,835398,836043,824937,827001,837265,835375,839869,830754,824699,829730,841447,825208,838151,840894,816768,821840,818672,831528,834212,822055,832247,820775,837179,831122,831472,832070",63,72,32,10
555,162316,0.0104,1,"837778,837974,844010,844343,816270,817221,818343,818599,818731,821143,823859,828489,3770591,831861,832057,836393",84,95,16,12
556,124348,0.0104,1,"816546,824699,824937,834212,837179,829730,821840,838984,837555,837265,816936,818069,827001,818899,835375,841447,840894,818903,820775,818822,825208,818300,832247,822055,839869,839930,826914,838151,816768,831122,841652,838079,843747,824524,830128,831528,841892,824970,830101,829995,838672,831472,832070,835431,841468",74,83,45,10
557,93063,0.0103,1,"830157,817272,832454,820211,838364,838021,841984,829730,843810,834286,822266,834212,842985,818672,827921,837179,824699,824937,835375,841652,829283,840006,843048,820176,821840,816936,827001,828577,843596",69,78,29,10
558,179657,0.0103,1,"818822,831472,832070,829995,826914,832247,835398,818069,841652,828577,827001,818899,835375,837265,824970,827830,839642,820775,818903,843810,838984,816546,829730,825208,839869,838079,841984,824699,816936,844264,841447,838151,837179,818672,831528,821840,824937,822055,828595,832454,831122,833471",90,99,42,10
559,179667,0.0103,1,"818822,831472,832070,829995,826914,832247,835398,818069,841652,816768,830101,827001,818899,835375,837265,841447,827830,839642,840894,818903,820775,839869,843810,838079,838984,841984,816546,844264,816936,824970,825208,838151,821840,818672,831528,824937,822055,837179,828595,832454,831122,838364",90,99,42,10
560,99997,0.0103,1,"842985,832454,838364,838021,841984,820211,830157,817272,841652,829730,843810,825208,822266,837179,831910,825714,827564,818599,843596,832136,816546,835355,838455,831377,839642,828577",70,79,26,10
561,100002,0.0103,1,"842985,832454,838364,838021,841984,820211,830157,817272,841652,3768499,831910,825714,818599,843596,827564,839642,816546,835355,831377,832136,828577,838455,837179,825208,843810,822266",70,79,26,10
562,74375,0.0103,1,"827001,818899,840894,820775,818903,837555,837265,841447,831122,832247,822055,839869,826914,838151,816768,816936,831528,835375,838984,839930,824699,818300,828595,835398,830128,825208",66,75,26,10
563,106619,0.0103,1,"838672,826914,831122,841892,831528,827001,818899,841447,818903,818822,838079,816768,832247,830128,837265,840894,822055,839869,839930,816936,835375,838151,820775,818300,827830,828595",71,80,26,10
564,50278,0.0103,1,"818300,837265,832247,822055,824699,827001,834212,818069,837179,827830,816546,821840,818672,844264,841652,829730,824937,820176,842985,838364,831832,827921,820211,843048,822266,828213",62,71,26,10
565,183150,0.0103,1,"824970,832070,841447,829995,831528,818899,825208,822055,816936,838079,835375,837265,827001,816546,818672,832454,838151,843810,831122,841984,818903,824937,828595,827830,837179,821840,839869,839642,824699,828577,829730,828213,841468,818822,818069,831472,832247,826914,835398",92,101,39,10
566,23079,0.0103,1,"820176,822266,844264,844010,820211,827001,818069,841652,835320,830157,834286,842985,843048,837778,817646,841984,841447,835398,818899,837265,835375,827830,843903,834212,820775,816546,829730,825208,824970,829995,821840,818300,839869,836043,832136,822055,826914,824699,831832,822517,838151,816768,827564,828577,818672,830101,824937,832247,842103,838364,831122,838851",57,66,52,10
567,106655,0.0101,1,"818822,827001,818899,841447,832247,816768,830128,818903,840894,837265,822055,835375,820775,839869,818300,839930,838151,816936,827830,828595,838079,816651,844283",71,80,23,10
568,175078,0.0101,1,"820827,818899,837265,824970,818069,818822,844264,838984,841447,831528,816936,829995,832247,841468,822055,839869,832070,826914,838151,828595,816768,827830,834286,838079,841652,818903,831472,833471,827001,835375,839642,820775,816546,825208,818672,821840,843810,837179,824937,831122,841984,832454,829730,835398,830101,824699",88,97,46,10
569,118791,0.0101,1,"817221,828577,841984,833979,843596,832136,831910,830157,831151,839642,827564,825714,818599,831377,821143,3770591,820741,828489,835355,817272,838021,820211,841652",73,82,23,10
570,152079,0.0101,1,"837778,837974,839642,844010,844343,3768499,816270,816545,817221,817646,818599,818731,821143,823859,825714,828489,3770591,831861,831377,832057,832136,833471,835355,836393",81,91,24,11
571,56354,0.0101,1,"818822,842103,836043,838807,824970,829995,830101,832070,831472,818899,835398,826914,838851,839869,831122,831528,830754,841447,837265,838151,816768,820775,827001,824699,835375,825208,840894,821840,832247,818672,834212,822055,837179",63,72,33,10
572,137466,0.01,1,"816270,817221,3768499,832057,818599,831861,821143,835355,817646,831910",77,86,10,10
573,137467,0.01,1,"816270,817221,3768499,832057,818599,831861,821143,828489,818731,817646",77,86,10,10
574,137482,0.01,1,"842103,838672,827001,818899,837265,835375,827830,824970,841892,840894,834212,832070,844283,828917,838079,820775,835431,818903,818822,820176,843810,838984,837555,816651,816546,829730,824524,825208,841447,829995,821840,818672,830101,831122,832247,822205,841468,832454,822055,839869,839930,826914,834286,841984,824699,816936,841652,844264,843747,837179,828595,838151,816768,830128,831472,831528,824937,818300,818633,818069",77,86,60,10
575,112862,0.01,1,"829730,832454,838364,818672,837179,835375,824699,816936,824937,822266,829283,840006,843810,827921,843048,834286,827001,820176,838984,837555,821840,828213,840894,820775,837265,838151,841900,827830,839869,839930,818300,844264,841843,836393,830157,820211,834212,841984,817272,842985",72,81,40,10
576,50242,0.01,1,"830157,837778,825714,843810,843596,832454,841984,844010,817646,818633,844343,820211,834286,832136,827564,817272,831832,822266,843048,828577",62,71,20,10
577,86621,0.01,1,"820211,817272,832454,843810,830157,822266,842985,838021,841843,834286,841652,836393,820176,838364,843048,827921,834212,841984,829730,837179",68,77,20,10
578,44074,0.0099,1,"841447,818899,827830,831528,820775,818672,837179,826914,838151,835398,827001,835375,837265,840894,834212,825208,818069,821840,832247,831122,822055,841652,816768,824699,824937,829730,816546,842985,838364,831832,818300,837555,830101,839869,830754,816936,838984,839930,824970,829995,818903,836043,828595,843903,838807,842103,838851",61,70,47,10
579,152052,0.0099,1,"820827,823831,818069,841468,836043,838807,822132,838672,824524,824970,829995,832070,816768,831472,841892,831528,835431,827001,818899,837265,835375,827830,840894,820775,818903,844283,818822,818300,839869,838079,839930,816546,826914,844264,816936,841652,838151,825208,841447,830128,830101,824937,832247,832454,822055,831122,828595",81,90,47,10
580,28162,0.0099,1,"837974,817620,818343,820741,818731,835355,833471,817221,816270,839433,833979,843810,819107,832454,831151,841843,818599,831377,834232,843596,831861,841984,831910,832057,844343,827727,818633",58,67,27,10
