0,1
1,1589
2,1214
3,1149
4,959
5,945
6,801
7,680
8,578
9,548
10,544
11,487
12,448
13,381
14,362
15,437
16,352
17,294
18,267
19,287
20,248
21,236
22,226
23,185
24,167
25,172
26,192
27,159
28,175
29,145
30,113
31,88
32,89
33,55
34,73
35,42
36,45
37,17
38,30
39,13
40,13
41,23
42,19
43,9
44,12
45,18
46,16
47,17
48,11
49,10
50,6
54,10
