term_id	sign_score	annotation_gene	annotation_window	geneSize	window_size
33994	0.0118	['AT1G07510', 'AT1G17850', 'AT1G66670', 'AT1G67280', 'AT1G79230', 'AT2G40760', 'AT3G10130', 'AT3G10470', 'AT3G22690', 'AT3G24590', 'AT3G26580', 'AT3G57680', 'AT4G01050', 'AT4G20820', 'AT4G35770', 'AT5G21430', 'AT5G42070']	[10, 11, 12, 13, 14]	17	5
74118	0.0118	['AT1G55370', 'AT1G67280', 'AT1G74710', 'AT2G27290', 'AT5G23890']	[16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49]	5	34
44922	0.0118	['AT1G06690', 'AT1G07510', 'AT1G15820', 'AT1G42960', 'AT2G37230', 'AT2G40760', 'AT3G10130', 'AT3G22690', 'AT3G24590', 'AT3G55330', 'AT3G57680', 'AT4G20820', 'AT4G35770', 'AT5G08540', 'AT5G21430', 'AT5G42070', 'AT5G52970']	[12, 13, 14, 15, 16]	17	5
182087	0.0118	['AT1G50250', 'AT1G50460', 'AT1G51350', 'AT1G52220', 'AT2G22360', 'AT2G35040', 'AT2G42220', 'AT3G28850', 'AT3G46780', 'AT3G58010', 'AT4G13010', 'AT4G27700', 'AT4G38380', 'AT5G16150', 'AT5G16660', 'AT5G19500', 'AT5G21430']	[42, 43, 44, 45, 46]	17	5
51020	0.0118	['AT1G12250', 'AT1G55370', 'AT1G72640', 'AT1G74710', 'AT1G76760', 'AT1G80030', 'AT2G27290', 'AT2G30950', 'AT2G40400', 'AT4G04020', 'AT4G18370', 'AT4G24750', 'AT4G39960', 'AT5G02160', 'AT5G19370', 'AT5G20140', 'AT5G23890']	[13, 14, 15, 16, 17]	17	5
94504	0.0118	['AT1G06690', 'AT1G14590', 'AT1G17850', 'AT1G18730', 'AT1G55370', 'AT1G66670', 'AT1G72640', 'AT1G74710', 'AT2G27290', 'AT3G10470', 'AT3G26580', 'AT4G04020', 'AT4G35770', 'AT4G39960', 'AT5G02160', 'AT5G15250', 'AT5G23890']	[20, 21, 22, 23, 24]	17	5
94505	0.0118	['AT1G06690', 'AT1G14590', 'AT1G17850', 'AT1G18730', 'AT1G55370', 'AT1G66670', 'AT1G72640', 'AT1G74710', 'AT2G27290', 'AT3G10470', 'AT3G26580', 'AT4G04020', 'AT4G39960', 'AT5G02160', 'AT5G15250', 'AT5G23890', 'AT5G62720']	[20, 21, 22, 23, 24]	17	5
174574	0.0118	['AT1G07510', 'AT1G15140', 'AT1G15820', 'AT1G29920', 'AT1G50250', 'AT1G55370', 'AT1G74710', 'AT2G20270', 'AT2G24020', 'AT2G35040', 'AT2G40760', 'AT2G42975', 'AT2G43010', 'AT3G24590', 'AT3G57680', 'AT3G60370', 'AT4G13010', 'AT4G13670', 'AT4G20820', 'AT4G38380', 'AT5G12470', 'AT5G16150', 'AT5G16660', 'AT5G19500', 'AT5G23890', 'AT5G52970']	[38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49]	26	12
5846	0.0117	['AT1G07510', 'AT1G15820', 'AT1G17850', 'AT1G29920', 'AT1G50250', 'AT1G52220', 'AT1G79230', 'AT2G20270', 'AT2G22360', 'AT2G35040', 'AT2G37230', 'AT2G40760', 'AT2G42975', 'AT3G10470', 'AT3G15360', 'AT3G22690', 'AT3G24590', 'AT3G55330', 'AT3G57680', 'AT3G60370', 'AT4G13010', 'AT4G13670', 'AT4G20820', 'AT4G35770', 'AT5G03455', 'AT5G12470', 'AT5G20140', 'AT5G21430', 'AT5G42070', 'AT5G52440', 'AT5G52970', 'AT5G53170']	[3, 4, 5, 6, 7, 8, 9, 10]	32	8
165234	0.0117	['AT1G17850', 'AT1G18730', 'AT1G54050', 'AT1G66670', 'AT1G67280', 'AT1G72640', 'AT2G27290', 'AT3G10470', 'AT3G26580', 'AT5G03455', 'AT5G13120', 'AT5G39830']	[35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53]	12	19
165256	0.0117	['AT1G06690', 'AT1G29920', 'AT1G55370', 'AT1G67280', 'AT1G74710', 'AT2G27290', 'AT2G40760', 'AT3G22690', 'AT3G55330', 'AT3G57680', 'AT4G35770', 'AT5G13120']	[35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53]	12	19
100307	0.0117	['AT1G14590', 'AT1G17850', 'AT1G18730', 'AT1G55370', 'AT1G66670', 'AT1G72640', 'AT2G01918', 'AT2G27290', 'AT2G40100', 'AT3G10470', 'AT4G04020', 'AT4G18370', 'AT4G39960', 'AT5G02160', 'AT5G15250', 'AT5G20140', 'AT5G23890', 'AT5G52780', 'AT5G62720']	[21, 22, 23]	19	3
143846	0.0117	['AT1G02560', 'AT2G17630', 'AT2G20260', 'AT2G37660', 'AT2G44990', 'AT5G19370']	[29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47]	6	19
177688	0.0117	['AT1G14150', 'AT1G18730', 'AT1G31180', 'AT1G54580', 'AT2G26800', 'AT2G30950', 'AT3G01440', 'AT3G26580', 'AT3G47060', 'AT4G04020', 'AT4G18370', 'AT4G23890', 'AT4G31560', 'AT5G15250', 'AT5G20140', 'AT5G39830', 'AT5G42070', 'AT5G52780', 'AT5G62720']	[40, 41, 42]	19	3
177689	0.0117	['AT1G18730', 'AT1G31180', 'AT1G54050', 'AT1G54580', 'AT2G26800', 'AT2G30950', 'AT3G01440', 'AT3G26580', 'AT3G47060', 'AT4G04020', 'AT4G18370', 'AT4G23890', 'AT4G31560', 'AT5G15250', 'AT5G20140', 'AT5G39830', 'AT5G42070', 'AT5G52780', 'AT5G62720']	[40, 41, 42]	19	3
183340	0.0117	['AT1G06690', 'AT1G10170', 'AT1G14590', 'AT1G17850', 'AT1G18730', 'AT1G27510', 'AT1G29920', 'AT1G42960', 'AT1G54050', 'AT1G54580', 'AT1G66670', 'AT1G67280', 'AT1G72640', 'AT2G27290', 'AT2G30950', 'AT2G40760', 'AT3G10130', 'AT3G10470', 'AT3G15110', 'AT3G22690', 'AT3G26580', 'AT3G47060', 'AT3G55330', 'AT4G01050', 'AT4G13670', 'AT4G23890', 'AT4G24750', 'AT4G31560', 'AT4G35770', 'AT4G39460', 'AT4G39960', 'AT5G03455', 'AT5G13120', 'AT5G15250', 'AT5G20140', 'AT5G39830', 'AT5G42765', 'AT5G52780']	[43, 44, 45]	38	3
186382	0.0117	['AT1G06690', 'AT1G10170', 'AT1G17850', 'AT1G29920', 'AT1G42960', 'AT1G67280', 'AT2G27290', 'AT2G30950', 'AT2G40760', 'AT3G15110', 'AT3G22690', 'AT3G55330', 'AT3G57680', 'AT4G13670', 'AT4G20820', 'AT4G35770', 'AT5G13120', 'AT5G15250', 'AT5G52780']	[45, 46, 47, 48, 49, 50]	19	6
56143	0.0117	['AT1G50250', 'AT2G42220', 'AT2G42975', 'AT4G13010', 'AT4G38380', 'AT5G16660']	[13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50]	6	38
56585	0.0117	['AT1G12250', 'AT1G55370', 'AT1G74710', 'AT2G17630', 'AT2G27290', 'AT2G30950', 'AT2G40100', 'AT3G10470', 'AT3G47060', 'AT4G04020', 'AT4G18370', 'AT4G24750', 'AT4G39960', 'AT5G02160', 'AT5G03455', 'AT5G15250', 'AT5G20140', 'AT5G23890', 'AT5G42765']	[14, 15, 16]	19	3
188595	0.0117	['AT1G55370', 'AT3G58010', 'AT1G07510', 'AT1G74710', 'AT3G15110', 'AT5G52970', 'AT2G20270', 'AT4G24750', 'AT1G15820', 'AT5G16660', 'AT5G52780', 'AT1G15140', 'AT4G38380', 'AT5G19500', 'AT5G16150', 'AT2G35040', 'AT1G52220', 'AT4G39960', 'AT5G23890', 'AT2G24020', 'AT3G60370', 'AT2G43010', 'AT4G20820', 'AT3G10470', 'AT4G13670', 'AT1G42960', 'AT3G22690', 'AT1G06690', 'AT2G40760', 'AT2G27290', 'AT1G17850', 'AT1G29920', 'AT1G67280', 'AT2G30950', 'AT5G12470', 'AT5G20140', 'AT3G55330', 'AT3G47060', 'AT5G13120', 'AT4G35770', 'AT5G15250', 'AT3G57680', 'AT4G31560', 'AT1G54580', 'AT5G39830', 'AT3G10130', 'AT1G54050', 'AT4G39460', 'AT5G03455', 'AT5G42765', 'AT4G01050', 'AT1G14590', 'AT3G24590', 'AT1G51110', 'AT2G42975', 'AT1G50250', 'AT3G28850']	[49]	57	1
28875	0.0117	['AT1G06690', 'AT1G07510', 'AT1G17850', 'AT1G52220', 'AT1G66670', 'AT1G79230', 'AT2G37230', 'AT2G40760', 'AT3G10130', 'AT3G10470', 'AT3G22690', 'AT3G24590', 'AT3G55330', 'AT3G57680', 'AT4G13670', 'AT4G20820', 'AT4G35770', 'AT5G21430', 'AT5G42070']	[9, 10, 11, 12, 13, 14]	19	6
162021	0.0117	['AT1G50460', 'AT1G51350', 'AT1G52220', 'AT2G22360', 'AT2G35040', 'AT3G46780', 'AT3G58010', 'AT4G13010', 'AT4G38380', 'AT5G16150', 'AT5G16660', 'AT5G19500']	[34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52]	12	19
162035	0.0117	['AT1G10170', 'AT1G54050', 'AT1G66670', 'AT1G67280', 'AT1G72640', 'AT2G27290', 'AT3G26580', 'AT4G31560', 'AT5G03455']	[34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52]	9	19
174475	0.0117	['AT1G10170', 'AT1G14590', 'AT1G18730', 'AT1G42960', 'AT1G54050', 'AT1G66670', 'AT1G67280', 'AT1G72640', 'AT2G27290', 'AT2G30950', 'AT3G10470', 'AT3G26580', 'AT4G01050', 'AT4G31560', 'AT5G03455', 'AT5G15250', 'AT5G20140', 'AT5G39830', 'AT5G52780']	[38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49]	19	12
179172	0.0117	['AT1G10170', 'AT1G14590', 'AT1G17850', 'AT1G18730', 'AT1G42960', 'AT1G54050', 'AT1G66670', 'AT1G67280', 'AT1G72640', 'AT2G27290', 'AT3G10130', 'AT3G55330', 'AT4G01050', 'AT4G24750', 'AT4G39460', 'AT4G39960', 'AT5G03455', 'AT5G13120', 'AT5G15250', 'AT5G52780']	[40, 41, 42, 43, 44, 45, 46, 47, 48, 49]	20	10
154628	0.0117	['AT1G07510', 'AT1G15140', 'AT1G15820', 'AT1G50250', 'AT1G52220', 'AT1G55370', 'AT1G74710', 'AT2G20270', 'AT2G24020', 'AT2G40760', 'AT2G42220', 'AT2G42975', 'AT2G43010', 'AT3G24590', 'AT3G57680', 'AT3G60370', 'AT4G13010', 'AT4G24930', 'AT4G38380', 'AT5G12470', 'AT5G16150', 'AT5G16660', 'AT5G19500', 'AT5G23890', 'AT5G52970']	[32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47]	25	16
154630	0.0117	['AT1G07510', 'AT1G15140', 'AT1G15820', 'AT1G50250', 'AT1G52220', 'AT1G55370', 'AT2G20270', 'AT2G24020', 'AT2G35040', 'AT2G40760', 'AT2G42220', 'AT2G42975', 'AT2G43010', 'AT3G24590', 'AT3G57680', 'AT3G60370', 'AT4G13010', 'AT4G24930', 'AT4G38380', 'AT5G12470', 'AT5G16150', 'AT5G16660', 'AT5G19500', 'AT5G23890', 'AT5G52970']	[32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47]	25	16
184382	0.0117	['AT1G06690', 'AT1G10170', 'AT1G17850', 'AT1G29920', 'AT1G42960', 'AT1G54050', 'AT1G67280', 'AT1G72640', 'AT2G27290', 'AT2G30950', 'AT3G15110', 'AT3G22690', 'AT3G55330', 'AT4G35770', 'AT4G39460', 'AT5G03455', 'AT5G13120', 'AT5G15250', 'AT5G20140', 'AT5G39830']	[43, 44, 45, 46, 47, 48, 49, 50, 51, 52]	20	10
162066	0.0117	['AT1G18730', 'AT1G54050', 'AT1G66670', 'AT1G67280', 'AT1G72640', 'AT2G27290', 'AT3G26580', 'AT4G31560', 'AT5G03455', 'AT5G39830']	[34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53]	10	20
28236	0.0116	['AT1G07510', 'AT1G10170', 'AT1G12250', 'AT1G15820', 'AT1G17850', 'AT1G29920', 'AT1G42960', 'AT1G52220', 'AT1G66670', 'AT1G67280', 'AT1G76760', 'AT1G79230', 'AT1G80030', 'AT2G20270', 'AT2G22360', 'AT2G27290', 'AT2G30950', 'AT2G35040', 'AT2G37230', 'AT2G40760', 'AT3G10130', 'AT3G10470', 'AT3G22690', 'AT3G24590', 'AT3G26580', 'AT3G55330', 'AT3G57680', 'AT3G60370', 'AT4G04020', 'AT4G13670', 'AT4G18370', 'AT4G19830', 'AT4G20820', 'AT4G23890', 'AT4G24750', 'AT4G35770', 'AT4G39960', 'AT5G03455', 'AT5G20140', 'AT5G21430', 'AT5G42070', 'AT5G42765', 'AT5G52970']	[9, 10]	43	2
5649	0.0116	['AT1G02560', 'AT1G07510', 'AT1G12250', 'AT1G15820', 'AT1G17850', 'AT1G22450', 'AT1G29920', 'AT1G50250', 'AT1G51110', 'AT1G52220', 'AT1G54050', 'AT1G66670', 'AT1G67280', 'AT1G72640', 'AT1G74710', 'AT1G76760', 'AT1G79230', 'AT1G80030', 'AT2G17630', 'AT2G20270', 'AT2G22360', 'AT2G26800', 'AT2G27290', 'AT2G30950', 'AT2G35040', 'AT2G37230', 'AT2G37660', 'AT2G40400', 'AT2G40760', 'AT2G42975', 'AT3G10130', 'AT3G10470', 'AT3G15360', 'AT3G22690', 'AT3G24590', 'AT3G26580', 'AT3G28850', 'AT3G55330', 'AT3G57680', 'AT3G58010', 'AT3G60370', 'AT4G04020', 'AT4G13010', 'AT4G13670', 'AT4G19830', 'AT4G20820', 'AT4G35770', 'AT4G38380', 'AT4G39460', 'AT4G39960', 'AT5G01500', 'AT5G03455', 'AT5G12470', 'AT5G13120', 'AT5G15250', 'AT5G16150', 'AT5G19370', 'AT5G19500', 'AT5G20140', 'AT5G21430', 'AT5G35170', 'AT5G39830', 'AT5G42070', 'AT5G42270', 'AT5G42765', 'AT5G52440', 'AT5G52970', 'AT5G53170', 'AT5G59250']	[3, 4, 5, 6, 7]	69	5
179173	0.0116	['AT1G06690', 'AT1G10170', 'AT1G14590', 'AT1G17850', 'AT1G42960', 'AT1G54050', 'AT1G66670', 'AT1G67280', 'AT1G72640', 'AT2G27290', 'AT3G10130', 'AT3G15110', 'AT3G22690', 'AT3G55330', 'AT4G01050', 'AT4G24750', 'AT4G35770', 'AT4G39460', 'AT4G39960', 'AT5G03455', 'AT5G13120', 'AT5G15250', 'AT5G52780']	[40, 41, 42, 43, 44, 45, 46, 47, 48, 49]	23	10
178008	0.0116	['AT1G14590', 'AT1G18730', 'AT1G54050', 'AT1G54580', 'AT1G66670', 'AT1G72640', 'AT2G26800', 'AT2G30950', 'AT2G40400', 'AT3G01440', 'AT3G10470', 'AT3G26580', 'AT3G47060', 'AT4G04020', 'AT4G18370', 'AT4G23890', 'AT4G31560', 'AT5G03455', 'AT5G15250', 'AT5G20140', 'AT5G39830', 'AT5G42070', 'AT5G52780']	[40, 41, 42, 43, 44]	23	5
178012	0.0116	['AT1G14590', 'AT1G18730', 'AT1G31180', 'AT1G54050', 'AT1G54580', 'AT1G66670', 'AT1G72640', 'AT2G26800', 'AT2G30950', 'AT2G40400', 'AT3G01440', 'AT3G10470', 'AT3G26580', 'AT3G47060', 'AT4G04020', 'AT4G18370', 'AT4G23890', 'AT4G31560', 'AT5G03455', 'AT5G15250', 'AT5G20140', 'AT5G39830', 'AT5G52780']	[40, 41, 42, 43, 44]	23	5
178017	0.0116	['AT1G14590', 'AT1G18730', 'AT1G54050', 'AT1G54580', 'AT1G66670', 'AT1G72640', 'AT2G27290', 'AT2G30950', 'AT2G40400', 'AT3G01440', 'AT3G10470', 'AT3G26580', 'AT3G47060', 'AT4G04020', 'AT4G18370', 'AT4G23890', 'AT4G31560', 'AT5G03455', 'AT5G15250', 'AT5G20140', 'AT5G39830', 'AT5G42070', 'AT5G52780']	[40, 41, 42, 43, 44]	23	5
154795	0.0116	['AT1G07510', 'AT1G15140', 'AT1G15820', 'AT1G50250', 'AT1G52220', 'AT1G55370', 'AT2G20270', 'AT2G24020', 'AT2G35040', 'AT2G42220', 'AT2G42975', 'AT3G24590', 'AT3G58010', 'AT3G60370', 'AT4G13010', 'AT4G38380', 'AT5G16150', 'AT5G16660', 'AT5G19500', 'AT5G21430', 'AT5G23890', 'AT5G52970']	[32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48]	22	17
175017	0.0116	['AT1G22020', 'AT1G50460', 'AT1G51350', 'AT3G28850', 'AT3G46780', 'AT4G13010', 'AT4G16155', 'AT5G16150', 'AT5G19500']	[38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53]	9	16
175020	0.0116	['AT1G06690', 'AT1G17850', 'AT1G29920', 'AT1G42960', 'AT1G55370', 'AT1G67280', 'AT1G74710', 'AT2G20270', 'AT2G40760', 'AT3G15110', 'AT3G22690', 'AT3G55330', 'AT3G57680', 'AT3G60370', 'AT4G13670', 'AT4G20820', 'AT4G35770', 'AT4G39460']	[38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53]	18	16
185545	0.0116	['AT1G15140', 'AT1G15820', 'AT1G50250', 'AT1G50460', 'AT1G52220', 'AT2G22360', 'AT2G24020', 'AT2G35040', 'AT2G42975', 'AT3G46780', 'AT3G58010', 'AT4G13010', 'AT4G38380', 'AT5G16150', 'AT5G16660', 'AT5G19500', 'AT5G21430', 'AT5G52970']	[44, 45, 46, 47, 48, 49, 50, 51]	18	8
185550	0.0116	['AT1G07510', 'AT1G15140', 'AT1G50250', 'AT1G51350', 'AT1G52220', 'AT2G24020', 'AT2G35040', 'AT2G42975', 'AT3G28850', 'AT3G58010', 'AT3G60370', 'AT4G13010', 'AT4G38380', 'AT5G12470', 'AT5G16150', 'AT5G16660', 'AT5G19500', 'AT5G52970']	[44, 45, 46, 47, 48, 49, 50, 51]	18	8
154521	0.0116	['AT1G02560', 'AT1G12250', 'AT1G80030', 'AT2G17630', 'AT2G20260', 'AT2G37660', 'AT2G44990', 'AT5G01500', 'AT5G19370']	[32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47]	9	16
161618	0.0116	['AT1G14590', 'AT1G18730', 'AT1G54050', 'AT3G10470', 'AT4G01050', 'AT4G39960', 'AT5G03455', 'AT5G13120', 'AT5G39830']	[34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49]	9	16
100001	0.0115	['AT1G66670', 'AT5G23890', 'AT1G17850', 'AT1G14590', 'AT1G55370', 'AT3G10470', 'AT4G39960', 'AT2G27290', 'AT1G52220', 'AT2G01918', 'AT5G02160', 'AT4G04020', 'AT2G40100', 'AT1G72640', 'AT4G18370', 'AT1G27510', 'AT2G20270', 'AT5G52780', 'AT5G15250', 'AT5G20140', 'AT4G24750', 'AT1G18730', 'AT5G39830', 'AT4G37925', 'AT3G47060', 'AT5G13120', 'AT2G40400', 'AT3G60370', 'AT1G74710']	[21]	29	1
69298	0.0115	['AT1G02560', 'AT1G03090', 'AT1G03160', 'AT1G14150', 'AT1G18730', 'AT1G67700', 'AT1G76760', 'AT1G80030', 'AT2G01918', 'AT2G17630', 'AT2G20260', 'AT2G26800', 'AT2G29500', 'AT2G30695', 'AT2G37660', 'AT2G41330', 'AT2G44990', 'AT3G01440', 'AT3G08920', 'AT3G15110', 'AT4G23890', 'AT4G37925', 'AT5G01500', 'AT5G13120', 'AT5G19370', 'AT5G35170', 'AT5G39830', 'AT5G42270', 'AT5G52780']	[16, 17]	29	2
69354	0.0115	['AT1G02560', 'AT1G03090', 'AT1G03160', 'AT1G14150', 'AT1G14345', 'AT1G18730', 'AT1G67700', 'AT1G76760', 'AT1G80030', 'AT2G17630', 'AT2G20260', 'AT2G26800', 'AT2G29500', 'AT2G30695', 'AT2G37660', 'AT2G41330', 'AT2G44990', 'AT3G01440', 'AT3G08920', 'AT3G15110', 'AT4G23890', 'AT4G37925', 'AT5G01500', 'AT5G13120', 'AT5G19370', 'AT5G35170', 'AT5G39830', 'AT5G42270', 'AT5G52780']	[16, 17]	29	2
69356	0.0115	['AT1G02560', 'AT1G03090', 'AT1G03160', 'AT1G14150', 'AT1G14345', 'AT1G18730', 'AT1G67700', 'AT1G76760', 'AT1G80030', 'AT1G80380', 'AT2G17630', 'AT2G20260', 'AT2G26800', 'AT2G29500', 'AT2G30695', 'AT2G37660', 'AT2G41330', 'AT2G44990', 'AT3G01440', 'AT3G08920', 'AT3G15110', 'AT4G23890', 'AT4G37925', 'AT5G01500', 'AT5G13120', 'AT5G19370', 'AT5G35170', 'AT5G42270', 'AT5G52780']	[16, 17]	29	2
107303	0.0115	['AT1G06690', 'AT1G10170', 'AT1G18730', 'AT1G23740', 'AT1G29920', 'AT1G30510', 'AT1G31180', 'AT1G54050', 'AT1G54580', 'AT1G66670', 'AT1G67280', 'AT1G74710', 'AT1G79230', 'AT2G24020', 'AT2G37230', 'AT2G40760', 'AT3G10130', 'AT3G22690', 'AT3G26580', 'AT3G55330', 'AT3G57680', 'AT4G01050', 'AT4G01900', 'AT4G20820', 'AT4G31560', 'AT5G23890', 'AT5G42765', 'AT5G52970', 'AT5G62720']	[22, 23, 24]	29	3
75445	0.0115	['AT1G12250', 'AT1G27510', 'AT1G76760', 'AT1G80030', 'AT2G17630', 'AT2G20260', 'AT2G26800', 'AT2G30950', 'AT2G40100', 'AT2G40400', 'AT2G41330', 'AT3G15110', 'AT3G47060', 'AT4G04020', 'AT4G18370', 'AT4G23890', 'AT4G24750', 'AT4G37925', 'AT5G01500', 'AT5G02160', 'AT5G03455', 'AT5G08540', 'AT5G13120', 'AT5G15250', 'AT5G19370', 'AT5G20140', 'AT5G35170', 'AT5G39830', 'AT5G52780']	[17, 18, 19, 20, 21]	29	5
75454	0.0115	['AT1G18730', 'AT1G27510', 'AT1G72640', 'AT1G76760', 'AT2G17630', 'AT2G26800', 'AT2G27290', 'AT2G30950', 'AT2G40100', 'AT2G40400', 'AT2G41330', 'AT3G15110', 'AT3G47060', 'AT4G04020', 'AT4G18370', 'AT4G23890', 'AT4G24750', 'AT4G37925', 'AT4G39960', 'AT5G02160', 'AT5G03455', 'AT5G08540', 'AT5G13120', 'AT5G15250', 'AT5G19370', 'AT5G20140', 'AT5G35170', 'AT5G39830', 'AT5G52780']	[17, 18, 19, 20, 21]	29	5
75471	0.0115	['AT1G18730', 'AT1G27510', 'AT1G72640', 'AT1G76760', 'AT2G17630', 'AT2G26800', 'AT2G27290', 'AT2G30950', 'AT2G40100', 'AT2G40400', 'AT2G41330', 'AT3G15110', 'AT3G47060', 'AT4G04020', 'AT4G18370', 'AT4G23890', 'AT4G24750', 'AT4G37925', 'AT4G39960', 'AT5G02160', 'AT5G03455', 'AT5G08540', 'AT5G13120', 'AT5G15250', 'AT5G20140', 'AT5G23890', 'AT5G35170', 'AT5G39830', 'AT5G52780']	[17, 18, 19, 20, 21]	29	5
141019	0.0115	['AT1G23740', 'AT5G42070', 'AT3G22690', 'AT1G06690', 'AT4G35770', 'AT2G40760', 'AT3G10130', 'AT5G52970', 'AT1G42960', 'AT3G15360', 'AT2G20270', 'AT2G24020', 'AT5G23890', 'AT1G29920', 'AT1G15820', 'AT4G20820', 'AT1G10170', 'AT3G55330', 'AT3G57680', 'AT4G13670', 'AT1G07510', 'AT2G35040', 'AT3G58010', 'AT2G42975', 'AT1G79450', 'AT2G43010', 'AT2G42220', 'AT3G60370', 'AT5G16660', 'AT1G50250', 'AT1G54500', 'AT4G38380', 'AT4G39460', 'AT2G37230', 'AT3G24590', 'AT5G19500', 'AT1G30510', 'AT4G13010', 'AT2G22360', 'AT4G39730', 'AT5G21430', 'AT5G12470', 'AT1G50460', 'AT1G15140', 'AT1G52220', 'AT1G79230', 'AT5G16150', 'AT1G20810', 'AT4G24930', 'AT1G51110', 'AT3G46780', 'AT2G21160', 'AT3G53560', 'AT3G25480', 'AT5G53490', 'AT3G26080', 'AT1G74070', 'AT4G28025']	[29]	58	1
44527	0.0115	['AT1G07510', 'AT1G10170', 'AT1G15820', 'AT1G22020', 'AT1G23740', 'AT1G29920', 'AT1G42960', 'AT1G50250', 'AT1G56500', 'AT2G22360', 'AT2G24020', 'AT2G37230', 'AT2G42975', 'AT3G15360', 'AT3G24590', 'AT3G55330', 'AT3G58010', 'AT3G60370', 'AT4G13010', 'AT4G13670', 'AT4G38380', 'AT4G39460', 'AT5G08540', 'AT5G12470', 'AT5G16660', 'AT5G21430', 'AT5G52970', 'AT5G53170', 'AT5G59250']	[12, 13, 14]	29	3
177550	0.0115	['AT1G14590', 'AT1G18730', 'AT1G31180', 'AT1G54580', 'AT1G66670', 'AT1G72640', 'AT1G76760', 'AT2G26800', 'AT2G27290', 'AT2G30950', 'AT2G40400', 'AT3G01440', 'AT3G10470', 'AT3G15110', 'AT3G26580', 'AT3G47060', 'AT4G04020', 'AT4G18370', 'AT4G23890', 'AT4G31560', 'AT4G39960', 'AT5G02160', 'AT5G03455', 'AT5G13120', 'AT5G15250', 'AT5G20140', 'AT5G39830', 'AT5G42070', 'AT5G52780']	[40, 41]	29	2
87470	0.0115	['AT1G14150', 'AT1G14590', 'AT1G18730', 'AT1G27510', 'AT1G55370', 'AT1G72640', 'AT2G20270', 'AT2G26800', 'AT2G27290', 'AT2G30950', 'AT2G40100', 'AT2G40400', 'AT2G41330', 'AT3G10470', 'AT3G47060', 'AT4G04020', 'AT4G18370', 'AT4G23890', 'AT4G24750', 'AT4G37925', 'AT4G39960', 'AT5G02160', 'AT5G03455', 'AT5G13120', 'AT5G15250', 'AT5G20140', 'AT5G23890', 'AT5G39830', 'AT5G52780']	[19, 20, 21, 22]	29	4
188069	0.0115	['AT2G30695', 'AT4G18370', 'AT3G26580', 'AT2G26800', 'AT3G10470', 'AT4G31560', 'AT1G54580', 'AT5G39830', 'AT3G47060', 'AT3G01440', 'AT4G35770', 'AT5G15250', 'AT5G42765', 'AT2G30950', 'AT5G20140', 'AT1G14590', 'AT5G53170', 'AT1G10170', 'AT3G55330', 'AT1G66670', 'AT4G39460', 'AT1G42960', 'AT1G54050', 'AT1G18730', 'AT2G27290', 'AT1G72640', 'AT5G03455', 'AT1G67280', 'AT1G17850']	[48]	29	1
113430	0.0115	['AT1G06690', 'AT1G10170', 'AT1G14590', 'AT1G17850', 'AT1G18730', 'AT1G23740', 'AT1G31180', 'AT1G55370', 'AT1G66670', 'AT1G67280', 'AT1G72640', 'AT1G74710', 'AT2G24020', 'AT2G27290', 'AT2G40760', 'AT3G10130', 'AT3G10470', 'AT3G22690', 'AT3G26580', 'AT3G55330', 'AT3G57680', 'AT3G60370', 'AT4G31560', 'AT4G35770', 'AT4G39960', 'AT5G23890', 'AT5G42070', 'AT5G42765', 'AT5G52970']	[23, 24]	29	2
