term_id	sign_score	annotation_gene	annotation_window	geneSize	window_size
25800	0.0229	['AT1G55370', 'AT2G27290', 'AT4G04020', 'AT4G18370', 'AT4G39960', 'AT5G02160']	[8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24]	6	17
184017	0.0229	['AT1G06690', 'AT1G07510', 'AT1G15820', 'AT1G29920', 'AT1G55370', 'AT1G67280', 'AT1G74710', 'AT2G20270', 'AT2G40760', 'AT2G43010', 'AT3G10130', 'AT3G15110', 'AT3G22690', 'AT3G24590', 'AT3G55330', 'AT3G57680', 'AT4G01050', 'AT4G13670', 'AT4G20820', 'AT4G24750', 'AT4G35770', 'AT4G39960', 'AT5G12470', 'AT5G23890', 'AT5G52970']	[43, 44, 45, 46, 47, 48, 49]	25	7
184018	0.0229	['AT1G06690', 'AT1G07510', 'AT1G15140', 'AT1G15820', 'AT1G29920', 'AT1G50250', 'AT1G55370', 'AT1G74710', 'AT2G20270', 'AT2G24020', 'AT2G40760', 'AT2G42975', 'AT2G43010', 'AT3G10130', 'AT3G22690', 'AT3G24590', 'AT3G57680', 'AT3G60370', 'AT4G13670', 'AT4G20820', 'AT4G38380', 'AT4G39960', 'AT5G12470', 'AT5G23890', 'AT5G52970']	[43, 44, 45, 46, 47, 48, 49]	25	7
184051	0.0229	['AT1G06690', 'AT1G07510', 'AT1G15140', 'AT1G15820', 'AT1G29920', 'AT1G50250', 'AT1G55370', 'AT1G74710', 'AT2G20270', 'AT2G24020', 'AT2G35040', 'AT2G40760', 'AT2G42975', 'AT2G43010', 'AT3G22690', 'AT3G24590', 'AT3G57680', 'AT3G60370', 'AT4G13670', 'AT4G20820', 'AT4G38380', 'AT5G12470', 'AT5G16660', 'AT5G23890', 'AT5G52970']	[43, 44, 45, 46, 47, 48, 49]	25	7
184022	0.0229	['AT1G06690', 'AT1G07510', 'AT1G15820', 'AT1G29920', 'AT1G55370', 'AT1G67280', 'AT1G74710', 'AT2G20270', 'AT2G40760', 'AT2G43010', 'AT3G10130', 'AT3G15110', 'AT3G22690', 'AT3G24590', 'AT3G55330', 'AT3G57680', 'AT3G60370', 'AT4G13670', 'AT4G20820', 'AT4G24750', 'AT4G35770', 'AT4G39960', 'AT5G12470', 'AT5G23890', 'AT5G52970']	[43, 44, 45, 46, 47, 48, 49]	25	7
188020	0.0229	['AT1G07510', 'AT1G15140', 'AT1G15820', 'AT1G51110', 'AT1G51350', 'AT1G52220', 'AT1G55370', 'AT1G74710', 'AT2G20270', 'AT2G24020', 'AT2G35040', 'AT2G43010', 'AT3G15110', 'AT3G28850', 'AT3G58010', 'AT3G60370', 'AT4G13010', 'AT4G16155', 'AT4G20820', 'AT4G38380', 'AT5G16150', 'AT5G16660', 'AT5G19500', 'AT5G21430', 'AT5G52970']	[47, 48, 49, 50, 51, 52, 53]	25	7
184019	0.0228	['AT1G06690', 'AT1G07510', 'AT1G15820', 'AT1G29920', 'AT1G55370', 'AT1G74710', 'AT2G20270', 'AT2G24020', 'AT2G40760', 'AT2G43010', 'AT3G10130', 'AT3G15110', 'AT3G22690', 'AT3G24590', 'AT3G57680', 'AT3G60370', 'AT4G13670', 'AT4G20820', 'AT4G24750', 'AT4G39960', 'AT5G12470', 'AT5G23890', 'AT5G52970']	[43, 44, 45, 46, 47, 48, 49]	23	7
186487	0.0228	['AT1G07510', 'AT1G15140', 'AT1G15820', 'AT1G50250', 'AT1G50460', 'AT1G51110', 'AT1G52220', 'AT1G55370', 'AT1G74710', 'AT2G20270', 'AT2G24020', 'AT2G35040', 'AT2G42975', 'AT3G15110', 'AT3G46780', 'AT3G58010', 'AT4G13010', 'AT4G38380', 'AT5G16150', 'AT5G16660', 'AT5G19500', 'AT5G21430', 'AT5G52970']	[45, 46, 47, 48, 49, 50, 51]	23	7
186466	0.0228	['AT1G07510', 'AT1G15140', 'AT1G15820', 'AT1G50250', 'AT1G51110', 'AT1G52220', 'AT1G55370', 'AT1G74710', 'AT2G20270', 'AT2G24020', 'AT2G35040', 'AT2G42975', 'AT2G43010', 'AT3G15110', 'AT3G58010', 'AT3G60370', 'AT4G13010', 'AT4G38380', 'AT5G16150', 'AT5G16660', 'AT5G19500', 'AT5G21430', 'AT5G52970']	[45, 46, 47, 48, 49, 50, 51]	23	7
186246	0.0228	['AT1G06690', 'AT1G07510', 'AT1G15140', 'AT1G15820', 'AT1G17850', 'AT1G29920', 'AT1G50250', 'AT1G52220', 'AT1G55370', 'AT1G67280', 'AT1G74710', 'AT2G20270', 'AT2G24020', 'AT2G27290', 'AT2G35040', 'AT2G40760', 'AT2G42975', 'AT2G43010', 'AT3G10130', 'AT3G15110', 'AT3G22690', 'AT3G24590', 'AT3G55330', 'AT3G57680', 'AT3G58010', 'AT3G60370', 'AT4G13010', 'AT4G13670', 'AT4G20820', 'AT4G24750', 'AT4G35770', 'AT4G38380', 'AT4G39960', 'AT5G12470', 'AT5G13120', 'AT5G16150', 'AT5G16660', 'AT5G19500', 'AT5G23890', 'AT5G52780', 'AT5G52970']	[45, 46, 47, 48, 49]	41	5
187794	0.0227	['AT1G06690', 'AT1G10170', 'AT1G17850', 'AT1G18730', 'AT1G29920', 'AT1G42960', 'AT1G54580', 'AT1G67280', 'AT2G27290', 'AT2G30950', 'AT3G10470', 'AT3G22690', 'AT3G47060', 'AT3G55330', 'AT4G13670', 'AT4G20820', 'AT4G35770', 'AT5G13120', 'AT5G15250', 'AT5G20140', 'AT5G39830', 'AT5G52780']	[47, 48, 49, 50]	22	4
188387	0.0227	['AT1G03850', 'AT1G05385', 'AT1G30510', 'AT1G54790', 'AT2G01140', 'AT2G21160', 'AT2G37230', 'AT2G40400', 'AT3G53560', 'AT5G08050', 'AT5G62720']	[48, 49, 50, 51]	11	4
185548	0.0227	['AT1G15140', 'AT1G22020', 'AT1G50250', 'AT1G50460', 'AT1G51350', 'AT1G52220', 'AT1G75690', 'AT2G22360', 'AT2G24020', 'AT2G35040', 'AT2G42975', 'AT3G28850', 'AT3G46780', 'AT3G58010', 'AT4G13010', 'AT4G16155', 'AT4G38380', 'AT5G16150', 'AT5G16660', 'AT5G19500', 'AT5G21430', 'AT5G59250']	[44, 45, 46, 47, 48, 49, 50, 51]	22	8
185549	0.0227	['AT1G15140', 'AT1G50250', 'AT1G50460', 'AT1G51350', 'AT1G52220', 'AT1G75690', 'AT2G22360', 'AT2G24020', 'AT2G35040', 'AT2G42975', 'AT3G28850', 'AT3G46780', 'AT3G58010', 'AT4G13010', 'AT4G16155', 'AT4G38380', 'AT5G16150', 'AT5G16660', 'AT5G19500', 'AT5G21430', 'AT5G52970', 'AT5G59250']	[44, 45, 46, 47, 48, 49, 50, 51]	22	8
24848	0.0227	['AT1G12250', 'AT1G55370', 'AT1G72640', 'AT1G80030', 'AT2G27290', 'AT2G30950', 'AT4G04020', 'AT4G39960', 'AT5G02160', 'AT5G19370', 'AT5G23890']	[8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]	11	12
162155	0.0227	['AT3G28850', 'AT1G20810', 'AT4G13670', 'AT3G46780', 'AT5G52970', 'AT2G42975', 'AT1G07510', 'AT1G50250', 'AT1G54500', 'AT2G35040', 'AT3G15360', 'AT2G43010', 'AT2G42220', 'AT4G16155', 'AT2G20270', 'AT3G53560', 'AT5G59250', 'AT3G58010', 'AT4G38380', 'AT1G51350', 'AT4G39460', 'AT3G15840', 'AT5G21430', 'AT1G50460', 'AT5G19500', 'AT1G15140', 'AT1G30510', 'AT4G13010', 'AT2G24020', 'AT1G79230', 'AT1G52220', 'AT1G15820', 'AT5G16660', 'AT2G22360', 'AT5G16150', 'AT3G25480', 'AT5G12470', 'AT1G22450', 'AT1G22020', 'AT3G24590', 'AT5G23890', 'AT3G60370', 'AT5G53170', 'AT1G42960']	[35]	44	1
8784	0.0227	['AT1G07510', 'AT1G12250', 'AT1G15820', 'AT1G17850', 'AT1G22450', 'AT1G29920', 'AT1G52220', 'AT1G55370', 'AT1G66670', 'AT1G67280', 'AT1G75690', 'AT1G76760', 'AT1G79230', 'AT2G20270', 'AT2G22360', 'AT2G27290', 'AT2G30950', 'AT2G35040', 'AT2G40760', 'AT2G42975', 'AT3G10130', 'AT3G10470', 'AT3G15360', 'AT3G24590', 'AT3G26580', 'AT3G28850', 'AT3G55330', 'AT3G57680', 'AT3G60370', 'AT4G04020', 'AT4G13010', 'AT4G13670', 'AT4G19830', 'AT4G20820', 'AT4G35770', 'AT4G39460', 'AT4G39960', 'AT5G03455', 'AT5G12470', 'AT5G19370', 'AT5G20140', 'AT5G21430', 'AT5G42070', 'AT5G42765', 'AT5G52440', 'AT5G52970', 'AT5G53170']	[4, 5, 6, 7, 8]	47	5
180618	0.0227	['AT1G07510', 'AT1G15140', 'AT1G15820', 'AT1G50250', 'AT1G50460', 'AT2G24020', 'AT2G35040', 'AT2G42220', 'AT2G42975', 'AT2G43010', 'AT3G24590', 'AT3G58010', 'AT4G13010', 'AT4G20820', 'AT4G38380', 'AT5G16150', 'AT5G16660', 'AT5G19500', 'AT5G21430', 'AT5G52970', 'AT5G53170']	[41, 42, 43, 44, 45, 46, 47]	21	7
165151	0.0226	['AT1G12250', 'AT1G14150', 'AT1G80030', 'AT2G17630', 'AT2G37660', 'AT2G40100', 'AT4G37925', 'AT5G01500', 'AT5G19370']	[35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52]	9	18
186288	0.0226	['AT1G07510', 'AT1G15140', 'AT1G15820', 'AT1G50250', 'AT1G52220', 'AT1G55370', 'AT1G74710', 'AT2G20270', 'AT2G24020', 'AT2G35040', 'AT2G40760', 'AT2G42975', 'AT2G43010', 'AT3G15110', 'AT3G24590', 'AT3G57680', 'AT3G58010', 'AT3G60370', 'AT4G13010', 'AT4G38380', 'AT5G12470', 'AT5G16150', 'AT5G16660', 'AT5G19500', 'AT5G23890', 'AT5G52780', 'AT5G52970']	[45, 46, 47, 48, 49, 50]	27	6
9939	0.0226	['AT1G12250', 'AT1G55370', 'AT1G72640', 'AT1G80030', 'AT2G30950', 'AT4G04020', 'AT4G39960', 'AT5G01500', 'AT5G13120', 'AT5G15250', 'AT5G19370', 'AT5G39830']	[4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]	12	16
185558	0.0226	['AT1G06690', 'AT1G07510', 'AT1G15140', 'AT1G15820', 'AT1G29920', 'AT1G50250', 'AT1G52220', 'AT1G55370', 'AT1G74710', 'AT2G20270', 'AT2G24020', 'AT2G35040', 'AT2G40760', 'AT2G42975', 'AT2G43010', 'AT3G22690', 'AT3G57680', 'AT3G60370', 'AT4G13670', 'AT4G20820', 'AT4G38380', 'AT5G12470', 'AT5G16660', 'AT5G52970']	[44, 45, 46, 47, 48, 49, 50, 51]	24	8
186336	0.0226	['AT1G06690', 'AT1G07510', 'AT1G15140', 'AT1G15820', 'AT1G17850', 'AT1G29920', 'AT1G52220', 'AT1G55370', 'AT1G74710', 'AT2G20270', 'AT2G24020', 'AT2G35040', 'AT2G40760', 'AT2G42975', 'AT2G43010', 'AT3G15110', 'AT3G22690', 'AT3G57680', 'AT3G58010', 'AT3G60370', 'AT4G13010', 'AT4G13670', 'AT4G20820', 'AT4G35770', 'AT4G38380', 'AT5G12470', 'AT5G13120', 'AT5G16150', 'AT5G16660', 'AT5G19500', 'AT5G52780', 'AT5G52970']	[45, 46, 47, 48, 49, 50]	32	6
186385	0.0226	['AT1G06690', 'AT1G07510', 'AT1G10170', 'AT1G15140', 'AT1G15820', 'AT1G17850', 'AT1G29920', 'AT1G42960', 'AT1G55370', 'AT1G67280', 'AT1G74710', 'AT2G20270', 'AT2G24020', 'AT2G27290', 'AT2G40760', 'AT2G43010', 'AT3G15110', 'AT3G22690', 'AT3G55330', 'AT3G57680', 'AT3G58010', 'AT3G60370', 'AT4G13670', 'AT4G20820', 'AT4G35770', 'AT4G38380', 'AT5G12470', 'AT5G13120', 'AT5G16150', 'AT5G16660', 'AT5G52780', 'AT5G52970']	[45, 46, 47, 48, 49, 50]	32	6
186388	0.0226	['AT1G06690', 'AT1G07510', 'AT1G15140', 'AT1G15820', 'AT1G17850', 'AT1G29920', 'AT1G50250', 'AT1G52220', 'AT1G55370', 'AT1G74710', 'AT2G20270', 'AT2G24020', 'AT2G35040', 'AT2G40760', 'AT2G42975', 'AT2G43010', 'AT3G15110', 'AT3G22690', 'AT3G57680', 'AT3G58010', 'AT3G60370', 'AT4G13010', 'AT4G13670', 'AT4G20820', 'AT4G38380', 'AT5G12470', 'AT5G13120', 'AT5G16150', 'AT5G16660', 'AT5G19500', 'AT5G52780', 'AT5G52970']	[45, 46, 47, 48, 49, 50]	32	6
187990	0.0226	['AT1G06690', 'AT1G07510', 'AT1G15140', 'AT1G15820', 'AT1G29920', 'AT1G50250', 'AT1G51110', 'AT1G51350', 'AT1G52220', 'AT1G55370', 'AT1G74710', 'AT2G20270', 'AT2G24020', 'AT2G35040', 'AT2G40760', 'AT2G43010', 'AT3G15110', 'AT3G22690', 'AT3G28850', 'AT3G57680', 'AT3G58010', 'AT3G60370', 'AT4G13010', 'AT4G13670', 'AT4G20820', 'AT4G38380', 'AT5G12470', 'AT5G13120', 'AT5G16150', 'AT5G16660', 'AT5G19500', 'AT5G52970']	[47, 48, 49, 50, 51, 52]	32	6
57393	0.0226	['AT1G12250', 'AT1G14150', 'AT1G18730', 'AT1G27510', 'AT1G55370', 'AT1G72640', 'AT1G74710', 'AT2G17630', 'AT2G20270', 'AT2G26800', 'AT2G27290', 'AT2G30950', 'AT2G40100', 'AT2G40400', 'AT2G41330', 'AT2G44990', 'AT3G47060', 'AT4G04020', 'AT4G18370', 'AT4G23890', 'AT4G24750', 'AT4G37925', 'AT4G39960', 'AT5G02160', 'AT5G03455', 'AT5G13120', 'AT5G15250', 'AT5G20140', 'AT5G23890', 'AT5G35170', 'AT5G39830', 'AT5G52780']	[14, 15, 16, 17, 18, 19]	32	6
57597	0.0226	['AT1G02560', 'AT1G12250', 'AT1G14150', 'AT1G18730', 'AT1G27510', 'AT1G72640', 'AT1G76760', 'AT1G80030', 'AT2G17630', 'AT2G20260', 'AT2G20270', 'AT2G26800', 'AT2G29500', 'AT2G30695', 'AT2G30950', 'AT2G41330', 'AT2G44990', 'AT3G01440', 'AT3G08920', 'AT3G15110', 'AT3G47060', 'AT4G23890', 'AT4G24750', 'AT4G37925', 'AT5G01500', 'AT5G03455', 'AT5G13120', 'AT5G15250', 'AT5G19370', 'AT5G35170', 'AT5G39830', 'AT5G52780']	[14, 15, 16, 17, 18, 19]	32	6
185334	0.0226	['AT1G07510', 'AT1G15140', 'AT1G15820', 'AT1G50250', 'AT1G52220', 'AT2G20270', 'AT2G22360', 'AT2G24020', 'AT2G35040', 'AT2G42220', 'AT2G42975', 'AT3G24590', 'AT4G13010', 'AT4G38380', 'AT5G16150', 'AT5G16660', 'AT5G19500', 'AT5G21430', 'AT5G52970']	[44, 45, 46, 47, 48, 49, 50]	19	7
185340	0.0226	['AT1G15140', 'AT1G15820', 'AT1G50250', 'AT1G50460', 'AT1G52220', 'AT2G22360', 'AT2G24020', 'AT2G35040', 'AT2G42220', 'AT2G42975', 'AT3G24590', 'AT3G46780', 'AT4G13010', 'AT4G38380', 'AT5G16150', 'AT5G16660', 'AT5G19500', 'AT5G21430', 'AT5G52970']	[44, 45, 46, 47, 48, 49, 50]	19	7
185795	0.0225	['AT1G06690', 'AT1G10170', 'AT1G14590', 'AT1G15820', 'AT1G17850', 'AT1G27510', 'AT1G29920', 'AT1G42960', 'AT1G67280', 'AT1G72640', 'AT1G74710', 'AT2G01918', 'AT2G20270', 'AT2G27290', 'AT2G30950', 'AT2G40760', 'AT2G43010', 'AT3G10130', 'AT3G15110', 'AT3G22690', 'AT3G24590', 'AT3G55330', 'AT3G57680', 'AT4G01050', 'AT4G13670', 'AT4G20820', 'AT4G23890', 'AT4G24750', 'AT4G35770', 'AT4G39460', 'AT4G39960', 'AT5G03455', 'AT5G12470', 'AT5G13120', 'AT5G23890', 'AT5G42765', 'AT5G52780']	[45, 46]	37	2
185797	0.0225	['AT1G06690', 'AT1G10170', 'AT1G14590', 'AT1G15820', 'AT1G17850', 'AT1G27510', 'AT1G29920', 'AT1G42960', 'AT1G67280', 'AT1G72640', 'AT1G74710', 'AT2G01918', 'AT2G20270', 'AT2G27290', 'AT2G30950', 'AT2G40760', 'AT2G43010', 'AT3G10130', 'AT3G15110', 'AT3G22690', 'AT3G24590', 'AT3G55330', 'AT3G57680', 'AT4G01050', 'AT4G13670', 'AT4G20820', 'AT4G23890', 'AT4G24750', 'AT4G24930', 'AT4G35770', 'AT4G39460', 'AT4G39960', 'AT5G12470', 'AT5G13120', 'AT5G23890', 'AT5G42765', 'AT5G52780']	[45, 46]	37	2
8871	0.0225	['AT1G07510', 'AT1G12250', 'AT1G15820', 'AT1G17850', 'AT1G22450', 'AT1G29920', 'AT1G52220', 'AT1G55370', 'AT1G66670', 'AT1G67280', 'AT1G76760', 'AT1G79230', 'AT2G20270', 'AT2G22360', 'AT2G27290', 'AT2G30950', 'AT2G35040', 'AT2G37230', 'AT2G40760', 'AT2G42975', 'AT3G10130', 'AT3G10470', 'AT3G15360', 'AT3G22690', 'AT3G24590', 'AT3G26580', 'AT3G28850', 'AT3G55330', 'AT3G57680', 'AT3G60370', 'AT4G04020', 'AT4G13010', 'AT4G13670', 'AT4G20820', 'AT4G35770', 'AT4G39460', 'AT4G39960', 'AT5G03455', 'AT5G12470', 'AT5G19370', 'AT5G20140', 'AT5G21430', 'AT5G42070', 'AT5G42765', 'AT5G52440', 'AT5G52970', 'AT5G53170']	[4, 5, 6, 7, 8, 9]	47	6
183974	0.0224	['AT1G14590', 'AT1G18730', 'AT1G42960', 'AT1G54050', 'AT1G54580', 'AT1G66670', 'AT1G72640', 'AT2G30950', 'AT3G10470', 'AT3G26580', 'AT3G47060', 'AT4G31560', 'AT5G03455', 'AT5G15250', 'AT5G20140', 'AT5G39830', 'AT5G42765']	[43, 44, 45, 46, 47, 48, 49]	17	7
183959	0.0224	['AT1G14590', 'AT1G18730', 'AT1G54050', 'AT1G54580', 'AT1G66670', 'AT1G72640', 'AT2G30950', 'AT3G10470', 'AT3G26580', 'AT3G47060', 'AT4G18370', 'AT4G31560', 'AT5G03455', 'AT5G15250', 'AT5G20140', 'AT5G39830', 'AT5G42765']	[43, 44, 45, 46, 47, 48, 49]	17	7
188009	0.0223	['AT1G06690', 'AT1G07510', 'AT1G15820', 'AT1G17850', 'AT1G18730', 'AT1G29920', 'AT1G42960', 'AT1G54050', 'AT1G67280', 'AT1G72640', 'AT1G74710', 'AT2G20270', 'AT2G27290', 'AT2G30950', 'AT2G40760', 'AT2G43010', 'AT3G10470', 'AT3G15110', 'AT3G22690', 'AT3G47060', 'AT3G55330', 'AT3G57680', 'AT4G13670', 'AT4G20820', 'AT4G35770', 'AT4G39460', 'AT5G03455', 'AT5G12470', 'AT5G13120', 'AT5G15250', 'AT5G20140', 'AT5G39830']	[47, 48, 49, 50, 51, 52, 53]	32	7
56741	0.0222	['AT1G14590', 'AT2G40760', 'AT3G10130', 'AT3G22690', 'AT3G26580', 'AT3G57680', 'AT4G20820', 'AT4G35770', 'AT5G08540', 'AT5G42070']	[14, 15, 16]	10	3
164062	0.0222	['AT1G12250', 'AT1G14150', 'AT1G76760', 'AT1G80030', 'AT2G17630', 'AT2G26800', 'AT2G37660', 'AT2G40100', 'AT4G37925', 'AT5G19370']	[35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46]	10	12
164063	0.0222	['AT1G12250', 'AT1G14150', 'AT1G76760', 'AT1G80030', 'AT2G17630', 'AT2G37660', 'AT2G40100', 'AT4G37925', 'AT5G01500', 'AT5G19370']	[35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46]	10	12
33952	0.0222	['AT1G12250', 'AT1G55370', 'AT1G67280', 'AT1G76760', 'AT2G27290', 'AT2G30950', 'AT2G40400', 'AT3G26580', 'AT4G04020', 'AT4G18370', 'AT4G24750', 'AT4G39960', 'AT5G20140', 'AT5G23890', 'AT5G42765']	[10, 11, 12, 13, 14]	15	5
34000	0.0222	['AT1G17850', 'AT1G66670', 'AT1G67280', 'AT3G10130', 'AT3G10470', 'AT3G26580', 'AT4G01050', 'AT4G35770', 'AT5G42765']	[10, 11, 12, 13, 14]	9	5
34399	0.0222	['AT1G12250', 'AT1G55370', 'AT1G72640', 'AT1G76760', 'AT1G80030', 'AT2G27290', 'AT2G30950', 'AT2G40400', 'AT4G04020', 'AT4G18370', 'AT4G39960', 'AT5G02160', 'AT5G19370', 'AT5G23890', 'AT5G42765']	[10, 11, 12, 13, 14, 15, 16]	15	7
100015	0.0222	['AT5G08540', 'AT2G01918', 'AT3G10470', 'AT5G02160', 'AT1G27510', 'AT4G39960', 'AT2G27290', 'AT4G04020', 'AT5G39830', 'AT2G20270', 'AT2G40100', 'AT4G37925', 'AT5G15250', 'AT1G72640', 'AT4G18370', 'AT5G52780', 'AT5G20140', 'AT3G47060', 'AT5G13120', 'AT4G24750', 'AT1G18730', 'AT2G40400', 'AT2G17630', 'AT1G14150', 'AT1G12250', 'AT1G02560', 'AT2G30950', 'AT2G29500', 'AT2G20260', 'AT1G76760', 'AT2G26800', 'AT2G44990', 'AT5G19370', 'AT5G03455', 'AT3G01440', 'AT3G15110', 'AT4G23890', 'AT5G35170', 'AT2G41330', 'AT5G01500', 'AT1G55370', 'AT1G14590', 'AT1G52220', 'AT5G23890', 'AT1G17850']	[21]	45	1
164184	0.0222	['AT1G51350', 'AT3G28850', 'AT3G46780', 'AT4G27700', 'AT5G59250']	[35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46]	5	12
186163	0.0222	['AT1G06690', 'AT1G10170', 'AT1G14590', 'AT1G15820', 'AT1G17850', 'AT1G29920', 'AT1G42960', 'AT1G67280', 'AT1G72640', 'AT1G74710', 'AT2G20270', 'AT2G27290', 'AT2G30950', 'AT2G40760', 'AT2G43010', 'AT3G10130', 'AT3G15110', 'AT3G22690', 'AT3G55330', 'AT3G57680', 'AT4G01050', 'AT4G13670', 'AT4G20820', 'AT4G24750', 'AT4G35770', 'AT4G39460', 'AT4G39960', 'AT5G03455', 'AT5G12470', 'AT5G13120', 'AT5G23890', 'AT5G42765', 'AT5G52780']	[45, 46, 47, 48, 49]	33	5
186173	0.0222	['AT1G06690', 'AT1G07510', 'AT1G10170', 'AT1G15820', 'AT1G17850', 'AT1G29920', 'AT1G42960', 'AT1G67280', 'AT1G72640', 'AT1G74710', 'AT2G20270', 'AT2G27290', 'AT2G40760', 'AT2G43010', 'AT3G10130', 'AT3G15110', 'AT3G22690', 'AT3G55330', 'AT3G57680', 'AT4G01050', 'AT4G13670', 'AT4G20820', 'AT4G24750', 'AT4G35770', 'AT4G39460', 'AT4G39960', 'AT5G03455', 'AT5G12470', 'AT5G13120', 'AT5G23890', 'AT5G42765', 'AT5G52780', 'AT5G52970']	[45, 46, 47, 48, 49]	33	5
69132	0.0222	['AT1G07510', 'AT4G20820', 'AT1G31180', 'AT3G15360', 'AT2G37230', 'AT1G15820', 'AT5G52970', 'AT5G42070', 'AT3G10130', 'AT3G22690', 'AT2G40760', 'AT5G21430', 'AT1G06690', 'AT3G24590', 'AT2G22360', 'AT3G55330', 'AT2G24020', 'AT3G57680', 'AT4G35770', 'AT1G23740', 'AT1G10170', 'AT1G50250', 'AT1G29920', 'AT1G30510', 'AT1G79230', 'AT1G52220', 'AT4G13670', 'AT1G42960', 'AT1G67280', 'AT3G60370']	[16]	30	1
69134	0.0222	['AT1G07510', 'AT4G20820', 'AT1G31180', 'AT3G15360', 'AT2G37230', 'AT1G15820', 'AT5G52970', 'AT5G42070', 'AT3G10130', 'AT3G22690', 'AT2G40760', 'AT5G21430', 'AT1G06690', 'AT3G24590', 'AT2G22360', 'AT3G55330', 'AT2G24020', 'AT3G57680', 'AT4G35770', 'AT1G23740', 'AT1G10170', 'AT1G50250', 'AT1G29920', 'AT3G26580', 'AT1G79230', 'AT1G52220', 'AT1G67280', 'AT3G60370', 'AT4G13670', 'AT1G42960']	[16]	30	1
44348	0.0222	['AT1G06690', 'AT1G07510', 'AT1G17850', 'AT1G52220', 'AT1G66670', 'AT1G79230', 'AT2G37230', 'AT2G40760', 'AT3G10130', 'AT3G10470', 'AT3G22690', 'AT3G24590', 'AT3G26580', 'AT3G55330', 'AT3G57680', 'AT4G13670', 'AT4G20820', 'AT4G35770', 'AT5G21430', 'AT5G42070']	[12, 13, 14]	20	3
44351	0.0222	['AT1G06690', 'AT1G07510', 'AT1G17850', 'AT1G52220', 'AT1G66670', 'AT1G67280', 'AT1G79230', 'AT2G40760', 'AT3G10130', 'AT3G10470', 'AT3G22690', 'AT3G24590', 'AT3G26580', 'AT3G55330', 'AT3G57680', 'AT4G13670', 'AT4G20820', 'AT4G35770', 'AT5G21430', 'AT5G42070']	[12, 13, 14]	20	3
185631	0.0222	['AT1G07510', 'AT1G15140', 'AT1G50250', 'AT1G51350', 'AT1G52220', 'AT1G75690', 'AT2G24020', 'AT2G35040', 'AT3G28850', 'AT3G58010', 'AT3G60370', 'AT4G13010', 'AT4G16155', 'AT4G38380', 'AT5G16150', 'AT5G16660', 'AT5G19500', 'AT5G21430', 'AT5G52970', 'AT5G59250']	[44, 45, 46, 47, 48, 49, 50, 51, 52]	20	9
39003	0.0222	['AT2G17630', 'AT4G27700', 'AT5G13120', 'AT5G15250', 'AT5G39830']	[11, 12, 13]	5	3
39070	0.0222	['AT1G15820', 'AT1G22020', 'AT1G22450', 'AT1G50250', 'AT1G51350', 'AT1G56500', 'AT1G75690', 'AT2G42975', 'AT3G15360', 'AT3G28850', 'AT3G58010', 'AT4G13010', 'AT4G16155', 'AT4G38380', 'AT4G39460', 'AT5G08540', 'AT5G16660', 'AT5G19500', 'AT5G53170', 'AT5G59250']	[11, 12, 13]	20	3
76594	0.0222	['AT1G12250', 'AT1G76760', 'AT2G40400', 'AT5G03455', 'AT5G08540']	[17, 18, 19, 20, 21, 22, 23, 24, 25]	5	9
39576	0.0222	['AT1G22020', 'AT1G22450', 'AT1G50250', 'AT1G56500', 'AT2G42975', 'AT3G15360', 'AT3G58010', 'AT4G13010', 'AT4G38380', 'AT4G39460', 'AT5G12470', 'AT5G16660', 'AT5G19500', 'AT5G53170', 'AT5G59250']	[11, 12, 13, 14, 15]	15	5
