Term_id	Sign_score	Gene_number	Time_point_length	leaf	Trend1	Trend2	Trend3
101377	0.3048	7	10	1	1	1	0
82160	0.2619	7	10	1	1	1	0
161514	0.2611	6	10	1	1	0	1
160994	0.2545	5	11	1	1	1	0
160995	0.2545	5	11	1	1	1	0
60614	0.2374	6	11	1	0	0	0
160874	0.2278	6	10	0	1	0	0
4740	0.219	7	10	1	0	0	1
92378	0.219	7	10	1	1	1	0
65679	0.2125	8	10	1	0	0	1
158835	0.1857	7	10	1	1	1	0
65678	0.1815	9	10	1	0	0	1
7812	0.1759	6	12	1	0	1	1
82158	0.1722	6	10	1	1	0	0
82159	0.1667	6	10	1	1	1	0
158834	0.1611	6	10	1	1	1	0
4759	0.1602	7	11	1	0	1	0
65694	0.1593	9	10	1	0	0	1
158837	0.1571	7	10	1	1	1	0
160873	0.1519	9	10	0	1	1	0
7776	0.1444	9	10	0	0	1	0
119858	0.1424	6	16	1	1	0	1
55974	0.1389	8	12	0	0	0	1
56256	0.1368	6	13	1	0	1	1
7811	0.1343	6	12	1	0	1	1
82157	0.1333	6	10	0	1	0	0
82298	0.1273	5	11	1	0	0	1
158836	0.1259	9	10	1	1	1	0
13791	0.12	10	10	1	0	1	1
50925	0.1172	7	13	0	0	0	1
65736	0.1167	10	10	0	0	0	1
65939	0.1162	6	11	1	0	1	1
160878	0.1125	8	10	0	1	1	0
3193	0.1111	5	12	1	0	1	0
45346	0.1111	6	10	1	1	1	0
51207	0.1095	5	14	1	1	1	0
161005	0.1082	7	11	1	1	1	0
37209	0.1059	5	17	1	0	1	1
37210	0.1059	5	17	1	0	1	1
61050	0.1056	5	12	1	1	1	0
161520	0.1042	8	10	1	1	0	1
140059	0.101	9	11	0	1	1	0
73006	0.0987	8	19	1	1	0	1
101483	0.0976	9	11	0	0	1	0
119583	0.0972	12	14	0	0	0	0
134285	0.0952	7	10	1	1	1	0
26328	0.0952	5	14	1	0	0	1
153556	0.0938	6	16	0	1	1	0
137231	0.0926	9	10	1	1	0	0
156944	0.0926	6	15	1	1	1	0
104035	0.0913	6	28	1	1	1	1
108019	0.0905	5	28	1	0	1	0
140166	0.0903	8	12	1	1	1	0
21653	0.0897	8	13	1	0	1	1
131253	0.0889	6	10	0	0	0	1
141789	0.0884	6	22	0	1	1	1
37057	0.0854	10	16	0	0	0	1
4793	0.0842	7	13	1	0	1	1
114908	0.0842	7	26	0	0	1	0
113891	0.0819	12	19	1	1	1	0
114909	0.0812	6	26	0	0	1	0
25965	0.0812	6	13	0	0	0	1
141038	0.081	8	18	0	1	1	0
141039	0.081	8	18	0	1	1	0
41794	0.0808	11	15	1	0	0	1
103749	0.0806	7	26	0	1	1	1
4760	0.0779	14	11	0	0	1	0
17492	0.0778	6	10	1	0	0	0
7817	0.0772	9	12	0	0	1	1
7777	0.0771	16	10	0	0	1	0
131585	0.0769	13	13	0	1	1	1
137282	0.0768	15	11	0	1	1	1
141356	0.0762	7	20	1	1	1	0
32732	0.0762	5	21	1	0	0	1
120575	0.075	11	21	0	1	1	1
37787	0.075	6	20	1	0	0	1
37802	0.075	6	20	1	0	0	1
140151	0.075	10	12	0	1	1	0
131584	0.075	13	13	1	1	1	1
141518	0.0748	7	21	0	1	1	0
143333	0.0744	7	16	0	0	0	0
13798	0.0744	13	10	1	0	1	1
107812	0.0741	6	27	1	1	1	1
107814	0.0741	7	27	0	1	1	1
151478	0.0733	7	13	1	0	1	1
143334	0.0729	8	16	1	0	0	0
30082	0.0727	11	10	1	0	1	1
114716	0.0726	9	25	0	1	1	1
61827	0.0722	8	15	0	0	0	1
61838	0.0722	8	15	1	0	0	1
145566	0.0718	9	16	0	1	1	0
145392	0.0714	8	14	0	1	1	1
159423	0.0714	6	14	1	0	1	1
32031	0.0711	8	17	1	0	0	1
101378	0.0708	8	10	0	1	1	0
97675	0.0707	11	12	0	0	0	0
97692	0.0707	11	12	0	0	0	0
114450	0.07	12	23	0	1	1	0
105230	0.07	10	10	1	0	0	1
87261	0.07	10	10	1	0	0	1
134238	0.0697	11	10	1	1	1	0
145542	0.0691	9	15	1	1	1	0
108018	0.069	5	28	1	0	1	1
156653	0.0685	8	14	0	1	1	0
137894	0.0684	13	15	0	1	1	0
18102	0.0675	6	14	1	1	1	1
145848	0.0671	8	18	1	1	1	0
37058	0.0667	10	16	0	0	0	1
21469	0.0667	10	12	0	0	1	1
87276	0.0667	6	10	1	0	0	1
161519	0.0667	8	10	1	1	0	0
97286	0.0667	12	10	0	0	0	0
97292	0.0667	12	10	0	0	0	0
71133	0.0662	12	13	0	1	0	1
113897	0.0658	12	19	1	1	1	1
42547	0.0652	7	19	1	0	0	1
42551	0.0652	7	19	1	0	0	1
128326	0.0648	6	12	1	1	1	0
64971	0.0648	7	36	1	1	1	1
72663	0.0644	7	17	1	1	0	1
72662	0.0644	7	17	1	1	0	1
132198	0.0637	12	17	0	1	1	0
107804	0.0635	7	27	1	1	1	1
160887	0.0633	10	10	1	1	1	1
82320	0.0629	13	11	1	0	0	0
82330	0.0629	13	11	1	0	0	0
77217	0.0625	12	12	1	0	0	1
77236	0.0625	12	12	1	0	0	1
114668	0.0625	8	24	0	0	1	0
142872	0.0623	14	13	0	1	1	0
158798	0.0619	7	10	1	1	1	1
137228	0.0617	20	10	0	0	0	0
152879	0.0615	13	10	0	1	1	0
106891	0.0612	7	21	1	0	1	1
131583	0.0611	13	13	1	1	1	1
71137	0.0611	13	13	0	1	0	1
139983	0.0611	18	10	0	1	1	0
131358	0.0606	5	11	1	1	0	0
114671	0.0606	11	24	0	0	0	0
21259	0.0606	12	11	0	0	1	1
143149	0.06	10	15	0	1	1	0
137890	0.0598	13	15	0	1	1	1
156348	0.0598	9	13	0	1	1	0
50670	0.0595	7	12	1	1	1	1
107515	0.0593	9	25	0	1	1	1
25463	0.0593	5	54	1	1	0	1
30820	0.0592	13	13	1	0	0	0
145393	0.0584	11	14	0	1	1	1
107810	0.0582	7	27	0	1	1	1
37056	0.058	14	16	0	0	0	1
113513	0.057	19	16	0	0	0	0
32030	0.0564	8	17	1	0	0	1
144956	0.0563	16	10	0	1	1	0
144960	0.0563	16	10	0	1	1	0
107775	0.0561	8	26	0	0	0	0
100146	0.056	8	29	0	1	1	1
141790	0.0556	6	22	0	1	1	1
50669	0.0556	7	12	1	1	1	1
149405	0.0556	15	10	0	1	1	0
149406	0.0556	15	10	0	1	1	0
149408	0.0556	15	10	0	1	1	0
149409	0.0556	15	10	1	1	1	0
149410	0.0556	15	10	1	1	1	0
122177	0.0556	9	10	1	1	1	0
156154	0.0556	10	12	0	1	1	0
156163	0.0556	6	12	1	1	1	1
160848	0.0556	6	16	1	1	0	1
160879	0.0556	9	10	0	1	1	0
114707	0.055	8	25	0	1	1	1
