0	120
1	133
10	282
11	385
12	346
13	446
14	307
15	472
16	312
17	291
18	323
19	365
2	154
20	258
21	301
22	278
23	280
24	290
25	296
26	249
27	252
28	258
29	255
3	179
30	291
31	309
32	262
33	262
34	269
35	329
36	270
37	244
38	264
39	246
4	293
40	246
41	224
42	297
43	271
44	254
45	257
46	330
47	238
48	304
49	220
5	307
50	282
51	292
52	335
6	233
7	280
8	328
9	264
