AT2G20260	5	1	1	1	3	2	4	5	3	4	1	2	2	1	4	3	1	1	1	4	3	5	3	2	5	2	1	1	3	2	2	4	3	2	2	4	2	4	1	2	3	3	3	1	2	5	4	3	2	5	3	5	3	5
AT1G03600	1	3	3	3	1	4	3	2	4	3	3	5	4	5	1	2	2	2	5	5	5	1	1	4	1	4	3	5	4	3	1	3	2	3	4	3	4	2	5	4	4	5	2	2	4	4	5	5	4	1	2	2	1	3
AT5G39830	5	1	1	1	3	2	4	5	3	4	1	2	2	1	4	3	1	1	1	4	3	5	3	2	5	5	4	2	3	4	2	4	3	2	2	5	2	4	1	2	3	3	3	1	2	5	4	3	2	5	3	5	3	5
AT1G20810	4	4	2	4	4	1	1	4	2	2	1	5	1	3	3	1	4	1	1	1	3	5	5	2	5	5	4	2	3	4	2	5	3	1	2	5	2	4	1	3	2	2	1	5	3	1	2	4	3	3	1	4	4	1
AT1G14150	5	1	1	1	3	2	4	5	3	4	1	2	2	1	4	3	1	1	1	4	3	5	5	2	5	2	1	1	3	2	2	4	3	2	2	5	2	4	1	2	3	3	3	1	2	5	4	3	2	5	3	5	3	5
AT2G41330	5	1	1	1	3	2	4	5	3	4	1	2	2	1	4	3	1	1	1	4	3	5	5	2	5	2	1	1	3	4	2	4	3	2	2	5	2	4	1	2	3	2	3	5	2	1	4	4	3	5	3	5	3	5
AT3G19490	1	1	1	2	5	3	5	3	1	4	5	3	4	1	1	4	3	1	4	4	2	4	3	3	4	2	1	1	1	2	4	4	3	2	5	4	5	4	1	4	1	1	3	3	2	2	4	2	2	5	3	5	2	5
AT3G17830	3	2	2	4	5	3	5	1	1	1	4	3	5	2	1	4	3	2	2	5	5	4	2	4	3	4	3	4	1	5	3	3	2	3	5	1	3	2	4	1	1	5	5	3	1	4	3	1	1	1	1	2	1	4
AT1G17850	5	1	1	1	3	2	4	5	3	5	1	4	2	3	3	3	1	1	1	4	3	5	5	2	5	5	4	2	3	4	2	5	3	1	2	5	2	4	1	2	3	3	3	1	2	5	4	3	2	5	3	5	3	5
AT2G01140	2	1	1	4	4	1	1	4	2	2	1	5	1	4	5	1	4	4	3	3	4	2	5	1	1	5	2	3	2	1	2	1	4	5	3	2	3	1	1	3	2	2	1	5	3	1	2	4	3	3	1	1	3	2
AT1G67700	5	1	1	1	3	2	4	5	3	4	1	2	2	1	4	3	1	1	1	4	3	5	3	2	2	2	1	1	3	2	2	4	3	2	2	4	2	4	1	2	3	3	3	1	2	5	4	3	2	5	3	5	3	5
AT5G01500	5	1	1	1	3	2	4	5	3	5	1	2	2	1	4	3	1	1	1	4	3	5	3	2	5	2	1	2	3	4	2	4	3	2	2	5	2	4	1	2	3	3	3	1	2	5	4	3	2	5	3	5	3	5
AT3G57680	5	1	1	1	3	2	4	5	3	5	1	4	2	3	3	3	1	1	1	4	3	5	5	2	5	5	4	2	3	4	2	5	3	1	2	5	2	4	1	2	3	3	3	1	2	5	4	3	2	5	3	5	3	5
AT4G16155	5	1	1	1	3	2	4	5	3	5	1	4	2	3	3	3	1	1	1	1	3	5	3	3	5	5	4	2	3	4	5	5	3	1	2	5	2	3	1	2	3	3	3	1	2	5	4	3	2	5	3	5	3	5
AT1G56500	5	1	1	1	3	2	4	5	3	5	1	4	2	3	3	3	1	1	1	1	3	5	3	2	5	5	4	2	3	4	2	5	3	1	4	5	2	4	1	2	3	1	3	1	2	5	4	3	2	5	3	3	3	5
AT1G22450	5	1	4	1	3	2	4	5	3	5	1	4	2	3	3	3	1	1	1	1	3	5	3	3	5	5	4	2	3	4	5	5	3	1	2	5	2	3	1	2	3	3	3	1	2	5	4	3	2	4	3	5	5	5
AT5G53170	5	1	1	1	3	2	4	5	3	5	1	4	2	3	3	3	1	1	1	1	3	5	3	3	5	5	4	2	3	4	5	5	3	1	2	5	2	3	1	2	3	3	3	1	2	5	4	3	2	5	3	5	3	5
AT5G15250	5	1	1	1	3	2	4	5	3	5	1	2	2	1	4	3	1	1	1	4	3	5	5	2	5	5	4	2	3	4	2	4	3	2	2	5	2	4	1	2	3	3	3	1	2	5	4	3	2	5	3	5	3	5
AT3G58010	5	1	1	1	3	2	4	5	3	5	1	4	2	3	3	3	1	1	1	1	3	5	5	2	5	5	4	2	3	4	2	5	3	1	2	5	2	3	1	2	3	3	3	1	2	5	4	3	2	5	3	5	3	5
AT2G29500	5	1	1	1	3	2	4	5	3	4	1	2	2	1	4	3	1	1	1	4	3	5	3	2	5	2	1	1	3	2	2	4	3	2	2	4	2	4	1	2	3	3	3	1	2	5	4	3	2	5	3	5	3	5
AT3G60370	5	1	1	1	3	2	4	5	3	5	1	4	2	3	4	3	1	1	1	1	3	5	3	3	5	5	4	2	3	4	2	5	3	1	2	5	2	4	1	2	3	3	3	1	2	5	4	3	2	5	3	5	3	5
AT1G50460	5	1	1	1	4	2	4	5	3	5	1	4	2	3	3	3	1	1	1	1	3	5	5	2	5	5	4	2	3	4	2	5	3	1	2	5	2	3	1	2	3	3	3	1	2	5	4	3	2	5	3	5	3	5
AT2G26800	5	1	1	1	3	2	4	5	3	4	1	2	2	1	4	3	1	1	1	4	3	5	5	2	5	2	1	1	3	4	2	4	3	2	2	5	2	4	1	2	3	3	3	1	2	5	4	3	2	5	3	5	3	5
AT1G21750	4	4	2	4	4	1	1	4	2	2	1	5	1	4	5	1	4	1	3	1	3	2	5	1	5	5	4	3	2	1	2	1	4	5	3	2	2	1	1	3	2	2	1	5	3	1	2	4	3	3	1	4	4	1
AT2G44990	5	1	1	1	3	2	4	5	3	4	1	2	2	1	4	3	1	1	1	4	3	5	3	2	5	2	1	1	3	2	2	4	3	2	2	4	2	4	1	2	3	3	3	1	2	5	4	3	2	5	3	5	3	5
AT1G30510	2	5	5	1	4	2	4	5	3	5	1	4	2	3	3	3	1	1	1	1	3	5	5	2	5	5	4	2	3	4	2	5	3	1	2	5	2	4	1	2	3	2	3	5	2	1	4	4	3	3	1	1	4	2
AT3G10130	2	5	5	1	3	2	4	5	3	5	1	4	2	3	3	3	1	1	1	4	3	5	5	2	5	5	4	2	3	4	2	5	3	1	2	5	2	4	1	2	3	3	3	1	2	5	4	3	2	5	3	1	3	2
AT3G22690	5	1	1	1	3	2	4	5	3	5	1	4	2	3	3	3	1	1	1	1	3	5	5	2	5	5	4	2	3	4	2	5	3	1	2	5	2	4	1	2	3	3	3	1	2	5	4	3	2	5	3	5	3	5
AT1G54050	5	1	1	1	3	2	4	5	3	5	1	2	2	3	4	3	1	1	1	4	3	5	5	2	5	5	4	2	3	4	2	4	3	1	2	5	2	4	1	2	3	3	3	1	2	5	4	3	2	5	3	5	3	5
AT1G55370	5	1	1	1	3	2	4	5	3	5	1	4	2	3	4	3	1	1	1	4	3	5	3	2	5	5	4	2	3	4	2	5	3	1	2	5	2	4	1	2	3	3	3	1	2	5	4	3	2	5	3	5	3	5
AT4G35770	5	1	1	1	3	2	4	5	3	5	1	4	2	3	3	3	1	1	1	4	3	5	5	2	5	5	4	2	3	4	2	5	3	1	2	5	2	4	1	2	3	3	3	1	2	5	4	3	2	5	3	5	3	5
AT3G56040	1	1	4	2	2	5	3	2	4	3	2	5	4	5	2	2	5	2	5	5	5	1	4	4	1	4	3	5	4	5	1	2	5	4	4	1	1	5	2	4	5	4	4	2	5	3	1	1	5	2	5	1	5	4
AT1G27510	2	5	5	4	4	1	1	4	2	2	1	5	2	1	3	3	1	1	1	4	3	5	5	2	5	2	1	1	3	2	2	4	3	2	2	5	2	4	1	2	3	3	3	1	2	5	4	3	2	3	1	1	4	2
AT5G59250	5	1	1	1	3	2	4	5	3	5	1	4	2	3	3	3	1	1	1	1	3	5	3	3	5	5	4	2	3	4	5	5	3	1	2	5	2	3	1	2	3	3	3	1	2	5	4	3	2	5	3	5	3	5
AT1G75690	5	1	1	1	3	2	4	5	3	5	1	4	2	3	3	3	1	1	1	1	3	5	3	3	5	5	4	2	3	4	5	5	3	1	2	5	2	3	1	2	3	3	3	1	2	5	4	3	2	5	3	5	3	5
AT4G01900	2	5	5	1	3	2	4	5	3	5	1	4	2	3	3	3	1	1	1	4	3	5	5	2	5	5	4	2	3	4	2	5	3	1	2	5	2	4	1	2	3	3	3	1	2	5	4	3	2	3	3	1	3	2
AT2G18790	5	1	1	2	5	2	4	5	5	4	5	2	2	1	4	3	1	1	4	4	2	5	3	2	2	2	1	1	3	2	4	4	3	2	2	4	5	4	1	2	3	1	3	1	2	5	4	3	2	5	3	5	2	5
AT1G78915	2	5	5	4	4	1	1	4	2	2	1	5	1	4	5	1	4	4	3	1	4	2	5	1	5	5	4	2	3	4	2	1	3	5	3	2	2	1	1	3	2	2	1	5	3	1	2	4	3	3	1	3	4	2
AT3G24590	2	5	5	1	3	2	4	5	3	5	1	4	2	3	3	3	1	1	1	1	3	5	5	2	5	5	4	2	3	4	2	5	3	1	2	5	2	4	1	2	3	3	3	1	2	5	4	3	2	5	3	1	3	2
AT2G01918	2	5	5	4	4	1	4	5	2	4	1	2	2	1	4	3	1	1	1	4	3	5	5	2	5	2	1	1	3	4	2	4	3	2	2	5	2	4	1	2	3	3	3	1	2	5	4	3	2	5	3	1	3	2
AT1G52220	5	1	1	1	3	2	4	5	3	5	1	4	2	3	3	3	1	1	1	4	3	5	3	2	5	5	4	2	3	4	2	5	3	1	2	5	2	3	1	2	3	3	3	1	2	5	4	3	2	5	3	5	3	5
AT3G15360	4	4	2	1	3	2	4	5	3	5	1	4	2	3	3	3	1	1	1	1	3	5	5	2	5	5	4	2	3	4	2	5	3	1	2	5	2	4	1	2	3	3	3	1	2	1	4	4	3	3	1	4	4	1
AT1G65260	2	5	5	4	4	1	1	4	2	2	1	5	1	4	5	1	4	4	3	1	4	2	5	1	5	5	4	3	2	1	2	1	4	5	3	2	3	1	1	3	2	2	1	5	3	1	2	4	3	3	1	4	4	2
AT4G04020	5	1	1	1	3	2	4	5	3	5	1	4	2	3	4	3	1	1	1	4	3	5	5	2	5	5	4	2	3	4	2	4	3	2	2	5	2	4	1	2	3	3	3	1	2	5	4	3	2	5	3	5	3	5
AT1G32500	1	1	1	2	3	2	4	3	4	4	5	3	4	3	1	4	3	1	4	4	2	4	1	3	4	5	5	2	3	4	4	5	3	3	1	3	5	3	5	4	5	4	3	1	2	5	4	3	2	5	3	5	3	5
AT3G47060	5	1	1	1	4	1	4	5	3	5	1	2	2	3	4	3	1	1	1	4	3	5	5	2	5	2	1	1	3	2	2	4	3	2	2	5	2	4	1	2	3	3	3	1	2	5	4	3	2	5	3	5	3	5
AT2G26550	1	1	4	2	2	5	3	2	4	5	2	1	2	3	4	3	5	1	4	1	2	4	1	4	4	3	5	5	4	3	1	2	5	3	1	3	1	5	5	4	5	4	4	2	5	4	1	1	2	4	5	5	5	5
AT4G20820	5	1	1	1	3	2	4	5	3	5	1	4	2	3	3	3	1	1	1	1	3	5	5	2	5	5	4	2	3	4	2	5	3	1	2	5	2	4	1	2	3	3	3	1	2	5	4	3	2	5	3	5	3	5
AT1G74070	2	5	5	4	4	1	1	4	2	2	1	5	2	3	5	1	4	1	3	1	3	2	5	2	5	5	4	2	3	4	2	5	3	5	3	2	2	1	1	3	2	2	1	5	3	1	2	4	3	3	1	4	4	1
AT3G53560	2	5	5	1	4	1	1	4	2	2	1	5	1	4	5	1	4	1	3	1	3	2	5	2	5	5	4	2	3	4	2	5	3	1	2	5	2	4	1	3	2	2	1	5	3	1	2	4	3	3	1	1	4	2
AT5G53490	2	5	5	1	4	1	4	5	2	5	1	4	2	3	3	1	4	1	1	1	3	5	5	2	5	5	4	2	3	4	2	5	3	1	2	5	2	4	1	3	3	3	3	1	2	5	4	3	2	5	3	1	3	2
AT2G42975	2	5	5	1	3	2	4	5	3	5	1	4	2	3	3	3	1	1	1	1	3	5	5	2	5	5	4	2	3	4	2	5	3	1	2	5	2	3	1	2	3	3	3	1	2	5	4	3	2	5	3	1	3	2
AT2G20270	5	1	1	1	3	2	4	5	3	5	1	4	2	3	4	3	1	1	1	4	3	5	3	3	5	5	4	2	3	4	2	5	3	1	2	5	2	4	1	2	3	3	3	1	2	5	4	3	2	5	3	5	3	5
AT2G29180	5	1	1	2	3	2	4	5	5	4	5	2	2	1	4	3	1	1	4	4	2	5	3	2	2	2	1	1	3	2	4	4	3	2	2	4	5	4	1	2	3	1	3	1	2	5	4	3	2	5	3	5	3	5
AT3G01440	5	5	5	1	3	2	4	5	3	4	1	2	2	1	4	3	1	1	1	4	3	5	5	2	5	2	1	1	3	2	2	4	3	2	2	5	2	4	1	2	3	3	3	1	2	5	4	3	2	5	3	5	3	5
AT1G76760	2	5	5	1	3	2	4	5	3	5	1	4	2	3	4	3	1	1	1	4	3	5	3	2	5	5	4	2	3	4	2	4	3	2	2	5	2	4	1	2	3	3	3	1	2	5	4	3	2	5	3	1	3	2
AT2G26360	3	2	3	5	5	3	5	1	1	1	5	3	5	2	1	4	3	2	2	5	5	4	2	4	3	1	3	4	4	5	3	3	2	3	5	1	3	2	4	1	1	5	5	3	1	4	3	1	1	1	4	2	1	4
AT4G13670	5	1	1	1	3	2	4	5	3	5	1	4	2	3	3	3	1	1	1	4	3	5	3	3	5	5	4	2	3	4	2	5	3	1	2	5	2	4	1	2	3	3	3	1	2	5	4	3	2	5	3	5	3	5
AT2G35040	5	1	1	1	3	2	4	5	3	5	1	4	2	3	4	3	1	1	1	4	3	5	3	3	5	5	4	2	3	4	2	5	3	1	2	5	2	3	1	2	3	3	3	1	2	5	4	3	2	5	3	5	3	5
AT1G65230	1	1	4	2	2	5	3	2	4	3	2	1	3	5	2	2	5	2	5	1	1	3	4	4	4	3	2	5	4	4	5	2	5	4	1	1	1	5	2	4	5	4	4	2	5	3	4	1	5	4	5	3	5	5
AT1G03850	2	5	5	1	4	5	3	5	2	5	1	5	1	3	5	1	4	1	3	1	3	2	5	1	5	5	4	2	3	4	5	5	3	5	3	2	2	1	1	3	2	2	1	5	3	1	2	4	3	3	1	1	4	2
AT1G50250	2	1	5	1	3	2	4	5	3	5	1	4	2	3	3	3	1	1	1	1	3	5	5	2	5	5	4	2	3	4	2	5	3	1	2	5	2	4	1	2	3	3	3	1	2	5	4	3	2	5	3	5	3	2
AT2G40760	5	1	1	1	3	2	4	5	3	5	1	4	2	3	3	3	1	1	1	4	3	5	5	2	5	5	4	2	3	4	2	5	3	1	2	5	2	4	1	2	3	3	3	1	2	5	4	3	2	5	3	5	3	5
AT2G26340	2	5	5	1	4	1	3	5	3	5	1	1	3	3	2	2	5	1	5	1	1	3	3	3	4	3	2	2	3	4	5	5	5	4	1	1	1	5	2	4	5	4	3	1	5	3	4	3	2	4	3	1	5	2
AT5G08050	4	4	2	1	2	5	3	2	4	5	2	1	3	5	2	2	5	1	5	1	1	3	3	3	5	3	2	2	3	4	5	5	5	4	1	5	2	3	1	4	5	4	3	1	2	3	4	4	3	3	1	4	4	1
AT1G22020	5	1	1	1	3	2	4	5	3	5	1	4	2	3	3	3	1	1	1	1	3	5	3	3	5	5	4	2	3	4	5	5	3	1	2	5	2	3	1	2	3	3	3	1	2	5	4	3	2	5	3	5	3	5
AT5G16150	5	1	1	1	3	2	4	5	3	5	1	4	2	3	3	3	1	1	1	1	3	5	5	2	5	5	4	2	3	4	2	5	3	1	2	5	2	3	1	2	3	3	3	1	2	5	4	3	2	5	3	5	3	5
AT4G24750	2	5	5	1	4	2	4	5	3	5	1	4	2	3	4	3	1	1	1	4	3	5	3	2	5	5	4	2	3	4	2	5	3	1	2	5	2	4	1	2	3	3	3	1	2	5	4	3	2	5	3	1	3	2
AT4G01050	2	5	5	1	3	2	4	5	3	5	1	4	2	3	3	3	1	1	1	4	3	5	5	2	5	5	4	2	3	4	2	5	3	1	2	5	2	4	1	2	3	3	3	1	2	5	4	3	2	5	3	1	3	2
AT1G02560	5	1	1	1	3	2	4	5	3	4	1	2	2	1	4	3	1	1	1	4	3	5	3	2	5	2	1	1	3	2	2	4	3	2	2	4	2	4	1	2	3	3	3	1	2	5	4	3	2	5	3	5	3	5
AT1G18730	5	1	1	1	3	2	4	5	3	4	1	2	2	1	4	3	1	1	1	4	3	5	5	2	5	5	4	2	3	4	2	4	3	1	2	5	2	4	1	2	3	3	3	1	2	5	4	3	2	5	3	5	3	5
AT3G46780	5	1	1	1	2	5	3	5	3	5	1	4	2	3	3	3	1	1	1	1	3	5	5	2	5	5	4	2	3	4	5	5	3	1	2	5	2	3	1	2	3	3	3	1	2	5	4	3	2	5	3	5	3	5
AT1G79450	2	5	5	1	4	2	4	5	3	5	1	4	2	3	3	1	4	1	1	1	3	5	5	2	5	5	4	2	3	4	2	5	3	1	2	5	2	4	1	2	3	3	3	5	2	1	4	4	3	3	3	1	4	2
AT1G06690	5	1	1	1	4	2	4	5	3	5	1	4	2	3	3	3	1	1	1	4	3	5	5	2	5	5	4	2	3	4	2	5	3	1	2	5	2	4	1	2	3	3	3	1	2	5	4	3	2	5	3	5	3	5
AT1G23740	2	5	5	1	3	2	4	5	3	5	1	4	2	3	3	3	1	1	1	1	3	5	5	2	5	5	4	2	3	4	2	5	3	1	2	5	2	4	1	2	3	3	3	1	2	5	4	3	2	5	3	1	3	2
AT3G46610	1	1	4	2	1	4	3	3	4	3	2	3	4	5	1	2	2	5	5	5	2	4	1	4	1	4	3	5	4	3	1	2	5	3	5	3	1	5	5	4	5	4	4	2	5	4	1	1	5	2	5	1	5	5
AT1G29920	5	1	1	1	3	2	4	5	3	5	1	4	2	3	3	3	1	1	1	1	3	5	5	2	5	5	4	2	3	4	2	5	3	1	2	5	2	4	1	2	3	3	3	1	2	5	4	3	2	5	3	5	3	5
AT1G50450	2	5	5	4	4	1	1	4	2	2	1	5	1	4	5	5	4	4	3	3	4	2	2	1	1	1	2	3	2	1	3	1	4	5	3	2	3	1	4	3	4	2	1	4	3	3	2	4	3	3	1	4	4	2
AT2G17630	5	1	1	1	3	2	4	5	3	5	1	2	2	1	4	3	1	1	1	4	3	5	3	2	5	2	1	1	3	2	2	4	3	2	2	5	2	4	1	2	3	3	3	1	2	5	4	3	2	5	3	5	3	5
AT1G14590	2	5	5	1	4	1	4	5	3	5	1	4	2	3	3	3	1	1	1	4	3	5	5	2	5	5	4	2	3	4	2	4	3	1	2	5	2	4	1	2	3	3	3	1	2	5	4	3	2	5	3	1	3	2
AT1G54790	2	5	5	1	4	1	1	4	2	2	1	5	2	3	4	1	4	1	3	4	3	2	5	1	5	5	4	3	2	1	2	1	3	5	3	2	2	1	1	3	2	2	1	5	3	1	2	4	3	3	1	1	4	2
AT2G22360	5	1	4	1	3	2	4	5	3	5	1	4	2	3	3	3	1	1	1	1	3	5	3	2	5	5	4	2	3	4	2	5	3	1	2	5	2	3	1	2	3	3	3	1	2	5	4	3	2	5	3	5	3	5
AT4G39960	2	5	5	1	3	2	4	5	3	5	1	4	2	3	4	3	1	1	1	4	3	5	5	2	5	5	4	2	3	4	2	4	3	2	2	5	2	4	1	2	3	3	3	1	2	5	4	3	2	5	3	1	3	2
AT1G15820	5	1	1	1	3	2	4	5	3	5	1	4	2	3	3	3	1	1	1	1	3	5	5	2	5	5	4	2	3	4	2	5	3	1	2	5	2	4	1	2	3	3	3	1	2	5	4	3	2	5	3	5	3	5
AT5G52440	5	1	1	2	3	2	4	5	3	5	1	4	2	3	4	3	5	1	4	1	1	3	3	3	4	3	2	2	3	4	5	5	5	1	1	5	1	3	1	4	5	4	3	1	2	5	4	3	2	4	3	5	3	5
AT1G74880	2	5	5	4	4	1	1	4	2	2	1	5	1	4	5	5	4	4	3	3	4	2	2	1	1	1	2	3	5	1	3	1	4	5	3	2	3	1	4	3	4	2	1	4	3	3	2	4	3	3	1	4	4	2
AT3G28850	5	1	1	1	3	2	4	5	3	5	1	4	2	3	3	3	1	1	1	1	3	5	3	3	5	5	4	2	3	4	5	5	3	1	2	5	2	3	1	2	3	3	3	1	2	5	4	3	2	5	3	5	3	5
