term_id	sign_score	level	annotation_gene	start_time	end_time	geneSize	time_size
88001	0.3111	2	837996,844378,816394,817467,829438,834232	68	82	6	15
11823	0.3056	1	824770,817196,844245,843491,841033,842830	54	63	6	10
87603	0.2823	1	839566,837996,844378,816394,817467,829438,834232	68	81	7	14
69153	0.2444	1	816394,844378,837996,829438,839566,817467	65	74	6	10
106653	0.2381	1	844378,839566,843095,817467,829438,834232,837996	71	80	7	10
3813	0.2323	1	841033,842830,843491,844245,817196,824770	51	61	6	11
93116	0.2292	1	839566,843095,844378,837996,834232,829438,816394,817467	69	78	8	10
3796	0.2208	1	829438,820041,840144,820665,816394,838259,835398,817467	51	60	8	10
5583	0.219	1	824770,830754,843491,844245,817196,841033,842830	52	61	7	10
106652	0.219	1	844378,839566,843095,817620,829438,834232,837996	71	80	7	10
93115	0.1667	1	839566,843095,844378,837996,834232,817620	69	78	6	10
1998	0.1616	1	840144,817467,820041,820665,829438,835398	50	60	6	11
69172	0.1593	1	839566,837996,844378,834232,817620,818343,843095,820041,829438	65	74	9	10
2006	0.1389	2	817467,820041,820665,829438,835398	50	61	5	12
125845	0.1376	2	838851,841558,820827,822517,827307,828884,835398	74	91	7	18
141747	0.134	1	841467,843110,843827,816692,827727,829966	78	94	6	17
141032	0.1333	1	839566,838259,843095,838362,817620,837996	78	87	6	10
130374	0.1275	1	838851,841558,843903,820827,822517,827307,828884,835398	75	91	8	17
121926	0.1267	2	838851,841558,820827,822517,827307,835398	73	97	6	25
188139	0.1263	1	839566,837996,838259,844378,820041,834232	97	107	6	11
162147	0.1238	1	839566,817499,843095,820041,838362,838259,817620	84	93	7	10
118777	0.119	1	843903,822517,841558,820827,835398,827307,838851	73	82	7	10
213	0.1167	2	839566,816394,820041,829438,835398	49	60	5	12
1991	0.1162	1	839566,816394,820041,820665,829438,835398	50	60	6	11
100020	0.1111	1	844343,820211,817272,818069,820041,830157	70	79	6	10
50243	0.1111	1	843110,842833,843827,841467,816692,829966	62	71	6	10
162873	0.1111	3	839433,838259,817620,819107,820041,830754	84	98	6	15
5594	0.1074	2	839566,837996,843095,843596,816545,817467,821143,820041,820665,828884,829438	52	62	11	11
77463	0.1062	4	838851,841558,843903,820827,822517,827307,828884	66	91	7	26
124320	0.1037	1	828884,835398,827307,822517,820827,838807,841558,836043,838851	74	83	9	10
8674	0.1026	1	839566,3770591,821143,816545,817467,843596,844378,820665,837996,843095,820041,829438,828884	53	62	13	10
23520	0.1026	1	838362,841467,841892,843110,843827,816692,829966	57	69	7	13
71219	0.1018	2	838807,838851,827307,828884,836043	65	83	5	19
165280	0.1	1	841467,827727,843827,842833,843110,814643,816692,829966	85	94	8	10
1976	0.1	1	839566,817467,829438,820665,820041,835398	50	59	6	10
155446	0.1	1	843110,827727,816692,829966,842833,814643	82	91	6	10
93114	0.1	1	839566,843095,844378,837996,838362,817620,818343	69	78	7	10
134444	0.0958	2	838807,838851,841558,843903,820827,822517,827307,828884,835398,836043	76	91	10	16
58476	0.0952	7	839433,844343,817620,818343,820041,831861,832057	63	81	7	19
163287	0.0924	2	839433,838259,843095,817499,817620,819107,820041	84	100	7	17
126936	0.0917	6	838807,818069,820827,824970,835398	74	97	5	24
28263	0.0909	1	838362,841467,841892,842833,843110,843827,816692,829966	58	68	8	11
23688	0.0905	3	843095,821143,820041,828884,3770591	57	70	5	14
126947	0.0903	2	838807,838851,841558,820827,822517,827307,835398,836043	74	97	8	24
160956	0.0884	4	839433,838259,816545,817499,819107,820041	83	104	6	22
93129	0.0875	1	817620,818343,838362,820041,839433,844343,831861,843095	69	78	8	10
164066	0.0873	3	839433,838259,843095,817499,819107,820041	84	104	6	21
162178	0.0871	1	839433,838362,838259,843095,817499,817620,819107,820041	84	94	8	11
179762	0.0866	2	841467,841892,842833,843110,843827,816692,827727	90	100	7	11
162216	0.0866	2	842833,843110,843827,814643,816692,827727,829966	84	94	7	11
70621	0.0858	6	839433,838362,844343,817620,818343,820041,831861,832057	65	81	8	17
180024	0.0855	3	841467,841892,843110,843827,816692,827727	90	102	6	13
23466	0.0855	2	837996,843095,821143,820041,828884,3770591	57	69	6	13
124312	0.0852	1	823831,838807,828884,827307,838851,820827,841558,836043,822517	74	83	9	10
69359	0.0833	1	838807,838851,842103,827307,828884,836043	65	76	6	12
141136	0.0833	2	838807,838851,841558,843903,820827,822132,822517,823831,827307,828884,835398,836043	78	89	12	12
179630	0.0833	1	841467,838779,827727,843110,842833,843827,841892,816692	90	99	8	10
148329	0.0833	1	839566,817499,817620,838362,820041,819107	80	89	6	10
160217	0.0833	3	839433,838259,816545,817499,817620,818343,819107,820041	83	100	8	18
162143	0.0833	1	843110,827727,843827,816692,829966,838779,842833,814643	84	93	8	10
76329	0.0823	3	838807,838851,841558,843903,820827,822517,827307,828884,836043	66	83	9	18
33378	0.0818	1	839566,837996,843095,816545,817499,817620,821143,820041,828884,3770591	59	69	10	11
46222	0.0807	5	839433,843095,817620,818343,820041	61	79	5	19
132141	0.0806	6	841468,841558,818069,820827,823831,827307,835398	75	100	7	26
155445	0.0806	1	843903,823831,835398,827307,836043,822517,828884,820827,838807,841558,822132,838851	82	91	12	10
33573	0.0802	2	839566,843095,816545,817499,817620,821143,820041,828884,3770591	59	70	9	12
159066	0.0802	2	839433,838362,838259,816545,817499,817620,818343,819107,820041	83	94	9	12
35613	0.0794	6	816545,817499,817620,821143,820041	59	79	5	21
162214	0.0793	2	838807,838851,841558,841892,843903,820827,822132,822517,823831,827307,828884,835398,836043	84	94	13	11
182355	0.0792	3	839433,839566,838259,816545,817499	91	106	5	16
177463	0.0788	1	839433,819107,839566,817499,817620,830754,843095,820041,838259,816545,831861	89	98	11	10
58227	0.0784	6	839433,843095,817620,818343,820041,831861	63	79	6	17
34860	0.0778	4	837996,843095,817620,821143,820041	59	76	5	18
148328	0.0778	1	839566,817499,817620,838362,843095,837996	80	89	6	10
133156	0.0774	7	841468,841558,818069,823831,835398	75	105	5	31
148786	0.0774	3	838807,838851,841468,841558,818069,820827,822132,822517,823831,827307,835398,836043	80	93	12	14
106680	0.0771	1	838807,838851,841468,841558,843903,820827,822132,822517,827307,828884,836043	71	81	11	11
155747	0.0769	2	838807,838851,841558,841892,820827,822132,822517,823831,827307,835398,836043	82	94	11	13
162462	0.0769	2	839433,838259,816545,817499,817620,818343,819107,820041,830754	84	96	9	13
159096	0.0764	3	838807,838851,841558,841892,843903,820827,822132,822517,823831,827307,835398,836043	83	94	12	12
57279	0.0762	2	839433,839566,837974,837996,843095,844378,816545,817499,817620,818343,821143,820041,820741,831861,834232	63	76	15	14
172389	0.0758	2	839433,838259,843095,844343,816270,817620,819107,820041,831861,830754,832057	87	98	11	12
165883	0.0758	4	839433,837778,838259,844343,816270,817620,819107,820041,831861,830754,832057	85	98	11	14
