term_id	sign_score	level	annotation_gene	start_time	end_time	geneSize	windowSize
TPO:91343	0.0079	5	AT1G06690,AT1G14590,AT1G17850,AT1G31180,AT1G55370,AT1G66670,AT1G67280,AT1G72640,AT2G27290,AT2G40760,AT3G10130,AT3G10470,AT3G26580,AT4G01050,AT4G18370,AT4G31560,AT4G35770,AT5G20140,AT5G23890,AT5G42070,AT5G42765	70	83	21	14
TPO:165072	0.0056	2	AT1G06690,AT1G07510,AT1G10170,AT1G12250,AT1G14150,AT1G15820,AT1G17850,AT1G18730,AT1G29920,AT1G42960,AT1G54050,AT1G54580,AT1G66670,AT1G67280,AT1G72640,AT1G76760,AT1G80030,AT2G17630,AT2G20270,AT2G26800,AT2G27290,AT2G30950,AT2G37660,AT2G40760,AT2G41330,AT2G43010,AT3G01440,AT3G10470,AT3G22690,AT3G26580,AT3G47060,AT3G55330,AT3G57680,AT4G04020,AT4G13670,AT4G18370,AT4G20820,AT4G31560,AT4G35770,AT4G39460,AT5G01500,AT5G03455,AT5G12470,AT5G13120,AT5G15250,AT5G19370,AT5G20140,AT5G39830,AT5G42070	98	108	49	11
TPO:91345	0.0083	5	AT1G06690,AT1G14590,AT1G17850,AT1G31180,AT1G55370,AT1G67280,AT1G72640,AT2G27290,AT2G40760,AT3G10130,AT3G10470,AT3G26580,AT4G01050,AT4G18370,AT4G31560,AT4G35770,AT5G20140,AT5G23890,AT5G39830,AT5G42070	70	83	20	14
TPO:156883	0.0055	1	AT1G06690,AT1G10170,AT1G17850,AT1G42960,AT1G54050,AT1G66670,AT1G67280,AT1G72640,AT2G27290,AT2G30950,AT3G10470,AT3G15110,AT3G22690,AT3G26580,AT3G55330,AT4G35770,AT4G39460,AT5G03455,AT5G13120,AT5G15250,AT5G20140,AT5G39830	89	110	22	22
TPO:165076	0.0058	1	AT1G06690,AT1G07510,AT1G10170,AT1G12250,AT1G14150,AT1G15820,AT1G17850,AT1G18730,AT1G29920,AT1G42960,AT1G54050,AT1G54580,AT1G66670,AT1G67280,AT1G72640,AT1G74710,AT1G76760,AT1G80030,AT2G17630,AT2G20270,AT2G26800,AT2G27290,AT2G30950,AT2G40760,AT2G41330,AT2G43010,AT3G01440,AT3G10470,AT3G22690,AT3G26580,AT3G47060,AT3G55330,AT3G57680,AT3G58010,AT3G60370,AT4G04020,AT4G13670,AT4G18370,AT4G20820,AT4G31560,AT4G35770,AT4G39460,AT5G03455,AT5G12470,AT5G13120,AT5G15250,AT5G19370,AT5G20140,AT5G39830,AT5G42070,AT5G52780,AT5G52970	98	108	52	11
TPO:87877	0.0072	4	AT1G07510,AT1G15820,AT1G29920,AT1G30510,AT1G42960,AT1G50250,AT2G22360,AT2G24020,AT2G40760,AT2G43010,AT3G15360,AT3G22690,AT3G24590,AT3G55330,AT3G57680,AT4G13670,AT5G12470,AT5G21430,AT5G42070,AT5G52970	69	91	20	23
TPO:19321	0.0079	3	AT1G12250,AT1G52220,AT1G55370,AT1G66670,AT1G67280,AT1G76760,AT1G79230,AT1G80030,AT2G27290,AT2G30950,AT2G35040,AT3G10130,AT3G10470,AT3G26580,AT4G04020,AT4G19830,AT4G24750,AT4G39960,AT5G03455,AT5G20140,AT5G42765	57	68	21	12
TPO:165082	0.0057	1	AT1G06690,AT1G07510,AT1G10170,AT1G12250,AT1G14150,AT1G14590,AT1G15820,AT1G17850,AT1G18730,AT1G29920,AT1G42960,AT1G54050,AT1G54580,AT1G66670,AT1G67280,AT1G72640,AT1G74710,AT1G76760,AT2G20270,AT2G26800,AT2G27290,AT2G30950,AT2G40760,AT2G41330,AT2G43010,AT3G01440,AT3G10470,AT3G22690,AT3G24590,AT3G26580,AT3G47060,AT3G55330,AT3G57680,AT3G58010,AT3G60370,AT4G04020,AT4G13670,AT4G18370,AT4G20820,AT4G24750,AT4G31560,AT4G35770,AT4G39460,AT4G39960,AT5G03455,AT5G12470,AT5G13120,AT5G15250,AT5G20140,AT5G39830,AT5G42070,AT5G52780,AT5G52970	98	108	53	11
TPO:50396	0.005	8	AT1G12250,AT1G14150,AT1G76760,AT2G17630,AT2G20260,AT2G20270,AT2G26800,AT2G29500,AT2G30950,AT2G41330,AT2G44990,AT3G15110,AT4G23890,AT4G24750,AT4G37925,AT5G03455,AT5G13120,AT5G19370,AT5G20140,AT5G35170,AT5G39830	63	81	21	19
TPO:74973	0.0076	6	AT1G14590,AT1G27510,AT2G20270,AT2G26800,AT2G27290,AT2G30950,AT2G40100,AT3G10470,AT3G47060,AT4G04020,AT4G18370,AT4G23890,AT4G24750,AT4G37925,AT5G02160,AT5G03455,AT5G13120,AT5G15250,AT5G20140,AT5G35170,AT5G39830,AT5G52780	67	82	22	16
TPO:165087	0.0056	1	AT1G06690,AT1G07510,AT1G10170,AT1G12250,AT1G14150,AT1G14590,AT1G15140,AT1G15820,AT1G17850,AT1G18730,AT1G29920,AT1G42960,AT1G54050,AT1G54580,AT1G66670,AT1G67280,AT1G72640,AT1G74710,AT1G76760,AT2G20270,AT2G26800,AT2G27290,AT2G30950,AT2G40760,AT2G43010,AT3G01440,AT3G10470,AT3G22690,AT3G24590,AT3G26580,AT3G47060,AT3G55330,AT3G57680,AT3G58010,AT3G60370,AT4G04020,AT4G13670,AT4G18370,AT4G20820,AT4G24750,AT4G31560,AT4G35770,AT4G39460,AT4G39960,AT5G03455,AT5G12470,AT5G13120,AT5G15250,AT5G16660,AT5G20140,AT5G39830,AT5G42070,AT5G52780,AT5G52970	98	108	54	11
TPO:165091	0.0057	1	AT1G06690,AT1G07510,AT1G10170,AT1G14590,AT1G15140,AT1G15820,AT1G17850,AT1G18730,AT1G29920,AT1G54050,AT1G54580,AT1G66670,AT1G67280,AT1G72640,AT1G74710,AT1G76760,AT2G20270,AT2G27290,AT2G30950,AT2G40760,AT2G42975,AT2G43010,AT3G01440,AT3G22690,AT3G24590,AT3G26580,AT3G47060,AT3G55330,AT3G57680,AT3G58010,AT3G60370,AT4G13670,AT4G20820,AT4G24750,AT4G31560,AT4G35770,AT4G39460,AT4G39960,AT5G03455,AT5G12470,AT5G13120,AT5G16660,AT5G20140,AT5G23890,AT5G39830,AT5G42765,AT5G52780,AT5G52970	98	108	48	11
TPO:156905	0.0053	2	AT1G17850,AT1G18730,AT1G42960,AT1G54050,AT1G54580,AT1G66670,AT1G67280,AT1G72640,AT2G27290,AT2G30950,AT3G10470,AT3G15110,AT3G26580,AT3G55330,AT4G31560,AT4G35770,AT4G39460,AT5G03455,AT5G13120,AT5G15250,AT5G20140,AT5G39830	89	111	22	23
TPO:165101	0.0051	1	AT1G06690,AT1G07510,AT1G10170,AT1G14150,AT1G14590,AT1G15820,AT1G17850,AT1G18730,AT1G29920,AT1G42960,AT1G54050,AT1G54580,AT1G66670,AT1G67280,AT1G72640,AT1G74710,AT1G76760,AT2G20270,AT2G26800,AT2G27290,AT2G30950,AT2G40760,AT2G41330,AT2G42975,AT2G43010,AT3G01440,AT3G10470,AT3G22690,AT3G24590,AT3G26580,AT3G47060,AT3G55330,AT3G57680,AT3G58010,AT3G60370,AT4G04020,AT4G13670,AT4G18370,AT4G20820,AT4G24750,AT4G31560,AT4G35770,AT4G39460,AT4G39960,AT5G03455,AT5G12470,AT5G13120,AT5G15250,AT5G20140,AT5G23890,AT5G39830,AT5G42070,AT5G52780,AT5G52970	98	108	54	11
TPO:165102	0.0198	2	AT1G03090,AT1G20810,AT1G21750,AT1G50450,AT1G65260,AT1G67840,AT1G74880,AT1G78915,AT2G21530,AT2G30695,AT2G37400,AT3G15360,AT3G15840,AT3G25480	98	109	14	12
TPO:27517	0.0064	1	AT1G15820,AT1G23740,AT1G30510,AT1G42960,AT1G50250,AT1G50460,AT1G51110,AT2G24020,AT2G42220,AT2G42975,AT3G15360,AT4G13010,AT4G39460,AT4G39730,AT5G12470,AT5G16150,AT5G16660,AT5G19500,AT5G53170	59	69	19	11
TPO:63016	0.0071	4	AT1G27510,AT1G72640,AT2G20270,AT2G26800,AT2G27290,AT2G40100,AT2G41330,AT3G10470,AT3G47060,AT4G04020,AT4G18370,AT4G23890,AT4G24750,AT4G39960,AT5G02160,AT5G03455,AT5G13120,AT5G15250,AT5G20140,AT5G39830,AT5G52780	65	82	21	18
TPO:124149	0.0118	7	AT1G07510,AT1G15140,AT1G15820,AT1G50250,AT2G24020,AT2G35040,AT2G42975,AT2G43010,AT3G15360,AT3G24590,AT3G58010,AT3G60370,AT4G13010,AT4G13670,AT4G38380,AT4G39460,AT5G12470,AT5G16660,AT5G21430,AT5G52970	76	99	20	24
TPO:124457	0.0121	8	AT1G07510,AT1G15140,AT1G15820,AT1G50250,AT2G24020,AT2G35040,AT2G42975,AT2G43010,AT3G15360,AT3G24590,AT3G58010,AT3G60370,AT4G13010,AT4G13670,AT5G12470,AT5G16660,AT5G21430,AT5G52970	76	101	18	26
TPO:114901	0.0051	4	AT1G06690,AT1G07510,AT1G10170,AT1G15140,AT1G15820,AT1G23740,AT1G29920,AT1G30510,AT1G42960,AT1G50250,AT1G52220,AT1G55370,AT1G74710,AT1G79230,AT1G79450,AT2G20270,AT2G24020,AT2G37230,AT2G40760,AT2G42220,AT2G42975,AT2G43010,AT3G10130,AT3G15360,AT3G22690,AT3G24590,AT3G55330,AT3G57680,AT3G60370,AT4G13010,AT4G13670,AT4G20820,AT4G24930,AT4G35770,AT4G39460,AT4G39730,AT5G12470,AT5G21430,AT5G23890,AT5G42070,AT5G42765,AT5G52970	74	90	42	17
TPO:23424	0.0974	3	AT3G60370,AT4G13670,AT5G52440,AT5G52970,AT5G53170	58	70	5	13
TPO:83202	0.0123	4	AT1G15820,AT1G29920,AT1G42960,AT2G24020,AT2G43010,AT3G15360,AT4G39460,AT4G39730	68	94	8	27
TPO:50436	0.0877	6	AT1G02560,AT1G76760,AT1G80030,AT2G30695,AT3G08920,AT5G01500,AT5G19370	63	81	7	19
TPO:50437	0.0186	7	AT1G12250,AT1G14150,AT1G76760,AT2G17630,AT2G20260,AT2G26800,AT2G29500,AT2G41330,AT2G44990,AT3G01440,AT3G08920,AT3G15110,AT4G23890,AT4G37925,AT5G01500,AT5G19370,AT5G35170	63	81	17	19
TPO:50438	0.0409	8	AT1G02560,AT1G12250,AT1G14150,AT1G76760,AT1G80030,AT2G17630,AT2G20260,AT2G29500,AT2G44990,AT3G08920,AT5G01500,AT5G19370	63	81	12	19
TPO:158593	0.0496	2	AT1G02560,AT1G03160,AT1G12250,AT1G16880,AT1G67700,AT2G17630,AT2G20260,AT2G29500,AT2G30695,AT2G37660,AT2G44990,AT3G08920,AT5G01500,AT5G19370	91	102	14	12
TPO:165132	0.017	3	AT1G12250,AT1G14150,AT1G18730,AT1G42960,AT1G54050,AT1G54580,AT1G66670,AT1G67280,AT1G67700,AT1G72640,AT1G80030,AT2G17630,AT2G26800,AT2G27290,AT2G37660,AT2G40100,AT2G41330,AT2G44990,AT3G01440,AT3G10470,AT3G26580,AT3G47060,AT3G55330,AT4G04020,AT4G18370,AT4G31560,AT4G37925,AT4G39460,AT5G01500,AT5G03455,AT5G15250,AT5G19370,AT5G20140,AT5G39830,AT5G42070,AT5G53170	98	109	36	12
TPO:23426	0.014	2	AT1G15820,AT1G22020,AT1G22450,AT1G29920,AT1G42960,AT1G50250,AT1G51350,AT1G56500,AT1G75690,AT2G24020,AT2G42975,AT3G15360,AT3G28850,AT3G58010,AT4G13010,AT4G16155,AT4G38380,AT4G39460,AT5G12470,AT5G16660,AT5G53170,AT5G59250	58	70	22	13
TPO:156942	0.0139	1	AT2G17630,AT1G12250,AT1G80030,AT5G19370,AT2G37660,AT2G30695,AT5G01500,AT1G76760,AT2G40100,AT4G37925,AT2G40400,AT2G44990	90	99	12	10
TPO:156943	0.0111	1	AT2G17630,AT1G12250,AT1G80030,AT5G19370,AT2G37660,AT2G30695,AT5G01500,AT1G76760,AT2G40100,AT4G37925,AT2G40400,AT2G26800,AT5G42070,AT3G01440,AT1G14150	90	99	15	10
TPO:115985	0.0056	7	AT1G06690,AT1G10170,AT1G23740,AT1G29920,AT1G30510,AT1G42960,AT1G55370,AT1G74710,AT1G79230,AT1G79450,AT2G20270,AT2G40760,AT3G15360,AT3G22690,AT3G55330,AT3G57680,AT3G60370,AT4G13670,AT4G20820,AT4G24750,AT4G24930,AT4G35770,AT5G12470,AT5G23890	74	98	24	25
TPO:115986	0.005	5	AT1G06690,AT1G10170,AT1G23740,AT1G29920,AT1G30510,AT1G42960,AT1G55370,AT1G74710,AT1G79230,AT1G79450,AT2G20270,AT2G40760,AT3G15360,AT3G22690,AT3G55330,AT3G57680,AT3G60370,AT4G13670,AT4G20820,AT4G24930,AT4G35770,AT4G39460,AT5G12470,AT5G23890	74	98	24	25
TPO:158595	0.0324	2	AT1G02560,AT1G12250,AT1G16880,AT1G67700,AT1G80030,AT2G17630,AT2G29500,AT2G37660,AT2G44990,AT5G01500,AT5G08540,AT5G19370	91	102	12	12
TPO:25878	0.02	4	AT2G20270,AT2G27290,AT3G10470,AT4G24750,AT5G03455	58	87	5	30
TPO:156951	0.0076	1	AT1G07510,AT5G52970,AT4G13670,AT3G58010,AT4G24930,AT1G79230,AT1G74710,AT1G23740,AT2G20270,AT5G23890,AT1G15820,AT2G40760,AT5G12470,AT2G43010,AT3G57680,AT3G60370,AT3G15360,AT3G22690,AT1G06690,AT4G20820,AT1G29920,AT1G27510,AT1G55370,AT2G42975,AT1G50250,AT3G24590,AT4G13010,AT1G15140,AT2G24020,AT5G16660,AT5G21430,AT5G53170,AT5G13120,AT3G55330,AT4G35770,AT1G42960,AT4G39960,AT4G39460,AT1G31180,AT2G27290,AT1G17850,AT1G67280,AT3G15110,AT4G01900	90	99	44	10
TPO:156952	0.0114	1	AT1G07510,AT5G52970,AT4G13670,AT3G58010,AT4G24930,AT1G79230,AT1G74710,AT1G23740,AT2G20270,AT5G23890,AT1G15820,AT2G40760,AT5G12470,AT2G43010,AT3G57680,AT3G60370,AT3G15360,AT3G22690,AT1G06690,AT4G20820,AT1G29920,AT1G27510,AT1G55370,AT2G42975,AT1G50250,AT3G24590,AT4G13010,AT1G15140,AT2G24020,AT5G16660,AT5G21430,AT5G53170,AT4G38380,AT2G35040,AT2G42220,AT3G46780,AT5G19500,AT5G35170,AT1G52220,AT3G15840,AT4G27700,AT5G16150,AT1G50460,AT2G22360	90	99	44	10
TPO:158596	0.0873	2	AT1G02560,AT1G03160,AT1G14345,AT1G16880,AT1G67700,AT2G29500,AT3G08920	91	102	7	12
TPO:115995	0.0053	6	AT1G07510,AT1G15140,AT1G15820,AT1G29920,AT1G42960,AT1G50250,AT2G22360,AT2G24020,AT2G42220,AT2G42975,AT2G43010,AT3G15360,AT3G24590,AT3G58010,AT3G60370,AT4G13010,AT4G13670,AT4G38380,AT4G39460,AT5G12470,AT5G16150,AT5G16660,AT5G19500,AT5G21430,AT5G52970	74	98	25	25
TPO:165148	0.0133	3	AT1G06690,AT1G12250,AT1G14150,AT1G17850,AT1G18730,AT1G29920,AT1G42960,AT1G54050,AT1G54580,AT1G66670,AT1G67280,AT1G72640,AT1G80030,AT2G17630,AT2G26800,AT2G27290,AT2G30950,AT2G37660,AT2G40100,AT2G40760,AT2G41330,AT2G44990,AT3G01440,AT3G10470,AT3G22690,AT3G26580,AT3G47060,AT3G55330,AT3G57680,AT4G04020,AT4G13670,AT4G18370,AT4G31560,AT4G35770,AT4G37925,AT4G39460,AT5G01500,AT5G03455,AT5G12470,AT5G13120,AT5G15250,AT5G19370,AT5G20140,AT5G39830,AT5G42070,AT5G53170	98	109	46	12
TPO:1309	0.0114	11	AT1G67280,AT2G27290,AT3G10470,AT4G04020,AT5G20140	49	83	5	35
TPO:150405	0.0081	2	AT1G12250,AT1G14150,AT1G76760,AT1G80030,AT2G26800,AT2G30950,AT2G40100,AT2G40400,AT3G01440,AT3G47060,AT4G04020,AT4G18370,AT4G23890,AT4G37925,AT5G62720	86	96	15	11
TPO:156960	0.0128	1	AT1G21750,AT1G03090,AT1G65260,AT1G54500,AT1G20810,AT2G37400,AT1G74070,AT1G16790,AT1G78915,AT2G01140,AT4G38100,AT1G54790,AT1G05385	90	99	13	10
TPO:140577	0.0073	3	AT1G07510,AT1G15140,AT1G15820,AT1G20810,AT1G50250,AT1G50460,AT1G52220,AT2G22360,AT2G24020,AT2G35040,AT2G42220,AT2G42975,AT2G43010,AT3G15840,AT3G24590,AT3G46780,AT3G58010,AT3G60370,AT4G13010,AT4G13670,AT4G38380,AT4G39460,AT5G12470,AT5G16150,AT5G16660,AT5G19500,AT5G21430,AT5G52970	82	94	28	13
TPO:156963	0.013	1	AT3G25480,AT2G42220,AT5G19500,AT3G46780,AT4G16155,AT5G35170,AT4G27700,AT1G52220,AT2G22360,AT5G16150,AT1G51350,AT3G15840,AT1G50460,AT3G28850,AT1G75690,AT1G22020,AT5G59250,AT1G22450	90	99	18	10
TPO:50468	0.0217	8	AT1G12250,AT1G14150,AT2G17630,AT2G20260,AT2G26800,AT2G29500,AT2G41330,AT2G44990,AT3G08920,AT5G35170	63	82	10	20
TPO:93062	0.0065	3	AT1G07510,AT1G15820,AT1G29920,AT1G50250,AT1G54500,AT2G22360,AT2G24020,AT2G42220,AT2G42975,AT2G43010,AT3G15360,AT3G24590,AT3G58010,AT4G13010,AT4G38380,AT4G39460,AT4G39730,AT5G12470,AT5G16150,AT5G16660,AT5G21430	70	91	21	22
TPO:165159	0.0104	1	AT1G22020,AT1G22450,AT1G51350,AT1G52220,AT1G74710,AT1G75690,AT2G20270,AT2G22360,AT2G35040,AT2G42220,AT3G28850,AT4G16155,AT4G28025,AT5G16150,AT5G21430,AT5G52970	98	109	16	12
TPO:165160	0.0556	3	AT1G22020,AT1G22450,AT2G22360,AT2G42220,AT3G21055,AT4G16155,AT5G21430,AT5G52440	98	109	8	12
TPO:165162	0.0192	3	AT1G03850,AT1G05385,AT1G27510,AT1G30510,AT1G31180,AT1G79450,AT2G21160,AT2G37230,AT2G40400,AT3G53560,AT5G02160,AT5G08050,AT5G62720	98	109	13	12
TPO:27527	0.0116	2	AT1G02560,AT2G17630,AT2G26800,AT2G40100,AT2G41330,AT2G44990,AT3G47060,AT4G23890,AT5G13120,AT5G39830,AT5G42270,AT5G52780	59	70	12	12
TPO:165164	0.0401	3	AT1G22020,AT2G22360,AT2G42220,AT3G21055,AT3G46780,AT4G16155,AT5G21430,AT5G52440,AT5G59250	98	109	9	12
TPO:165168	0.0192	4	AT1G03850,AT1G27510,AT1G30510,AT1G31180,AT1G79450,AT2G21160,AT2G37230,AT2G40400,AT3G53560,AT5G02160,AT5G08050,AT5G62720	98	110	12	13
TPO:27528	0.0377	2	AT1G02560,AT1G03160,AT1G14150,AT2G20260,AT2G26800,AT2G37660,AT2G40100,AT2G41330,AT2G44990,AT3G15110,AT4G27700,AT5G35170,AT5G42270,AT5G52780	59	70	14	12
TPO:165174	0.0176	4	AT1G12250,AT1G14150,AT1G18730,AT1G42960,AT1G54050,AT1G54580,AT1G66670,AT1G67280,AT1G67700,AT1G72640,AT1G80030,AT2G17630,AT2G26800,AT2G27290,AT2G37660,AT2G40100,AT2G41330,AT2G44990,AT3G10470,AT3G26580,AT3G47060,AT3G55330,AT4G04020,AT4G18370,AT4G31560,AT4G37925,AT4G39460,AT5G01500,AT5G03455,AT5G15250,AT5G19370,AT5G20140,AT5G39830,AT5G42070,AT5G53170	98	110	35	13
TPO:165175	0.0342	2	AT1G02560,AT1G12250,AT1G14345,AT1G67700,AT1G80030,AT2G17630,AT2G20260,AT2G29500,AT2G37660,AT2G40100,AT2G44990,AT4G04020,AT4G37925,AT5G01500,AT5G19370,AT5G42070,AT5G42270,AT5G53170	98	110	18	13
TPO:165177	0.0192	3	AT1G12250,AT1G14150,AT1G42960,AT1G66670,AT1G67700,AT1G80030,AT2G17630,AT2G20260,AT2G26800,AT2G29500,AT2G37660,AT2G40100,AT2G41330,AT2G44990,AT3G10470,AT3G26580,AT4G04020,AT4G18370,AT4G37925,AT5G01500,AT5G15250,AT5G19370,AT5G42070,AT5G53170	98	110	24	13
TPO:27530	0.0167	2	AT1G02560,AT2G17630,AT2G26800,AT2G37660,AT2G40100,AT2G41330,AT2G44990,AT5G35170,AT5G42270,AT5G52780	59	70	10	12
TPO:116030	0.0116	8	AT1G50250,AT1G50460,AT2G22360,AT2G35040,AT2G42220,AT2G42975,AT3G58010,AT3G60370,AT4G13010,AT4G38380,AT5G16150,AT5G16660,AT5G19500,AT5G21430,AT5G53490	74	98	15	25
TPO:165183	0.0108	2	AT1G06690,AT1G07510,AT1G10170,AT1G12250,AT1G14150,AT1G15820,AT1G17850,AT1G18730,AT1G29920,AT1G42960,AT1G54050,AT1G54580,AT1G66670,AT1G67280,AT1G72640,AT1G74710,AT1G80030,AT2G17630,AT2G20270,AT2G26800,AT2G27290,AT2G30950,AT2G40760,AT2G41330,AT2G43010,AT3G01440,AT3G10470,AT3G22690,AT3G26580,AT3G47060,AT3G55330,AT3G57680,AT3G58010,AT3G60370,AT4G04020,AT4G13670,AT4G18370,AT4G20820,AT4G31560,AT4G35770,AT4G39460,AT5G03455,AT5G12470,AT5G13120,AT5G15250,AT5G19370,AT5G20140,AT5G39830,AT5G42070,AT5G52970	98	110	50	13
TPO:165184	0.0082	1	AT1G06690,AT1G07510,AT1G10170,AT1G15140,AT1G15820,AT1G17850,AT1G18730,AT1G29920,AT1G50250,AT1G50460,AT1G51110,AT1G51350,AT1G52220,AT1G54050,AT1G54580,AT1G55370,AT1G67280,AT1G72640,AT1G74710,AT1G75690,AT2G20270,AT2G22360,AT2G24020,AT2G27290,AT2G30950,AT2G35040,AT2G40760,AT2G43010,AT3G01440,AT3G15110,AT3G22690,AT3G28850,AT3G46780,AT3G47060,AT3G55330,AT3G57680,AT3G58010,AT3G60370,AT4G13010,AT4G13670,AT4G16155,AT4G20820,AT4G31560,AT4G35770,AT4G38380,AT4G39460,AT5G03455,AT5G12470,AT5G13120,AT5G16150,AT5G16660,AT5G19500,AT5G20140,AT5G21430,AT5G52970,AT5G59250	98	110	56	13
TPO:165185	0.0094	1	AT1G06690,AT1G07510,AT1G10170,AT1G14150,AT1G15140,AT1G15820,AT1G17850,AT1G18730,AT1G29920,AT1G42960,AT1G54050,AT1G54580,AT1G66670,AT1G67280,AT1G72640,AT1G74710,AT2G20270,AT2G26800,AT2G27290,AT2G30950,AT2G35040,AT2G40760,AT2G43010,AT3G01440,AT3G10470,AT3G15110,AT3G22690,AT3G26580,AT3G47060,AT3G55330,AT3G57680,AT3G58010,AT3G60370,AT4G04020,AT4G13670,AT4G18370,AT4G20820,AT4G31560,AT4G35770,AT4G38380,AT4G39460,AT5G03455,AT5G12470,AT5G13120,AT5G15250,AT5G16150,AT5G16660,AT5G19500,AT5G20140,AT5G39830,AT5G42070,AT5G52970	98	110	52	13
TPO:116034	0.0267	4	AT1G22020,AT1G50460,AT2G35040,AT3G15840,AT3G25480,AT3G46780,AT5G19500,AT5G59250	74	98	8	25
TPO:116035	0.0648	6	AT1G22020,AT1G50460,AT2G35040,AT3G15840,AT5G19500,AT5G53170,AT5G59250	74	98	7	25
TPO:165189	0.0085	1	AT1G06690,AT1G07510,AT1G10170,AT1G14150,AT1G15140,AT1G15820,AT1G17850,AT1G18730,AT1G29920,AT1G42960,AT1G51350,AT1G52220,AT1G54050,AT1G54580,AT1G55370,AT1G66670,AT1G67280,AT1G72640,AT1G74710,AT1G75690,AT2G20270,AT2G24020,AT2G26800,AT2G27290,AT2G30950,AT2G35040,AT2G40760,AT2G43010,AT3G01440,AT3G10470,AT3G15110,AT3G22690,AT3G26580,AT3G28850,AT3G47060,AT3G55330,AT3G57680,AT3G58010,AT3G60370,AT4G04020,AT4G13010,AT4G13670,AT4G16155,AT4G18370,AT4G20820,AT4G31560,AT4G35770,AT4G38380,AT4G39460,AT5G03455,AT5G12470,AT5G13120,AT5G15250,AT5G16150,AT5G16660,AT5G19500,AT5G20140,AT5G21430,AT5G39830,AT5G52970	98	110	60	13
TPO:116038	0.0267	3	AT1G22020,AT1G50460,AT1G51350,AT2G35040,AT3G15840,AT3G25480,AT3G46780,AT5G59250	74	98	8	25
TPO:116039	0.024	6	AT1G22020,AT1G50460,AT2G22360,AT2G35040,AT3G15840,AT3G25480,AT4G38380,AT5G16660,AT5G19500,AT5G21430	74	98	10	25
TPO:165192	0.0084	1	AT1G06690,AT1G07510,AT1G10170,AT1G15140,AT1G15820,AT1G17850,AT1G18730,AT1G29920,AT1G50250,AT1G51110,AT1G51350,AT1G52220,AT1G54050,AT1G54580,AT1G55370,AT1G66670,AT1G67280,AT1G72640,AT1G74710,AT1G75690,AT2G20270,AT2G22360,AT2G24020,AT2G27290,AT2G30950,AT2G35040,AT2G40760,AT2G43010,AT3G01440,AT3G15110,AT3G22690,AT3G26580,AT3G28850,AT3G46780,AT3G47060,AT3G55330,AT3G57680,AT3G58010,AT3G60370,AT4G13010,AT4G13670,AT4G16155,AT4G20820,AT4G31560,AT4G35770,AT4G38380,AT4G39460,AT5G03455,AT5G12470,AT5G13120,AT5G16150,AT5G16660,AT5G19500,AT5G20140,AT5G21430,AT5G39830,AT5G52970,AT5G59250	98	110	58	13
TPO:165193	0.0107	3	AT1G06690,AT1G07510,AT1G10170,AT1G12250,AT1G14150,AT1G15820,AT1G17850,AT1G18730,AT1G29920,AT1G42960,AT1G54050,AT1G54580,AT1G66670,AT1G67280,AT1G72640,AT1G80030,AT2G17630,AT2G20270,AT2G26800,AT2G27290,AT2G30950,AT2G37660,AT2G40760,AT2G41330,AT2G43010,AT3G01440,AT3G10470,AT3G22690,AT3G26580,AT3G47060,AT3G55330,AT3G57680,AT4G04020,AT4G13670,AT4G18370,AT4G20820,AT4G31560,AT4G35770,AT4G39460,AT5G01500,AT5G03455,AT5G12470,AT5G13120,AT5G15250,AT5G19370,AT5G20140,AT5G39830,AT5G42070	98	110	48	13
TPO:165194	0.0112	2	AT1G06690,AT1G07510,AT1G10170,AT1G12250,AT1G14150,AT1G15140,AT1G15820,AT1G17850,AT1G18730,AT1G29920,AT1G42960,AT1G54050,AT1G54580,AT1G66670,AT1G67280,AT1G72640,AT1G74710,AT2G20270,AT2G26800,AT2G27290,AT2G30950,AT2G40760,AT2G43010,AT3G01440,AT3G10470,AT3G22690,AT3G26580,AT3G47060,AT3G55330,AT3G57680,AT3G58010,AT3G60370,AT4G04020,AT4G13670,AT4G18370,AT4G20820,AT4G31560,AT4G35770,AT4G39460,AT5G03455,AT5G12470,AT5G13120,AT5G15250,AT5G16660,AT5G20140,AT5G39830,AT5G42070,AT5G52970	98	110	48	13
TPO:50508	0.0595	9	AT1G12250,AT1G76760,AT1G80030,AT2G44990,AT3G08920,AT5G01500,AT5G19370	63	82	7	20
TPO:165197	0.0151	4	AT1G22020,AT1G50250,AT1G50460,AT1G51110,AT1G51350,AT1G52220,AT1G55370,AT1G75690,AT2G22360,AT2G24020,AT3G28850,AT3G46780,AT4G13010,AT4G16155,AT5G21430,AT5G52440,AT5G59250	98	110	17	13
TPO:50510	0.0694	7	AT1G02560,AT1G76760,AT1G80030,AT2G30695,AT5G01500,AT5G19370	63	82	6	20
TPO:157007	0.0089	2	AT1G22020,AT1G50460,AT1G51350,AT1G52220,AT1G75690,AT2G22360,AT2G42220,AT3G15840,AT3G25480,AT3G28850,AT3G46780,AT4G16155,AT4G27700,AT5G16150,AT5G19500,AT5G35170,AT5G59250	90	100	17	11
TPO:165201	0.0821	2	AT1G03160,AT1G14345,AT1G80380,AT3G08920,AT5G42270	98	110	5	13
