term_id	sign_score	level	annotation_gene	start_time	end_time	geneSize	windowSize
TPO:98341	0.7778	7	AT1G06690,AT1G10170,AT1G15820,AT1G17850,AT1G23740,AT1G29920,AT1G30510,AT1G42960,AT1G74710,AT2G24020,AT2G37230,AT2G40760,AT2G43010,AT3G10130,AT3G15360,AT3G22690,AT3G26580,AT3G55330,AT3G57680,AT4G13670,AT4G20820,AT4G35770,AT4G39730,AT5G23890,AT5G42070,AT5G42765,AT5G52970	71	89	27	19
TPO:98342	0.5439	7	AT1G17850,AT1G55370,AT1G67280,AT2G27290,AT2G40760,AT3G10130,AT4G13670,AT4G24750,AT5G42070	71	89	9	19
TPO:98343	0.4427	6	AT1G10170,AT1G17850,AT1G23740,AT1G31180,AT1G55370,AT1G66670,AT1G67280,AT1G72640,AT1G74710,AT2G27290,AT2G40760,AT3G10130,AT3G26580,AT4G01050,AT4G01900,AT4G31560,AT5G42765	71	89	17	19
TPO:32816	0.825	4	AT1G06690,AT1G10170,AT1G15820,AT1G23740,AT1G29920,AT1G30510,AT1G42960,AT1G50250,AT2G22360,AT2G24020,AT2G37230,AT2G43010,AT3G15360,AT5G12470,AT5G42070,AT5G52970	60	74	16	15
TPO:32817	0.8611	2	AT1G06690,AT1G07510,AT1G10170,AT1G29920,AT1G30510,AT1G79230,AT2G24020,AT2G37230,AT3G24590,AT3G55330,AT4G20820,AT5G42070	60	74	12	15
TPO:32818	0.8667	3	AT1G06690,AT1G10170,AT1G29920,AT1G30510,AT2G24020,AT2G37230,AT2G43010,AT3G55330,AT4G24930,AT5G42070	60	74	10	15
TPO:32825	0.9231	4	AT1G07510,AT1G10170,AT1G15820,AT1G23740,AT1G29920,AT1G30510,AT1G42960,AT1G50250,AT2G24020,AT2G37230,AT2G42975,AT3G15360,AT5G12470	60	74	13	15
TPO:32827	0.8235	4	AT1G06690,AT1G10170,AT1G15820,AT1G29920,AT1G30510,AT1G42960,AT1G50250,AT2G22360,AT2G24020,AT2G37230,AT2G43010,AT3G15360,AT3G55330,AT5G12470,AT5G21430,AT5G42070,AT5G52970	60	74	17	15
TPO:32831	0.8491	5	AT1G06690,AT1G07510,AT1G10170,AT1G15820,AT1G29920,AT1G30510,AT1G42960,AT1G50250,AT2G22360,AT2G24020,AT2G37230,AT3G15360,AT3G24590,AT3G55330,AT4G20820,AT5G12470,AT5G21430,AT5G42070,AT5G52970	60	74	19	15
TPO:32833	0.9128	2	AT1G10170,AT1G15820,AT1G23740,AT1G29920,AT1G30510,AT1G42960,AT1G50250,AT2G24020,AT2G37230,AT2G42975,AT2G43010,AT3G15360,AT5G12470	60	74	13	15
TPO:163906	0.4	2	AT1G12250,AT1G14150,AT1G80030,AT2G17630,AT2G26800,AT2G37660,AT2G40100,AT4G04020,AT5G01500,AT5G19370,AT5G42070	95	111	11	17
TPO:32838	0.9077	4	AT1G06690,AT1G07510,AT1G10170,AT1G29920,AT1G79230,AT2G24020,AT2G37230,AT3G22690,AT3G24590,AT3G55330,AT3G57680,AT4G20820,AT5G42070	60	74	13	15
TPO:32842	0.9048	4	AT1G10170,AT1G15820,AT1G29920,AT1G30510,AT1G42960,AT1G50250,AT2G24020,AT2G37230,AT2G42975,AT2G43010,AT3G15360,AT3G55330,AT5G12470,AT5G21430	60	74	14	15
TPO:32844	0.8222	3	AT1G06690,AT2G40760,AT3G10130,AT3G22690,AT3G55330,AT3G57680,AT4G20820,AT4G35770,AT5G21430	60	74	9	15
TPO:163922	0.4	1	AT2G17630,AT2G37660,AT1G80030,AT5G53170,AT5G39830,AT3G10470,AT2G30695,AT4G31560,AT1G66670,AT3G47060,AT1G76760,AT1G54050,AT4G18370,AT1G14150,AT2G26800,AT3G26580,AT1G54580,AT3G01440,AT4G04020	96	105	19	10
TPO:163923	0.7932	1	AT4G13670,AT2G01918,AT3G15110,AT3G22690,AT2G40760,AT5G12470,AT3G57680,AT4G39960,AT2G43010,AT2G20270,AT1G07510,AT4G20820,AT1G74710,AT1G55370,AT4G23890,AT3G46780,AT2G42975,AT5G52970,AT1G75690,AT3G58010,AT2G35040,AT2G42220,AT4G16155,AT5G59250,AT1G15140,AT5G19500,AT3G28850,AT4G13010,AT2G24020,AT1G52220,AT1G15820,AT3G60370,AT1G22020,AT1G50250,AT4G38380,AT2G22360,AT1G51110,AT5G16150,AT1G51350,AT5G21430,AT5G16660,AT1G50460,AT5G23890,AT3G24590	96	105	44	10
TPO:163924	0.5	1	AT4G13670,AT2G01918,AT3G15110,AT3G22690,AT2G40760,AT5G12470,AT3G57680,AT4G39960,AT2G43010,AT2G20270,AT1G07510,AT4G20820,AT1G74710,AT1G55370,AT5G13120,AT1G06690,AT1G67280,AT3G10130,AT1G10170,AT4G39460,AT2G27290,AT1G17850,AT1G29920,AT5G42765,AT5G52780,AT1G14590,AT3G55330,AT4G24750,AT4G35770,AT5G03455,AT3G60370,AT5G23890,AT1G15820,AT1G76760,AT5G39830,AT3G10470,AT2G30950,AT5G20140,AT5G53170,AT4G31560,AT1G66670,AT3G47060,AT1G42960,AT1G54050,AT4G18370,AT4G01050,AT1G18730,AT1G72640,AT5G15250,AT1G54580,AT3G01440,AT3G26580	96	105	52	10
TPO:163925	0.5444	1	AT4G13670,AT2G01918,AT3G15110,AT3G22690,AT2G40760,AT5G12470,AT3G57680,AT4G39960,AT2G43010,AT2G20270,AT1G07510,AT4G20820,AT1G74710,AT1G55370,AT5G13120,AT1G06690,AT1G67280,AT3G10130,AT1G10170,AT4G39460,AT2G27290,AT1G17850,AT1G29920,AT5G42765,AT5G52780,AT1G14590,AT3G55330,AT4G24750,AT4G35770,AT5G03455,AT3G60370,AT5G23890,AT1G15820,AT5G52970,AT3G58010,AT2G35040,AT3G24590,AT5G53170,AT5G39830,AT3G10470,AT2G30950,AT5G20140,AT4G31560,AT1G66670,AT3G47060,AT1G42960,AT1G54050,AT4G18370,AT4G01050,AT1G72640,AT3G26580,AT1G18730,AT5G15250,AT1G54580	96	105	54	10
TPO:163926	0.7102	1	AT4G13670,AT2G01918,AT3G15110,AT3G22690,AT2G40760,AT5G12470,AT3G57680,AT4G39960,AT2G43010,AT2G20270,AT1G07510,AT4G20820,AT1G74710,AT1G55370,AT5G13120,AT1G06690,AT1G67280,AT3G10130,AT1G10170,AT4G39460,AT2G27290,AT1G17850,AT1G29920,AT5G42765,AT5G52780,AT1G14590,AT3G55330,AT4G24750,AT4G35770,AT5G03455,AT3G60370,AT5G23890,AT1G15820,AT5G52970,AT3G58010,AT2G35040,AT3G24590,AT2G42975,AT5G16660,AT1G50250,AT4G38380,AT5G19500,AT2G24020,AT1G52220,AT5G16150,AT1G15140,AT2G42220,AT3G46780,AT4G16155,AT4G13010,AT3G28850,AT1G75690,AT1G22020,AT2G22360,AT1G51110,AT5G21430,AT1G51350,AT5G59250,AT1G50460	96	105	59	10
TPO:163927	0.7263	1	AT4G13670,AT2G01918,AT3G15110,AT3G22690,AT2G40760,AT5G12470,AT3G57680,AT4G39960,AT2G43010,AT2G20270,AT1G07510,AT4G20820,AT1G74710,AT1G55370,AT5G13120,AT1G06690,AT1G67280,AT3G10130,AT1G10170,AT4G39460,AT2G27290,AT1G17850,AT1G29920,AT5G42765,AT5G52780,AT1G14590,AT3G55330,AT4G24750,AT4G35770,AT5G03455,AT3G60370,AT5G23890,AT1G15820,AT5G52970,AT3G58010,AT2G35040,AT3G24590,AT2G42975,AT5G16660,AT1G50250,AT4G38380,AT5G19500,AT2G24020,AT1G52220,AT5G16150,AT1G15140,AT4G01050,AT5G20140,AT1G42960,AT2G30950,AT5G15250,AT1G50460,AT1G51110,AT5G21430,AT1G51350,AT4G13010,AT3G28850	96	105	57	10
TPO:163928	0.6148	1	AT4G13670,AT2G01918,AT3G15110,AT3G22690,AT2G40760,AT5G12470,AT3G57680,AT4G39960,AT2G43010,AT2G20270,AT1G07510,AT4G20820,AT1G74710,AT1G55370,AT5G13120,AT1G06690,AT1G67280,AT3G10130,AT1G10170,AT4G39460,AT2G27290,AT1G17850,AT1G29920,AT5G42765,AT5G52780,AT1G14590,AT3G55330,AT4G24750,AT4G35770,AT5G03455,AT3G60370,AT5G23890,AT1G15820,AT5G52970,AT3G58010,AT2G35040,AT3G24590,AT2G42975,AT5G16660,AT1G50250,AT4G38380,AT5G19500,AT2G24020,AT1G52220,AT5G16150,AT1G15140,AT4G01050,AT5G20140,AT1G42960,AT2G30950,AT5G15250,AT1G72640,AT1G18730,AT5G39830,AT3G10470,AT4G31560,AT3G47060,AT1G66670,AT1G54580,AT1G54050,AT3G26580	96	105	61	10
TPO:163929	0.6852	1	AT4G13670,AT2G01918,AT3G15110,AT3G22690,AT2G40760,AT5G12470,AT3G57680,AT4G39960,AT2G43010,AT2G20270,AT1G07510,AT4G20820,AT1G74710,AT1G55370,AT5G13120,AT1G06690,AT1G67280,AT3G10130,AT1G10170,AT4G39460,AT2G27290,AT1G17850,AT1G29920,AT5G42765,AT5G52780,AT1G14590,AT3G55330,AT4G24750,AT4G35770,AT5G03455,AT3G60370,AT5G23890,AT1G15820,AT5G52970,AT3G58010,AT2G35040,AT3G24590,AT2G42975,AT5G16660,AT1G50250,AT4G38380,AT5G19500,AT2G24020,AT1G52220,AT5G16150,AT1G15140,AT4G01050,AT5G20140,AT1G42960,AT2G30950,AT5G15250,AT1G72640,AT1G18730,AT4G13010	96	105	54	10
TPO:163930	0.7352	1	AT4G13670,AT2G01918,AT3G15110,AT3G22690,AT2G40760,AT5G12470,AT3G57680,AT4G39960,AT2G43010,AT2G20270,AT1G07510,AT4G20820,AT1G74710,AT1G55370,AT5G13120,AT1G06690,AT1G67280,AT3G10130,AT1G10170,AT4G39460,AT2G27290,AT1G17850,AT1G29920,AT5G42765,AT5G52780,AT1G14590,AT3G55330,AT4G24750,AT4G35770,AT5G03455,AT3G60370,AT5G23890,AT1G15820,AT5G52970,AT3G58010,AT2G35040,AT3G24590,AT2G42975,AT5G16660,AT1G50250,AT4G38380,AT5G19500,AT2G24020,AT1G52220,AT5G16150,AT1G15140,AT4G01050,AT4G24930,AT4G13010,AT1G51110,AT5G21430,AT1G51350,AT1G50460,AT3G28850	96	105	54	10
TPO:163931	0.4961	1	AT4G13670,AT2G01918,AT3G15110,AT3G22690,AT2G40760,AT5G12470,AT3G57680,AT4G39960,AT2G43010,AT2G20270,AT1G07510,AT4G20820,AT1G74710,AT1G55370,AT5G13120,AT1G06690,AT1G67280,AT3G10130,AT1G10170,AT4G39460,AT2G27290,AT1G17850,AT1G29920,AT5G42765,AT5G52780,AT1G14590,AT3G55330,AT4G24750,AT4G35770,AT5G03455,AT2G30695,AT5G39830,AT3G10470,AT2G30950,AT5G20140,AT5G53170,AT4G31560,AT1G66670,AT3G47060,AT2G26800,AT1G76760,AT1G42960,AT4G18370,AT1G54050,AT4G01050,AT1G18730,AT1G72640,AT5G15250,AT1G54580,AT3G01440,AT3G26580	96	105	51	10
TPO:163932	0.4333	1	AT4G13670,AT2G01918,AT3G15110,AT3G22690,AT2G40760,AT5G12470,AT3G57680,AT4G04020,AT3G10470,AT5G53170,AT4G31560,AT1G42960,AT1G54580,AT5G39830,AT3G10130,AT1G10170,AT1G66670,AT4G35770,AT1G06690,AT1G54050,AT1G67280,AT4G01050,AT4G39460,AT2G27290,AT5G15250,AT1G29920,AT2G26800,AT5G42765,AT2G30950,AT5G20140,AT1G14590,AT2G30695,AT3G55330,AT3G47060,AT5G13120,AT1G76760,AT4G18370,AT4G24750,AT1G18730,AT5G03455,AT5G52780,AT3G26580,AT1G72640,AT3G01440,AT1G17850	96	105	45	10
TPO:163933	0.72	1	AT5G02160,AT2G37230,AT2G21160,AT4G38100,AT1G30510,AT3G53560,AT5G62720,AT1G74070,AT1G05385,AT3G25480,AT5G35170,AT5G08050,AT2G01140,AT1G54790,AT1G03850	96	105	15	10
TPO:32862	0.7417	4	AT1G06690,AT1G52220,AT3G24590,AT3G55330,AT4G13670,AT4G35770,AT5G21430,AT5G42070	60	74	8	15
TPO:163935	0.4	1	AT1G14150,AT4G04020,AT1G76760,AT3G01440,AT2G26800,AT3G10470,AT2G30695,AT3G26580,AT4G18370,AT4G31560,AT1G54580,AT5G39830,AT1G54050,AT3G47060,AT1G66670,AT5G53170,AT1G42960,AT5G20140,AT1G29920,AT1G72640,AT5G42765,AT2G30950,AT1G14590,AT3G10130,AT1G10170,AT3G55330,AT5G15250,AT4G35770,AT5G13120,AT4G39460,AT4G24750,AT1G18730,AT5G03455,AT5G52780,AT2G27290,AT1G17850,AT1G67280,AT1G06690	96	105	38	10
TPO:163936	0.4	1	AT2G18790,AT1G80380,AT5G42270,AT1G16880,AT2G29180,AT3G08920,AT1G14345	96	105	7	10
TPO:163937	0.4	1	AT2G18790,AT1G80380,AT5G42270,AT1G16880,AT2G29180,AT4G33010	96	105	6	10
TPO:163938	0.5357	1	AT1G67840,AT1G20810,AT1G21750,AT1G50450,AT1G16790,AT2G37400,AT4G19830,AT1G74880,AT1G54500,AT1G78915,AT3G15840,AT1G65260,AT1G03090,AT2G21530	96	105	14	10
TPO:163939	0.7125	1	AT5G08050,AT1G05385,AT3G15360,AT2G21160,AT2G37230,AT1G30510,AT3G53560,AT5G62720,AT1G74070,AT4G39730,AT3G25480,AT5G35170,AT4G38100,AT2G01140,AT1G54790,AT1G03850	96	105	16	10
TPO:163940	0.6083	1	AT1G21750,AT1G20810,AT1G16790,AT2G37400,AT4G19830,AT1G54500,AT1G78915,AT3G15840,AT1G65260,AT4G38100,AT3G15360,AT4G39730	96	105	12	10
TPO:163943	0.4	1	AT1G03160,AT2G29180,AT3G08920,AT1G16880,AT5G42270,AT1G14345	96	105	6	10
TPO:163944	0.7412	1	AT3G53560,AT3G15360,AT1G05385,AT1G30510,AT2G21160,AT5G62720,AT1G74070,AT4G38100,AT4G39730,AT5G35170,AT3G25480,AT1G54790,AT1G03850,AT2G01140,AT3G15840,AT1G54500,AT4G19830	96	105	17	10
TPO:163945	0.72	1	AT3G15840,AT1G54500,AT4G19830,AT3G15360,AT1G74070,AT5G62720,AT4G39730,AT2G01140,AT3G25480,AT4G38100,AT1G78915,AT1G20810,AT1G65260,AT1G16790,AT2G37400	96	105	15	10
TPO:163946	0.62	1	AT3G15840,AT1G54500,AT4G19830,AT3G15360,AT2G41330,AT1G78915,AT1G20810,AT1G65260,AT1G16790,AT2G37400	96	105	10	10
TPO:163947	0.8429	1	AT1G22450,AT3G46780,AT2G42975,AT5G52970,AT3G58010,AT1G75690,AT5G19500,AT2G42220,AT5G59250,AT1G15140,AT2G35040,AT4G16155,AT4G13010,AT2G24020,AT1G52220,AT3G28850,AT1G22020,AT1G50250,AT4G38380,AT2G22360,AT1G51110,AT5G16150,AT1G51350,AT5G21430,AT4G23890,AT5G16660,AT1G50460,AT3G24590	96	105	28	10
TPO:32884	0.7	3	AT1G06690,AT1G30510,AT1G79230,AT2G37230,AT4G01900,AT4G20820	60	74	6	15
TPO:32889	0.6741	2	AT1G06690,AT1G14590,AT1G79230,AT2G37230,AT2G40760,AT3G22690,AT3G57680,AT4G01900,AT4G20820	60	74	9	15
TPO:32890	0.6733	2	AT1G06690,AT1G14590,AT1G79230,AT2G40760,AT3G10130,AT3G22690,AT3G57680,AT4G01900,AT4G20820,AT4G35770	60	74	10	15
TPO:32891	0.5697	3	AT1G14590,AT1G66670,AT1G79230,AT2G40760,AT3G10130,AT3G22690,AT3G57680,AT4G01050,AT4G01900,AT4G20820,AT4G35770	60	74	11	15
TPO:32895	0.5394	3	AT1G17850,AT1G66670,AT1G79230,AT2G40760,AT3G10130,AT3G22690,AT3G26580,AT3G57680,AT4G01050,AT4G01900,AT4G35770	60	74	11	15
TPO:163969	0.7078	2	AT1G03850,AT1G05385,AT1G30510,AT1G54790,AT1G74070,AT2G01140,AT2G21160,AT2G37230,AT3G25480,AT3G53560,AT4G38100,AT5G08050,AT5G35170,AT5G62720	96	106	14	11
TPO:163972	0.5758	2	AT1G16790,AT1G20810,AT1G21750,AT1G54500,AT1G65260,AT1G78915,AT2G37400,AT3G15840,AT4G19830	96	106	9	11
TPO:163975	0.7944	2	AT1G07510,AT1G15140,AT1G15820,AT1G50250,AT1G50460,AT1G51110,AT1G51350,AT1G52220,AT1G55370,AT1G74710,AT1G75690,AT2G20270,AT2G22360,AT2G24020,AT2G35040,AT2G40760,AT2G42220,AT2G42975,AT2G43010,AT3G15110,AT3G22690,AT3G24590,AT3G28850,AT3G46780,AT3G57680,AT3G58010,AT3G60370,AT4G13010,AT4G13670,AT4G16155,AT4G20820,AT4G23890,AT4G38380,AT4G39960,AT5G12470,AT5G16150,AT5G16660,AT5G19500,AT5G21430,AT5G23890,AT5G52970,AT5G59250	96	106	42	11
TPO:163988	0.8273	2	AT1G03850,AT1G54500,AT1G74070,AT2G01140,AT3G15360,AT3G15840,AT3G25480,AT3G53560,AT4G38100,AT4G39730	96	106	10	11
TPO:163989	0.8889	2	AT1G20810,AT1G54500,AT1G74070,AT2G01140,AT3G15360,AT3G15840,AT3G25480,AT4G38100,AT4G39730	96	106	9	11
TPO:163991	0.6848	2	AT1G03850,AT1G05385,AT1G30510,AT1G54790,AT1G74070,AT2G01140,AT2G21160,AT2G37230,AT3G15360,AT3G25480,AT3G53560,AT4G38100,AT4G39730,AT5G35170,AT5G62720	96	106	15	11
TPO:163992	0.8523	2	AT1G20810,AT1G74070,AT2G01140,AT3G15360,AT3G25480,AT4G38100,AT4G39730,AT5G62720	96	106	8	11
TPO:32921	0.6476	4	AT1G17850,AT1G52220,AT1G67280,AT2G27290,AT3G10130,AT3G10470,AT4G35770	60	74	7	15
TPO:163994	0.7677	2	AT1G20810,AT1G54500,AT1G65260,AT1G74070,AT1G78915,AT2G37400,AT3G15360,AT3G15840,AT4G19830	96	106	9	11
TPO:163996	0.8701	2	AT1G20810,AT1G54500,AT1G74070,AT1G78915,AT3G15360,AT3G15840,AT4G39730	96	106	7	11
TPO:163997	0.9773	2	AT1G20810,AT1G54500,AT1G74070,AT2G37400,AT3G15360,AT3G15840,AT3G25480,AT4G38100	96	106	8	11
TPO:32926	0.6667	3	AT1G06690,AT2G40760,AT3G55330,AT4G20820,AT5G08540,AT5G42070,AT5G52970	60	74	7	15
TPO:32927	0.7417	6	AT1G06690,AT1G42960,AT2G22360,AT3G55330,AT4G20820,AT5G08540,AT5G42070,AT5G52970	60	74	8	15
TPO:164009	0.4589	2	AT1G06690,AT1G17850,AT1G18730,AT1G42960,AT1G66670,AT1G67280,AT1G72640,AT2G27290,AT2G30950,AT3G10470,AT3G55330,AT3G60370,AT4G13670,AT4G35770,AT4G39460,AT5G03455,AT5G12470,AT5G13120,AT5G20140,AT5G39830,AT5G53170	96	106	21	11
TPO:32940	0.4	2	AT1G03160,AT1G14150,AT1G18730,AT2G20260,AT2G29500,AT2G30695,AT2G37660,AT3G15110,AT4G37925,AT5G35170,AT5G42270	60	74	11	15
TPO:164016	0.5918	2	AT1G06690,AT1G07510,AT1G10170,AT1G14590,AT1G15140,AT1G15820,AT1G17850,AT1G18730,AT1G29920,AT1G42960,AT1G50250,AT1G54050,AT1G54580,AT1G66670,AT1G67280,AT1G72640,AT1G74710,AT2G20270,AT2G24020,AT2G27290,AT2G30950,AT2G40760,AT2G42975,AT2G43010,AT3G10130,AT3G10470,AT3G15110,AT3G22690,AT3G24590,AT3G26580,AT3G47060,AT3G55330,AT3G57680,AT3G58010,AT4G01050,AT4G13670,AT4G20820,AT4G24750,AT4G31560,AT4G35770,AT4G38380,AT4G39460,AT4G39960,AT5G03455,AT5G12470,AT5G13120,AT5G15250,AT5G16150,AT5G20140,AT5G23890,AT5G39830,AT5G42765,AT5G52780	96	106	53	11
TPO:164018	0.6027	2	AT1G06690,AT1G07510,AT1G10170,AT1G14590,AT1G15140,AT1G15820,AT1G17850,AT1G18730,AT1G29920,AT1G42960,AT1G50250,AT1G54050,AT1G54580,AT1G55370,AT1G66670,AT1G67280,AT1G72640,AT1G74710,AT2G20270,AT2G24020,AT2G27290,AT2G30950,AT2G40760,AT2G42975,AT2G43010,AT3G10130,AT3G10470,AT3G15110,AT3G22690,AT3G24590,AT3G26580,AT3G47060,AT3G55330,AT3G57680,AT3G58010,AT4G01050,AT4G13670,AT4G20820,AT4G24750,AT4G35770,AT4G38380,AT4G39460,AT4G39960,AT5G03455,AT5G12470,AT5G13120,AT5G15250,AT5G16150,AT5G20140,AT5G23890,AT5G39830,AT5G42765,AT5G52780,AT5G52970	96	106	54	11
TPO:164020	0.6182	2	AT1G06690,AT1G07510,AT1G10170,AT1G14590,AT1G15140,AT1G15820,AT1G17850,AT1G18730,AT1G29920,AT1G42960,AT1G50250,AT1G55370,AT1G66670,AT1G67280,AT1G72640,AT1G74710,AT2G20270,AT2G24020,AT2G27290,AT2G30950,AT2G40760,AT2G42975,AT2G43010,AT3G10130,AT3G10470,AT3G15110,AT3G22690,AT3G24590,AT3G55330,AT3G57680,AT3G58010,AT3G60370,AT4G01050,AT4G13670,AT4G20820,AT4G24750,AT4G35770,AT4G38380,AT4G39460,AT4G39960,AT5G03455,AT5G12470,AT5G13120,AT5G16150,AT5G20140,AT5G23890,AT5G39830,AT5G42765,AT5G52780,AT5G52970	96	106	50	11
TPO:32950	0.7111	6	AT1G42960,AT2G22360,AT3G55330,AT3G60370,AT5G08540,AT5G52970	60	74	6	15
