term_id	sign_score	annotation_gene	annotation_window	geneSize	window_size
428	0.0131	['AT1G12250', 'AT1G17850', 'AT1G52220', 'AT1G66670', 'AT1G67280', 'AT1G79230', 'AT1G80030', 'AT2G20270', 'AT2G27290', 'AT2G30950', 'AT2G35040', 'AT3G10470', 'AT3G26580', 'AT4G04020', 'AT4G13670', 'AT4G19830', 'AT5G01500', 'AT5G03455', 'AT5G15250', 'AT5G19370', 'AT5G20140', 'AT5G21430', 'AT5G42070', 'AT5G52440']	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]	24	10
1094	0.0131	['AT1G12250', 'AT1G72640', 'AT1G80030', 'AT2G30950', 'AT4G04020', 'AT5G01500', 'AT5G13120', 'AT5G15250', 'AT5G19370', 'AT5G39830']	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]	10	20
6320	0.0131	['AT1G22020', 'AT1G22450', 'AT1G56500', 'AT1G75690', 'AT2G42975', 'AT3G28850', 'AT3G58010', 'AT4G13010', 'AT4G38380', 'AT4G39460', 'AT5G16150', 'AT5G19500', 'AT5G53170', 'AT5G59250']	[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]	14	12
113341	0.0131	['AT1G06690', 'AT1G07510', 'AT1G10170', 'AT1G15820', 'AT1G17850', 'AT1G23740', 'AT1G31180', 'AT1G42960', 'AT1G55370', 'AT1G67280', 'AT1G74710', 'AT2G24020', 'AT2G40760', 'AT3G10130', 'AT3G10470', 'AT3G15360', 'AT3G22690', 'AT3G26580', 'AT3G55330', 'AT3G57680', 'AT3G60370', 'AT4G13670', 'AT4G35770', 'AT4G39960', 'AT5G23890', 'AT5G42070', 'AT5G42765', 'AT5G52970']	[23, 24]	28	2
63296	0.0131	['AT1G02560', 'AT1G12250', 'AT1G14150', 'AT1G18730', 'AT1G27510', 'AT1G55370', 'AT1G72640', 'AT1G74710', 'AT1G76760', 'AT1G80030', 'AT2G01918', 'AT2G17630', 'AT2G20260', 'AT2G20270', 'AT2G26800', 'AT2G27290', 'AT2G29500', 'AT2G30950', 'AT2G37660', 'AT2G40100', 'AT2G40400', 'AT2G41330', 'AT2G44990', 'AT3G01440', 'AT3G08920', 'AT3G15110', 'AT3G47060', 'AT4G04020', 'AT4G18370', 'AT4G23890', 'AT4G24750', 'AT4G37925', 'AT4G39960', 'AT5G01500', 'AT5G02160', 'AT5G03455', 'AT5G13120', 'AT5G15250', 'AT5G19370', 'AT5G20140', 'AT5G23890', 'AT5G35170', 'AT5G39830', 'AT5G52780']	[15, 16, 17]	44	3
134678	0.0131	['AT1G07510', 'AT1G15140', 'AT1G15820', 'AT1G20810', 'AT1G30510', 'AT1G42960', 'AT1G50250', 'AT1G50460', 'AT1G54500', 'AT1G79230', 'AT2G22360', 'AT2G24020', 'AT2G35040', 'AT2G42220', 'AT2G42975', 'AT2G43010', 'AT3G15360', 'AT3G24590', 'AT3G53560', 'AT3G58010', 'AT3G60370', 'AT4G13010', 'AT4G13670', 'AT4G38380', 'AT4G39460', 'AT5G12470', 'AT5G16150', 'AT5G16660', 'AT5G21430', 'AT5G52970']	[27, 28, 29, 30, 31, 32, 33, 34, 35]	30	9
134681	0.0131	['AT1G07510', 'AT1G15140', 'AT1G15820', 'AT1G20810', 'AT1G30510', 'AT1G42960', 'AT1G50250', 'AT1G50460', 'AT1G54500', 'AT2G22360', 'AT2G24020', 'AT2G35040', 'AT2G42220', 'AT2G42975', 'AT2G43010', 'AT3G15360', 'AT3G24590', 'AT3G53560', 'AT3G58010', 'AT3G60370', 'AT4G13010', 'AT4G13670', 'AT4G38380', 'AT4G39460', 'AT5G12470', 'AT5G16150', 'AT5G16660', 'AT5G19500', 'AT5G21430', 'AT5G52970']	[27, 28, 29, 30, 31, 32, 33, 34, 35]	30	9
185640	0.0131	['AT1G12250', 'AT1G14150', 'AT1G80030', 'AT2G26800', 'AT3G01440', 'AT4G04020', 'AT4G18370', 'AT5G19370', 'AT5G42070']	[44, 45, 46, 47, 48, 49, 50, 51, 52]	9	9
89086	0.0131	['AT1G14590', 'AT1G17850', 'AT1G31180', 'AT1G66670', 'AT1G67280', 'AT2G27290', 'AT3G10470', 'AT3G26580', 'AT5G42765']	[19, 20, 21, 22, 23, 24, 25, 26, 27]	9	9
93827	0.0131	['AT1G06690', 'AT1G14590', 'AT1G17850', 'AT1G52220', 'AT1G55370', 'AT1G66670', 'AT1G72640', 'AT2G27290', 'AT2G40100', 'AT2G40760', 'AT3G10470', 'AT4G04020', 'AT4G18370', 'AT4G35770', 'AT4G39960', 'AT5G02160', 'AT5G23890']	[20, 21, 22, 23]	17	4
44184	0.013	['AT1G10170', 'AT1G15820', 'AT1G22020', 'AT1G22450', 'AT1G29920', 'AT1G50250', 'AT1G51350', 'AT1G56500', 'AT1G75690', 'AT2G24020', 'AT2G42975', 'AT3G15360', 'AT3G28850', 'AT3G58010', 'AT4G13010', 'AT4G38380', 'AT4G39460', 'AT5G08540', 'AT5G16150', 'AT5G16660', 'AT5G19500', 'AT5G53170', 'AT5G59250']	[12, 13]	23	2
124355	0.013	['AT2G20270', 'AT3G55330', 'AT3G57680', 'AT5G42070', 'AT1G06690', 'AT4G35770', 'AT3G22690', 'AT1G23740', 'AT1G10170', 'AT1G07510', 'AT2G24020', 'AT2G35040', 'AT4G13670', 'AT2G42975', 'AT5G52970', 'AT1G50250', 'AT1G42960', 'AT2G43010', 'AT3G15360', 'AT2G42220', 'AT3G60370', 'AT2G37230', 'AT5G21430', 'AT3G24590', 'AT1G29920', 'AT1G30510', 'AT4G13010', 'AT1G15820', 'AT2G22360', 'AT5G12470', 'AT1G52220', 'AT4G24750', 'AT5G23890', 'AT2G40760', 'AT3G10130', 'AT1G55370', 'AT2G40400']	[25]	37	1
6421	0.013	['AT1G15820', 'AT1G22450', 'AT1G50250', 'AT2G42975', 'AT3G15360', 'AT3G58010', 'AT4G13010', 'AT4G38380', 'AT4G39460', 'AT5G12470', 'AT5G53170']	[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]	11	13
6451	0.013	['AT1G22450', 'AT1G50250', 'AT2G42975', 'AT3G15360', 'AT3G58010', 'AT4G13010', 'AT4G38380', 'AT4G39460', 'AT5G12470', 'AT5G19500', 'AT5G53170']	[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]	11	13
141135	0.013	['AT1G22020', 'AT1G51110', 'AT3G15840', 'AT3G25480', 'AT3G46780', 'AT3G53560', 'AT5G53490']	[29, 30, 31]	7	3
75647	0.013	['AT1G14590', 'AT1G17850', 'AT1G55370', 'AT1G74710', 'AT2G27290', 'AT2G40400', 'AT3G10470', 'AT3G47060', 'AT4G39960', 'AT5G02160', 'AT5G23890']	[17, 18, 19, 20, 21, 22]	11	6
75649	0.013	['AT1G14590', 'AT1G27510', 'AT1G55370', 'AT1G74710', 'AT2G27290', 'AT2G40400', 'AT3G10470', 'AT3G47060', 'AT4G39960', 'AT5G02160', 'AT5G23890']	[17, 18, 19, 20, 21, 22]	11	6
75653	0.013	['AT1G14590', 'AT1G17850', 'AT1G55370', 'AT1G66670', 'AT1G74710', 'AT2G27290', 'AT2G40400', 'AT3G10470', 'AT3G47060', 'AT4G39960', 'AT5G23890']	[17, 18, 19, 20, 21, 22]	11	6
124836	0.013	['AT1G22020', 'AT1G50460', 'AT1G51110', 'AT1G54500', 'AT2G35040', 'AT3G25480', 'AT3G53560', 'AT3G58010', 'AT4G38380', 'AT4G39460', 'AT5G16150', 'AT5G16660', 'AT5G19500', 'AT5G53490']	[25, 26, 27]	14	3
93524	0.013	['AT1G52220', 'AT1G72640', 'AT2G20270', 'AT2G27290', 'AT2G30950', 'AT2G40100', 'AT2G40400', 'AT3G10470', 'AT3G15110', 'AT4G04020', 'AT4G18370', 'AT4G24750', 'AT4G39960', 'AT5G02160', 'AT5G03455', 'AT5G08540', 'AT5G13120', 'AT5G15250', 'AT5G20140', 'AT5G39830', 'AT5G52780']	[20, 21, 22]	21	3
93534	0.013	['AT1G52220', 'AT1G72640', 'AT1G76760', 'AT2G20270', 'AT2G27290', 'AT2G30950', 'AT2G40100', 'AT2G40400', 'AT3G10470', 'AT3G15110', 'AT4G04020', 'AT4G18370', 'AT4G24750', 'AT5G02160', 'AT5G03455', 'AT5G08540', 'AT5G13120', 'AT5G15250', 'AT5G20140', 'AT5G39830', 'AT5G52780']	[20, 21, 22]	21	3
93569	0.013	['AT1G52220', 'AT1G72640', 'AT2G20270', 'AT2G27290', 'AT2G30950', 'AT2G40100', 'AT2G40400', 'AT3G10470', 'AT3G15110', 'AT4G04020', 'AT4G18370', 'AT4G24750', 'AT4G39960', 'AT5G02160', 'AT5G03455', 'AT5G13120', 'AT5G15250', 'AT5G20140', 'AT5G23890', 'AT5G39830', 'AT5G52780']	[20, 21, 22]	21	3
100188	0.013	['AT1G06690', 'AT1G14590', 'AT1G17850', 'AT1G31180', 'AT1G52220', 'AT1G55370', 'AT1G66670', 'AT1G67280', 'AT1G74710', 'AT2G01918', 'AT2G27290', 'AT2G40760', 'AT3G10130', 'AT3G10470', 'AT3G26580', 'AT4G39960', 'AT5G23890', 'AT5G42765']	[21, 22]	18	2
108536	0.013	['AT1G14590', 'AT1G17850', 'AT1G31180', 'AT1G66670', 'AT1G67280', 'AT1G72640', 'AT2G27290', 'AT3G10470', 'AT3G26580', 'AT4G01050', 'AT4G01900', 'AT4G31560']	[22, 23, 24, 25, 26, 27, 28]	12	7
108538	0.013	['AT1G14590', 'AT1G17850', 'AT1G31180', 'AT1G54050', 'AT1G66670', 'AT1G67280', 'AT1G72640', 'AT2G27290', 'AT3G10470', 'AT4G01050', 'AT4G01900', 'AT4G31560']	[22, 23, 24, 25, 26, 27, 28]	12	7
106618	0.013	['AT1G20810', 'AT4G13010', 'AT5G12470', 'AT1G54500', 'AT5G16660', 'AT4G13670', 'AT2G42975', 'AT1G50250', 'AT2G43010', 'AT2G42220', 'AT1G15140', 'AT2G22360', 'AT5G21430', 'AT4G39730', 'AT1G07510', 'AT1G42960', 'AT3G24590', 'AT5G16150', 'AT5G19500', 'AT4G38380']	[22]	20	1
82730	0.013	['AT1G17850', 'AT1G55370', 'AT1G66670', 'AT1G67280', 'AT1G74710', 'AT2G27290', 'AT3G10130', 'AT3G10470', 'AT3G26580', 'AT5G42765']	[18, 19, 20, 21, 22, 23, 24, 25, 26, 27]	10	10
52423	0.013	['AT1G55370', 'AT1G74710', 'AT2G27290', 'AT3G10470', 'AT4G04020', 'AT4G18370', 'AT4G24750', 'AT4G39960', 'AT5G20140', 'AT5G23890']	[13, 14, 15, 16, 17, 18, 19, 20, 21, 22]	10	10
183559	0.013	['AT1G07510', 'AT1G15140', 'AT1G15820', 'AT1G27510', 'AT1G29920', 'AT1G50250', 'AT1G55370', 'AT1G74710', 'AT2G20270', 'AT2G24020', 'AT2G35040', 'AT2G40760', 'AT2G42975', 'AT2G43010', 'AT3G22690', 'AT3G24590', 'AT3G57680', 'AT3G60370', 'AT4G13010', 'AT4G13670', 'AT4G20820', 'AT4G24930', 'AT4G38380', 'AT5G12470', 'AT5G16150', 'AT5G16660', 'AT5G19500', 'AT5G23890', 'AT5G52970', 'AT5G53170']	[43, 44, 45, 46]	30	4
113095	0.013	['AT1G14590', 'AT1G52220', 'AT1G55370', 'AT1G72640', 'AT2G27290', 'AT2G40100', 'AT3G10470', 'AT4G04020', 'AT4G18370', 'AT4G24750', 'AT4G39960', 'AT5G02160', 'AT5G13120', 'AT5G15250', 'AT5G20140', 'AT5G39830', 'AT5G42070', 'AT5G52780']	[23, 24]	18	2
152704	0.013	['AT1G12250', 'AT1G14150', 'AT1G76760', 'AT1G80030', 'AT2G26800', 'AT2G40100', 'AT3G01440', 'AT3G47060', 'AT4G04020', 'AT4G23890', 'AT4G37925', 'AT5G62720']	[32, 33, 34, 35, 36, 37, 38]	12	7
153332	0.013	['AT1G12250', 'AT1G14150', 'AT1G76760', 'AT1G80030', 'AT2G17630', 'AT2G26800', 'AT2G40100', 'AT3G01440', 'AT4G37925', 'AT5G19370']	[32, 33, 34, 35, 36, 37, 38, 39, 40, 41]	10	10
124388	0.013	['AT1G54050', 'AT4G01050', 'AT1G17850', 'AT1G14590', 'AT5G08540', 'AT2G27290', 'AT5G03455', 'AT4G31560', 'AT1G31180', 'AT1G67280', 'AT3G26580', 'AT5G42765', 'AT1G76760', 'AT5G39830', 'AT3G10470', 'AT5G20140', 'AT4G18370', 'AT1G12250', 'AT1G80030', 'AT4G04020']	[25]	20	1
100014	0.0129	['AT5G08540', 'AT2G01918', 'AT3G10470', 'AT5G02160', 'AT1G27510', 'AT4G39960', 'AT2G27290', 'AT4G04020', 'AT5G39830', 'AT2G20270', 'AT2G40100', 'AT4G37925', 'AT5G15250', 'AT1G72640', 'AT4G18370', 'AT5G52780', 'AT5G20140', 'AT3G47060', 'AT5G13120', 'AT4G24750', 'AT1G18730', 'AT2G40400', 'AT2G17630', 'AT1G14150', 'AT1G12250', 'AT1G02560', 'AT2G30950', 'AT2G29500', 'AT2G20260', 'AT1G76760', 'AT2G26800', 'AT2G44990', 'AT5G19370', 'AT5G03455', 'AT3G01440', 'AT3G15110', 'AT4G23890', 'AT5G35170', 'AT2G41330', 'AT5G01500', 'AT1G55370', 'AT1G14590', 'AT3G08920']	[21]	43	1
8678	0.0129	['AT1G02560', 'AT1G03160', 'AT1G07510', 'AT1G12250', 'AT1G14150', 'AT1G14345', 'AT1G15820', 'AT1G17850', 'AT1G18730', 'AT1G22450', 'AT1G29920', 'AT1G51110', 'AT1G52220', 'AT1G54050', 'AT1G55370', 'AT1G66670', 'AT1G67280', 'AT1G67700', 'AT1G72640', 'AT1G74710', 'AT1G76760', 'AT1G79230', 'AT1G80030', 'AT1G80380', 'AT2G17630', 'AT2G20260', 'AT2G20270', 'AT2G26800', 'AT2G27290', 'AT2G29180', 'AT2G29500', 'AT2G30950', 'AT2G35040', 'AT2G37660', 'AT2G40400', 'AT2G40760', 'AT2G42975', 'AT3G01440', 'AT3G08920', 'AT3G10130', 'AT3G10470', 'AT3G14420', 'AT3G15110', 'AT3G15360', 'AT3G24590', 'AT3G26580', 'AT3G28850', 'AT3G55330', 'AT3G58010', 'AT3G60370', 'AT4G04020', 'AT4G13010', 'AT4G13670', 'AT4G19830', 'AT4G35770', 'AT4G37925', 'AT4G39460', 'AT4G39960', 'AT5G01500', 'AT5G03455', 'AT5G12470', 'AT5G13120', 'AT5G15250', 'AT5G19370', 'AT5G19500', 'AT5G21430', 'AT5G35170', 'AT5G39830', 'AT5G42070', 'AT5G42270', 'AT5G42765', 'AT5G52440', 'AT5G52970', 'AT5G53170', 'AT5G59250']	[4, 5]	75	2
6669	0.0129	['AT1G22020', 'AT1G22450', 'AT1G51350', 'AT1G56500', 'AT1G75690', 'AT3G28850', 'AT4G38380', 'AT4G39460', 'AT5G59250']	[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]	9	15
134682	0.0129	['AT1G07510', 'AT1G15140', 'AT1G15820', 'AT1G20810', 'AT1G30510', 'AT1G42960', 'AT1G50250', 'AT1G52220', 'AT1G54500', 'AT1G79230', 'AT2G20270', 'AT2G22360', 'AT2G24020', 'AT2G35040', 'AT2G42220', 'AT2G42975', 'AT2G43010', 'AT3G15360', 'AT3G24590', 'AT3G53560', 'AT3G58010', 'AT3G60370', 'AT4G13010', 'AT4G13670', 'AT4G38380', 'AT4G39460', 'AT5G12470', 'AT5G16150', 'AT5G16660', 'AT5G21430', 'AT5G23890', 'AT5G52970']	[27, 28, 29, 30, 31, 32, 33, 34, 35]	32	9
134683	0.0129	['AT1G07510', 'AT1G15140', 'AT1G15820', 'AT1G20810', 'AT1G30510', 'AT1G42960', 'AT1G50250', 'AT1G52220', 'AT1G54500', 'AT2G20270', 'AT2G22360', 'AT2G24020', 'AT2G35040', 'AT2G42220', 'AT2G42975', 'AT2G43010', 'AT3G15360', 'AT3G24590', 'AT3G53560', 'AT3G58010', 'AT3G60370', 'AT4G13010', 'AT4G13670', 'AT4G38380', 'AT4G39460', 'AT5G12470', 'AT5G16150', 'AT5G16660', 'AT5G19500', 'AT5G21430', 'AT5G23890', 'AT5G52970']	[27, 28, 29, 30, 31, 32, 33, 34, 35]	32	9
299	0.0128	['AT1G02560', 'AT1G03160', 'AT1G12250', 'AT1G14150', 'AT1G54050', 'AT1G66670', 'AT1G72640', 'AT1G74710', 'AT1G79230', 'AT1G80030', 'AT2G17630', 'AT2G20260', 'AT2G26800', 'AT2G27290', 'AT2G29500', 'AT2G30950', 'AT2G37660', 'AT4G04020', 'AT4G19830', 'AT5G01500', 'AT5G13120', 'AT5G15250', 'AT5G19370', 'AT5G39830', 'AT5G42270', 'AT5G52440']	[0, 1, 2, 3, 4, 5, 6, 7]	26	8
973	0.0128	['AT3G58010', 'AT4G13010', 'AT4G38380', 'AT4G39460', 'AT5G12470', 'AT5G53170']	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]	6	18
102005	0.0128	['AT1G14590', 'AT1G17850', 'AT1G54050', 'AT1G55370', 'AT1G66670', 'AT1G67280', 'AT1G72640', 'AT1G74710', 'AT2G27290', 'AT2G40760', 'AT3G10470', 'AT3G26580', 'AT5G23890']	[21, 22, 23, 24, 25, 26]	13	6
69847	0.0128	['AT1G14590', 'AT1G27510', 'AT1G55370', 'AT1G74710', 'AT2G27290', 'AT3G10470', 'AT4G39960', 'AT5G02160', 'AT5G23890', 'AT5G42765']	[16, 17, 18, 19, 20]	10	5
69858	0.0128	['AT1G14590', 'AT1G17850', 'AT2G27290', 'AT3G10470', 'AT3G26580', 'AT5G08540', 'AT5G23890', 'AT5G42765']	[16, 17, 18, 19, 20]	8	5
70348	0.0128	['AT1G06690', 'AT1G42960', 'AT1G52220', 'AT2G22360', 'AT3G15360', 'AT3G55330', 'AT3G57680', 'AT3G60370', 'AT4G13670', 'AT4G35770', 'AT5G21430', 'AT5G42070', 'AT5G52970']	[16, 17, 18, 19, 20, 21]	13	6
5637	0.0128	['AT1G03090', 'AT1G20810', 'AT1G27510', 'AT1G50450', 'AT1G54580', 'AT1G65260', 'AT1G78915', 'AT2G21160', 'AT2G21530', 'AT2G37400']	[3, 4, 5, 6, 7]	10	5
107987	0.0128	['AT1G06690', 'AT1G14590', 'AT1G17850', 'AT1G55370', 'AT1G66670', 'AT1G72640', 'AT2G27290', 'AT3G10470', 'AT4G18370', 'AT4G35770', 'AT5G20140', 'AT5G23890', 'AT5G42070']	[22, 23, 24, 25]	13	4
81280	0.0128	['AT1G14590', 'AT1G17850', 'AT1G55370', 'AT1G67280', 'AT1G72640', 'AT1G74710', 'AT2G27290', 'AT2G40100', 'AT3G10470', 'AT4G04020', 'AT4G18370', 'AT4G39960', 'AT5G02160', 'AT5G23890']	[18, 19, 20, 21, 22]	14	5
183566	0.0128	['AT1G06690', 'AT1G07510', 'AT1G15820', 'AT1G27510', 'AT1G29920', 'AT1G55370', 'AT1G74710', 'AT2G20270', 'AT2G40760', 'AT2G43010', 'AT3G10130', 'AT3G15110', 'AT3G22690', 'AT3G24590', 'AT3G55330', 'AT3G57680', 'AT3G60370', 'AT4G13670', 'AT4G20820', 'AT4G24750', 'AT4G24930', 'AT4G35770', 'AT5G12470', 'AT5G23890', 'AT5G52970', 'AT5G53170']	[43, 44, 45, 46]	26	4
152574	0.0128	['AT1G14150', 'AT1G80030', 'AT2G26800', 'AT2G30950', 'AT2G40100', 'AT2G41330', 'AT3G01440', 'AT3G47060', 'AT4G04020', 'AT4G23890', 'AT4G37925', 'AT5G52780', 'AT5G62720']	[32, 33, 34, 35, 36, 37]	13	6
90448	0.0128	['AT1G14590', 'AT3G10470', 'AT4G18370', 'AT4G39960', 'AT5G13120', 'AT5G39830']	[19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36]	6	18
93235	0.0128	['AT1G22020', 'AT1G50460', 'AT1G54500', 'AT2G42220', 'AT3G15840', 'AT3G25480', 'AT3G58010', 'AT4G38380', 'AT4G39460', 'AT5G16150', 'AT5G16660', 'AT5G19500', 'AT5G59250']	[20, 21]	13	2
126200	0.0128	['AT1G07510', 'AT1G15140', 'AT1G15820', 'AT1G20810', 'AT1G50250', 'AT1G54500', 'AT2G22360', 'AT2G35040', 'AT2G42220', 'AT2G42975', 'AT2G43010', 'AT3G15360', 'AT3G24590', 'AT3G53560', 'AT3G58010', 'AT4G13010', 'AT4G13670', 'AT4G38380', 'AT4G39460', 'AT5G12470', 'AT5G16150', 'AT5G16660', 'AT5G19500', 'AT5G21430', 'AT5G52970', 'AT5G53490']	[25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35]	26	11
28751	0.0128	['AT1G22020', 'AT1G22450', 'AT1G23740', 'AT1G50250', 'AT1G56500', 'AT1G75690', 'AT2G42975', 'AT3G28850', 'AT3G58010', 'AT4G13010', 'AT4G38380', 'AT4G39460', 'AT5G08540', 'AT5G12470', 'AT5G16660', 'AT5G19500', 'AT5G53170', 'AT5G59250']	[9, 10, 11, 12, 13]	18	5
28754	0.0128	['AT1G22020', 'AT1G22450', 'AT1G23740', 'AT1G50250', 'AT1G56500', 'AT1G75690', 'AT2G42975', 'AT3G28850', 'AT3G58010', 'AT4G13010', 'AT4G38380', 'AT4G39460', 'AT5G08540', 'AT5G16150', 'AT5G16660', 'AT5G19500', 'AT5G53170', 'AT5G59250']	[9, 10, 11, 12, 13]	18	5
94457	0.0128	['AT1G06690', 'AT1G14590', 'AT1G17850', 'AT1G52220', 'AT1G55370', 'AT1G66670', 'AT1G72640', 'AT2G27290', 'AT2G40100', 'AT2G40760', 'AT3G10470', 'AT4G04020', 'AT4G35770', 'AT4G39960', 'AT5G02160', 'AT5G23890']	[20, 21, 22, 23, 24]	16	5
127678	0.0128	['AT1G22020', 'AT3G15840', 'AT3G25480', 'AT3G46780', 'AT5G59250']	[25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42]	5	18
188069	0.0128	['AT2G30695', 'AT4G18370', 'AT3G26580', 'AT2G26800', 'AT3G10470', 'AT4G31560', 'AT1G54580', 'AT5G39830', 'AT3G47060', 'AT3G01440', 'AT4G35770', 'AT5G15250', 'AT5G42765', 'AT2G30950', 'AT5G20140', 'AT1G14590', 'AT5G53170', 'AT1G10170', 'AT3G55330', 'AT1G66670', 'AT4G39460', 'AT1G42960', 'AT1G54050', 'AT1G18730', 'AT2G27290', 'AT1G72640', 'AT5G03455', 'AT1G67280', 'AT1G17850']	[48]	29	1
5803	0.0128	['AT1G07510', 'AT1G15820', 'AT1G17850', 'AT1G29920', 'AT1G50250', 'AT1G52220', 'AT2G20270', 'AT2G22360', 'AT2G35040', 'AT2G37230', 'AT2G40760', 'AT2G42975', 'AT3G10470', 'AT3G15360', 'AT3G22690', 'AT3G24590', 'AT3G55330', 'AT3G57680', 'AT3G60370', 'AT4G13010', 'AT4G13670', 'AT4G20820', 'AT4G35770', 'AT4G38380', 'AT5G03455', 'AT5G12470', 'AT5G21430', 'AT5G42070', 'AT5G52440', 'AT5G52970', 'AT5G53170']	[3, 4, 5, 6, 7, 8, 9, 10]	31	8
23386	0.0128	['AT1G22020', 'AT1G22450', 'AT1G50250', 'AT1G51350', 'AT1G56500', 'AT1G75690', 'AT2G42975', 'AT3G28850', 'AT3G58010', 'AT4G13010', 'AT4G16155', 'AT4G38380', 'AT4G39460', 'AT5G12470', 'AT5G16150', 'AT5G16660', 'AT5G19500', 'AT5G53170', 'AT5G59250']	[8, 9, 10]	19	3
58867	0.0128	['AT1G55370', 'AT2G27290', 'AT2G40100', 'AT3G10470', 'AT4G04020', 'AT4G18370', 'AT4G24750', 'AT4G39960', 'AT5G02160', 'AT5G15250', 'AT5G20140']	[14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24]	11	11
179788	0.0127	['AT1G07510', 'AT1G15140', 'AT1G15820', 'AT1G23740', 'AT1G50250', 'AT1G52220', 'AT1G55370', 'AT1G74710', 'AT2G20270', 'AT2G22360', 'AT2G24020', 'AT2G35040', 'AT2G42220', 'AT2G42975', 'AT2G43010', 'AT3G15360', 'AT3G24590', 'AT3G57680', 'AT3G58010', 'AT3G60370', 'AT4G13010', 'AT4G13670', 'AT4G20820', 'AT4G24930', 'AT4G38380', 'AT5G12470', 'AT5G16150', 'AT5G16660', 'AT5G19500', 'AT5G21430', 'AT5G23890', 'AT5G35170', 'AT5G52970', 'AT5G53170']	[41, 42]	34	2
118864	0.0127	['AT1G06690', 'AT5G23890', 'AT3G55330', 'AT3G26580', 'AT2G40760', 'AT1G10170', 'AT1G31180', 'AT1G74710', 'AT3G10130', 'AT1G23740', 'AT3G22690', 'AT5G42765', 'AT1G67280', 'AT5G52970', 'AT2G24020', 'AT3G57680', 'AT2G27290', 'AT4G39960', 'AT5G42070', 'AT1G72640', 'AT4G35770', 'AT1G17850', 'AT1G55370', 'AT4G31560', 'AT1G66670', 'AT1G18730', 'AT1G14590', 'AT3G60370', 'AT3G15360', 'AT3G10470', 'AT1G42960', 'AT1G52220']	[24]	32	1
184775	0.0127	['AT1G07510', 'AT1G15140', 'AT1G15820', 'AT1G27510', 'AT1G29920', 'AT1G50250', 'AT1G52220', 'AT1G55370', 'AT1G74710', 'AT2G20270', 'AT2G24020', 'AT2G35040', 'AT2G40760', 'AT2G42975', 'AT2G43010', 'AT3G22690', 'AT3G24590', 'AT3G57680', 'AT3G60370', 'AT4G13010', 'AT4G13670', 'AT4G20820', 'AT4G24930', 'AT4G38380', 'AT5G12470', 'AT5G16150', 'AT5G16660', 'AT5G19500', 'AT5G23890', 'AT5G52970', 'AT5G53170']	[44, 45, 46]	31	3
1573	0.0127	['AT1G17850', 'AT1G66670', 'AT1G67280', 'AT3G10470', 'AT3G26580']	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33]	5	34
175777	0.0127	['AT1G22020', 'AT1G50460', 'AT1G51350', 'AT1G52220', 'AT1G75690', 'AT2G22360', 'AT3G28850', 'AT3G46780', 'AT4G16155', 'AT4G27700', 'AT5G16150', 'AT5G19500', 'AT5G21430', 'AT5G35170', 'AT5G59250']	[39, 40, 41, 42, 43, 44]	15	6
176108	0.0127	['AT1G22020', 'AT1G50460', 'AT1G51350', 'AT1G52220', 'AT1G75690', 'AT2G22360', 'AT3G28850', 'AT3G46780', 'AT4G16155', 'AT4G27700', 'AT5G16150', 'AT5G19500', 'AT5G21430', 'AT5G59250']	[39, 40, 41, 42, 43, 44, 45]	14	7
81808	0.0127	['AT1G14590', 'AT1G55370', 'AT1G72640', 'AT2G27290', 'AT2G40100', 'AT3G10470', 'AT4G04020', 'AT4G18370', 'AT4G24750', 'AT4G39960', 'AT5G02160', 'AT5G15250', 'AT5G20140', 'AT5G52780']	[18, 19, 20, 21, 22, 23, 24]	14	7
118854	0.0127	['AT1G06690', 'AT5G23890', 'AT3G55330', 'AT3G26580', 'AT2G40760', 'AT1G10170', 'AT1G31180', 'AT1G74710', 'AT3G10130', 'AT1G23740', 'AT3G22690', 'AT5G42765', 'AT1G67280', 'AT5G52970', 'AT2G24020', 'AT3G57680', 'AT1G29920', 'AT1G30510', 'AT2G37230', 'AT1G15820', 'AT1G07510', 'AT1G50250', 'AT3G24590', 'AT1G52220', 'AT3G10470', 'AT1G17850', 'AT1G55370', 'AT4G35770', 'AT4G39960', 'AT5G42070', 'AT1G72640', 'AT4G13670', 'AT1G42960', 'AT3G15360', 'AT3G60370']	[24]	35	1
