term_id	sign_score	annotation_gene	annotation_window	geneSize	window_size
88001	0.3016	['AT1G14345', 'AT1G80380', 'AT2G18790', 'AT2G29180', 'AT4G33010', 'AT5G42270']	[19, 20, 21, 22, 23, 24]	6	6
11823	0.2901	['AT3G56040', 'AT2G26550', 'AT1G79040', 'AT1G71500', 'AT1G44575', 'AT1G65230']	[5]	6	1
87603	0.2784	['AT1G03160', 'AT1G14345', 'AT1G80380', 'AT2G18790', 'AT2G29180', 'AT4G33010', 'AT5G42270']	[19, 20, 21, 22, 23]	7	5
69153	0.2469	['AT2G18790', 'AT1G80380', 'AT1G14345', 'AT4G33010', 'AT1G03160', 'AT2G29180']	[16]	6	1
106653	0.2275	['AT1G80380', 'AT1G03160', 'AT1G67700', 'AT2G29180', 'AT4G33010', 'AT5G42270', 'AT1G14345']	[22]	7	1
93116	0.2222	['AT1G03160', 'AT1G67700', 'AT1G80380', 'AT1G14345', 'AT5G42270', 'AT4G33010', 'AT2G18790', 'AT2G29180']	[20]	8	1
3796	0.213	['AT4G33010', 'AT3G08920', 'AT1G32500', 'AT3G14420', 'AT2G18790', 'AT1G16880', 'AT5G53170', 'AT2G29180']	[2]	8	1
106652	0.2116	['AT1G80380', 'AT1G03160', 'AT1G67700', 'AT2G30695', 'AT4G33010', 'AT5G42270', 'AT1G14345']	[22]	7	1
3813	0.2111	['AT1G44575', 'AT1G65230', 'AT1G71500', 'AT1G79040', 'AT2G26550', 'AT3G56040']	[2, 3]	6	2
5583	0.2011	['AT3G56040', 'AT5G08540', 'AT1G71500', 'AT1G79040', 'AT2G26550', 'AT1G44575', 'AT1G65230']	[3]	7	1
93115	0.1667	['AT1G03160', 'AT1G67700', 'AT1G80380', 'AT1G14345', 'AT5G42270', 'AT2G30695']	[20]	6	1
69172	0.1646	['AT1G03160', 'AT1G14345', 'AT1G80380', 'AT5G42270', 'AT2G30695', 'AT2G37660', 'AT1G67700', 'AT3G08920', 'AT4G33010']	[16]	9	1
1998	0.1556	['AT1G32500', 'AT2G29180', 'AT3G08920', 'AT3G14420', 'AT4G33010', 'AT5G53170']	[1, 2]	6	2
141747	0.1424	['AT1G50450', 'AT1G67840', 'AT1G74880', 'AT2G21530', 'AT4G19830', 'AT4G38100']	[29, 30, 31, 32, 33, 34, 35, 36]	6	8
118777	0.1323	['AT1G75690', 'AT3G28850', 'AT1G51350', 'AT3G15840', 'AT5G53170', 'AT4G16155', 'AT1G22450']	[24]	7	1
125845	0.1317	['AT1G22450', 'AT1G51350', 'AT3G15840', 'AT3G28850', 'AT4G16155', 'AT4G27700', 'AT5G53170']	[25, 26, 27, 28, 29, 30, 31, 32, 33]	7	9
121926	0.1296	['AT1G22450', 'AT1G51350', 'AT3G15840', 'AT3G28850', 'AT4G16155', 'AT5G53170']	[24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39]	6	16
188139	0.1278	['AT1G03160', 'AT1G14345', 'AT1G16880', 'AT1G80380', 'AT3G08920', 'AT5G42270']	[48, 49]	6	2
2006	0.1273	['AT2G29180', 'AT3G08920', 'AT3G14420', 'AT4G33010', 'AT5G53170']	[1, 2, 3]	5	3
141032	0.1235	['AT1G03160', 'AT1G16880', 'AT1G67700', 'AT1G03090', 'AT2G30695', 'AT1G14345']	[29]	6	1
130374	0.1224	['AT1G22450', 'AT1G51350', 'AT1G75690', 'AT3G15840', 'AT3G28850', 'AT4G16155', 'AT4G27700', 'AT5G53170']	[26, 27, 28, 29, 30, 31, 32, 33]	8	8
162147	0.1217	['AT1G03160', 'AT2G29500', 'AT1G67700', 'AT3G08920', 'AT1G03090', 'AT1G16880', 'AT2G30695']	[35]	7	1
165280	0.1111	['AT1G50450', 'AT4G19830', 'AT1G74880', 'AT1G65260', 'AT1G67840', 'AT2G01140', 'AT2G21530', 'AT4G38100']	[36]	8	1
162873	0.1111	['AT1G02560', 'AT1G16880', 'AT2G30695', 'AT2G44990', 'AT3G08920', 'AT5G08540']	[35, 36, 37, 38, 39, 40]	6	6
93114	0.1058	['AT1G03160', 'AT1G67700', 'AT1G80380', 'AT1G14345', 'AT1G03090', 'AT2G30695', 'AT2G37660']	[20]	7	1
1991	0.1056	['AT1G03160', 'AT2G18790', 'AT3G08920', 'AT3G14420', 'AT4G33010', 'AT5G53170']	[1, 2]	6	2
213	0.103	['AT1G03160', 'AT2G18790', 'AT3G08920', 'AT4G33010', 'AT5G53170']	[0, 1, 2]	5	3
77463	0.1029	['AT1G22450', 'AT1G51350', 'AT1G75690', 'AT3G15840', 'AT3G28850', 'AT4G16155', 'AT4G27700']	[17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33]	7	17
5594	0.1	['AT1G03160', 'AT1G14345', 'AT1G67700', 'AT1G72640', 'AT2G20260', 'AT2G29180', 'AT3G01440', 'AT3G08920', 'AT3G14420', 'AT4G27700', 'AT4G33010']	[3, 4]	11	2
28263	0.1	['AT1G03090', 'AT1G50450', 'AT1G54500', 'AT1G65260', 'AT1G67840', 'AT1G74880', 'AT2G21530', 'AT4G38100']	[9, 10]	8	2
100020	0.0988	['AT1G80030', 'AT3G10470', 'AT2G27290', 'AT2G35040', 'AT3G08920', 'AT4G39960']	[21]	6	1
50243	0.0988	['AT1G67840', 'AT1G65260', 'AT1G74880', 'AT1G50450', 'AT2G21530', 'AT4G38100']	[13]	6	1
23688	0.0974	['AT1G67700', 'AT3G01440', 'AT3G08920', 'AT4G27700', 'AT4G37925']	[8, 9, 10, 11, 12]	5	5
93129	0.0972	['AT2G30695', 'AT2G37660', 'AT1G03090', 'AT3G08920', 'AT1G02560', 'AT1G80030', 'AT5G01500', 'AT1G67700']	[20]	8	1
71219	0.0963	['AT1G22020', 'AT1G22450', 'AT4G16155', 'AT4G27700', 'AT5G59250']	[16, 17, 18, 19, 20, 21, 22, 23, 24, 25]	5	10
179762	0.0952	['AT1G50450', 'AT1G54500', 'AT1G65260', 'AT1G67840', 'AT1G74880', 'AT2G21530', 'AT4G19830']	[41, 42]	7	2
162216	0.0952	['AT1G65260', 'AT1G67840', 'AT1G74880', 'AT2G01140', 'AT2G21530', 'AT4G19830', 'AT4G38100']	[35, 36]	7	2
23520	0.0952	['AT1G03090', 'AT1G50450', 'AT1G54500', 'AT1G67840', 'AT1G74880', 'AT2G21530', 'AT4G38100']	[8, 9, 10, 11]	7	4
124320	0.0947	['AT4G27700', 'AT5G53170', 'AT4G16155', 'AT3G28850', 'AT3G15840', 'AT1G22020', 'AT1G51350', 'AT5G59250', 'AT1G22450']	[25]	9	1
8674	0.094	['AT1G03160', 'AT4G37925', 'AT3G01440', 'AT2G20260', 'AT2G29180', 'AT1G72640', 'AT1G80380', 'AT3G14420', 'AT1G14345', 'AT1G67700', 'AT3G08920', 'AT4G33010', 'AT4G27700']	[4]	13	1
180024	0.0926	['AT1G50450', 'AT1G54500', 'AT1G67840', 'AT1G74880', 'AT2G21530', 'AT4G19830']	[41, 42, 43, 44]	6	4
155446	0.0926	['AT1G67840', 'AT4G19830', 'AT2G21530', 'AT4G38100', 'AT1G65260', 'AT2G01140']	[33]	6	1
126947	0.0924	['AT1G22020', 'AT1G22450', 'AT1G51350', 'AT3G15840', 'AT3G28850', 'AT4G16155', 'AT5G53170', 'AT5G59250']	[25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39]	8	15
163287	0.0923	['AT1G02560', 'AT1G16880', 'AT1G67700', 'AT2G29500', 'AT2G30695', 'AT2G44990', 'AT3G08920']	[35, 36, 37, 38, 39, 40, 41, 42]	7	8
134444	0.0911	['AT1G22020', 'AT1G22450', 'AT1G51350', 'AT1G75690', 'AT3G15840', 'AT3G28850', 'AT4G16155', 'AT4G27700', 'AT5G53170', 'AT5G59250']	[27, 28, 29, 30, 31, 32, 33]	10	7
69359	0.0909	['AT1G22020', 'AT1G22450', 'AT1G56500', 'AT4G16155', 'AT4G27700', 'AT5G59250']	[16, 17, 18]	6	3
58476	0.0899	['AT1G02560', 'AT1G80030', 'AT2G30695', 'AT2G37660', 'AT3G08920', 'AT5G01500', 'AT5G19370']	[14, 15, 16, 17, 18, 19, 20, 21, 22, 23]	7	10
160956	0.0899	['AT1G02560', 'AT1G16880', 'AT2G20260', 'AT2G29500', 'AT2G44990', 'AT3G08920']	[34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46]	6	13
126936	0.0899	['AT1G22020', 'AT2G35040', 'AT3G15840', 'AT3G58010', 'AT5G53170']	[25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39]	5	15
164066	0.0889	['AT1G02560', 'AT1G16880', 'AT1G67700', 'AT2G29500', 'AT2G44990', 'AT3G08920']	[35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46]	6	12
33573	0.0875	['AT1G03160', 'AT1G67700', 'AT2G20260', 'AT2G29500', 'AT2G30695', 'AT3G01440', 'AT3G08920', 'AT4G27700', 'AT4G37925']	[10, 11, 12]	9	3
162178	0.0875	['AT1G02560', 'AT1G03090', 'AT1G16880', 'AT1G67700', 'AT2G29500', 'AT2G30695', 'AT2G44990', 'AT3G08920']	[35, 36]	8	2
162214	0.0846	['AT1G22020', 'AT1G22450', 'AT1G51350', 'AT1G54500', 'AT1G75690', 'AT3G15840', 'AT3G25480', 'AT3G28850', 'AT3G46780', 'AT4G16155', 'AT4G27700', 'AT5G53170', 'AT5G59250']	[35, 36]	13	2
23466	0.0833	['AT1G14345', 'AT1G67700', 'AT3G01440', 'AT3G08920', 'AT4G27700', 'AT4G37925']	[8, 9, 10, 11]	6	4
160217	0.0833	['AT1G02560', 'AT1G16880', 'AT2G20260', 'AT2G29500', 'AT2G30695', 'AT2G37660', 'AT2G44990', 'AT3G08920']	[34, 35, 36, 37, 38, 39, 40, 41, 42]	8	9
162143	0.0833	['AT1G67840', 'AT4G19830', 'AT1G74880', 'AT2G21530', 'AT4G38100', 'AT1G21750', 'AT1G65260', 'AT2G01140']	[35]	8	1
34860	0.0824	['AT1G14345', 'AT1G67700', 'AT2G30695', 'AT3G01440', 'AT3G08920']	[10, 11, 12, 13, 14, 15, 16, 17, 18]	5	9
23362	0.0823	['AT1G03090', 'AT1G50450', 'AT1G65260', 'AT1G67840', 'AT1G74880', 'AT2G21530', 'AT4G38100']	[8, 9, 10]	7	3
132141	0.0819	['AT1G50460', 'AT1G51350', 'AT2G35040', 'AT3G15840', 'AT3G46780', 'AT4G16155', 'AT5G53170']	[26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42]	7	17
93040	0.0815	['AT1G75690', 'AT3G28850', 'AT5G59250', 'AT4G27700', 'AT1G22020', 'AT5G16660', 'AT1G51350', 'AT3G15840', 'AT4G16155', 'AT1G22450']	[20]	10	1
177463	0.0808	['AT1G02560', 'AT2G44990', 'AT1G03160', 'AT2G29500', 'AT2G30695', 'AT5G08540', 'AT1G67700', 'AT3G08920', 'AT1G16880', 'AT2G20260', 'AT5G01500']	[40]	11	1
155747	0.0808	['AT1G22020', 'AT1G22450', 'AT1G51350', 'AT1G54500', 'AT3G15840', 'AT3G25480', 'AT3G28850', 'AT3G46780', 'AT4G16155', 'AT5G53170', 'AT5G59250']	[33, 34, 35, 36]	11	4
159066	0.0808	['AT1G02560', 'AT1G03090', 'AT1G16880', 'AT2G20260', 'AT2G29500', 'AT2G30695', 'AT2G37660', 'AT2G44990', 'AT3G08920']	[34, 35, 36]	9	3
159096	0.0808	['AT1G22020', 'AT1G22450', 'AT1G51350', 'AT1G54500', 'AT1G75690', 'AT3G15840', 'AT3G25480', 'AT3G28850', 'AT3G46780', 'AT4G16155', 'AT5G53170', 'AT5G59250']	[34, 35, 36]	12	3
70621	0.0807	['AT1G02560', 'AT1G03090', 'AT1G80030', 'AT2G30695', 'AT2G37660', 'AT3G08920', 'AT5G01500', 'AT5G19370']	[16, 17, 18, 19, 20, 21, 22, 23]	8	8
1976	0.0802	['AT1G03160', 'AT2G29180', 'AT4G33010', 'AT3G14420', 'AT3G08920', 'AT5G53170']	[1]	6	1
106630	0.0794	['AT5G01500', 'AT1G67700', 'AT1G80030', 'AT1G03090', 'AT2G30695', 'AT2G37660', 'AT1G02560']	[22]	7	1
179630	0.0787	['AT1G50450', 'AT1G21750', 'AT4G19830', 'AT1G67840', 'AT1G65260', 'AT1G74880', 'AT1G54500', 'AT2G21530']	[41]	8	1
57279	0.0786	['AT1G02560', 'AT1G03160', 'AT1G14150', 'AT1G14345', 'AT1G67700', 'AT1G80380', 'AT2G20260', 'AT2G29500', 'AT2G30695', 'AT2G37660', 'AT3G01440', 'AT3G08920', 'AT3G15110', 'AT5G01500', 'AT5G42270']	[14, 15, 16, 17, 18]	15	5
76329	0.0784	['AT1G22020', 'AT1G22450', 'AT1G51350', 'AT1G75690', 'AT3G15840', 'AT3G28850', 'AT4G16155', 'AT4G27700', 'AT5G59250']	[17, 18, 19, 20, 21, 22, 23, 24, 25]	9	9
124312	0.0782	['AT3G46780', 'AT1G22020', 'AT4G27700', 'AT4G16155', 'AT1G22450', 'AT3G15840', 'AT1G51350', 'AT5G59250', 'AT3G28850']	[25]	9	1
133156	0.0778	['AT1G50460', 'AT1G51350', 'AT2G35040', 'AT3G46780', 'AT5G53170']	[26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47]	5	22
46222	0.0778	['AT1G02560', 'AT1G67700', 'AT2G30695', 'AT2G37660', 'AT3G08920']	[12, 13, 14, 15, 16, 17, 18, 19, 20, 21]	5	10
129578	0.0778	['AT1G03160', 'AT2G29500', 'AT2G30695', 'AT2G37660', 'AT1G27510', 'AT1G67700', 'AT1G03090', 'AT5G35170', 'AT2G29180', 'AT1G14345']	[26]	10	1
162462	0.0772	['AT1G02560', 'AT1G16880', 'AT2G20260', 'AT2G29500', 'AT2G30695', 'AT2G37660', 'AT2G44990', 'AT3G08920', 'AT5G08540']	[35, 36, 37, 38]	9	4
172389	0.0771	['AT1G02560', 'AT1G16880', 'AT1G67700', 'AT1G80030', 'AT2G17630', 'AT2G30695', 'AT2G44990', 'AT3G08920', 'AT5G01500', 'AT5G08540', 'AT5G19370']	[38, 39, 40]	11	3
165883	0.0769	['AT1G02560', 'AT1G12250', 'AT1G16880', 'AT1G80030', 'AT2G17630', 'AT2G30695', 'AT2G44990', 'AT3G08920', 'AT5G01500', 'AT5G08540', 'AT5G19370']	[36, 37, 38, 39, 40]	11	5
180182	0.0769	['AT1G50450', 'AT1G67840', 'AT1G74880', 'AT2G21530', 'AT4G19830']	[41, 42, 43, 44, 45]	5	5
148786	0.0769	['AT1G22020', 'AT1G22450', 'AT1G50460', 'AT1G51350', 'AT2G35040', 'AT3G15840', 'AT3G25480', 'AT3G28850', 'AT3G46780', 'AT4G16155', 'AT5G53170', 'AT5G59250']	[31, 32, 33, 34, 35]	12	5
45369	0.0768	['AT1G03160', 'AT1G14150', 'AT1G67700', 'AT2G20260', 'AT2G29500', 'AT2G30695', 'AT2G37660', 'AT3G01440', 'AT3G08920', 'AT3G15110', 'AT5G42270']	[12, 13, 14, 15, 16, 17, 18]	11	7
35613	0.0767	['AT2G20260', 'AT2G29500', 'AT2G30695', 'AT3G01440', 'AT3G08920']	[10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21]	5	12
58227	0.0764	['AT1G02560', 'AT1G67700', 'AT2G30695', 'AT2G37660', 'AT3G08920', 'AT5G01500']	[14, 15, 16, 17, 18, 19, 20, 21]	6	8
126168	0.076	['AT1G22020', 'AT2G35040', 'AT3G15840', 'AT3G25480', 'AT5G53170', 'AT5G59250']	[25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35]	6	11
160544	0.076	['AT1G02560', 'AT1G16880', 'AT2G20260', 'AT2G30695', 'AT2G37660', 'AT2G44990']	[34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44]	6	11
141136	0.0758	['AT1G22020', 'AT1G22450', 'AT1G51350', 'AT1G75690', 'AT3G15840', 'AT3G25480', 'AT3G28850', 'AT3G46780', 'AT4G16155', 'AT4G27700', 'AT5G53170', 'AT5G59250']	[29, 30, 31]	12	3
34859	0.0756	['AT1G03160', 'AT1G67700', 'AT2G20260', 'AT2G29500', 'AT2G30695', 'AT3G01440', 'AT3G08920']	[10, 11, 12, 13, 14, 15, 16, 17, 18]	7	9
182355	0.0756	['AT1G02560', 'AT1G03160', 'AT1G16880', 'AT2G20260', 'AT2G29500']	[42, 43, 44, 45, 46, 47, 48]	5	7
148369	0.0744	['AT1G22020', 'AT1G22450', 'AT1G50460', 'AT1G51350', 'AT1G75690', 'AT2G35040', 'AT3G15840', 'AT3G25480', 'AT3G28850', 'AT3G46780', 'AT4G16155', 'AT5G53170', 'AT5G59250']	[31, 32]	13	2
69471	0.0742	['AT1G02560', 'AT1G03090', 'AT1G03160', 'AT1G14150', 'AT1G14345', 'AT1G67700', 'AT1G76760', 'AT1G80030', 'AT1G80380', 'AT2G20260', 'AT2G29500', 'AT2G30695', 'AT2G37660', 'AT2G44990', 'AT3G01440', 'AT3G08920', 'AT3G15110', 'AT5G01500', 'AT5G19370', 'AT5G42270']	[16, 17, 18]	20	3
106636	0.0741	['AT1G02560', 'AT1G03160', 'AT1G67700', 'AT1G03090', 'AT2G30695', 'AT2G37660']	[22]	6	1
148329	0.0741	['AT1G03160', 'AT2G29500', 'AT2G30695', 'AT1G03090', 'AT3G08920', 'AT2G44990']	[31]	6	1
155445	0.0741	['AT1G75690', 'AT3G46780', 'AT5G53170', 'AT4G16155', 'AT5G59250', 'AT3G28850', 'AT4G27700', 'AT3G15840', 'AT1G22020', 'AT1G51350', 'AT3G25480', 'AT1G22450']	[33]	12	1
158898	0.0741	['AT2G17630', 'AT1G80030', 'AT5G19370', 'AT1G03090', 'AT2G29500', 'AT2G30695', 'AT2G20260', 'AT3G08920', 'AT1G02560', 'AT1G16880', 'AT2G37660', 'AT2G44990', 'AT5G01500']	[34]	13	1
126501	0.0741	['AT1G22020', 'AT2G35040', 'AT3G15840', 'AT3G25480', 'AT3G58010', 'AT5G53170']	[25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37]	6	13
131332	0.0739	['AT1G22020', 'AT1G50460', 'AT1G51350', 'AT2G35040', 'AT3G15840', 'AT3G46780', 'AT4G16155', 'AT5G53170']	[26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39]	8	14
33378	0.0733	['AT1G03160', 'AT1G14345', 'AT1G67700', 'AT2G20260', 'AT2G29500', 'AT2G30695', 'AT3G01440', 'AT3G08920', 'AT4G27700', 'AT4G37925']	[10, 11]	10	2
74412	0.0733	['AT1G22020', 'AT1G22450', 'AT1G51350', 'AT1G56500', 'AT1G75690', 'AT3G15840', 'AT3G28850', 'AT4G16155', 'AT4G27700', 'AT5G59250']	[17, 18]	10	2
70094	0.0718	['AT1G22020', 'AT1G22450', 'AT1G56500', 'AT4G27700', 'AT5G59250']	[16, 17, 18, 19, 20]	5	5
125653	0.0714	['AT1G22020', 'AT2G35040', 'AT3G15840', 'AT3G25480', 'AT3G58010', 'AT5G16660', 'AT5G53170']	[25, 26, 27, 28, 29, 30, 31, 32]	7	8
132142	0.0711	['AT1G51350', 'AT1G75690', 'AT3G15840', 'AT3G46780', 'AT4G16155', 'AT5G53170']	[26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42]	6	17
141707	0.0708	['AT1G03090', 'AT2G29500', 'AT2G30695', 'AT2G44990', 'AT3G08920']	[29, 30, 31, 32, 33, 34, 35, 36]	5	8
131338	0.0702	['AT1G22020', 'AT1G22450', 'AT1G51350', 'AT1G75690', 'AT3G15840', 'AT3G25480', 'AT3G28850', 'AT3G46780', 'AT4G16155', 'AT5G53170', 'AT5G59250']	[26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39]	11	14
167246	0.0702	['AT1G02560', 'AT1G16880', 'AT2G17630', 'AT2G20260', 'AT2G29500', 'AT2G44990', 'AT3G08920', 'AT5G01500']	[36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46]	8	11
162174	0.07	['AT1G02560', 'AT1G03090', 'AT1G16880', 'AT2G20260', 'AT2G29500', 'AT2G30695', 'AT2G37660', 'AT2G44990', 'AT3G08920', 'AT5G08540']	[35, 36]	10	2
93113	0.07	['AT4G16155', 'AT1G22450', 'AT5G59250', 'AT4G27700', 'AT1G56500', 'AT3G15840', 'AT1G22020', 'AT1G51350', 'AT5G16660']	[20]	9	1
106680	0.0697	['AT1G22020', 'AT1G22450', 'AT1G50460', 'AT1G51350', 'AT1G75690', 'AT3G15840', 'AT3G25480', 'AT3G28850', 'AT4G16155', 'AT4G27700', 'AT5G59250']	[22, 23]	11	2
63634	0.0694	['AT1G02560', 'AT1G03160', 'AT1G14150', 'AT1G14345', 'AT1G67700', 'AT1G76760', 'AT1G80380', 'AT2G20260', 'AT2G29500', 'AT2G30695', 'AT2G37660', 'AT2G44990', 'AT3G01440', 'AT3G08920', 'AT3G15110', 'AT5G01500', 'AT5G19370', 'AT5G42270']	[15, 16, 17, 18]	18	4
45371	0.0685	['AT1G02560', 'AT1G03160', 'AT1G14150', 'AT1G67700', 'AT2G20260', 'AT2G29500', 'AT2G30695', 'AT2G37660', 'AT2G44990', 'AT3G08920', 'AT3G15110', 'AT5G42270']	[12, 13, 14, 15, 16, 17, 18]	12	7
162679	0.0684	['AT1G22020', 'AT1G22450', 'AT1G51350', 'AT1G75690', 'AT3G15840', 'AT3G25480', 'AT3G28850', 'AT3G46780', 'AT4G16155', 'AT4G27700', 'AT5G53170', 'AT5G59250']	[35, 36, 37, 38, 39]	12	5
70401	0.068	['AT1G02560', 'AT1G03090', 'AT1G67700', 'AT2G30695', 'AT2G37660', 'AT3G08920', 'AT5G01500']	[16, 17, 18, 19, 20, 21]	7	6
148328	0.0679	['AT1G03160', 'AT2G29500', 'AT2G30695', 'AT1G03090', 'AT1G67700', 'AT1G14345']	[31]	6	1
134642	0.0677	['AT1G22020', 'AT1G50460', 'AT1G51350', 'AT2G35040', 'AT3G15840', 'AT3G25480', 'AT3G28850', 'AT3G46780', 'AT4G16155', 'AT5G53170', 'AT5G59250']	[27, 28, 29, 30, 31, 32, 33, 34, 35]	11	9
100293	0.0673	['AT1G22020', 'AT1G22450', 'AT1G50460', 'AT1G51350', 'AT3G15840', 'AT3G25480', 'AT3G28850', 'AT4G27700', 'AT5G59250']	[21, 22, 23]	9	3
181471	0.0673	['AT2G17630', 'AT5G01500', 'AT1G03160', 'AT2G29500', 'AT2G30695', 'AT2G20260', 'AT1G67700', 'AT3G08920', 'AT1G16880', 'AT2G44990', 'AT1G02560']	[42]	11	1
159090	0.0673	['AT1G22020', 'AT1G51350', 'AT1G54500', 'AT3G15840', 'AT3G25480', 'AT3G46780', 'AT3G53560', 'AT4G16155', 'AT5G53170']	[34, 35, 36]	9	3
57282	0.067	['AT1G02560', 'AT1G03160', 'AT1G14150', 'AT1G14345', 'AT1G67700', 'AT1G76760', 'AT1G80030', 'AT2G20260', 'AT2G29500', 'AT2G30695', 'AT2G37660', 'AT2G44990', 'AT3G01440', 'AT3G08920', 'AT3G15110', 'AT5G01500', 'AT5G19370', 'AT5G42270']	[14, 15, 16, 17, 18]	18	5
165276	0.0667	['AT3G46780', 'AT5G53170', 'AT4G16155', 'AT1G51350', 'AT1G22020', 'AT3G15840', 'AT3G53560', 'AT5G53490', 'AT1G54500', 'AT3G25480']	[36]	10	1
174216	0.0667	['AT1G07510', 'AT2G20270', 'AT4G13670', 'AT5G12470', 'AT5G53170']	[38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48]	5	11
175105	0.0667	['AT1G02560', 'AT1G12250', 'AT1G16880', 'AT1G67700', 'AT1G80030', 'AT2G17630', 'AT2G30695', 'AT2G44990', 'AT3G08920', 'AT5G01500', 'AT5G08540', 'AT5G19370']	[39, 40]	12	2
155613	0.0667	['AT1G22020', 'AT1G22450', 'AT1G50460', 'AT1G51350', 'AT1G54500', 'AT2G35040', 'AT3G15840', 'AT3G25480', 'AT3G28850', 'AT3G46780', 'AT4G16155', 'AT5G16150', 'AT5G19500', 'AT5G53170', 'AT5G59250']	[33, 34, 35]	15	3
183192	0.0667	['AT1G03090', 'AT1G50450', 'AT1G54500', 'AT1G67840', 'AT1G74880', 'AT2G21530', 'AT4G19830']	[43, 44]	7	2
160957	0.0667	['AT1G02560', 'AT1G16880', 'AT2G20260', 'AT2G37660', 'AT2G44990']	[34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46]	5	13
162232	0.0667	['AT1G03090', 'AT1G03160', 'AT1G67700', 'AT2G29500', 'AT2G30695']	[35, 36]	5	2
130909	0.0667	['AT1G22020', 'AT1G50460', 'AT1G51350', 'AT2G35040', 'AT3G15840', 'AT3G25480', 'AT3G46780', 'AT4G16155', 'AT5G53170']	[26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37]	9	12
142985	0.0663	['AT1G50460', 'AT2G35040', 'AT3G46780', 'AT4G16155', 'AT5G16150', 'AT5G16660', 'AT5G19500', 'AT5G53170']	[29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42]	8	14
172033	0.0661	['AT2G17630', 'AT1G80030', 'AT2G37660', 'AT5G19370', 'AT1G67700', 'AT2G29500', 'AT2G30695', 'AT5G08540', 'AT2G20260', 'AT3G08920', 'AT1G16880', 'AT2G44990', 'AT1G02560', 'AT5G01500']	[38]	14	1
34695	0.066	['AT1G14345', 'AT1G67700', 'AT2G30695', 'AT3G01440', 'AT3G08920', 'AT4G37925']	[10, 11, 12, 13, 14, 15, 16, 17]	6	8
57018	0.0654	['AT1G02560', 'AT1G03160', 'AT1G14150', 'AT1G14345', 'AT1G18730', 'AT1G67700', 'AT1G80380', 'AT2G20260', 'AT2G29500', 'AT2G30695', 'AT2G37660', 'AT3G01440', 'AT3G08920', 'AT3G15110', 'AT4G37925', 'AT5G01500', 'AT5G42270']	[14, 15, 16, 17]	17	4
74784	0.0649	['AT1G22020', 'AT1G22450', 'AT1G51350', 'AT1G56500', 'AT3G28850', 'AT4G27700', 'AT5G59250']	[17, 18, 19]	7	3
35132	0.0648	['AT1G67700', 'AT2G20260', 'AT2G29500', 'AT2G30695', 'AT3G01440', 'AT3G08920']	[10, 11, 12, 13, 14, 15, 16, 17, 18, 19]	6	10
183438	0.0648	['AT1G02560', 'AT1G03160', 'AT1G14345', 'AT1G16880', 'AT1G67700', 'AT2G20260', 'AT2G29500', 'AT2G44990', 'AT3G08920']	[43, 44, 45, 46]	9	4
35125	0.0648	['AT2G20260', 'AT2G29500', 'AT2G30695', 'AT3G01440', 'AT3G08920', 'AT4G37925']	[10, 11, 12, 13, 14, 15, 16, 17, 18, 19]	6	10
23044	0.064	['AT4G27700', 'AT2G29500', 'AT2G20260', 'AT1G03160', 'AT3G08920', 'AT1G67700', 'AT4G37925', 'AT1G80380', 'AT1G18730', 'AT3G01440', 'AT1G14345']	[8]	11	1
69476	0.0638	['AT1G02560', 'AT1G03090', 'AT1G14150', 'AT1G67700', 'AT1G76760', 'AT1G80030', 'AT1G80380', 'AT2G17630', 'AT2G20260', 'AT2G29500', 'AT2G30695', 'AT2G37660', 'AT2G44990', 'AT3G01440', 'AT3G08920', 'AT3G15110', 'AT5G01500', 'AT5G19370', 'AT5G42270']	[16, 17, 18]	19	3
