term_id	sign_score	level	annotation_gene	start_time	end_time	geneSize	time_size
65536	1.0	8	837265,838151,839869,816936,818899,818903,822055,826914,827830	65	108	9	44
65539	1.0	9	837265,838151,839869,816936,822055,824937	65	108	6	44
65538	1.0	6	837265,838151,839869,818899,818903,822055,826914,827830,831122	65	108	9	44
65617	1.0	6	841447,818903,826914,829995,831122,831528	65	110	6	46
65632	1.0	10	837265,838151,839869,816936,824937	65	111	5	47
65636	1.0	7	837265,838151,839869,818903,826914,827830,831122	65	111	7	47
65639	1.0	8	837265,838151,818903,826914,831122,831528	65	111	6	47
65640	1.0	7	818903,826914,829995,831122,831528	65	111	5	47
76477	1.0	6	837265,838151,841447,818899,822055,826914,831528,832247	67	108	8	42
230	1.0	4	837179,840894,841468,816936,818599,818903,819107,822205,823859,827564	49	61	10	13
98767	1.0	3	838807,841468,841534,820827,822132,823831,832070,836043	72	89	8	18
99106	1.0	2	838079,838672,844283,816651,826914,835431	72	90	6	19
99168	1.0	3	838079,838672,844283,826914,835431	72	91	5	20
969	1.0	11	837265,838151,839869,821840,824699,824937,826914,827830,831122,835375,835398	49	72	11	24
1064	1.0	12	837265,838151,839869,826914,829995,830101,831122,835398	49	73	8	25
1174	1.0	13	837265,838151,839869,826914,829995,830101,831122	49	74	7	26
1255	1.0	14	839869,826914,829995,830101,831122	49	76	5	28
34162	1.0	7	837179,837265,840894,816936,818672,820775,821840,824699,824937,832247,835375	59	91	11	33
34164	1.0	7	837179,837265,838151,840894,816768,816936,820775,821840,822055,824699,824937,832247	59	91	12	33
1688	1.0	14	837265,838151,839869,826914,831122	49	111	5	63
100234	1.0	5	837265,838151,839869,840894,841447,844264,816936,818899,818903,820775,822055,824937,827001,827830,828595,830101,831122,832247,835375	72	100	19	29
34706	1.0	7	837265,838151,839869,839930,816936,822055	59	98	6	40
100295	1.0	7	837265,838151,839869,840894,841447,841984,816936,818899,818903,820775,822055,824937,827001,827830,828595,831122,832247,832454,835375	72	101	19	30
34780	1.0	8	837265,816768,816936,820775,832247,835375	59	99	6	41
100328	1.0	6	837265,838151,839869,840894,841447,816936,818899,818903,820775,822055,824937,827001,827830,828595,830101,831122,832247,835375	72	101	18	30
34929	1.0	8	837265,840894,816936,820775,824937,832247,835375	59	101	7	43
34946	1.0	8	837265,838151,840894,816936,820775,822055,824937,832247	59	101	8	43
34999	1.0	9	837265,838151,839869,816936,820775,822055,832247	59	102	7	44
35013	1.0	9	837265,816936,820775,824937,832247,835375	59	102	6	44
35124	1.0	10	837265,816936,824937,832247,835375	59	105	5	47
35125	1.0	5	837265,838151,816936,822055,827830,832247	59	105	6	47
35150	1.0	10	837265,838151,839869,816936,822055,832247	59	105	6	47
35196	1.0	8	837265,838151,839869,841447,816936,818899,822055,826914	59	107	8	49
35217	1.0	9	837265,838151,841447,816936,818899,822055,826914	59	108	7	50
35224	1.0	6	837265,838151,816936,822055,832247	59	108	5	50
35227	1.0	2	837265,838151,816936,822055,827830	59	108	5	50
35280	1.0	8	818822,826914,829995,831528,832070	59	110	5	52
100826	1.0	6	837265,838151,839869,841447,816936,818899,818903,822055,824970,826914,827001,827830,828595,831122,835375	72	105	15	34
100827	1.0	3	837265,838151,841447,816936,818899,818903,822055,824970,826914,827001,829995,831122,831528,835375	72	105	14	34
133745	1.0	8	837179,837265,838151,839869,843810,816546,816936,818672,818903,820176,821840,822055,824937,827830,831122,832454,835375	82	107	17	26
104224	1.0	6	837265,838079,838151,839869,840894,841447,816936,818899,818903,820775,821840,822055,824937,827830,828595,830101,831122,835375	73	101	18	29
98782	1.0	4	838672,841468,841534,822132,823831,832070	72	89	6	18
76496	1.0	3	837265,838151,839869,816936,818899,818903,821840,822055,827830	67	108	9	42
3871	1.0	3	838807,839869,824970,826914,829995,830101,831122,831472,832070	51	72	9	22
4309	1.0	3	838807,841558,843903,832070,836043	51	79	5	29
4557	1.0	2	837265,821840,824699,824937,827001,832247,835375	51	91	7	41
99445	1.0	3	838807,841468,841892,822132,824970,826914,829995,831472,831528,832070	72	93	10	22
4693	1.0	3	837265,824937,827001,832247,835375	51	104	5	54
4703	1.0	2	837265,838151,839869,831122,832247	51	105	5	55
41638	1.0	5	837265,838151,838984,839869,841447,816936,818899,822055,826914,831122,831528	61	75	11	15
44657	1.0	3	837265,838151,839869,839930,844264,816936,818903,822055	61	98	8	38
44660	1.0	4	838984,839869,839930,816936,818903,822055,828595	61	98	7	38
104128	1.0	5	837265,838079,838151,839869,840894,841447,844264,816936,818899,818903,820775,821840,822055,824937,827830,828595,830101,831122,835375	73	100	19	28
104134	1.0	4	837265,838079,838151,839869,840894,841447,844264,816936,818899,818903,820775,822055,824937,827001,827830,828595,830101,831122,832247,835375	73	100	20	28
5860	1.0	10	837265,838151,839869,841447,818899,820775,826914,829995,830101,831122,835398	52	73	11	22
104191	1.0	9	837265,838079,838151,839869,840894,841447,841984,816936,818899,818903,820775,822055,824937,827001,827830,828595,831122,832247,832454,835375	73	101	20	29
5891	1.0	10	837265,838151,839869,841447,818899,820775,822055,826914,831122,835398	52	73	10	22
6051	1.0	11	820775,829995,830101,831122,835398	52	74	5	23
104583	1.0	10	837265,838079,838151,839869,840894,818903,821840,824699,824937,830101,831122,835375	73	104	12	32
104586	1.0	8	837265,838079,838151,839869,840894,818903,824699,824937,827001,830101,831122,835375	73	104	12	32
104742	1.0	7	837265,838079,838151,841447,816936,818899,818903,822055,824970,826914,827001,829995,831122,831472,831528,835375	73	105	16	33
104743	1.0	5	837265,838079,838151,839869,841447,816936,818899,818903,822055,824970,826914,827830,828595,831122,832247,835375	73	105	16	33
6550	1.0	13	838807,838851,841558,843903,836043	52	79	5	28
