term_id	sign_score	level	annotation_gene	start_time	end_time	geneSize	time_size
96504	0.2976	1	839566,837996,844378,816394,817467,829438,834232	71	82	7	12
163937	0.2722	1	816394,844378,834232,838259,817467,829438	96	105	6	10
79782	0.2597	1	839566,837996,844378,816394,817467,829438,834232	68	78	7	11
67098	0.2556	1	816394,817467,844378,829438,834232,837996	66	75	6	10
107243	0.237	1	839566,838362,843095,816394,817467,844378,829438,834232,837996	73	82	9	10
3106	0.2364	2	841033,843491,844245,817196,824770	51	61	5	11
4620	0.219	1	824770,830754,843491,844245,817196,841033,842830	52	61	7	10
135350	0.2167	1	839566,816394,843095,838259,817467,837996	80	89	6	10
163936	0.2143	1	816394,844378,834232,838259,817467,820041,837996	96	105	7	10
84930	0.1944	1	839566,844378,834232,837996,829438,843095	69	78	6	10
163296	0.1879	2	837996,838259,816394,820041,834232	95	105	5	11
3092	0.1857	1	829438,820041,840144,820665,816394,835398,817467	51	60	7	10
3088	0.1833	1	824770,843491,838851,844245,817196,841033	51	60	6	10
135351	0.1619	1	839566,817620,838362,838259,843095,837996,817467	80	89	7	10
79780	0.1616	2	839566,837996,843095,844378,817620,834232	68	78	6	11
163943	0.1611	1	839566,817467,820041,838259,834232,837996	96	105	6	10
79358	0.1524	1	839566,844378,817620,843095,818343,834232,837996	68	77	7	10
126780	0.1471	1	841467,843110,843827,816692,827727,829966	77	93	6	17
54543	0.1296	3	839566,837996,843095,844378,816545,817620,818343,820041,834232	64	75	9	12
165163	0.125	1	839566,837996,838259,844378,820041,834232	98	109	6	12
163833	0.1244	3	839566,837996,838259,820041,834232	95	109	5	15
27431	0.1212	1	838362,841467,841892,843110,843827,816692,829966	59	69	7	11
3111	0.1151	3	839566,843095,816545,817467,820041,820665,829438	51	62	7	12
74864	0.1143	3	838851,841558,843903,820827,822517,827307,828884	67	81	7	15
67096	0.1111	1	828884,835398,827307,842103,836043,838851	66	75	6	10
142833	0.1111	1	839566,817499,817620,838362,838259,843095	83	92	6	10
116259	0.1086	5	841558,818069,820827,827307,835398	74	100	5	27
50434	0.1082	7	839433,844343,817620,818343,820041,831861	63	81	6	19
63366	0.1082	3	838851,841558,843903,822517,827307,828884	65	83	6	19
113481	0.108	2	838807,838851,841558,818069,820827,822517,827307,835398,836043	74	85	9	12
144807	0.1056	4	839433,838259,816545,817499,820041	83	106	5	24
23522	0.1048	4	841447,826914,830101,835320,835398	58	71	5	14
4630	0.1019	2	839566,838455,843095,843596,843810,816545,817467,820041,820665,828884,829438	52	62	11	11
22840	0.1	1	828884,843095,821143,837996,3770591,844378,820041	58	67	7	10
153981	0.1	1	839433,839566,817499,843095,820041,838259,817620,819107	88	97	8	10
19506	0.0983	2	838362,841467,843110,843827,816692,829966	57	69	6	13
23424	0.0974	3	825208,827001,835320,835375,835398	58	70	5	13
135519	0.0972	2	838807,838851,841558,843903,820827,822517,827307,828884,835398,836043	80	91	10	12
159208	0.0972	3	839433,839566,837996,838259,817499,820041	91	106	6	16
159209	0.0972	3	839433,839566,838259,816545,817499,820041	91	106	6	16
116065	0.0952	4	838807,841558,818069,820827,822517,827307,835398	74	99	7	26
124921	0.0952	5	841558,818069,823831,827307,835398	76	103	5	28
74863	0.0933	4	841558,820827,822517,828884,836043	67	81	5	15
124266	0.0911	4	841558,818069,820827,823831,827307,835398	76	100	6	25
48095	0.0909	2	838364,841652,818069,827001,828884	63	73	5	11
50511	0.09	8	839433,844343,817620,818343,831861	63	82	5	20
146308	0.0896	4	841558,818069,820827,823831,827307,828884,835398	84	100	7	17
101647	0.0889	1	843903,827307,822517,828884,820827,838807,841558,836043,838851	72	81	9	10
116260	0.0889	6	841468,841558,818069,820827,835398	74	100	5	27
149672	0.0884	3	839433,838259,843095,816545,817499,820041	85	106	6	22
50436	0.0877	8	839433,844010,844343,817620,820041,831861,832057	63	81	7	19
158596	0.0873	2	839433,839566,837996,838259,843095,817499,820041	91	102	7	12
129770	0.0873	3	838807,838851,841558,843903,820827,822517,827307,828884,836043	78	91	9	14
164001	0.0866	2	838250,838672,841892,844230,820775,820827,830128	96	106	7	11
116185	0.0865	3	838807,838851,841558,843903,820827,822517,827307,835398	74	99	8	26
157351	0.0855	2	841467,841892,843110,843827,816692,827727	90	102	6	13
38920	0.0852	5	839433,816545,817620,818343,820041	61	78	5	18
116033	0.085	3	838807,841558,818069,820827,822517,827307,835398,836043	74	98	8	25
163169	0.0848	1	816394,839566,837996,843095,817499,816545,820041,839433,838259,819107,834232	95	104	11	10
142834	0.0833	1	839566,817499,817620,838362,838259,819107,839433,818343	83	92	8	10
113480	0.0833	2	838807,841468,841558,818069,820827,822517,827307,835398,836043	74	85	9	12
124096	0.0833	3	838807,841558,818069,820827,822517,823831,827307,835398	76	99	8	24
165201	0.0821	2	839566,837996,844378,820041,834232	98	110	5	13
148946	0.081	2	839433,838259,843095,816545,817499,817620,819107,820041	85	102	8	18
49710	0.0809	7	839433,844010,844343,816545,817620,820041,831861,832057	63	79	8	17
165025	0.0808	1	838807,838851,821657,831888,835320,836043	98	108	6	11
145511	0.0793	2	838807,838851,841558,841892,843903,820827,822132,822517,823831,827307,828884,835398,836043	84	94	13	11
129435	0.0791	2	838807,838851,841468,841558,818069,820827,822132,822517,823831,827307,831528,835398,836043	78	89	13	12
114963	0.0787	3	838807,841468,841558,818069,820827,822517,835398,836043	74	91	8	18
90822	0.0787	2	838807,841558,820827,822517,828884,836043	70	81	6	12
116036	0.0785	2	838807,838851,841558,843903,820827,822517,827307,835398,836043	74	98	9	25
161618	0.0782	2	839433,839566,837996,838259,816545,817499,820041	93	106	7	14
135349	0.0778	1	817499,843095,838362,817620,839566,837996	80	89	6	10
146222	0.0777	3	838807,838851,841558,843903,818069,820827,822517,823831,827307,828884,835398	84	99	11	16
80574	0.0774	4	839433,837778,844010,844343,817620,820041,831861,832057	68	81	8	14
74000	0.0769	3	841558,843903,820827,822517,828884,836043	67	79	6	13
129771	0.0769	2	838807,838851,841468,841558,843903,818069,820827,822132,822517,823831,827307,835398,836043	78	91	13	14
49692	0.0764	6	839433,844010,844343,816545,817620,818343,820041,831861,832057	63	78	9	16
90488	0.0758	1	839433,843095,844343,817620,818343,831861	70	80	6	11
95957	0.0758	2	839433,837778,844010,844343,817499,817620,818343,820041,831861,832057	71	81	10	11
130927	0.0758	4	838807,838851,841558,843903,820827,822517,823831,827307,835398	78	99	9	22
116927	0.0756	8	841468,818069,831472,832070,835398	74	103	5	30
96088	0.0754	3	839433,844010,844343,817620,818343,831861,832057	71	82	7	12
161898	0.075	3	838250,838779,841892,842833,844230	93	108	5	16
116060	0.0748	5	838807,841468,841558,818069,820827,835398	74	99	6	26
116261	0.0741	7	841468,818069,820827,831472,832070,835398	74	100	6	27
156959	0.0741	1	843110,838779,841467,827727,842833,838362,843827,841892,816692	90	99	9	10
130824	0.0741	4	838807,841558,843903,818069,820827,822517,823831,827307,835398	78	99	9	22
22960	0.0736	1	837996,838455,843095,821143,820041,828884,3770591	58	68	7	11
4632	0.0732	2	839566,837996,838455,843095,843596,843810,816545,817467,821143,820041,820665,828884	52	62	12	11
129431	0.0732	2	838807,838851,841558,843903,820827,822132,822517,823831,827307,828884,836043	78	89	11	12
140251	0.0725	1	843903,836043,832070,818069,823831,835398,827307,822517,828884,838807,841892,831472,820827,841558,822132,841468,838851	82	91	17	10
48075	0.0722	1	838364,828884,818069,829730,841652,820211	63	72	6	10
53953	0.0722	1	827001,830754,818069,841652,838364,828884	64	73	6	10
19259	0.072	1	838362,839642,841467,842833,843110,843827,816692,829966	57	67	8	11
7342	0.0714	1	816545,843810,843596,843095,838455,837996,828884,820665,839566,820041,3770591,844378,821143,817467	53	62	14	10
23222	0.0714	2	824699,825208,827001,832247,835320,835375,835398	58	69	7	12
163525	0.0714	3	838362,838250,838779,842833,844230	95	108	5	14
47322	0.0712	6	838851,841558,843903,820827,822517,827307	62	100	6	39
79787	0.071	3	839433,837778,844010,844343,816545,817620,820041,831861,832057	68	79	9	12
113474	0.071	2	838807,841468,841558,842103,818069,820827,827307,835398,836043	74	85	9	12
90825	0.071	2	839433,837778,844010,844343,817499,817620,820041,831861,832057	70	81	9	12
107175	0.0708	1	831861,844010,830754,832057,844343,817620,839433,818343	73	82	8	10
140569	0.0705	2	838807,838851,841558,841892,843903,820827,822132,822517,823831,827307,835398,836043	82	94	12	13
22846	0.0704	1	843110,841467,839642,838362,816692,829966,842833,816651,843827	58	67	9	10
38230	0.0701	3	839433,839566,837974,837996,843095,816545,817499,817620,818343,821143,820041,820741,834232	61	75	13	15
151087	0.0697	1	839433,838259,843095,816270,816545,817499,817620,819107,820041	86	102	9	17
79734	0.0697	2	839433,837778,844010,844343,816545,817620,818343,820041,831861,832057	68	78	10	11
147995	0.0697	1	817620,843095,817499,816545,820041,818343,838362,838259,839433,819107,831861	85	94	11	10
90359	0.0697	1	843903,836043,822517,838807,841558,838851,822132,828884,820827,841468,827307	70	79	11	10
131631	0.0696	7	841468,841558,818069,823831,827307,832070,835398	78	103	7	26
23423	0.0696	3	841447,825208,826914,830101,835320,835375,835398	58	70	7	13
3112	0.0694	3	839566,843095,843596,843810,816545,820041,820665,829438	51	62	8	12
140456	0.0694	2	838807,841558,841892,843903,818069,820827,822132,822517,823831,827307,835398,836043	82	93	12	12
50510	0.0694	9	839433,844010,844343,817620,831861,832057	63	82	6	20
130997	0.0688	6	841468,841558,818069,820827,823831,827307,832070,835398	78	100	8	23
146079	0.0684	2	838807,838851,841558,843903,818069,820827,822132,822517,823831,827307,828884,835398,836043	84	98	13	15
48788	0.0684	4	839433,839566,837974,837996,843095,816545,817499,817620,818343,821143,820041,820741,831861,832057,834232	63	75	15	13
142992	0.0682	2	839433,838362,838259,816270,816545,817499,817620,818343,819107,820041,831861	83	94	11	12
124079	0.0681	2	838807,841558,818069,820827,822132,822517,823831,827307,835398,836043	76	98	10	23
101650	0.0667	1	828884,822517,838807,824970,841892,836043,841558,822132,820827,841468,827307,838851	72	81	12	10
144096	0.0667	3	839433,838259,816270,816545,817499,817620,818343,819107,820041,831861	83	102	10	20
147944	0.0667	1	816270,844343,832057,844010,837778,816545,818343,831861,820041,838259,817499,817620,819107,839433	85	94	14	10
147948	0.0667	1	816270,844343,832057,844010,838362,817499,817620,816545,820041,839433,838259,818343,819107,831861	85	94	14	10
54019	0.0667	1	827307,824970,830101,829995,838851,835398,831528	64	73	7	10
60558	0.0667	1	827001,828884,818822,829995,831528,835398	65	74	6	10
160470	0.0667	4	838250,843747,814643,829966,830128	92	105	5	14
95755	0.0667	1	839433,839566,843095,838362,817620,818343	71	80	6	10
163323	0.0667	2	839433,839566,837996,838259,843095,816545,817499,819107,820041,834232	95	106	10	12
131100	0.0655	4	838851,841558,843903,822517,827307,828884,836043	78	101	7	24
142203	0.0648	8	837265,818069,822055,824970,827001,835398	82	105	6	24
113479	0.0648	2	838807,841468,841558,818069,820827,822132,822517,827307,836043	74	85	9	12
116035	0.0648	6	838807,841468,818069,820827,832070,835398,836043	74	98	7	25
116037	0.0648	4	838807,841468,841558,818069,820827,835398,836043	74	98	7	25
129060	0.0644	1	843903,836043,832070,835398,827307,822517,841892,838807,841558,823831,822132,838851,820827,841468,828884	78	87	15	10
62891	0.0644	6	839433,838362,844010,817620,820041,831861,832057	65	81	7	17
146221	0.0642	3	838807,838851,841468,841558,841652,843903,818069,820827,822517,823831,827307,835398	84	99	12	16
164126	0.0641	3	838362,838250,838779,842833,844230,818316	96	108	6	13
116063	0.0641	6	838807,841468,818069,820827,831472,832070,835398	74	99	7	26
155436	0.0641	1	816270,832057,817620,816545,820041,818343,837778,819107,839433,844343,838259,831861,844010	89	98	13	10
101654	0.0636	1	818069,816270,817499,816545,820041,844010,832057,844343,837778,819107,831861	72	81	11	10
95754	0.0636	1	837778,817499,832057,844010,817620,820041,818343,843095,844343,839433,831861	71	80	11	10
14138	0.0635	5	817620,818343,820741,833471,834232	55	75	5	21
124908	0.0635	8	841468,818069,823831,831472,832070,835398	76	103	6	28
124915	0.0635	8	841468,841558,818069,823831,832070,835398	76	103	6	28
130804	0.0635	3	838807,838851,841558,843903,820827,822132,822517,823831,827307,835398,836043	78	98	11	21
