88001	1	6	6	0	1	1
11823	1	6	1	0	0	1
87603	0	7	5	0	0	1
69153	1	6	1	1	1	0
106653	1	7	1	1	1	0
3813	1	6	2	0	0	1
93116	1	8	1	1	1	0
3796	1	8	1	0	1	0
5583	1	7	1	0	0	1
106652	1	7	1	1	1	0
93115	1	6	1	1	1	0
1998	0	6	2	0	1	0
69172	1	9	1	1	1	0
2006	1	5	3	0	1	1
125845	1	7	9	0	0	0
141747	1	6	8	0	1	1
141032	1	6	1	0	0	1
130374	1	8	8	0	1	1
121926	1	6	16	1	1	0
188139	1	6	2	1	1	0
162147	0	7	1	0	0	1
118777	0	7	1	1	1	1
213	1	5	3	0	1	0
1991	1	6	2	0	1	0
100020	1	6	1	0	0	1
50243	1	6	1	1	1	0
162873	1	6	6	1	1	1
5594	1	11	2	0	1	0
77463	1	7	17	0	0	0
124320	0	9	1	0	0	0
8674	1	13	1	0	1	0
23520	1	7	4	1	1	1
71219	1	5	10	0	0	1
165280	1	8	1	0	1	1
1976	1	6	1	0	1	1
155446	1	6	1	1	1	0
93114	1	7	1	1	0	0
134444	1	10	7	0	0	0
58476	1	7	10	0	0	1
163287	0	7	8	1	0	0
126936	1	5	15	0	0	0
28263	0	8	2	1	0	0
23688	1	5	5	1	0	0
126947	1	8	15	0	0	0
160956	1	6	13	1	1	1
93129	1	8	1	1	0	0
164066	1	6	12	1	1	0
162178	0	8	2	1	0	0
179762	0	7	2	0	1	1
162216	1	7	2	0	1	1
70621	1	8	8	0	0	1
180024	0	6	4	0	1	1
23466	0	6	4	0	0	1
124312	0	9	1	0	0	0
69359	0	6	3	1	1	1
141136	1	12	3	0	0	0
179630	0	8	1	1	0	0
148329	1	6	1	0	0	1
160217	0	8	9	1	1	0
162143	0	8	1	1	0	0
76329	0	9	9	0	0	0
33378	0	10	2	0	0	1
46222	1	5	10	0	0	1
132141	0	7	17	1	1	1
155445	1	12	1	0	0	0
33573	0	9	3	1	1	0
159066	0	9	3	1	1	0
35613	1	5	12	0	0	0
162214	0	13	2	1	1	1
182355	1	5	7	1	1	1
177463	1	11	1	1	1	0
58227	0	6	8	0	0	1
34860	1	5	9	1	1	0
148328	1	6	1	0	0	1
133156	1	5	22	1	1	1
148786	1	12	5	0	0	0
106680	0	11	2	1	0	1
155747	1	11	4	1	1	1
162462	0	9	4	1	0	0
159096	1	12	3	1	1	1
57279	1	15	5	1	1	0
165883	1	11	5	1	1	0
172389	1	11	3	1	1	0
126501	0	6	13	0	0	0
23362	1	7	3	0	1	1
126168	0	6	11	0	0	0
160544	0	6	11	1	1	0
131332	0	8	14	1	1	1
100293	1	9	3	0	0	0
45369	1	11	7	1	1	0
93040	1	10	1	1	1	1
129578	1	10	1	1	1	0
69327	1	8	2	1	0	1
158898	0	13	1	1	1	0
34859	0	7	9	1	1	0
106630	1	7	1	1	1	0
180182	1	5	5	0	0	1
69471	0	20	3	1	1	0
141707	1	5	8	1	0	1
132142	1	6	17	1	1	1
125653	0	7	8	0	1	0
148369	0	13	2	1	1	1
70401	0	7	6	0	0	1
162174	0	10	2	1	0	1
57018	0	17	4	0	0	0
167246	1	8	11	1	1	1
34695	0	6	8	0	0	1
155613	0	15	3	0	0	0
131338	0	11	14	1	1	1
134103	0	14	3	0	0	0
74784	0	7	3	0	0	1
134642	1	11	9	0	0	0
2032	1	8	4	0	1	0
35132	0	6	10	0	0	1
35125	0	6	10	0	0	0
130909	0	9	12	1	1	1
63634	1	18	4	0	0	1
100008	0	10	1	0	0	0
70094	1	5	5	1	1	1
106636	1	6	1	1	1	0
74412	0	10	2	1	0	1
174216	1	5	11	1	1	1
112847	1	12	1	0	0	0
181471	0	11	1	1	1	0
160957	1	5	13	1	1	1
34620	0	8	8	0	0	1
45371	0	12	7	1	1	0
175105	1	12	2	1	0	0
162679	0	12	5	0	0	0
142985	1	8	14	0	1	1
129891	0	13	4	0	0	1
129889	0	13	4	0	0	1
159090	1	9	3	1	1	1
87597	0	7	5	0	0	0
87600	1	7	5	0	0	0
172033	0	14	1	1	1	0
57282	0	18	5	1	1	0
165276	1	10	1	1	1	1
112905	1	9	1	0	0	1
183766	1	6	6	1	0	1
93113	1	9	1	1	1	1
129686	0	14	2	0	0	1
141736	1	5	8	0	1	1
183438	0	9	4	1	0	0
141596	0	9	7	0	0	0
125416	0	8	7	0	0	1
166835	0	9	9	1	1	1
173736	1	9	9	1	1	0
69476	0	19	3	1	1	0
130619	0	10	10	1	0	1
130624	1	10	10	0	0	1
142984	1	9	14	1	1	1
133971	0	18	1	0	0	0
126169	1	6	11	0	0	0
126946	1	5	15	0	0	0
166475	0	13	7	1	1	0
93739	0	8	4	1	0	1
40123	1	10	8	0	1	1
183192	0	7	2	0	1	1
185824	0	8	2	1	1	1
23044	0	11	1	1	1	0
162232	1	5	2	1	0	0
172943	0	13	5	1	1	0
45097	0	14	6	0	0	1
168881	1	12	3	0	0	0
40393	1	8	9	0	0	1
38763	0	15	1	0	1	1
188059	0	10	1	1	1	0
58742	1	5	10	0	0	1
181999	0	10	5	1	1	0
165461	0	15	3	1	1	0
130628	1	8	10	0	0	0
40120	0	10	8	0	0	1
40121	1	10	8	0	1	1
40122	1	10	8	0	1	1
45658	0	8	8	0	0	1
188902	1	11	5	1	0	1
165267	1	16	1	1	1	0
142258	0	10	11	0	0	0
186258	1	5	6	1	1	1
132138	1	8	17	1	1	1
168884	1	13	3	0	0	0
141603	0	13	7	0	0	0
168886	1	13	3	0	0	0
188065	1	11	1	1	1	1
188041	1	8	7	1	1	1
188911	1	5	5	1	1	1
73358	1	8	27	1	1	1
141745	1	9	8	1	1	1
128700	1	7	23	0	1	1
38843	0	14	2	0	0	1
33577	0	9	3	1	1	0
28457	1	5	3	0	1	1
175770	1	10	6	1	0	0
34875	0	7	9	1	1	0
177444	0	15	1	1	1	0
87318	0	8	3	0	0	0
69357	0	9	3	1	1	1
124396	1	9	1	0	0	0
126950	0	7	15	0	0	0
129622	0	12	2	1	0	1
141225	0	14	4	0	1	1
57287	0	17	5	1	1	0
69320	0	10	2	1	0	1
179759	1	5	2	0	1	0
246	1	7	5	0	1	0
131335	0	8	14	1	0	1
129890	0	9	4	0	0	0
127680	0	8	18	1	1	1
186259	1	7	6	1	1	1
141867	0	11	9	0	0	0
134641	1	11	9	0	0	0
28558	0	10	4	0	1	1
134335	0	12	6	0	1	0
165326	0	17	2	1	1	1
168880	1	13	3	0	0	0
168882	1	13	3	0	0	0
131334	0	9	14	1	1	1
175435	0	14	4	1	0	0
129693	0	12	2	0	0	1
124819	0	11	3	0	0	1
57602	0	11	6	0	0	1
183173	0	11	2	1	0	0
165456	0	17	3	1	1	0
70839	1	6	8	1	0	1
155610	0	16	3	0	0	0
165268	0	18	1	1	1	0
40865	1	9	11	0	0	1
141017	1	9	1	0	0	1
182705	1	5	9	1	1	1
94727	1	6	6	0	0	1
168878	1	14	3	0	0	0
184798	1	7	3	1	1	1
28759	1	12	5	0	0	1
33846	1	13	4	0	0	1
134220	0	13	5	0	0	0
69766	0	12	4	0	0	1
75125	1	6	4	1	0	1
23469	0	9	4	0	0	1
187725	0	8	4	1	1	1
56819	1	9	4	0	0	0
28554	0	10	4	0	1	1
69356	0	29	2	0	0	1
165266	1	15	1	1	1	0
133155	1	8	22	1	1	1
70620	1	10	8	0	0	1
28378	0	12	3	0	0	1
23691	1	8	5	1	0	0
33480	1	6	2	0	1	1
165327	0	18	2	1	1	1
166813	0	11	9	1	1	0
148367	1	15	2	0	1	1
184650	0	11	3	1	1	0
187568	0	11	3	1	1	1
51035	1	17	5	0	0	1
39003	1	5	3	0	0	1
23051	0	10	1	0	1	1
158904	0	12	1	1	1	0
126165	0	8	11	0	0	0
168643	0	20	1	0	0	0
132115	0	9	17	1	1	1
155885	1	11	5	0	0	0
188899	1	11	5	1	0	1
188232	0	9	3	1	1	1
86693	0	8	2	1	0	0
165272	0	19	1	1	1	0
71218	1	5	10	0	0	1
24620	1	5	10	0	0	0
28556	1	11	4	0	1	1
74409	1	30	1	0	0	1
131701	0	10	15	1	1	1
45098	0	17	6	0	0	1
142264	0	9	11	0	0	0
87925	1	6	6	0	0	0
39880	0	13	7	0	0	1
39901	0	13	7	0	0	1
63381	0	26	3	0	0	1
33570	0	11	3	1	1	0
184511	0	12	2	1	1	0
157025	0	11	10	1	1	1
134102	0	14	3	0	0	0
5582	1	7	1	0	0	0
169458	0	11	5	0	0	0
100298	1	7	3	0	0	0
180873	1	7	9	0	1	1
51067	1	7	5	0	0	1
152411	1	8	5	1	1	0
125139	1	6	5	0	0	0
130910	0	10	12	1	0	1
74393	0	19	1	0	0	1
172135	1	16	2	1	1	1
126510	0	8	13	0	0	0
130237	0	11	7	1	1	1
126933	1	5	15	0	0	1
33331	0	17	1	0	1	1
172687	0	12	4	1	1	1
168876	0	13	3	0	0	0
156246	0	12	7	0	0	0
130620	0	9	10	1	0	1
35800	1	5	14	1	0	0
39088	1	15	3	0	0	1
183313	1	6	3	1	0	1
19318	1	5	4	1	1	1
28158	0	13	1	0	0	1
28160	1	13	1	0	0	1
69354	1	29	2	0	0	1
745	1	6	14	0	0	0
81669	1	10	7	1	1	1
184069	1	6	8	1	1	1
46226	0	10	10	0	0	0
131331	0	7	14	1	0	1
69144	0	11	1	1	1	1
38845	0	16	2	0	1	1
118898	1	8	2	0	0	1
28582	0	13	4	0	0	1
69171	0	31	1	1	1	0
38767	0	17	1	0	1	1
168646	0	17	1	0	0	0
172035	1	20	1	1	1	0
172412	0	13	3	1	1	1
28760	1	17	5	0	0	0
28762	1	17	5	0	0	0
168681	1	19	2	1	0	1
44055	0	21	1	1	1	0
186655	0	12	1	0	1	1
181470	1	9	1	1	1	0
141597	0	15	7	0	0	0
81348	0	11	6	0	0	1
16314	1	5	12	0	0	1
49232	1	6	31	1	1	1
184448	0	15	1	1	1	0
124706	0	10	3	0	0	1
28159	0	12	1	0	0	1
23872	1	12	6	0	0	0
130040	0	12	6	1	0	1
162869	1	8	6	1	0	1
129623	1	13	2	1	0	1
94140	1	7	5	1	1	1
28763	1	14	5	0	0	1
39091	1	17	3	0	0	0
132130	0	7	17	1	1	1
155887	0	13	5	0	0	0
159225	1	14	4	1	1	1
69331	1	9	2	1	0	1
40388	0	11	9	0	0	0
152084	0	9	2	0	1	1
129512	0	7	28	1	1	1
182000	0	6	5	1	1	0
113469	1	7	3	0	0	0
125086	1	6	5	0	0	1
41825	1	5	17	0	0	1
147291	1	5	17	1	1	1
125654	0	9	8	0	1	1
38844	0	16	2	0	1	1
38846	0	16	2	0	1	1
142982	0	10	14	1	1	1
167245	1	10	11	1	1	1
58771	0	10	11	1	1	1
162134	0	30	1	0	0	0
16456	1	7	13	0	1	1
57017	0	28	4	0	0	1
86669	1	7	1	0	0	0
69298	1	29	2	0	0	1
188866	0	12	4	1	0	1
62949	0	29	1	0	0	1
6134	1	11	11	0	0	0
86970	1	5	2	0	1	1
162930	0	11	6	1	1	1
143896	0	9	19	0	1	1
63185	0	28	2	0	0	1
188905	1	13	5	1	0	1
28761	1	13	5	0	0	1
24621	1	5	10	0	0	1
125982	1	5	10	1	1	1
33468	1	18	2	0	0	0
125637	1	7	8	1	1	1
187508	0	13	2	1	1	1
188087	0	13	2	1	1	1
165284	1	8	1	1	1	0
39089	1	20	3	0	0	1
39092	1	18	3	0	0	1
139379	1	5	15	1	1	0
106952	1	8	3	1	1	1
44119	1	16	1	1	1	1
153577	0	8	11	1	1	0
186805	1	8	3	0	1	1
125145	1	8	5	0	0	1
176637	1	8	10	1	1	1
63306	1	28	3	0	0	1
129892	0	13	4	0	0	1
60600	1	5	20	1	0	1
28294	1	11	2	0	0	0
168641	0	21	1	0	0	1
87926	0	7	6	0	0	1
163342	0	10	8	1	1	1
29489	0	9	9	0	0	1
38847	0	14	2	0	0	1
129621	0	14	2	1	0	0
148301	0	30	1	0	0	0
148302	1	30	1	0	0	0
124395	0	13	1	0	0	1
24612	1	6	10	0	0	1
58477	0	12	10	0	0	1
142261	0	11	11	0	0	1
