wid	startWindow	stopWindow	windowSize	geneSize	groupGenes
406	4	10	6	18	['AT1G20810', 'AT2G37400', 'AT1G50450', 'AT1G21750', 'AT5G62720', 'AT1G74070', 'AT1G74880', 'AT1G27510', 'AT1G78915', 'AT1G03090', 'AT1G67840', 'AT1G54580', 'AT1G31180', 'AT2G21530', 'AT4G38100', 'AT1G65260', 'AT2G01140', 'AT2G21160']
10021	10	31	21	28	['AT3G46780', 'AT2G42975', 'AT1G07510', 'AT4G20820', 'AT3G15360', 'AT1G50250', 'AT2G42220', 'AT1G23740', 'AT1G10170', 'AT3G58010', 'AT4G38380', 'AT3G22690', 'AT2G37230', 'AT5G21430', 'AT1G50460', 'AT3G24590', 'AT1G29920', 'AT5G19500', 'AT1G30510', 'AT4G13010', 'AT1G15820', 'AT3G25480', 'AT5G12470', 'AT1G79230', 'AT2G24020', 'AT2G43010', 'AT5G16150', 'AT4G24930']
105b	1	6	5	4	['AT3G46780', 'AT1G54500', 'AT3G21055', 'AT5G08540']
504	5	9	4	6	['AT2G01918', 'AT2G24020', 'AT3G47060', 'AT5G53490', 'AT3G26080', 'AT1G14590']
2303	23	26	3	6	['AT3G14420', 'AT4G36810', 'AT2G26360', 'AT3G47450', 'AT4G25910', 'AT3G17830']
16034a	16	50	34	6	['AT3G47060', 'AT1G27510', 'AT1G14150', 'AT3G01440', 'AT4G37925', 'AT4G23890']
606	6	12	6	86	['AT2G17630', 'AT4G13670', 'AT5G02160', 'AT1G07510', 'AT1G75690', 'AT3G10470', 'AT4G39960', 'AT1G23740', 'AT4G16155', 'AT4G35770', 'AT1G50250', 'AT4G38380', 'AT2G40100', 'AT3G15840', 'AT1G29920', 'AT5G19500', 'AT4G13010', 'AT2G30950', 'AT4G39730', 'AT5G20140', 'AT1G67280', 'AT1G06690', 'AT5G42765', 'AT1G15140', 'AT1G79450', 'AT2G40760', 'AT5G52440', 'AT4G20820', 'AT5G42070', 'AT3G15360', 'AT2G20270', 'AT3G22690', 'AT1G56500', 'AT1G17850', 'AT3G28850', 'AT4G24930', 'AT4G18370', 'AT5G19370', 'AT2G37230', 'AT4G01900', 'AT3G55330', 'AT1G79230', 'AT1G66670', 'AT5G16150', 'AT5G59250', 'AT2G40400', 'AT5G52970', 'AT1G12250', 'AT2G42975', 'AT3G10130', 'AT1G10170', 'AT3G60370', 'AT1G54050', 'AT4G01050', 'AT5G21430', 'AT1G80030', 'AT3G24590', 'AT1G15820', 'AT2G22360', 'AT3G26580', 'AT5G01500', 'AT1G52220', 'AT4G04020', 'AT1G51110', 'AT5G16660', 'AT1G22450', 'AT5G53170', 'AT1G42960', 'AT4G19830', 'AT3G58010', 'AT1G51350', 'AT4G39460', 'AT5G01220', 'AT2G27290', 'AT1G50460', 'AT5G23890', 'AT2G35040', 'AT1G30510', 'AT1G22020', 'AT5G03455', 'AT5G12470', 'AT1G55370', 'AT1G76760', 'AT4G24750', 'AT5G15250', 'AT3G57680']
24026	24	50	26	8	['AT2G17630', 'AT3G47060', 'AT1G27510', 'AT1G14150', 'AT2G37660', 'AT3G01440', 'AT4G37925', 'AT4G23890']
16015	16	31	15	5	['AT1G51110', 'AT3G53560', 'AT1G74070', 'AT1G16790', 'AT3G26080']
25021	25	46	21	11	['AT3G46780', 'AT5G53170', 'AT4G16155', 'AT3G28850', 'AT1G75690', 'AT1G22020', 'AT1G51350', 'AT5G59250', 'AT3G25480', 'AT1G22450', 'AT3G15840']
4011	4	15	11	5	['AT2G42220', 'AT3G25480', 'AT3G46780', 'AT4G28025', 'AT5G08540']
7035	7	42	35	16	['AT1G29920', 'AT1G23740', 'AT1G30510', 'AT4G13010', 'AT1G79230', 'AT2G24020', 'AT4G20820', 'AT1G07510', 'AT1G50250', 'AT3G22690', 'AT5G12470', 'AT4G24930', 'AT1G15820', 'AT3G15360', 'AT3G24590', 'AT1G10170']
3017	3	20	17	10	['AT3G10130', 'AT2G42975', 'AT1G10170', 'AT1G50250', 'AT4G39730', 'AT4G01050', 'AT2G37230', 'AT1G23740', 'AT3G24590', 'AT4G01900']
7016a	7	23	16	17	['AT4G13670', 'AT3G10130', 'AT3G55330', 'AT4G35770', 'AT1G06690', 'AT1G52220', 'AT3G10470', 'AT5G52970', 'AT4G01050', 'AT2G40760', 'AT3G57680', 'AT1G67280', 'AT3G26580', 'AT1G66670', 'AT1G17850', 'AT1G14590', 'AT4G01900']
2303a	23	26	3	6	['AT2G26340', 'AT3G21055', 'AT3G19490', 'AT5G01220', 'AT1G16880', 'AT5G52440']
24024a	24	48	24	6	['AT5G13120', 'AT1G54050', 'AT1G18730', 'AT1G54580', 'AT2G40400', 'AT1G14590']
10016	10	26	16	10	['AT2G01918', 'AT5G13120', 'AT1G14150', 'AT5G52780', 'AT1G18730', 'AT3G01440', 'AT5G35170', 'AT4G37925', 'AT2G41330', 'AT2G26800']
2504	25	29	4	4	['AT1G54780', 'AT1G71500', 'AT1G65230', 'AT5G07020']
1037	1	38	37	13	['AT1G15820', 'AT1G29920', 'AT5G19500', 'AT4G13010', 'AT1G79230', 'AT4G20820', 'AT1G07510', 'AT3G58010', 'AT4G38380', 'AT3G22690', 'AT5G16150', 'AT5G21430', 'AT5G12470']
21013	21	34	13	10	['AT5G20140', 'AT5G13120', 'AT1G54050', 'AT4G04020', 'AT4G39960', 'AT1G18730', 'AT1G54580', 'AT4G18370', 'AT1G14590', 'AT5G15250']
28014	28	42	14	6	['AT2G01918', 'AT5G19370', 'AT2G40100', 'AT5G52780', 'AT2G41330', 'AT2G26800']
307	3	10	7	19	['AT2G37230', 'AT3G10130', 'AT2G42975', 'AT1G10170', 'AT1G50250', 'AT1G76760', 'AT4G39730', 'AT4G01050', 'AT4G39960', 'AT4G27700', 'AT3G01440', 'AT3G15110', 'AT5G01220', 'AT1G23740', 'AT2G40400', 'AT5G23890', 'AT4G37925', 'AT3G24590', 'AT4G01900']
704	7	11	4	11	['AT2G26340', 'AT2G42220', 'AT3G46780', 'AT5G08540', 'AT5G07020', 'AT1G16790', 'AT3G25480', 'AT1G54780', 'AT4G23890', 'AT4G28025', 'AT3G21055']
16011	16	27	11	13	['AT2G01918', 'AT5G02160', 'AT3G47060', 'AT1G27510', 'AT1G14150', 'AT5G52780', 'AT2G40100', 'AT3G01440', 'AT4G37925', 'AT5G35170', 'AT4G23890', 'AT2G41330', 'AT2G26800']
16034b	16	50	34	4	['AT5G13120', 'AT1G18730', 'AT1G54050', 'AT1G14590']
33011	33	44	11	29	['AT2G17630', 'AT2G01918', 'AT5G02160', 'AT5G62720', 'AT1G27510', 'AT1G14150', 'AT4G39960', 'AT5G39830', 'AT2G40100', 'AT1G80030', 'AT3G10470', 'AT2G37660', 'AT4G18370', 'AT5G19370', 'AT3G01440', 'AT4G37925', 'AT5G52780', 'AT4G23890', 'AT5G01500', 'AT2G30950', 'AT5G20140', 'AT3G47060', 'AT1G76760', 'AT1G12250', 'AT4G04020', 'AT5G15250', 'AT3G15110', 'AT5G35170', 'AT2G26800']
11015a	11	26	15	10	['AT2G17630', 'AT5G39830', 'AT2G29500', 'AT2G30695', 'AT2G20260', 'AT2G37660', 'AT2G44990', 'AT3G15110', 'AT5G01500', 'AT1G02560']
15013	15	28	13	5	['AT3G53560', 'AT1G74070', 'AT1G16790', 'AT2G37400', 'AT3G26080']
4016a	4	20	16	50	['AT4G13670', 'AT5G53170', 'AT1G07510', 'AT1G75690', 'AT3G10470', 'AT5G42070', 'AT2G42975', 'AT3G15360', 'AT1G50250', 'AT3G10130', 'AT1G23740', 'AT1G10170', 'AT4G35770', 'AT5G52970', 'AT3G58010', 'AT4G38380', 'AT3G22690', 'AT4G01050', 'AT1G51350', 'AT5G16660', 'AT2G37230', 'AT4G20820', 'AT5G21430', 'AT1G56500', 'AT4G01900', 'AT3G24590', 'AT1G17850', 'AT1G29920', 'AT5G19500', 'AT4G39460', 'AT4G13010', 'AT3G28850', 'AT1G22020', 'AT1G15820', 'AT2G22360', 'AT4G39730', 'AT3G15840', 'AT1G67280', 'AT3G26580', 'AT1G66670', 'AT5G12470', 'AT4G16155', 'AT3G55330', 'AT1G79230', 'AT1G52220', 'AT2G40760', 'AT5G16150', 'AT5G59250', 'AT3G57680', 'AT1G22450']
708a	7	15	8	5	['AT3G47060', 'AT4G19830', 'AT5G02160', 'AT1G54050', 'AT2G40400']
103a	1	4	3	41	['AT2G01918', 'AT2G42975', 'AT5G02160', 'AT1G50450', 'AT5G62720', 'AT1G16790', 'AT1G27510', 'AT4G39960', 'AT4G27700', 'AT1G31180', 'AT2G26340', 'AT3G10130', 'AT1G23740', 'AT1G10170', 'AT3G53560', 'AT1G74880', 'AT4G01050', 'AT5G53490', 'AT4G38100', 'AT4G37925', 'AT1G14590', 'AT5G23890', 'AT3G24590', 'AT1G30510', 'AT1G74070', 'AT4G39730', 'AT1G80380', 'AT5G52780', 'AT1G65260', 'AT2G37230', 'AT4G01900', 'AT2G21160', 'AT1G79450', 'AT1G76760', 'AT4G24750', 'AT1G78915', 'AT1G54790', 'AT4G24930', 'AT1G05385', 'AT1G03850', 'AT2G40400']
3207	32	39	7	8	['AT4G19830', 'AT1G50450', 'AT1G74880', 'AT1G67840', 'AT2G21530', 'AT4G38100', 'AT1G65260', 'AT2G01140']
4034a	4	38	34	20	['AT2G37230', 'AT1G15820', 'AT1G29920', 'AT5G19500', 'AT2G42975', 'AT1G10170', 'AT4G13010', 'AT1G79230', 'AT4G20820', 'AT1G07510', 'AT3G58010', 'AT4G38380', 'AT3G22690', 'AT5G16150', 'AT3G24590', 'AT5G21430', 'AT1G23740', 'AT3G15360', 'AT5G12470', 'AT1G50250']
4307	43	50	7	6	['AT2G21160', 'AT1G79450', 'AT5G62720', 'AT2G41330', 'AT2G37230', 'AT1G30510']
104	1	5	4	6	['AT2G30695', 'AT3G15840', 'AT3G25480', 'AT5G08050', 'AT5G35170', 'AT3G15360']
3604	36	40	4	94	['AT2G17630', 'AT3G10470', 'AT5G02160', 'AT1G07510', 'AT4G13670', 'AT1G14150', 'AT4G39960', 'AT1G31180', 'AT2G43010', 'AT1G23740', 'AT4G35770', 'AT3G53560', 'AT1G50250', 'AT2G40100', 'AT4G37925', 'AT1G29920', 'AT4G13010', 'AT5G42765', 'AT4G39730', 'AT1G15140', 'AT1G67280', 'AT4G23890', 'AT1G06690', 'AT2G30950', 'AT5G20140', 'AT1G79450', 'AT2G41330', 'AT2G40400', 'AT4G31560', 'AT4G20820', 'AT5G42070', 'AT3G15360', 'AT5G39830', 'AT2G21160', 'AT2G20270', 'AT3G22690', 'AT1G56500', 'AT1G17850', 'AT2G37660', 'AT4G18370', 'AT5G19370', 'AT1G74710', 'AT1G66670', 'AT2G37230', 'AT4G01900', 'AT5G08540', 'AT3G55330', 'AT1G79230', 'AT3G47060', 'AT5G13120', 'AT2G26800', 'AT2G01918', 'AT5G52970', 'AT5G62720', 'AT1G27510', 'AT1G12250', 'AT1G54580', 'AT4G28025', 'AT3G10130', 'AT1G10170', 'AT3G60370', 'AT1G54050', 'AT4G01050', 'AT5G53490', 'AT1G80030', 'AT1G72640', 'AT3G24590', 'AT1G15820', 'AT1G18730', 'AT3G26580', 'AT5G01500', 'AT1G14590', 'AT4G04020', 'AT3G15110', 'AT4G24930', 'AT1G20810', 'AT1G42960', 'AT2G40760', 'AT4G39460', 'AT2G27290', 'AT3G26080', 'AT5G23890', 'AT1G30510', 'AT5G03455', 'AT5G52780', 'AT5G12470', 'AT1G55370', 'AT2G24020', 'AT1G76760', 'AT4G24750', 'AT5G15250', 'AT3G57680', 'AT5G35170', 'AT3G01440']
29021	29	50	21	17	['AT5G39830', 'AT2G01918', 'AT5G20140', 'AT1G76760', 'AT4G39960', 'AT4G18370', 'AT4G04020', 'AT5G19370', 'AT2G40100', 'AT1G12250', 'AT5G15250', 'AT2G30950', 'AT3G15110', 'AT5G52780', 'AT1G80030', 'AT5G01500', 'AT2G26800']
25015	25	40	15	55	['AT1G20810', 'AT4G13670', 'AT1G15140', 'AT4G31560', 'AT1G07510', 'AT4G20820', 'AT1G42960', 'AT5G42070', 'AT1G31180', 'AT3G15360', 'AT3G10130', 'AT1G23740', 'AT1G10170', 'AT2G20270', 'AT4G35770', 'AT3G53560', 'AT3G60370', 'AT5G52970', 'AT1G50250', 'AT4G39460', 'AT3G22690', 'AT4G01050', 'AT2G40760', 'AT5G53490', 'AT2G37230', 'AT2G27290', 'AT3G26080', 'AT1G06690', 'AT5G23890', 'AT3G24590', 'AT1G17850', 'AT1G29920', 'AT1G30510', 'AT4G13010', 'AT2G24020', 'AT1G15820', 'AT4G39730', 'AT1G74710', 'AT1G67280', 'AT3G26580', 'AT1G66670', 'AT5G12470', 'AT4G01900', 'AT2G21160', 'AT5G42765', 'AT1G72640', 'AT1G55370', 'AT3G55330', 'AT1G79230', 'AT1G79450', 'AT2G43010', 'AT4G24750', 'AT5G03455', 'AT3G57680', 'AT4G24930']
3309	33	42	9	30	['AT2G17630', 'AT2G01918', 'AT5G02160', 'AT5G62720', 'AT1G27510', 'AT1G14150', 'AT4G39960', 'AT5G39830', 'AT2G40100', 'AT1G80030', 'AT3G10470', 'AT2G37660', 'AT4G18370', 'AT5G19370', 'AT3G01440', 'AT4G37925', 'AT5G52780', 'AT4G23890', 'AT5G01500', 'AT2G30950', 'AT5G20140', 'AT3G47060', 'AT1G76760', 'AT1G12250', 'AT4G04020', 'AT5G15250', 'AT3G15110', 'AT5G35170', 'AT2G41330', 'AT2G26800']
15019	15	34	19	7	['AT5G39830', 'AT5G08540', 'AT1G76760', 'AT1G12250', 'AT3G15110', 'AT1G80030', 'AT2G40400']
505a	5	10	5	10	['AT5G02160', 'AT1G79450', 'AT1G42960', 'AT4G18370', 'AT4G24750', 'AT4G24930', 'AT5G52780', 'AT1G30510', 'AT1G50460', 'AT1G06690']
1019	1	20	19	36	['AT4G13670', 'AT5G53170', 'AT1G07510', 'AT1G75690', 'AT3G10470', 'AT5G42070', 'AT4G16155', 'AT4G35770', 'AT5G52970', 'AT3G58010', 'AT4G38380', 'AT3G22690', 'AT2G40760', 'AT5G16660', 'AT4G20820', 'AT5G21430', 'AT1G56500', 'AT1G17850', 'AT1G29920', 'AT5G19500', 'AT4G39460', 'AT4G13010', 'AT3G28850', 'AT1G22020', 'AT1G15820', 'AT1G51350', 'AT1G67280', 'AT3G26580', 'AT1G66670', 'AT5G12470', 'AT3G55330', 'AT1G79230', 'AT1G52220', 'AT5G16150', 'AT5G59250', 'AT3G57680']
408	4	12	8	76	['AT2G17630', 'AT4G13670', 'AT2G40100', 'AT5G53170', 'AT1G07510', 'AT1G75690', 'AT3G26580', 'AT3G10470', 'AT1G12250', 'AT5G19500', 'AT5G42070', 'AT2G42975', 'AT3G15360', 'AT1G50250', 'AT5G59250', 'AT3G10130', 'AT1G23740', 'AT1G10170', 'AT2G20270', 'AT4G35770', 'AT3G60370', 'AT5G52970', 'AT3G58010', 'AT4G38380', 'AT1G54050', 'AT3G22690', 'AT4G01050', 'AT1G51350', 'AT5G16660', 'AT5G12470', 'AT4G20820', 'AT5G21430', 'AT1G80030', 'AT1G56500', 'AT4G01900', 'AT5G23890', 'AT3G24590', 'AT1G17850', 'AT2G37230', 'AT1G29920', 'AT2G35040', 'AT4G39460', 'AT4G13010', 'AT3G28850', 'AT1G22020', 'AT5G01220', 'AT1G15820', 'AT5G42765', 'AT2G22360', 'AT4G39730', 'AT5G19370', 'AT3G15840', 'AT1G15140', 'AT1G67280', 'AT2G27290', 'AT2G40760', 'AT1G66670', 'AT4G19830', 'AT5G01500', 'AT4G16155', 'AT2G30950', 'AT5G20140', 'AT1G55370', 'AT3G55330', 'AT1G79230', 'AT1G52220', 'AT1G76760', 'AT4G39960', 'AT4G04020', 'AT1G51110', 'AT5G16150', 'AT5G15250', 'AT3G57680', 'AT1G22450', 'AT5G03455', 'AT2G40400']
16010	16	26	10	42	['AT2G01918', 'AT5G02160', 'AT4G31560', 'AT5G52970', 'AT3G26580', 'AT1G27510', 'AT1G14150', 'AT4G39960', 'AT1G31180', 'AT1G14590', 'AT3G10130', 'AT4G35770', 'AT2G40100', 'AT1G54050', 'AT4G01050', 'AT2G40760', 'AT2G27290', 'AT1G06690', 'AT5G23890', 'AT1G17850', 'AT3G10470', 'AT1G74710', 'AT4G18370', 'AT1G18730', 'AT3G01440', 'AT4G37925', 'AT5G52780', 'AT4G23890', 'AT4G01900', 'AT5G42765', 'AT5G20140', 'AT3G55330', 'AT3G47060', 'AT5G13120', 'AT4G04020', 'AT1G66670', 'AT5G15250', 'AT3G57680', 'AT5G35170', 'AT2G41330', 'AT2G26800', 'AT1G67280']
24026a	24	50	26	10	['AT2G42220', 'AT5G19500', 'AT2G42975', 'AT1G52220', 'AT3G58010', 'AT4G38380', 'AT2G22360', 'AT5G16150', 'AT5G21430', 'AT1G50460']
3709	37	46	9	88	['AT2G17630', 'AT3G10470', 'AT5G02160', 'AT1G07510', 'AT4G13670', 'AT1G14150', 'AT4G39960', 'AT1G31180', 'AT2G43010', 'AT1G23740', 'AT4G35770', 'AT1G50250', 'AT2G40100', 'AT4G37925', 'AT1G29920', 'AT2G30695', 'AT4G13010', 'AT2G30950', 'AT5G20140', 'AT1G67280', 'AT4G23890', 'AT1G06690', 'AT5G42765', 'AT1G15140', 'AT2G20260', 'AT2G40400', 'AT4G31560', 'AT4G20820', 'AT5G42070', 'AT3G15360', 'AT5G39830', 'AT2G29500', 'AT2G20270', 'AT3G22690', 'AT1G17850', 'AT2G37660', 'AT4G18370', 'AT5G19370', 'AT3G10130', 'AT1G66670', 'AT4G01900', 'AT3G55330', 'AT1G79230', 'AT3G47060', 'AT5G13120', 'AT2G26800', 'AT2G01918', 'AT5G52970', 'AT1G27510', 'AT1G12250', 'AT1G54580', 'AT1G74710', 'AT1G10170', 'AT3G60370', 'AT1G54050', 'AT4G01050', 'AT1G80030', 'AT1G72640', 'AT3G24590', 'AT1G15820', 'AT1G18730', 'AT3G26580', 'AT5G01500', 'AT1G14590', 'AT3G08920', 'AT4G04020', 'AT2G44990', 'AT3G15110', 'AT4G24930', 'AT1G16880', 'AT1G42960', 'AT1G02560', 'AT2G40760', 'AT4G39460', 'AT2G27290', 'AT5G23890', 'AT1G67700', 'AT5G03455', 'AT5G52780', 'AT5G12470', 'AT1G55370', 'AT2G24020', 'AT1G76760', 'AT4G24750', 'AT5G15250', 'AT3G57680', 'AT5G35170', 'AT3G01440']
6017a	6	23	17	16	['AT4G13670', 'AT3G10130', 'AT3G55330', 'AT4G35770', 'AT1G06690', 'AT1G52220', 'AT3G10470', 'AT5G52970', 'AT4G01050', 'AT2G40760', 'AT3G57680', 'AT1G67280', 'AT3G26580', 'AT1G66670', 'AT1G17850', 'AT4G01900']
3604a	36	40	4	5	['AT2G18790', 'AT3G19490', 'AT4G33010', 'AT1G80380', 'AT2G29180']
4010a	4	14	10	13	['AT1G20810', 'AT2G37400', 'AT1G50450', 'AT1G21750', 'AT1G74880', 'AT1G78915', 'AT1G67840', 'AT1G54580', 'AT2G21530', 'AT4G38100', 'AT1G65260', 'AT2G01140', 'AT2G21160']
4016b	4	20	16	16	['AT2G30950', 'AT5G20140', 'AT1G55370', 'AT5G42765', 'AT2G20270', 'AT3G60370', 'AT1G76760', 'AT4G39960', 'AT4G04020', 'AT5G19370', 'AT1G12250', 'AT2G35040', 'AT2G27290', 'AT1G80030', 'AT5G23890', 'AT5G03455']
6020	6	26	20	8	['AT2G30950', 'AT1G55370', 'AT1G76760', 'AT4G24750', 'AT5G19370', 'AT1G12250', 'AT5G03455', 'AT1G80030']
603	6	9	3	118	['AT2G17630', 'AT4G13670', 'AT5G02160', 'AT1G07510', 'AT4G27700', 'AT3G10470', 'AT1G14150', 'AT2G18790', 'AT1G23740', 'AT4G16155', 'AT1G03160', 'AT4G35770', 'AT1G50250', 'AT4G38380', 'AT2G40100', 'AT1G75690', 'AT3G15840', 'AT4G37925', 'AT1G29920', 'AT5G19500', 'AT2G30695', 'AT4G13010', 'AT1G14345', 'AT5G42765', 'AT4G39730', 'AT1G15140', 'AT1G67280', 'AT1G06690', 'AT2G30950', 'AT5G20140', 'AT2G20260', 'AT1G79450', 'AT4G39960', 'AT2G41330', 'AT5G52440', 'AT4G31560', 'AT4G20820', 'AT5G42070', 'AT3G15360', 'AT5G39830', 'AT2G29500', 'AT2G20270', 'AT3G22690', 'AT5G42270', 'AT1G56500', 'AT1G17850', 'AT3G28850', 'AT4G24930', 'AT2G37660', 'AT4G18370', 'AT5G19370', 'AT1G74710', 'AT1G66670', 'AT2G37230', 'AT4G01900', 'AT3G55330', 'AT1G79230', 'AT5G13120', 'AT5G16150', 'AT5G59250', 'AT2G29180', 'AT1G05385', 'AT2G26800', 'AT5G52970', 'AT1G12250', 'AT2G42975', 'AT1G80380', 'AT3G10130', 'AT1G10170', 'AT3G60370', 'AT1G54500', 'AT1G54050', 'AT4G01050', 'AT5G21430', 'AT1G80030', 'AT1G72640', 'AT3G24590', 'AT1G15820', 'AT2G22360', 'AT1G18730', 'AT3G26580', 'AT5G01500', 'AT3G14420', 'AT3G08920', 'AT1G52220', 'AT4G04020', 'AT1G51110', 'AT5G16660', 'AT2G44990', 'AT3G15110', 'AT1G22450', 'AT5G53170', 'AT2G40400', 'AT1G42960', 'AT1G02560', 'AT4G19830', 'AT3G58010', 'AT2G40760', 'AT4G39460', 'AT5G01220', 'AT2G27290', 'AT1G50460', 'AT5G23890', 'AT2G35040', 'AT1G30510', 'AT1G22020', 'AT1G51350', 'AT1G67700', 'AT5G03455', 'AT5G52780', 'AT5G12470', 'AT1G55370', 'AT1G76760', 'AT4G24750', 'AT5G15250', 'AT3G57680', 'AT5G35170', 'AT3G01440']
105c	1	6	5	7	['AT4G31560', 'AT2G24020', 'AT3G47060', 'AT4G18370', 'AT3G26080', 'AT1G50460', 'AT1G06690']
17010	17	27	10	14	['AT2G01918', 'AT5G02160', 'AT5G62720', 'AT1G27510', 'AT1G14150', 'AT5G52780', 'AT2G40100', 'AT3G01440', 'AT3G47060', 'AT5G35170', 'AT4G23890', 'AT2G41330', 'AT4G37925', 'AT2G26800']
13027	13	40	27	4	['AT1G67700', 'AT1G03090', 'AT1G03160', 'AT1G14345']
4204	42	46	4	7	['AT1G50450', 'AT4G19830', 'AT1G74880', 'AT1G54500', 'AT1G03090', 'AT1G67840', 'AT2G21530']
4703a	47	50	3	4	['AT2G26360', 'AT3G17830', 'AT3G47450', 'AT4G36810']
1503	15	18	3	10	['AT2G26340', 'AT1G54780', 'AT3G21055', 'AT5G07020', 'AT5G01220', 'AT3G56040', 'AT1G44575', 'AT1G71500', 'AT1G65230', 'AT5G08050']
2303b	23	26	3	86	['AT3G10470', 'AT5G02160', 'AT1G07510', 'AT1G14150', 'AT4G39960', 'AT1G31180', 'AT2G43010', 'AT2G42220', 'AT1G23740', 'AT1G66670', 'AT3G53560', 'AT1G50250', 'AT4G38380', 'AT2G40100', 'AT4G37925', 'AT1G29920', 'AT5G19500', 'AT4G13010', 'AT3G25480', 'AT1G67280', 'AT4G23890', 'AT1G06690', 'AT5G42765', 'AT5G20140', 'AT1G79450', 'AT4G35770', 'AT2G41330', 'AT3G46780', 'AT4G31560', 'AT4G20820', 'AT3G15360', 'AT2G21160', 'AT3G22690', 'AT1G17850', 'AT4G18370', 'AT1G74710', 'AT2G37230', 'AT4G01900', 'AT3G55330', 'AT1G79230', 'AT3G47060', 'AT5G13120', 'AT5G16150', 'AT1G05385', 'AT2G26800', 'AT2G01918', 'AT1G15140', 'AT5G52970', 'AT5G62720', 'AT1G27510', 'AT1G54580', 'AT4G28025', 'AT3G10130', 'AT1G10170', 'AT1G54500', 'AT1G54050', 'AT4G01050', 'AT5G53490', 'AT5G21430', 'AT3G24590', 'AT1G74070', 'AT1G15820', 'AT1G18730', 'AT3G26580', 'AT1G14590', 'AT2G37400', 'AT4G04020', 'AT1G51110', 'AT4G24930', 'AT1G20810', 'AT2G42975', 'AT1G16790', 'AT3G58010', 'AT2G40760', 'AT2G27290', 'AT3G26080', 'AT1G50460', 'AT5G23890', 'AT1G30510', 'AT5G52780', 'AT5G12470', 'AT2G24020', 'AT5G15250', 'AT3G57680', 'AT5G35170', 'AT3G01440']
2705	27	32	5	92	['AT4G13670', 'AT5G02160', 'AT1G07510', 'AT3G10470', 'AT4G39960', 'AT1G31180', 'AT2G43010', 'AT2G42220', 'AT1G23740', 'AT4G35770', 'AT3G53560', 'AT1G50250', 'AT4G38380', 'AT1G29920', 'AT5G19500', 'AT4G13010', 'AT5G42765', 'AT4G39730', 'AT1G15140', 'AT1G67280', 'AT1G06690', 'AT2G30950', 'AT5G20140', 'AT1G79450', 'AT2G40400', 'AT4G31560', 'AT4G20820', 'AT5G42070', 'AT3G15360', 'AT5G39830', 'AT2G21160', 'AT2G20270', 'AT3G22690', 'AT1G56500', 'AT1G17850', 'AT4G18370', 'AT1G74710', 'AT1G66670', 'AT2G37230', 'AT4G01900', 'AT5G08540', 'AT3G55330', 'AT1G79230', 'AT5G13120', 'AT1G78915', 'AT5G16150', 'AT5G52970', 'AT1G12250', 'AT1G54580', 'AT4G28025', 'AT3G10130', 'AT1G10170', 'AT3G60370', 'AT1G54500', 'AT1G54050', 'AT4G01050', 'AT5G53490', 'AT5G21430', 'AT1G80030', 'AT1G72640', 'AT3G24590', 'AT1G74070', 'AT1G15820', 'AT2G22360', 'AT1G18730', 'AT3G26580', 'AT1G14590', 'AT1G52220', 'AT4G04020', 'AT5G16660', 'AT3G15110', 'AT4G24930', 'AT1G20810', 'AT2G42975', 'AT1G42960', 'AT3G58010', 'AT2G40760', 'AT4G39460', 'AT2G27290', 'AT3G26080', 'AT1G50460', 'AT5G23890', 'AT2G35040', 'AT1G30510', 'AT5G03455', 'AT5G12470', 'AT1G55370', 'AT2G24020', 'AT1G76760', 'AT4G24750', 'AT5G15250', 'AT3G57680']
809	8	17	9	20	['AT2G30950', 'AT5G20140', 'AT1G55370', 'AT5G08540', 'AT2G20270', 'AT3G60370', 'AT1G76760', 'AT4G39960', 'AT4G18370', 'AT4G04020', 'AT5G19370', 'AT1G12250', 'AT2G35040', 'AT5G42765', 'AT2G27290', 'AT1G80030', 'AT4G24750', 'AT5G23890', 'AT5G03455', 'AT5G52440']
803	8	11	3	5	['AT3G46610', 'AT1G73530', 'AT1G16880', 'AT4G31390', 'AT4G25050']
1509	15	24	9	17	['AT5G42070', 'AT4G39460', 'AT5G53170', 'AT4G16155', 'AT5G59250', 'AT1G75690', 'AT1G22020', 'AT3G28850', 'AT1G42960', 'AT2G22360', 'AT4G39730', 'AT1G51350', 'AT5G16660', 'AT4G27700', 'AT1G22450', 'AT3G15840', 'AT1G56500']
3403a	34	37	3	16	['AT1G21750', 'AT1G16790', 'AT2G37400', 'AT1G50450', 'AT1G74070', 'AT1G74880', 'AT1G05385', 'AT1G78915', 'AT1G67840', 'AT1G54790', 'AT2G21530', 'AT4G38100', 'AT1G65260', 'AT4G19830', 'AT2G01140', 'AT1G03850']
103b	1	4	3	4	['AT1G32500', 'AT3G14420', 'AT3G19490', 'AT1G16880']
6036	6	42	36	15	['AT1G29920', 'AT1G23740', 'AT1G30510', 'AT4G13010', 'AT1G79230', 'AT4G20820', 'AT1G07510', 'AT1G50250', 'AT3G22690', 'AT5G12470', 'AT4G24930', 'AT1G15820', 'AT3G15360', 'AT3G24590', 'AT1G10170']
4022a	4	26	22	8	['AT5G13120', 'AT1G14150', 'AT1G18730', 'AT3G01440', 'AT5G35170', 'AT4G37925', 'AT2G41330', 'AT2G26800']
104a	1	5	4	7	['AT2G26550', 'AT1G79040', 'AT1G44575', 'AT3G56040', 'AT3G46610', 'AT1G71500', 'AT1G65230']
