wid	startWindow	stopWindow	windowSize	geneSize	groupGenes
26024	26	50	24	7	['AT2G29500', 'AT2G30695', 'AT2G20260', 'AT3G08920', 'AT1G67700', 'AT1G02560', 'AT2G44990']
3905	39	44	5	5	['AT2G26340', 'AT5G01220', 'AT1G44575', 'AT1G54780', 'AT5G07020']
21027	21	48	27	35	['AT4G31560', 'AT1G07510', 'AT4G20820', 'AT1G31180', 'AT2G43010', 'AT3G10130', 'AT1G23740', 'AT1G10170', 'AT4G35770', 'AT5G52970', 'AT1G50250', 'AT3G22690', 'AT4G01050', 'AT2G40760', 'AT2G27290', 'AT4G01900', 'AT5G23890', 'AT3G24590', 'AT1G17850', 'AT1G29920', 'AT4G13010', 'AT1G15820', 'AT1G74710', 'AT1G67280', 'AT3G26580', 'AT1G66670', 'AT5G12470', 'AT1G06690', 'AT5G42765', 'AT1G15140', 'AT3G55330', 'AT1G79230', 'AT2G24020', 'AT3G57680', 'AT4G24930']
17013	17	30	13	12	['AT2G01918', 'AT5G62720', 'AT1G27510', 'AT1G14150', 'AT2G40100', 'AT3G01440', 'AT3G47060', 'AT5G35170', 'AT4G23890', 'AT2G41330', 'AT4G37925', 'AT2G26800']
21017a	21	38	17	9	['AT1G72640', 'AT1G55370', 'AT1G52220', 'AT4G39460', 'AT2G22360', 'AT4G39730', 'AT5G42070', 'AT4G24750', 'AT5G03455']
2603	26	29	3	31	['AT2G17630', 'AT2G01918', 'AT5G62720', 'AT1G27510', 'AT1G14150', 'AT2G18790', 'AT1G02560', 'AT2G29500', 'AT1G03160', 'AT2G40100', 'AT5G42270', 'AT1G14345', 'AT4G37925', 'AT2G30695', 'AT2G37660', 'AT1G67700', 'AT1G03090', 'AT1G80380', 'AT4G33010', 'AT3G01440', 'AT4G23890', 'AT5G19370', 'AT2G20260', 'AT3G47060', 'AT3G19490', 'AT2G44990', 'AT3G08920', 'AT5G35170', 'AT2G41330', 'AT2G26800', 'AT2G29180']
1505a	15	20	5	66	['AT4G13670', 'AT3G46780', 'AT5G53170', 'AT4G31560', 'AT1G07510', 'AT1G75690', 'AT1G27510', 'AT5G42070', 'AT4G27700', 'AT1G31180', 'AT2G42975', 'AT2G43010', 'AT1G50250', 'AT3G15360', 'AT2G42220', 'AT1G14590', 'AT3G10130', 'AT1G23740', 'AT1G10170', 'AT4G35770', 'AT2G24020', 'AT1G06690', 'AT3G10470', 'AT3G58010', 'AT4G38380', 'AT3G22690', 'AT4G01050', 'AT1G51350', 'AT5G59250', 'AT2G37230', 'AT4G20820', 'AT5G21430', 'AT1G56500', 'AT1G50460', 'AT3G24590', 'AT1G17850', 'AT1G29920', 'AT5G19500', 'AT4G39460', 'AT1G30510', 'AT4G13010', 'AT3G28850', 'AT1G22020', 'AT4G24930', 'AT1G15820', 'AT2G40100', 'AT2G22360', 'AT1G42960', 'AT3G15840', 'AT3G25480', 'AT1G67280', 'AT3G26580', 'AT1G66670', 'AT4G39730', 'AT5G12470', 'AT4G16155', 'AT3G55330', 'AT1G79230', 'AT1G52220', 'AT2G40760', 'AT5G52970', 'AT5G16150', 'AT5G16660', 'AT3G57680', 'AT1G22450', 'AT4G01900']
33013	33	46	13	52	['AT4G13670', 'AT5G13120', 'AT4G31560', 'AT1G07510', 'AT4G20820', 'AT1G42960', 'AT5G42070', 'AT1G54580', 'AT1G31180', 'AT3G15360', 'AT1G14590', 'AT3G10130', 'AT1G23740', 'AT1G10170', 'AT2G20270', 'AT4G35770', 'AT3G60370', 'AT5G52970', 'AT1G50250', 'AT1G54050', 'AT3G22690', 'AT4G01050', 'AT2G40760', 'AT4G39460', 'AT2G27290', 'AT1G06690', 'AT5G23890', 'AT3G24590', 'AT1G17850', 'AT1G29920', 'AT4G13010', 'AT1G74710', 'AT1G15820', 'AT1G18730', 'AT1G67280', 'AT3G26580', 'AT1G66670', 'AT5G12470', 'AT4G01900', 'AT5G42765', 'AT1G72640', 'AT1G55370', 'AT3G55330', 'AT1G79230', 'AT2G24020', 'AT2G43010', 'AT4G24750', 'AT5G03455', 'AT3G57680', 'AT4G24930', 'AT1G15140', 'AT2G40400']
36010a	36	46	10	24	['AT3G46780', 'AT5G53170', 'AT1G75690', 'AT5G19500', 'AT2G42975', 'AT2G42220', 'AT4G16155', 'AT3G58010', 'AT4G38380', 'AT1G51350', 'AT5G16660', 'AT4G27700', 'AT5G21430', 'AT1G50460', 'AT2G35040', 'AT3G28850', 'AT1G22020', 'AT2G22360', 'AT3G15840', 'AT3G25480', 'AT1G52220', 'AT5G16150', 'AT5G59250', 'AT1G22450']
13021b	13	34	21	5	['AT1G80030', 'AT1G12250', 'AT1G76760', 'AT5G08540', 'AT2G40400']
12011	12	23	11	5	['AT2G26340', 'AT5G01220', 'AT3G21055', 'AT1G54780', 'AT5G07020']
3507	35	42	7	86	['AT2G17630', 'AT3G10470', 'AT5G02160', 'AT1G07510', 'AT4G13670', 'AT1G14150', 'AT4G39960', 'AT1G31180', 'AT2G43010', 'AT1G23740', 'AT1G66670', 'AT1G50250', 'AT2G40100', 'AT4G37925', 'AT1G29920', 'AT4G13010', 'AT5G42765', 'AT4G39730', 'AT5G20140', 'AT1G67280', 'AT4G23890', 'AT1G06690', 'AT2G30950', 'AT1G15140', 'AT1G79450', 'AT4G35770', 'AT2G41330', 'AT2G40400', 'AT4G31560', 'AT4G20820', 'AT5G42070', 'AT3G15360', 'AT5G39830', 'AT2G20270', 'AT3G22690', 'AT1G17850', 'AT2G37660', 'AT4G18370', 'AT5G19370', 'AT1G74710', 'AT4G01900', 'AT5G08540', 'AT3G55330', 'AT1G79230', 'AT3G47060', 'AT5G13120', 'AT2G26800', 'AT2G01918', 'AT5G52970', 'AT5G62720', 'AT1G27510', 'AT1G12250', 'AT1G54580', 'AT3G10130', 'AT1G10170', 'AT3G60370', 'AT1G54050', 'AT4G01050', 'AT1G80030', 'AT1G72640', 'AT3G24590', 'AT1G15820', 'AT1G18730', 'AT3G26580', 'AT5G01500', 'AT1G14590', 'AT4G04020', 'AT3G15110', 'AT4G24930', 'AT1G42960', 'AT2G40760', 'AT4G39460', 'AT2G27290', 'AT5G23890', 'AT1G30510', 'AT5G03455', 'AT5G52780', 'AT5G12470', 'AT1G55370', 'AT2G24020', 'AT1G76760', 'AT4G24750', 'AT5G15250', 'AT3G57680', 'AT5G35170', 'AT3G01440']
6034	6	40	34	16	['AT2G37230', 'AT1G29920', 'AT1G23740', 'AT1G30510', 'AT4G13010', 'AT1G79230', 'AT4G20820', 'AT1G07510', 'AT1G50250', 'AT3G22690', 'AT5G12470', 'AT4G24930', 'AT1G15820', 'AT3G15360', 'AT3G24590', 'AT1G10170']
3905a	39	44	5	114	['AT2G17630', 'AT4G13670', 'AT5G02160', 'AT1G07510', 'AT4G27700', 'AT3G10470', 'AT1G14150', 'AT4G39960', 'AT1G31180', 'AT2G43010', 'AT2G42220', 'AT1G23740', 'AT4G16155', 'AT4G35770', 'AT1G50250', 'AT4G38380', 'AT2G40100', 'AT1G75690', 'AT3G15840', 'AT4G37925', 'AT1G29920', 'AT5G19500', 'AT2G30695', 'AT4G13010', 'AT5G42765', 'AT1G15140', 'AT1G67280', 'AT4G23890', 'AT1G06690', 'AT2G30950', 'AT5G20140', 'AT2G20260', 'AT1G79450', 'AT2G40400', 'AT3G46780', 'AT4G31560', 'AT4G20820', 'AT5G42070', 'AT3G15360', 'AT5G39830', 'AT2G29500', 'AT2G20270', 'AT3G22690', 'AT1G17850', 'AT3G28850', 'AT4G24930', 'AT2G37660', 'AT4G18370', 'AT5G19370', 'AT1G74710', 'AT1G66670', 'AT4G01900', 'AT3G55330', 'AT1G79230', 'AT3G47060', 'AT5G13120', 'AT5G16150', 'AT5G59250', 'AT2G26800', 'AT2G01918', 'AT5G52970', 'AT5G62720', 'AT1G27510', 'AT1G12250', 'AT1G54580', 'AT2G42975', 'AT3G10130', 'AT1G10170', 'AT3G60370', 'AT1G54050', 'AT4G01050', 'AT5G21430', 'AT1G80030', 'AT1G72640', 'AT3G24590', 'AT1G15820', 'AT2G22360', 'AT1G18730', 'AT3G26580', 'AT5G01500', 'AT1G14590', 'AT3G08920', 'AT1G52220', 'AT4G04020', 'AT5G16660', 'AT2G44990', 'AT3G15110', 'AT1G22450', 'AT1G16880', 'AT5G53170', 'AT1G42960', 'AT1G02560', 'AT3G58010', 'AT2G40760', 'AT4G39460', 'AT2G27290', 'AT1G50460', 'AT5G23890', 'AT2G35040', 'AT1G22020', 'AT1G51350', 'AT1G67700', 'AT5G03455', 'AT3G25480', 'AT5G52780', 'AT5G12470', 'AT1G55370', 'AT2G24020', 'AT1G76760', 'AT4G24750', 'AT5G15250', 'AT3G57680', 'AT5G35170', 'AT3G01440']
1508a	15	23	8	45	['AT3G46780', 'AT5G53170', 'AT1G07510', 'AT1G75690', 'AT1G42960', 'AT5G42070', 'AT4G27700', 'AT2G42975', 'AT3G15360', 'AT1G50250', 'AT2G42220', 'AT1G23740', 'AT1G10170', 'AT3G58010', 'AT4G38380', 'AT3G22690', 'AT1G51350', 'AT5G59250', 'AT2G37230', 'AT4G20820', 'AT5G21430', 'AT1G56500', 'AT1G50460', 'AT3G24590', 'AT1G29920', 'AT5G19500', 'AT4G39460', 'AT1G30510', 'AT4G13010', 'AT3G28850', 'AT1G22020', 'AT4G24930', 'AT1G15820', 'AT2G22360', 'AT4G39730', 'AT3G15840', 'AT3G25480', 'AT5G12470', 'AT4G16155', 'AT1G79230', 'AT2G24020', 'AT2G43010', 'AT5G16150', 'AT5G16660', 'AT1G22450']
904a	9	13	4	4	['AT3G26080', 'AT1G05385', 'AT1G03850', 'AT1G31180']
308a	3	11	8	4	['AT4G37925', 'AT3G01440', 'AT3G15110', 'AT4G27700']
109b	1	10	9	4	['AT5G35170', 'AT3G15840', 'AT2G30695', 'AT3G15360']
4032	4	36	32	6	['AT2G29500', 'AT2G30695', 'AT2G20260', 'AT2G37660', 'AT1G02560', 'AT2G44990']
506	5	11	6	5	['AT2G41680', 'AT3G17830', 'AT3G47450', 'AT2G26360', 'AT4G36810']
203c	2	5	3	31	['AT2G42975', 'AT5G02160', 'AT4G27700', 'AT1G16790', 'AT4G39960', 'AT2G26340', 'AT3G10130', 'AT1G23740', 'AT1G10170', 'AT3G53560', 'AT4G01050', 'AT5G53490', 'AT5G01220', 'AT4G37925', 'AT4G01900', 'AT5G23890', 'AT3G24590', 'AT1G30510', 'AT4G39730', 'AT1G80380', 'AT3G01440', 'AT2G37230', 'AT1G14590', 'AT1G79450', 'AT1G76760', 'AT4G24750', 'AT1G54790', 'AT4G24930', 'AT1G05385', 'AT1G03850', 'AT2G40400']
4019b	4	23	19	15	['AT2G30950', 'AT5G20140', 'AT1G55370', 'AT5G42765', 'AT2G20270', 'AT1G76760', 'AT4G39960', 'AT4G04020', 'AT5G19370', 'AT1G12250', 'AT2G35040', 'AT2G27290', 'AT1G80030', 'AT5G23890', 'AT5G03455']
5013	5	18	13	8	['AT1G21750', 'AT2G37400', 'AT3G53560', 'AT1G78915', 'AT1G54580', 'AT1G65260', 'AT2G01140', 'AT2G21160']
21021a	21	42	21	7	['AT1G55370', 'AT4G39460', 'AT4G39730', 'AT5G42070', 'AT4G24750', 'AT1G72640', 'AT5G03455']
21011a	21	32	11	17	['AT5G39830', 'AT1G72640', 'AT1G55370', 'AT5G08540', 'AT1G52220', 'AT1G76760', 'AT4G39460', 'AT2G22360', 'AT4G24750', 'AT1G12250', 'AT5G42070', 'AT3G15110', 'AT1G80030', 'AT1G56500', 'AT4G39730', 'AT5G03455', 'AT2G40400']
21029	21	50	29	5	['AT5G13120', 'AT1G18730', 'AT1G54580', 'AT1G54050', 'AT1G14590']
1005	10	15	5	5	['AT4G27700', 'AT2G18790', 'AT1G80380', 'AT3G08920', 'AT2G29180']
2804	28	32	4	93	['AT4G13670', 'AT5G02160', 'AT1G07510', 'AT3G10470', 'AT4G39960', 'AT1G31180', 'AT2G43010', 'AT2G42220', 'AT1G23740', 'AT4G35770', 'AT3G53560', 'AT1G50250', 'AT4G38380', 'AT1G29920', 'AT5G19500', 'AT4G13010', 'AT5G42765', 'AT4G39730', 'AT1G15140', 'AT1G67280', 'AT1G06690', 'AT2G30950', 'AT5G20140', 'AT1G79450', 'AT2G40400', 'AT4G31560', 'AT4G20820', 'AT5G42070', 'AT3G15360', 'AT5G39830', 'AT2G21160', 'AT2G20270', 'AT3G22690', 'AT1G56500', 'AT1G17850', 'AT4G18370', 'AT1G74710', 'AT1G66670', 'AT2G37230', 'AT4G01900', 'AT5G08540', 'AT3G55330', 'AT1G79230', 'AT5G13120', 'AT1G78915', 'AT5G16150', 'AT5G52970', 'AT1G12250', 'AT1G54580', 'AT4G28025', 'AT3G10130', 'AT1G10170', 'AT3G60370', 'AT1G54500', 'AT1G54050', 'AT4G01050', 'AT5G53490', 'AT5G21430', 'AT1G80030', 'AT1G72640', 'AT3G24590', 'AT1G74070', 'AT1G15820', 'AT2G22360', 'AT1G18730', 'AT3G26580', 'AT5G01500', 'AT1G14590', 'AT1G52220', 'AT4G04020', 'AT5G16660', 'AT3G15110', 'AT4G24930', 'AT1G20810', 'AT2G42975', 'AT1G42960', 'AT3G58010', 'AT2G40760', 'AT4G39460', 'AT2G27290', 'AT3G26080', 'AT1G50460', 'AT5G23890', 'AT2G35040', 'AT1G30510', 'AT5G03455', 'AT5G12470', 'AT1G55370', 'AT2G24020', 'AT1G76760', 'AT4G24750', 'AT5G15250', 'AT3G57680']
404a	4	8	4	19	['AT1G20810', 'AT2G37400', 'AT1G50450', 'AT1G21750', 'AT5G62720', 'AT1G74070', 'AT1G74880', 'AT1G27510', 'AT2G43010', 'AT1G78915', 'AT1G03090', 'AT1G67840', 'AT1G54580', 'AT1G31180', 'AT2G21530', 'AT4G38100', 'AT1G65260', 'AT2G01140', 'AT2G21160']
4012c	4	16	12	12	['AT1G21750', 'AT2G37400', 'AT1G50450', 'AT1G74880', 'AT1G78915', 'AT1G67840', 'AT1G54580', 'AT2G21530', 'AT4G38100', 'AT1G65260', 'AT2G01140', 'AT2G21160']
1609	16	25	9	29	['AT2G17630', 'AT1G12250', 'AT1G02560', 'AT5G39830', 'AT2G29500', 'AT1G03160', 'AT5G42270', 'AT1G14345', 'AT1G80030', 'AT1G72640', 'AT2G30695', 'AT2G37660', 'AT1G67700', 'AT1G03090', 'AT1G80380', 'AT5G01500', 'AT2G20260', 'AT5G19370', 'AT2G30950', 'AT1G55370', 'AT5G08540', 'AT1G52220', 'AT3G08920', 'AT1G76760', 'AT4G24750', 'AT5G03455', 'AT2G44990', 'AT3G15110', 'AT2G40400']
23011	23	34	11	56	['AT1G20810', 'AT3G10470', 'AT2G42975', 'AT4G31560', 'AT1G07510', 'AT1G54500', 'AT1G31180', 'AT4G28025', 'AT3G15360', 'AT1G50250', 'AT2G42220', 'AT3G10130', 'AT1G23740', 'AT1G10170', 'AT4G35770', 'AT3G53560', 'AT1G06690', 'AT5G52970', 'AT3G58010', 'AT4G38380', 'AT3G22690', 'AT4G01050', 'AT2G40760', 'AT5G53490', 'AT2G37230', 'AT4G20820', 'AT5G21430', 'AT2G27290', 'AT3G26080', 'AT1G50460', 'AT5G23890', 'AT3G24590', 'AT1G17850', 'AT1G29920', 'AT5G19500', 'AT1G30510', 'AT4G13010', 'AT2G24020', 'AT1G74070', 'AT1G15820', 'AT1G74710', 'AT1G67280', 'AT3G26580', 'AT1G66670', 'AT5G12470', 'AT4G01900', 'AT2G21160', 'AT5G42765', 'AT1G15140', 'AT3G55330', 'AT1G79230', 'AT1G79450', 'AT2G43010', 'AT5G16150', 'AT3G57680', 'AT4G24930']
8015b	8	23	15	43	['AT3G46780', 'AT5G53170', 'AT1G07510', 'AT1G75690', 'AT1G42960', 'AT5G42070', 'AT2G42975', 'AT3G15360', 'AT1G50250', 'AT2G42220', 'AT1G23740', 'AT1G10170', 'AT3G58010', 'AT4G38380', 'AT3G22690', 'AT1G51350', 'AT5G59250', 'AT2G37230', 'AT4G20820', 'AT5G21430', 'AT1G56500', 'AT1G50460', 'AT3G24590', 'AT1G29920', 'AT5G19500', 'AT4G39460', 'AT1G30510', 'AT4G13010', 'AT3G28850', 'AT1G22020', 'AT4G24930', 'AT1G15820', 'AT2G22360', 'AT4G39730', 'AT3G15840', 'AT3G25480', 'AT5G12470', 'AT4G16155', 'AT1G79230', 'AT2G24020', 'AT5G16150', 'AT5G16660', 'AT1G22450']
1011a	1	12	11	4	['AT2G41680', 'AT3G17830', 'AT3G47450', 'AT4G36810']
3503	35	38	3	116	['AT2G17630', 'AT4G13670', 'AT5G02160', 'AT1G07510', 'AT1G75690', 'AT3G10470', 'AT1G14150', 'AT4G39960', 'AT1G31180', 'AT2G43010', 'AT2G42220', 'AT1G23740', 'AT4G16155', 'AT4G35770', 'AT3G53560', 'AT1G50250', 'AT4G38380', 'AT2G40100', 'AT3G15840', 'AT4G37925', 'AT1G29920', 'AT5G19500', 'AT4G13010', 'AT5G42765', 'AT4G39730', 'AT1G15140', 'AT1G67280', 'AT4G23890', 'AT1G06690', 'AT2G30950', 'AT5G20140', 'AT1G79450', 'AT2G41330', 'AT2G40400', 'AT3G46780', 'AT4G31560', 'AT4G20820', 'AT5G42070', 'AT3G15360', 'AT5G39830', 'AT2G21160', 'AT2G20270', 'AT3G22690', 'AT1G17850', 'AT3G28850', 'AT4G24930', 'AT2G37660', 'AT4G18370', 'AT5G19370', 'AT1G74710', 'AT1G66670', 'AT2G37230', 'AT4G01900', 'AT5G08540', 'AT3G55330', 'AT1G79230', 'AT3G47060', 'AT5G13120', 'AT5G16150', 'AT5G59250', 'AT2G26800', 'AT2G01918', 'AT5G52970', 'AT5G62720', 'AT1G27510', 'AT1G12250', 'AT1G54580', 'AT2G42975', 'AT3G10130', 'AT1G10170', 'AT3G60370', 'AT1G54500', 'AT1G54050', 'AT4G01050', 'AT5G53490', 'AT5G21430', 'AT1G80030', 'AT1G72640', 'AT3G24590', 'AT1G15820', 'AT2G22360', 'AT1G18730', 'AT3G26580', 'AT5G01500', 'AT1G14590', 'AT1G52220', 'AT4G04020', 'AT5G16660', 'AT3G15110', 'AT1G22450', 'AT1G20810', 'AT5G53170', 'AT1G42960', 'AT3G58010', 'AT2G40760', 'AT4G39460', 'AT2G27290', 'AT3G26080', 'AT1G50460', 'AT5G23890', 'AT2G35040', 'AT1G30510', 'AT1G22020', 'AT1G51350', 'AT5G03455', 'AT3G25480', 'AT5G52780', 'AT5G12470', 'AT1G55370', 'AT2G24020', 'AT1G76760', 'AT4G24750', 'AT5G15250', 'AT3G57680', 'AT5G35170', 'AT3G01440']
6044a	6	50	44	4	['AT4G39960', 'AT5G20140', 'AT4G18370', 'AT4G04020']
15015a	15	30	15	9	['AT2G17630', 'AT2G29500', 'AT2G30695', 'AT2G20260', 'AT3G08920', 'AT2G37660', 'AT5G19370', 'AT1G02560', 'AT2G44990']
1005a	10	15	5	87	['AT5G20140', 'AT4G13670', 'AT1G07510', 'AT1G75690', 'AT3G10470', 'AT4G39960', 'AT2G43010', 'AT2G42220', 'AT1G23740', 'AT4G16155', 'AT4G35770', 'AT1G50250', 'AT4G38380', 'AT3G15840', 'AT1G29920', 'AT5G19500', 'AT4G13010', 'AT2G30950', 'AT4G39730', 'AT3G25480', 'AT1G67280', 'AT1G06690', 'AT5G42765', 'AT1G15140', 'AT1G79450', 'AT2G40760', 'AT5G52440', 'AT3G46780', 'AT4G31560', 'AT4G20820', 'AT5G42070', 'AT3G15360', 'AT2G20270', 'AT3G22690', 'AT1G56500', 'AT1G17850', 'AT3G28850', 'AT1G22450', 'AT4G18370', 'AT5G19370', 'AT2G37230', 'AT4G01900', 'AT5G08540', 'AT3G55330', 'AT1G79230', 'AT1G66670', 'AT5G16150', 'AT5G59250', 'AT5G52970', 'AT1G12250', 'AT2G42975', 'AT4G28025', 'AT3G10130', 'AT1G10170', 'AT3G60370', 'AT4G01050', 'AT5G53490', 'AT5G21430', 'AT1G80030', 'AT3G24590', 'AT1G15820', 'AT2G22360', 'AT3G26580', 'AT1G14590', 'AT1G52220', 'AT4G04020', 'AT1G51110', 'AT5G16660', 'AT4G24930', 'AT5G53170', 'AT1G42960', 'AT3G58010', 'AT1G51350', 'AT4G39460', 'AT2G27290', 'AT1G50460', 'AT5G23890', 'AT2G35040', 'AT1G30510', 'AT1G22020', 'AT5G03455', 'AT5G12470', 'AT1G55370', 'AT2G24020', 'AT1G76760', 'AT4G24750', 'AT3G57680']
13037	13	50	37	4	['AT2G27290', 'AT5G42765', 'AT1G74710', 'AT5G23890']
2005	20	25	5	5	['AT2G26340', 'AT5G01220', 'AT5G52440', 'AT3G21055', 'AT5G08050']
5011a	5	16	11	13	['AT1G21750', 'AT2G37400', 'AT1G50450', 'AT3G53560', 'AT1G74880', 'AT1G78915', 'AT1G67840', 'AT1G54580', 'AT2G21530', 'AT4G38100', 'AT1G65260', 'AT2G01140', 'AT2G21160']
2904	29	33	4	21	['AT2G26340', 'AT5G01220', 'AT3G46780', 'AT5G53170', 'AT3G21055', 'AT3G28850', 'AT1G75690', 'AT1G22020', 'AT5G08050', 'AT1G51110', 'AT1G51350', 'AT5G59250', 'AT4G27700', 'AT3G25480', 'AT1G54780', 'AT1G22450', 'AT3G15840', 'AT5G52440', 'AT1G16790', 'AT1G03850', 'AT4G16155']
2507	25	32	7	90	['AT4G13670', 'AT1G07510', 'AT3G10470', 'AT4G39960', 'AT1G31180', 'AT2G43010', 'AT2G42220', 'AT1G23740', 'AT4G35770', 'AT3G53560', 'AT1G50250', 'AT4G38380', 'AT1G29920', 'AT5G19500', 'AT4G13010', 'AT4G39730', 'AT1G15140', 'AT1G67280', 'AT1G06690', 'AT5G42765', 'AT5G20140', 'AT1G79450', 'AT2G40400', 'AT4G31560', 'AT4G20820', 'AT5G42070', 'AT3G15360', 'AT5G39830', 'AT2G21160', 'AT2G20270', 'AT3G22690', 'AT1G56500', 'AT1G17850', 'AT4G18370', 'AT1G74710', 'AT1G66670', 'AT2G37230', 'AT4G01900', 'AT5G08540', 'AT3G55330', 'AT1G79230', 'AT5G13120', 'AT1G78915', 'AT5G16150', 'AT5G52970', 'AT1G12250', 'AT1G54580', 'AT4G28025', 'AT3G10130', 'AT1G10170', 'AT3G60370', 'AT1G54500', 'AT1G54050', 'AT4G01050', 'AT5G53490', 'AT5G21430', 'AT1G80030', 'AT1G72640', 'AT3G24590', 'AT1G74070', 'AT1G15820', 'AT2G22360', 'AT1G18730', 'AT3G26580', 'AT1G14590', 'AT1G52220', 'AT4G04020', 'AT5G16660', 'AT3G15110', 'AT4G24930', 'AT1G20810', 'AT2G42975', 'AT1G42960', 'AT3G58010', 'AT2G40760', 'AT4G39460', 'AT2G27290', 'AT3G26080', 'AT1G50460', 'AT5G23890', 'AT2G35040', 'AT1G30510', 'AT5G03455', 'AT5G12470', 'AT1G55370', 'AT2G24020', 'AT1G76760', 'AT4G24750', 'AT5G15250', 'AT3G57680']
4105	41	46	5	113	['AT2G17630', 'AT4G13670', 'AT5G02160', 'AT1G07510', 'AT1G75690', 'AT3G10470', 'AT1G14150', 'AT4G39960', 'AT1G31180', 'AT2G43010', 'AT2G42220', 'AT1G23740', 'AT4G16155', 'AT4G35770', 'AT1G50250', 'AT4G38380', 'AT2G40100', 'AT4G27700', 'AT3G15840', 'AT4G37925', 'AT1G29920', 'AT5G19500', 'AT2G30695', 'AT4G13010', 'AT5G42765', 'AT1G15140', 'AT1G67280', 'AT4G23890', 'AT1G06690', 'AT2G30950', 'AT5G20140', 'AT2G20260', 'AT2G40760', 'AT2G40400', 'AT3G46780', 'AT4G31560', 'AT4G20820', 'AT5G42070', 'AT3G15360', 'AT5G39830', 'AT2G29500', 'AT2G20270', 'AT3G22690', 'AT1G17850', 'AT3G28850', 'AT4G24930', 'AT2G37660', 'AT4G18370', 'AT5G19370', 'AT1G74710', 'AT1G66670', 'AT4G01900', 'AT3G55330', 'AT1G79230', 'AT3G47060', 'AT5G13120', 'AT5G16150', 'AT5G59250', 'AT2G26800', 'AT2G01918', 'AT5G52970', 'AT1G27510', 'AT1G12250', 'AT1G54580', 'AT2G42975', 'AT3G10130', 'AT1G10170', 'AT3G60370', 'AT1G54050', 'AT4G01050', 'AT5G53490', 'AT5G21430', 'AT1G80030', 'AT1G72640', 'AT3G24590', 'AT1G15820', 'AT2G22360', 'AT1G18730', 'AT3G26580', 'AT5G01500', 'AT1G14590', 'AT3G08920', 'AT1G52220', 'AT4G04020', 'AT5G16660', 'AT2G44990', 'AT3G15110', 'AT1G22450', 'AT1G16880', 'AT5G53170', 'AT1G42960', 'AT1G02560', 'AT3G58010', 'AT1G51350', 'AT4G39460', 'AT2G27290', 'AT1G50460', 'AT5G23890', 'AT2G35040', 'AT1G22020', 'AT1G67700', 'AT5G03455', 'AT3G25480', 'AT5G52780', 'AT5G12470', 'AT1G55370', 'AT2G24020', 'AT1G76760', 'AT4G24750', 'AT5G15250', 'AT3G57680', 'AT5G35170', 'AT3G01440']
35014	35	49	14	4	['AT5G35170', 'AT1G31180', 'AT5G02160', 'AT2G40400']
2506	25	31	6	105	['AT4G13670', 'AT1G07510', 'AT1G75690', 'AT3G10470', 'AT4G39960', 'AT1G31180', 'AT2G43010', 'AT2G42220', 'AT1G23740', 'AT4G16155', 'AT4G35770', 'AT3G53560', 'AT1G50250', 'AT4G38380', 'AT4G27700', 'AT3G15840', 'AT1G29920', 'AT5G19500', 'AT4G13010', 'AT4G39730', 'AT1G15140', 'AT1G67280', 'AT1G06690', 'AT5G42765', 'AT5G20140', 'AT1G79450', 'AT2G40400', 'AT3G46780', 'AT4G31560', 'AT4G20820', 'AT5G42070', 'AT3G15360', 'AT5G39830', 'AT2G21160', 'AT2G20270', 'AT3G22690', 'AT1G56500', 'AT1G17850', 'AT3G28850', 'AT4G24930', 'AT4G18370', 'AT1G74710', 'AT1G66670', 'AT2G37230', 'AT4G01900', 'AT5G08540', 'AT3G55330', 'AT1G79230', 'AT5G13120', 'AT1G78915', 'AT5G16150', 'AT5G59250', 'AT5G52970', 'AT1G12250', 'AT1G54580', 'AT2G42975', 'AT4G28025', 'AT3G10130', 'AT1G10170', 'AT3G60370', 'AT1G54500', 'AT1G54050', 'AT4G01050', 'AT5G53490', 'AT5G21430', 'AT1G80030', 'AT1G72640', 'AT3G24590', 'AT1G74070', 'AT1G15820', 'AT2G22360', 'AT1G18730', 'AT3G26580', 'AT1G14590', 'AT1G52220', 'AT4G04020', 'AT1G51110', 'AT5G16660', 'AT3G15110', 'AT1G22450', 'AT1G03850', 'AT1G20810', 'AT5G53170', 'AT1G16790', 'AT1G42960', 'AT3G58010', 'AT2G40760', 'AT4G39460', 'AT2G27290', 'AT3G26080', 'AT1G50460', 'AT5G23890', 'AT2G35040', 'AT1G30510', 'AT1G22020', 'AT1G51350', 'AT5G03455', 'AT3G25480', 'AT5G12470', 'AT1G55370', 'AT2G24020', 'AT1G76760', 'AT4G24750', 'AT5G15250', 'AT3G57680']
3809	38	47	9	11	['AT1G21750', 'AT2G37400', 'AT1G74070', 'AT1G16790', 'AT1G05385', 'AT1G78915', 'AT1G54790', 'AT4G38100', 'AT1G65260', 'AT2G01140', 'AT1G03850']
6032	6	38	32	23	['AT2G42975', 'AT1G07510', 'AT4G20820', 'AT3G15360', 'AT1G50250', 'AT1G23740', 'AT1G10170', 'AT3G58010', 'AT4G38380', 'AT3G22690', 'AT5G12470', 'AT5G21430', 'AT1G50460', 'AT3G24590', 'AT1G29920', 'AT5G19500', 'AT1G30510', 'AT4G13010', 'AT1G15820', 'AT2G37230', 'AT1G79230', 'AT5G16150', 'AT4G24930']
1207	12	19	7	5	['AT2G41680', 'AT3G17830', 'AT2G26360', 'AT4G25910', 'AT4G36810']
