term_id	sign_score	level	annotation_gene	start_time	end_time	geneSize	time_size
65536	1.0	8	AT1G07510,AT1G15820,AT1G29920,AT2G24020,AT2G42975,AT2G43010,AT3G24590,AT4G13010,AT4G20820	65	108	9	44
65539	1.0	9	AT1G07510,AT1G15820,AT1G29920,AT2G24020,AT3G24590,AT3G57680	65	108	6	44
65538	1.0	6	AT1G07510,AT1G15820,AT1G29920,AT2G42975,AT2G43010,AT3G24590,AT4G13010,AT4G20820,AT5G12470	65	108	9	44
65617	1.0	6	AT1G50250,AT2G43010,AT4G13010,AT4G38380,AT5G12470,AT5G16660	65	110	6	46
65632	1.0	10	AT1G07510,AT1G15820,AT1G29920,AT2G24020,AT3G57680	65	111	5	47
65636	1.0	7	AT1G07510,AT1G15820,AT1G29920,AT2G43010,AT4G13010,AT4G20820,AT5G12470	65	111	7	47
65639	1.0	8	AT1G07510,AT1G15820,AT2G43010,AT4G13010,AT5G12470,AT5G16660	65	111	6	47
65640	1.0	7	AT2G43010,AT4G13010,AT4G38380,AT5G12470,AT5G16660	65	111	5	47
76477	1.0	6	AT1G07510,AT1G15820,AT1G50250,AT2G42975,AT3G24590,AT4G13010,AT5G16660,AT5G21430	67	108	8	42
230	1.0	4	AT1G06690,AT1G42960,AT1G50460,AT2G24020,AT2G40100,AT2G43010,AT2G44990,AT3G26080,AT3G47060,AT4G18370	49	61	10	13
98767	1.0	3	AT1G22020,AT1G50460,AT1G51110,AT3G15840,AT3G25480,AT3G46780,AT5G19500,AT5G59250	72	89	8	18
99106	1.0	2	AT1G15140,AT1G20810,AT1G79450,AT2G21160,AT4G13010,AT5G53490	72	90	6	19
99168	1.0	3	AT1G15140,AT1G20810,AT1G79450,AT4G13010,AT5G53490	72	91	5	20
969	1.0	11	AT1G07510,AT1G15820,AT1G29920,AT3G22690,AT3G55330,AT3G57680,AT4G13010,AT4G20820,AT5G12470,AT5G52970,AT5G53170	49	72	11	24
1064	1.0	12	AT1G07510,AT1G15820,AT1G29920,AT4G13010,AT4G38380,AT4G39460,AT5G12470,AT5G53170	49	73	8	25
1174	1.0	13	AT1G07510,AT1G15820,AT1G29920,AT4G13010,AT4G38380,AT4G39460,AT5G12470	49	74	7	26
1255	1.0	14	AT1G29920,AT4G13010,AT4G38380,AT4G39460,AT5G12470	49	76	5	28
34162	1.0	7	AT1G06690,AT1G07510,AT1G42960,AT2G24020,AT2G40760,AT3G15360,AT3G22690,AT3G55330,AT3G57680,AT5G21430,AT5G52970	59	91	11	33
34164	1.0	7	AT1G06690,AT1G07510,AT1G15820,AT1G42960,AT2G22360,AT2G24020,AT3G15360,AT3G22690,AT3G24590,AT3G55330,AT3G57680,AT5G21430	59	91	12	33
1688	1.0	14	AT1G07510,AT1G15820,AT1G29920,AT4G13010,AT5G12470	49	111	5	63
100234	1.0	5	AT1G07510,AT1G15820,AT1G29920,AT1G42960,AT1G50250,AT1G79230,AT2G24020,AT2G42975,AT2G43010,AT3G15360,AT3G24590,AT3G57680,AT4G13670,AT4G20820,AT4G24930,AT4G39460,AT5G12470,AT5G21430,AT5G52970	72	100	19	29
34706	1.0	7	AT1G07510,AT1G15820,AT1G29920,AT1G30510,AT2G24020,AT3G24590	59	98	6	40
100295	1.0	7	AT1G07510,AT1G15820,AT1G29920,AT1G42960,AT1G50250,AT1G55370,AT2G24020,AT2G42975,AT2G43010,AT3G15360,AT3G24590,AT3G57680,AT4G13670,AT4G20820,AT4G24930,AT5G12470,AT5G21430,AT5G23890,AT5G52970	72	101	19	30
34780	1.0	8	AT1G07510,AT2G22360,AT2G24020,AT3G15360,AT5G21430,AT5G52970	59	99	6	41
100328	1.0	6	AT1G07510,AT1G15820,AT1G29920,AT1G42960,AT1G50250,AT2G24020,AT2G42975,AT2G43010,AT3G15360,AT3G24590,AT3G57680,AT4G13670,AT4G20820,AT4G24930,AT4G39460,AT5G12470,AT5G21430,AT5G52970	72	101	18	30
34929	1.0	8	AT1G07510,AT1G42960,AT2G24020,AT3G15360,AT3G57680,AT5G21430,AT5G52970	59	101	7	43
34946	1.0	8	AT1G07510,AT1G15820,AT1G42960,AT2G24020,AT3G15360,AT3G24590,AT3G57680,AT5G21430	59	101	8	43
34999	1.0	9	AT1G07510,AT1G15820,AT1G29920,AT2G24020,AT3G15360,AT3G24590,AT5G21430	59	102	7	44
35013	1.0	9	AT1G07510,AT2G24020,AT3G15360,AT3G57680,AT5G21430,AT5G52970	59	102	6	44
35124	1.0	10	AT1G07510,AT2G24020,AT3G57680,AT5G21430,AT5G52970	59	105	5	47
35125	1.0	5	AT1G07510,AT1G15820,AT2G24020,AT3G24590,AT4G20820,AT5G21430	59	105	6	47
35150	1.0	10	AT1G07510,AT1G15820,AT1G29920,AT2G24020,AT3G24590,AT5G21430	59	105	6	47
35196	1.0	8	AT1G07510,AT1G15820,AT1G29920,AT1G50250,AT2G24020,AT2G42975,AT3G24590,AT4G13010	59	107	8	49
35217	1.0	9	AT1G07510,AT1G15820,AT1G50250,AT2G24020,AT2G42975,AT3G24590,AT4G13010	59	108	7	50
35224	1.0	6	AT1G07510,AT1G15820,AT2G24020,AT3G24590,AT5G21430	59	108	5	50
35227	1.0	2	AT1G07510,AT1G15820,AT2G24020,AT3G24590,AT4G20820	59	108	5	50
35280	1.0	8	AT2G42220,AT4G13010,AT4G38380,AT5G16660,AT5G19500	59	110	5	52
100826	1.0	6	AT1G07510,AT1G15820,AT1G29920,AT1G50250,AT2G24020,AT2G42975,AT2G43010,AT3G24590,AT3G58010,AT4G13010,AT4G13670,AT4G20820,AT4G24930,AT5G12470,AT5G52970	72	105	15	34
100827	1.0	3	AT1G07510,AT1G15820,AT1G50250,AT2G24020,AT2G42975,AT2G43010,AT3G24590,AT3G58010,AT4G13010,AT4G13670,AT4G38380,AT5G12470,AT5G16660,AT5G52970	72	105	14	34
133745	1.0	8	AT1G06690,AT1G07510,AT1G15820,AT1G29920,AT1G74710,AT2G20270,AT2G24020,AT2G40760,AT2G43010,AT3G10130,AT3G22690,AT3G24590,AT3G57680,AT4G20820,AT5G12470,AT5G23890,AT5G52970	82	107	17	26
104224	1.0	6	AT1G07510,AT1G15140,AT1G15820,AT1G29920,AT1G42960,AT1G50250,AT2G24020,AT2G42975,AT2G43010,AT3G15360,AT3G22690,AT3G24590,AT3G57680,AT4G20820,AT4G24930,AT4G39460,AT5G12470,AT5G52970	73	101	18	29
98782	1.0	4	AT1G20810,AT1G50460,AT1G51110,AT3G25480,AT3G46780,AT5G19500	72	89	6	18
76496	1.0	3	AT1G07510,AT1G15820,AT1G29920,AT2G24020,AT2G42975,AT2G43010,AT3G22690,AT3G24590,AT4G20820	67	108	9	42
3871	1.0	3	AT1G22020,AT1G29920,AT3G58010,AT4G13010,AT4G38380,AT4G39460,AT5G12470,AT5G16150,AT5G19500	51	72	9	22
4309	1.0	3	AT1G22020,AT1G51350,AT1G75690,AT5G19500,AT5G59250	51	79	5	29
4557	1.0	2	AT1G07510,AT3G22690,AT3G55330,AT3G57680,AT4G13670,AT5G21430,AT5G52970	51	91	7	41
99445	1.0	3	AT1G22020,AT1G50460,AT1G54500,AT3G25480,AT3G58010,AT4G13010,AT4G38380,AT5G16150,AT5G16660,AT5G19500	72	93	10	22
4693	1.0	3	AT1G07510,AT3G57680,AT4G13670,AT5G21430,AT5G52970	51	104	5	54
4703	1.0	2	AT1G07510,AT1G15820,AT1G29920,AT5G12470,AT5G21430	51	105	5	55
41638	1.0	5	AT1G07510,AT1G15820,AT1G23740,AT1G29920,AT1G50250,AT2G24020,AT2G42975,AT3G24590,AT4G13010,AT5G12470,AT5G16660	61	75	11	15
44657	1.0	3	AT1G07510,AT1G15820,AT1G29920,AT1G30510,AT1G79230,AT2G24020,AT2G43010,AT3G24590	61	98	8	38
44660	1.0	4	AT1G23740,AT1G29920,AT1G30510,AT2G24020,AT2G43010,AT3G24590,AT4G24930	61	98	7	38
104128	1.0	5	AT1G07510,AT1G15140,AT1G15820,AT1G29920,AT1G42960,AT1G50250,AT1G79230,AT2G24020,AT2G42975,AT2G43010,AT3G15360,AT3G22690,AT3G24590,AT3G57680,AT4G20820,AT4G24930,AT4G39460,AT5G12470,AT5G52970	73	100	19	28
104134	1.0	4	AT1G07510,AT1G15140,AT1G15820,AT1G29920,AT1G42960,AT1G50250,AT1G79230,AT2G24020,AT2G42975,AT2G43010,AT3G15360,AT3G24590,AT3G57680,AT4G13670,AT4G20820,AT4G24930,AT4G39460,AT5G12470,AT5G21430,AT5G52970	73	100	20	28
5860	1.0	10	AT1G07510,AT1G15820,AT1G29920,AT1G50250,AT2G42975,AT3G15360,AT4G13010,AT4G38380,AT4G39460,AT5G12470,AT5G53170	52	73	11	22
104191	1.0	9	AT1G07510,AT1G15140,AT1G15820,AT1G29920,AT1G42960,AT1G50250,AT1G55370,AT2G24020,AT2G42975,AT2G43010,AT3G15360,AT3G24590,AT3G57680,AT4G13670,AT4G20820,AT4G24930,AT5G12470,AT5G21430,AT5G23890,AT5G52970	73	101	20	29
5891	1.0	10	AT1G07510,AT1G15820,AT1G29920,AT1G50250,AT2G42975,AT3G15360,AT3G24590,AT4G13010,AT5G12470,AT5G53170	52	73	10	22
6051	1.0	11	AT3G15360,AT4G38380,AT4G39460,AT5G12470,AT5G53170	52	74	5	23
104583	1.0	10	AT1G07510,AT1G15140,AT1G15820,AT1G29920,AT1G42960,AT2G43010,AT3G22690,AT3G55330,AT3G57680,AT4G39460,AT5G12470,AT5G52970	73	104	12	32
104586	1.0	8	AT1G07510,AT1G15140,AT1G15820,AT1G29920,AT1G42960,AT2G43010,AT3G55330,AT3G57680,AT4G13670,AT4G39460,AT5G12470,AT5G52970	73	104	12	32
104742	1.0	7	AT1G07510,AT1G15140,AT1G15820,AT1G50250,AT2G24020,AT2G42975,AT2G43010,AT3G24590,AT3G58010,AT4G13010,AT4G13670,AT4G38380,AT5G12470,AT5G16150,AT5G16660,AT5G52970	73	105	16	33
104743	1.0	5	AT1G07510,AT1G15140,AT1G15820,AT1G29920,AT1G50250,AT2G24020,AT2G42975,AT2G43010,AT3G24590,AT3G58010,AT4G13010,AT4G20820,AT4G24930,AT5G12470,AT5G21430,AT5G52970	73	105	16	33
6550	1.0	13	AT1G22020,AT1G22450,AT1G51350,AT1G75690,AT5G59250	52	79	5	28
104878	1.0	6	AT1G07510,AT1G15140,AT1G15820,AT1G29920,AT1G50250,AT2G24020,AT2G42975,AT2G43010,AT3G24590,AT3G58010,AT4G13010,AT4G20820,AT5G12470,AT5G52970	73	107	14	35
105105	1.0	8	AT1G15140,AT1G50250,AT2G24020,AT2G42975,AT4G13010,AT4G38380,AT5G16150,AT5G16660,AT5G19500,AT5G21430,AT5G52970	73	109	11	37
105160	1.0	8	AT1G07510,AT1G15140,AT1G15820,AT1G50250,AT2G24020,AT2G43010,AT3G58010,AT4G13010,AT4G38380,AT5G12470,AT5G16150,AT5G16660,AT5G19500,AT5G52970	73	110	14	38
105185	1.0	9	AT1G07510,AT1G15140,AT1G15820,AT2G24020,AT2G43010,AT3G58010,AT4G13010,AT4G38380,AT5G12470,AT5G16150,AT5G16660,AT5G19500,AT5G52970	73	111	13	39
23007	1.0	6	AT1G07510,AT1G15820,AT1G29920,AT1G42960,AT1G50250,AT2G42975,AT3G15360,AT4G13010,AT4G38380,AT4G39460,AT5G12470,AT5G16660	57	74	12	18
7632	1.0	14	AT1G07510,AT1G15820,AT3G15360,AT3G24590,AT3G57680,AT5G21430	52	102	6	51
7641	1.0	14	AT1G07510,AT3G15360,AT3G55330,AT3G57680,AT4G13670,AT5G52970	52	102	6	51
7681	1.0	15	AT1G07510,AT3G24590,AT3G57680,AT4G13670,AT5G21430	52	104	5	53
7707	1.0	14	AT1G07510,AT1G15820,AT1G29920,AT3G24590,AT5G12470,AT5G21430	52	105	6	54
7728	1.0	12	AT1G07510,AT1G15820,AT1G29920,AT1G50250,AT2G42975,AT3G24590,AT4G13010,AT5G12470	52	107	8	56
106503	1.0	5	AT1G07510,AT1G20810,AT1G42960,AT1G50460,AT1G54500,AT2G22360,AT2G35040,AT2G42975,AT3G24590,AT3G25480,AT3G46780,AT3G58010,AT3G60370,AT4G13010,AT4G13670,AT4G38380,AT5G16150,AT5G16660,AT5G19500,AT5G21430,AT5G53170	74	91	21	18
34160	1.0	7	AT1G07510,AT1G15820,AT1G29920,AT1G42960,AT2G22360,AT2G24020,AT3G15360,AT3G24590,AT5G21430	59	91	9	33
106891	1.0	5	AT1G22020,AT1G50460,AT1G54500,AT2G35040,AT3G25480,AT3G46780,AT5G53170	74	94	7	21
105200	1.0	14	AT1G07510,AT1G15140,AT1G15820,AT1G55370,AT2G24020,AT5G21430,AT5G52970	73	111	7	39
74211	1.0	4	AT1G07510,AT1G42960,AT2G22360,AT2G24020,AT2G37230,AT3G15360,AT3G22690,AT3G55330,AT3G57680,AT4G13670,AT5G21430,AT5G52970	67	91	12	25
139791	1.0	9	AT1G15140,AT1G50250,AT2G20270,AT2G24020,AT2G42975,AT4G13010,AT4G38380,AT5G16150,AT5G16660,AT5G19500,AT5G21430,AT5G52970	84	109	12	26
139793	1.0	10	AT1G15140,AT1G50250,AT1G74710,AT2G20270,AT2G24020,AT2G42975,AT4G13010,AT5G16660,AT5G21430,AT5G52970	84	109	10	26
41490	1.0	2	AT1G07510,AT1G15820,AT1G23740,AT1G29920,AT1G31180,AT2G24020,AT2G37230,AT3G24590,AT5G52970	61	74	9	14
41506	1.0	2	AT1G07510,AT1G15820,AT1G23740,AT1G29920,AT1G42960,AT2G24020,AT2G37230,AT3G15360,AT3G24590,AT5G52970	61	74	10	14
41516	1.0	4	AT1G07510,AT1G15820,AT1G23740,AT1G29920,AT1G42960,AT1G50250,AT2G24020,AT2G42975,AT3G15360,AT4G13010,AT4G38380,AT4G39460,AT5G12470,AT5G16660	61	74	14	14
41523	1.0	4	AT1G07510,AT1G15820,AT1G23740,AT1G29920,AT1G42960,AT1G50250,AT2G24020,AT2G42975,AT3G15360,AT3G24590,AT4G13010,AT5G12470,AT5G16660	61	74	13	14
41535	1.0	3	AT1G07510,AT1G15820,AT1G23740,AT1G29920,AT1G42960,AT2G24020,AT3G15360,AT3G24590,AT5G12470,AT5G52970	61	74	10	14
