threshold	term	key	value
0.76 	256	AT2G17630,AT4G38380,AT3G10470,AT5G13120,AT5G52440,AT1G07510,AT1G75690,AT3G26580,AT4G13670,AT1G14150,AT1G12250,AT5G19500,AT5G42070,AT1G02560,AT5G53170,AT4G04020,AT5G39830,AT1G74710,AT2G29500,AT1G03160,AT1G66670,AT3G60370,AT5G52970,AT3G58010,AT2G40760,AT1G54050,AT3G22690,AT1G51350,AT4G39460,AT5G59250,AT5G12470,AT1G14345,AT5G21430,AT1G80030,AT1G56500,AT1G72640,AT4G19830,AT1G17850,AT1G29920,AT2G35040,AT5G15250,AT4G13010,AT3G28850,AT1G22020,AT5G42270,AT1G15820,AT2G37660,AT1G67700,AT1G18730,AT1G67280,AT2G27290,AT4G20820,AT5G19370,AT5G01500,AT4G16155,AT3G14420,AT2G30950,AT5G20140,AT1G55370,AT2G20260,AT3G55330,AT1G52220,AT3G08920,AT1G79230,AT2G20270,AT1G51110,AT5G16150,AT5G03455,AT3G57680,AT4G35770,AT2G29180,AT2G26800	0,1,2,3,4,5,6
0.76 	257	AT4G24930,AT5G53490,AT4G01900,AT1G05385,AT1G79450	0,1,2,3,4,5,6
0.76 	258	AT2G26550,AT1G79040,AT1G44575,AT3G56040,AT1G71500	0,1,2,3,4,5
0.75 	259	AT4G24930,AT4G01050,AT1G80380,AT3G24590,AT1G14590	0,1,2
0.75 	260	AT3G21055,AT5G07020,AT1G22020,AT1G54500,AT1G54780,AT5G21430,AT5G52440	0,1,2,3
0.75 	261	AT4G01900,AT5G02160,AT1G30510,AT4G24750,AT1G79450	0,1,2,3,4,5,6
0.74 	262	AT5G02160,AT1G79450,AT4G24750,AT4G24930,AT1G30510,AT4G01900	0,1,2,3,4,5,6
0.74 	263	AT1G78915,AT5G62720,AT1G74070,AT1G27510,AT2G21160	0,1,2,3,4,5,6
0.73 	264	AT1G30510,AT1G79450,AT4G24750,AT5G53490,AT4G24930,AT4G01900	0,1,2,3,4,5,6
0.73 	265	AT3G56040,AT1G79040,AT1G44575,AT1G65230,AT1G71500	0,1,2,3,4,5,6
0.73 	266	AT5G52440,AT1G54500,AT2G22360,AT1G54780,AT5G07020	0,1,2,3
0.73 	267	AT1G23740,AT5G02160,AT1G79450,AT4G24750,AT4G24930,AT4G01900	0,1,2,3,4,5,6
0.72 	268	AT4G27700,AT5G42765,AT1G80380,AT1G10170,AT1G14590	0,1
0.72 	269	AT4G36810,AT2G26360,AT3G47450,AT4G25910,AT3G17830,AT2G41680	0,1,2
0.72 	270	AT1G74070,AT4G38100,AT1G31180,AT1G27510,AT1G30510	0,1,2
0.72 	271	AT1G23740,AT1G79450,AT4G24750,AT4G24930,AT1G05385,AT4G01900	0,1,2,3,4,5,6
0.71 	272	AT4G36810,AT2G26360,AT3G47450,AT4G25910,AT3G17830,AT2G41680	0,1,2
0.71 	273	AT5G21430,AT1G22020,AT3G21055,AT2G22360,AT5G52440	0,1,2,3,4,5,6
0.71 	274	AT4G01050,AT4G27700,AT3G01440,AT3G24590,AT1G14590	0,1
0.71 	275	AT2G17630,AT4G38380,AT3G10470,AT5G13120,AT5G52440,AT1G07510,AT1G75690,AT3G26580,AT4G13670,AT1G14150,AT1G12250,AT5G19500,AT5G42070,AT1G02560,AT5G53170,AT4G04020,AT5G39830,AT1G74710,AT2G29500,AT1G03160,AT1G66670,AT3G60370,AT5G52970,AT3G58010,AT2G40760,AT1G54050,AT3G22690,AT1G51350,AT4G39460,AT5G59250,AT5G12470,AT1G14345,AT5G21430,AT1G80030,AT1G56500,AT1G72640,AT4G19830,AT1G17850,AT1G29920,AT2G35040,AT5G15250,AT4G13010,AT3G28850,AT1G22020,AT5G42270,AT1G15820,AT2G37660,AT1G67700,AT1G18730,AT1G67280,AT2G27290,AT4G20820,AT5G19370,AT5G01500,AT4G16155,AT3G14420,AT2G30950,AT5G20140,AT1G55370,AT2G20260,AT3G55330,AT1G52220,AT1G79230,AT2G20270,AT1G51110,AT5G16150,AT5G03455,AT3G57680,AT4G35770,AT2G29180,AT2G26800	0,1,2,3,4,5,6
0.71 	276	AT1G30510,AT1G74070,AT1G27510,AT1G31180,AT4G38100,AT2G40400	0,1,2
0.71 	277	AT4G24930,AT5G53490,AT4G24750,AT1G05385,AT1G79450	0,1,2,3,4,5,6
0.7 	278	AT4G27700,AT4G01050,AT1G80380,AT3G01440,AT3G24590,AT1G14590	0,1
0.7 	279	AT4G36810,AT2G26360,AT3G47450,AT4G25910,AT3G17830,AT2G41680	0,1,2
0.7 	280	AT1G23740,AT1G30510,AT1G79450,AT5G02160,AT4G24750,AT4G24930,AT4G01900	0,1,2,3,4,5,6
0.7 	281	AT2G17630,AT4G38380,AT3G10470,AT3G46780,AT5G52440,AT1G07510,AT1G75690,AT3G26580,AT4G13670,AT1G14150,AT1G12250,AT5G19500,AT5G42070,AT1G02560,AT5G13120,AT5G53170,AT4G04020,AT5G39830,AT1G74710,AT2G29500,AT1G03160,AT1G66670,AT3G60370,AT5G52970,AT3G58010,AT2G40760,AT1G54050,AT3G22690,AT1G51350,AT4G39460,AT5G59250,AT5G12470,AT1G14345,AT5G21430,AT1G80030,AT1G56500,AT1G72640,AT4G19830,AT1G17850,AT1G29920,AT2G35040,AT5G15250,AT4G13010,AT3G28850,AT1G22020,AT5G42270,AT1G15820,AT2G37660,AT1G67700,AT1G18730,AT1G67280,AT2G27290,AT4G20820,AT5G19370,AT5G01500,AT4G16155,AT3G14420,AT2G30950,AT5G20140,AT1G55370,AT2G20260,AT3G55330,AT1G52220,AT3G08920,AT1G79230,AT2G20270,AT1G51110,AT5G16150,AT5G03455,AT3G57680,AT4G35770,AT2G29180,AT2G26800	0,1,2,3,4,5,6
0.7 	282	AT2G17630,AT4G38380,AT3G10470,AT3G46780,AT1G07510,AT1G75690,AT3G26580,AT4G13670,AT1G14150,AT1G12250,AT5G19500,AT5G42070,AT1G02560,AT5G13120,AT5G39830,AT1G74710,AT4G16155,AT2G20270,AT1G66670,AT3G60370,AT5G52970,AT3G58010,AT2G40760,AT1G54050,AT3G22690,AT1G51350,AT4G39460,AT5G59250,AT5G12470,AT1G14345,AT5G21430,AT1G80030,AT1G56500,AT1G72640,AT4G19830,AT1G17850,AT1G29920,AT2G35040,AT5G15250,AT4G13010,AT3G28850,AT1G22020,AT5G42270,AT1G15820,AT2G37660,AT2G22360,AT1G67700,AT1G18730,AT1G67280,AT2G27290,AT4G20820,AT5G01500,AT5G19370,AT2G30950,AT5G20140,AT1G55370,AT3G55330,AT1G52220,AT1G79230,AT4G04020,AT1G51110,AT5G16150,AT5G03455,AT3G57680,AT4G35770,AT5G52440,AT2G26800	0,1,2,3,4,5,6
0.7 	283	AT4G24930,AT5G53490,AT4G24750,AT1G05385,AT1G79450	0,1,2,3,4,5,6
0.69 	284	AT4G36810,AT2G26360,AT3G47450,AT4G25910,AT3G17830,AT2G41680	0,1,2
0.69 	285	AT5G42765,AT1G10170,AT4G27700,AT4G01050,AT1G80380,AT1G14590	0,1
0.69 	286	AT2G17630,AT4G38380,AT3G10470,AT3G46780,AT5G53170,AT1G07510,AT1G75690,AT3G26580,AT4G13670,AT1G14150,AT1G12250,AT5G19500,AT5G42070,AT1G02560,AT5G13120,AT4G04020,AT5G39830,AT1G74710,AT2G29500,AT1G03160,AT1G66670,AT3G60370,AT5G52970,AT3G58010,AT2G40760,AT1G54050,AT3G22690,AT1G51350,AT4G39460,AT5G59250,AT5G12470,AT1G14345,AT5G21430,AT1G80030,AT1G56500,AT1G72640,AT4G19830,AT1G17850,AT1G29920,AT2G35040,AT5G15250,AT4G13010,AT3G28850,AT1G22020,AT5G42270,AT1G15820,AT2G37660,AT1G67700,AT1G18730,AT1G67280,AT2G27290,AT4G20820,AT5G01500,AT3G21055,AT5G19370,AT2G30950,AT5G20140,AT1G55370,AT2G20260,AT3G55330,AT1G52220,AT3G08920,AT1G79230,AT4G16155,AT2G20270,AT1G51110,AT5G16150,AT5G03455,AT3G57680,AT4G35770,AT5G52440,AT2G26800	0,1,2,3,4,5,6
0.69 	287	AT1G32500,AT3G14420,AT1G16880,AT3G19490,AT2G29180	0,1,2
0.69 	288	AT4G24930,AT5G53490,AT4G24750,AT1G05385,AT1G79450	0,1,2,3,4,5,6
0.69 	289	AT2G17630,AT4G38380,AT3G10470,AT3G46780,AT1G07510,AT1G75690,AT3G26580,AT4G13670,AT1G14150,AT1G12250,AT5G19500,AT5G42070,AT1G02560,AT5G13120,AT4G04020,AT5G39830,AT1G74710,AT2G29500,AT1G03160,AT1G66670,AT3G60370,AT5G52970,AT3G58010,AT2G40760,AT1G54050,AT3G22690,AT1G51350,AT4G39460,AT5G59250,AT5G12470,AT1G14345,AT5G21430,AT1G80030,AT1G56500,AT1G72640,AT4G19830,AT1G17850,AT1G29920,AT2G35040,AT5G15250,AT4G13010,AT3G28850,AT1G22020,AT5G42270,AT1G15820,AT2G37660,AT2G22360,AT1G67700,AT1G18730,AT1G67280,AT2G27290,AT4G20820,AT5G01500,AT3G21055,AT5G19370,AT2G30950,AT5G20140,AT1G55370,AT2G20260,AT3G55330,AT1G52220,AT1G79230,AT4G16155,AT2G20270,AT1G51110,AT5G16150,AT5G03455,AT3G57680,AT4G35770,AT5G52440,AT2G26800	0,1,2,3,4,5,6
0.68 	290	AT4G36810,AT2G26360,AT3G47450,AT4G25910,AT3G17830,AT2G41680	0,1,2
0.68 	291	AT2G17630,AT4G38380,AT3G10470,AT3G46780,AT5G53170,AT1G07510,AT1G75690,AT3G26580,AT4G13670,AT1G14150,AT1G12250,AT5G19500,AT5G42070,AT1G02560,AT5G13120,AT4G04020,AT5G39830,AT1G74710,AT2G29500,AT1G03160,AT1G66670,AT3G60370,AT5G52970,AT3G58010,AT2G40760,AT1G54050,AT3G22690,AT1G51350,AT4G39460,AT5G59250,AT5G12470,AT1G14345,AT5G21430,AT1G80030,AT1G56500,AT1G72640,AT4G19830,AT1G17850,AT1G29920,AT2G35040,AT5G15250,AT4G13010,AT3G28850,AT1G22020,AT5G42270,AT1G15820,AT2G37660,AT1G67700,AT1G18730,AT1G67280,AT2G27290,AT4G20820,AT5G19370,AT5G01500,AT3G21055,AT3G14420,AT2G30950,AT5G20140,AT1G55370,AT2G20260,AT3G55330,AT1G52220,AT3G08920,AT1G79230,AT4G16155,AT2G20270,AT1G51110,AT5G16150,AT5G03455,AT3G57680,AT4G35770,AT5G52440,AT2G26800	0,1,2,3,4,5,6
0.68 	292	AT2G17630,AT4G38380,AT3G10470,AT3G46780,AT5G53170,AT1G07510,AT1G75690,AT3G26580,AT4G13670,AT1G14150,AT1G12250,AT5G19500,AT5G42070,AT1G02560,AT5G13120,AT4G04020,AT5G39830,AT1G74710,AT2G29500,AT1G03160,AT1G66670,AT3G60370,AT5G52970,AT3G58010,AT2G40760,AT1G54050,AT3G22690,AT1G51350,AT4G39460,AT5G59250,AT5G12470,AT1G14345,AT5G21430,AT1G80030,AT1G56500,AT1G72640,AT4G19830,AT1G17850,AT1G29920,AT2G35040,AT5G15250,AT4G13010,AT3G28850,AT1G22020,AT5G42270,AT1G15820,AT2G37660,AT2G22360,AT1G67700,AT1G18730,AT1G67280,AT2G27290,AT4G20820,AT5G01500,AT3G21055,AT5G19370,AT2G30950,AT5G20140,AT1G55370,AT2G20260,AT3G55330,AT1G52220,AT3G08920,AT1G79230,AT4G16155,AT2G20270,AT1G51110,AT5G16150,AT5G03455,AT3G57680,AT4G35770,AT5G52440,AT2G26800	0,1,2,3,4,5,6
0.68 	293	AT3G14420,AT2G18790,AT3G19490,AT1G32500,AT1G16880,AT2G29180	0,1,2
0.68 	294	AT1G23740,AT1G30510,AT1G79450,AT5G02160,AT4G24750,AT4G24930,AT1G05385,AT4G01900	0,1,2,3,4,5,6
0.68 	295	AT4G01050,AT1G80380,AT4G27700,AT1G10170,AT1G14590	0,1,2
0.67 	296	AT4G36810,AT2G26360,AT3G47450,AT4G25910,AT3G17830,AT2G41680	0,1,2
0.67 	297	AT4G27700,AT4G01050,AT1G80380,AT3G01440,AT4G37925,AT3G24590,AT1G14590	0,1
0.66 	298	AT1G23740,AT1G30510,AT1G79450,AT5G02160,AT4G24750,AT5G53490,AT4G24930,AT1G05385,AT4G01900	0,1,2,3,4,5,6
0.66 	299	AT4G36810,AT2G26360,AT3G47450,AT4G25910,AT3G17830,AT2G41680	0,1,2
0.66 	300	AT4G24930,AT4G01050,AT1G80380,AT4G27700,AT1G14590	0,1,2
0.66 	301	AT2G17630,AT4G38380,AT3G10470,AT3G46780,AT5G52440,AT1G07510,AT1G75690,AT3G26580,AT4G13670,AT1G14150,AT1G12250,AT5G19500,AT5G42070,AT1G02560,AT5G13120,AT5G53170,AT4G04020,AT5G39830,AT1G74710,AT2G29500,AT1G03160,AT1G66670,AT3G60370,AT5G52970,AT3G58010,AT2G40760,AT1G54050,AT3G22690,AT1G51350,AT4G39460,AT5G59250,AT5G12470,AT1G14345,AT5G21430,AT1G80030,AT1G56500,AT1G72640,AT4G19830,AT1G17850,AT1G29920,AT2G35040,AT5G15250,AT4G13010,AT3G28850,AT1G22020,AT5G42270,AT1G15820,AT2G37660,AT1G67700,AT1G18730,AT1G67280,AT2G27290,AT4G20820,AT5G19370,AT5G01500,AT3G21055,AT3G14420,AT2G30950,AT5G20140,AT1G55370,AT2G20260,AT3G55330,AT1G52220,AT3G08920,AT1G79230,AT4G16155,AT2G20270,AT1G51110,AT5G16150,AT5G03455,AT3G57680,AT4G35770,AT2G29180,AT2G26800	0,1,2,3,4,5,6
0.65 	302	AT4G36810,AT2G26360,AT3G47450,AT4G25910,AT3G17830,AT2G41680	0,1,2
0.65 	303	AT5G02160,AT4G24750,AT5G53490,AT4G24930,AT1G05385,AT1G30510	0,1,2,3,4,5,6
0.65 	304	AT1G10170,AT4G27700,AT4G01050,AT1G80380,AT3G24590,AT1G14590	0,1,2
0.64 	305	AT2G17630,AT4G38380,AT3G10470,AT3G46780,AT5G52440,AT1G07510,AT1G75690,AT3G26580,AT4G13670,AT1G14150,AT1G12250,AT5G19500,AT5G42070,AT1G02560,AT5G13120,AT5G53170,AT4G04020,AT5G39830,AT1G74710,AT2G29500,AT1G03160,AT1G66670,AT3G60370,AT5G52970,AT3G58010,AT2G40760,AT1G54050,AT3G22690,AT1G51350,AT4G39460,AT5G59250,AT5G12470,AT1G14345,AT5G21430,AT1G80030,AT1G56500,AT1G72640,AT4G19830,AT1G17850,AT1G29920,AT2G35040,AT5G15250,AT4G13010,AT3G28850,AT1G22020,AT5G42270,AT1G15820,AT2G37660,AT2G22360,AT1G67700,AT1G18730,AT1G67280,AT2G27290,AT4G20820,AT5G19370,AT5G01500,AT3G21055,AT3G14420,AT2G30950,AT5G20140,AT1G55370,AT2G20260,AT3G55330,AT1G52220,AT3G08920,AT1G79230,AT4G16155,AT2G20270,AT1G51110,AT5G16150,AT5G03455,AT3G57680,AT4G35770,AT2G29180,AT2G26800	0,1,2,3,4,5,6
0.64 	306	AT4G36810,AT2G26360,AT3G47450,AT4G25910,AT3G17830,AT2G41680	0,1,2
0.64 	307	AT1G23740,AT1G30510,AT1G79450,AT5G02160,AT4G01050,AT4G24930,AT5G23890,AT4G01900	0,1,2,3,4,5,6
0.63 	308	AT4G36810,AT2G26360,AT3G47450,AT4G25910,AT3G17830,AT2G41680	0,1,2
0.63 	309	AT2G17630,AT4G38380,AT3G10470,AT3G46780,AT5G52440,AT1G07510,AT1G75690,AT3G26580,AT4G13670,AT1G14150,AT1G12250,AT5G19500,AT5G42070,AT1G02560,AT5G13120,AT5G53170,AT4G04020,AT5G39830,AT1G74710,AT2G29500,AT1G03160,AT1G66670,AT3G60370,AT5G52970,AT3G58010,AT2G40760,AT1G54050,AT3G22690,AT1G51350,AT4G39460,AT5G59250,AT5G12470,AT1G14345,AT5G21430,AT1G80030,AT1G56500,AT1G72640,AT4G19830,AT1G17850,AT1G29920,AT2G35040,AT5G15250,AT4G13010,AT3G28850,AT1G22020,AT5G42270,AT1G15820,AT2G37660,AT1G67700,AT1G18730,AT1G67280,AT2G27290,AT4G20820,AT5G20140,AT5G19370,AT5G01500,AT4G16155,AT3G14420,AT2G30950,AT1G15140,AT1G55370,AT2G20260,AT3G55330,AT1G52220,AT3G08920,AT1G79230,AT2G20270,AT1G51110,AT5G16150,AT5G03455,AT3G57680,AT4G35770,AT2G29180,AT2G26800	0,1,2,3,4,5,6
0.63 	310	AT2G17630,AT4G38380,AT3G10470,AT3G46780,AT5G53170,AT1G07510,AT1G75690,AT3G26580,AT4G13670,AT1G14150,AT1G12250,AT5G19500,AT5G42070,AT1G02560,AT5G13120,AT4G04020,AT5G39830,AT1G74710,AT2G29500,AT1G03160,AT1G66670,AT3G60370,AT5G52970,AT3G58010,AT2G40760,AT1G54050,AT3G22690,AT1G51350,AT4G39460,AT5G59250,AT5G12470,AT1G14345,AT5G21430,AT1G80030,AT1G56500,AT1G72640,AT4G19830,AT1G17850,AT1G29920,AT2G35040,AT5G15250,AT4G13010,AT3G28850,AT1G22020,AT5G42270,AT1G15820,AT2G37660,AT2G22360,AT1G67700,AT1G18730,AT1G67280,AT2G27290,AT4G20820,AT5G20140,AT5G01500,AT4G16155,AT5G19370,AT2G30950,AT1G15140,AT1G55370,AT2G20260,AT3G55330,AT1G52220,AT3G08920,AT1G79230,AT2G20270,AT1G51110,AT5G16150,AT5G03455,AT3G57680,AT4G35770,AT5G52440,AT2G26800	0,1,2,3,4,5,6
0.63 	311	AT2G26340,AT1G30510,AT5G53490,AT4G24930,AT1G05385,AT1G14590	0,1,2,3,4,5,6
0.62 	312	AT2G17630,AT4G38380,AT3G10470,AT3G46780,AT5G52440,AT1G07510,AT1G75690,AT3G26580,AT4G13670,AT1G14150,AT1G12250,AT5G19500,AT5G42070,AT1G02560,AT5G13120,AT5G53170,AT4G04020,AT5G39830,AT1G74710,AT2G29500,AT1G03160,AT1G66670,AT3G60370,AT5G52970,AT3G58010,AT2G40760,AT1G54050,AT3G22690,AT1G51350,AT4G39460,AT5G59250,AT5G12470,AT1G14345,AT5G21430,AT1G80030,AT1G56500,AT1G72640,AT4G19830,AT1G17850,AT1G29920,AT2G35040,AT5G15250,AT4G13010,AT3G28850,AT1G22020,AT5G42270,AT1G15820,AT2G37660,AT2G22360,AT1G67700,AT1G18730,AT1G67280,AT2G27290,AT4G20820,AT5G20140,AT5G19370,AT5G01500,AT4G16155,AT3G14420,AT2G30950,AT1G15140,AT1G55370,AT2G20260,AT3G55330,AT1G52220,AT3G08920,AT1G79230,AT2G20270,AT1G51110,AT5G16150,AT5G03455,AT3G57680,AT4G35770,AT2G29180,AT2G26800	0,1,2,3,4,5,6
0.62 	313	AT4G36810,AT2G26360,AT3G47450,AT4G25910,AT3G17830,AT2G41680	0,1,2
0.62 	314	AT2G21160,AT5G62720,AT1G74070,AT1G27510,AT1G78915,AT4G38100	0,1,2,3,4,5,6
0.61 	315	AT4G36810,AT2G26360,AT3G47450,AT4G25910,AT3G17830,AT2G41680	0,1,2
0.6 	316	AT2G26340,AT1G30510,AT1G79450,AT4G24750,AT5G53490,AT4G24930,AT1G14590,AT1G05385,AT4G01900	0,1,2,3,4,5,6
0.6 	317	AT4G36810,AT2G26360,AT3G47450,AT4G25910,AT3G17830,AT2G41680	0,1,2
0.6 	318	AT2G21160,AT1G50450,AT5G62720,AT1G74070,AT1G27510,AT1G78915,AT4G38100,AT1G65260	0,1,2,3,4,5,6
0.6 	319	AT2G17630,AT4G38380,AT3G10470,AT3G46780,AT5G52440,AT1G07510,AT1G75690,AT3G26580,AT4G13670,AT1G14150,AT1G12250,AT5G19500,AT5G42070,AT1G02560,AT5G13120,AT5G53170,AT4G04020,AT5G39830,AT1G74710,AT2G29500,AT1G03160,AT1G66670,AT3G60370,AT5G52970,AT3G58010,AT2G40760,AT1G54050,AT3G22690,AT1G51350,AT4G39460,AT5G59250,AT5G12470,AT1G14345,AT5G21430,AT1G80030,AT1G56500,AT1G72640,AT4G19830,AT1G17850,AT1G29920,AT2G35040,AT5G15250,AT4G13010,AT3G28850,AT1G22020,AT5G42270,AT1G15820,AT2G37660,AT2G22360,AT1G67700,AT1G18730,AT1G67280,AT2G27290,AT4G20820,AT5G20140,AT5G01500,AT4G16155,AT5G19370,AT2G30950,AT1G15140,AT1G55370,AT2G20260,AT3G55330,AT1G52220,AT3G08920,AT1G79230,AT2G20270,AT1G51110,AT5G16150,AT5G03455,AT3G57680,AT4G35770,AT2G29180,AT2G26800	0,1,2,3,4,5,6
0.59 	320	AT4G36810,AT2G26360,AT3G47450,AT4G25910,AT3G17830,AT2G41680	0,1,2
0.59 	321	AT5G07020,AT4G28025,AT1G65230,AT1G54780,AT1G22450	0,1,2
0.58 	322	AT4G36810,AT2G26360,AT3G47450,AT4G25910,AT3G17830,AT2G41680	0,1,2
0.58 	323	AT1G54780,AT5G07020,AT1G54500,AT2G22360,AT1G65230,AT1G22450	0,1,2,3
0.58 	324	AT1G10170,AT4G27700,AT4G01050,AT1G80380,AT4G24930,AT3G24590,AT1G14590	0,1,2
0.57 	325	AT4G36810,AT2G26360,AT3G47450,AT4G25910,AT3G17830,AT2G41680	0,1,2
0.57 	326	AT3G01480,AT1G73530,AT4G33520,AT4G31390,AT1G03600	0,1
0.57 	327	AT1G54780,AT5G07020,AT1G54500,AT2G22360,AT1G65230,AT1G22450,AT5G52440	0,1,2,3
0.57 	328	AT2G17630,AT4G38380,AT3G10470,AT3G46780,AT5G52440,AT1G07510,AT1G75690,AT3G26580,AT4G13670,AT1G14150,AT1G12250,AT5G19500,AT5G42070,AT1G02560,AT5G13120,AT5G53170,AT4G04020,AT5G39830,AT1G74710,AT2G29500,AT1G03160,AT1G66670,AT3G60370,AT5G52970,AT3G58010,AT2G40760,AT1G54050,AT3G22690,AT1G51350,AT4G39460,AT5G59250,AT5G12470,AT1G14345,AT5G21430,AT1G80030,AT1G56500,AT1G72640,AT4G19830,AT1G17850,AT1G29920,AT2G35040,AT5G15250,AT4G13010,AT3G28850,AT1G22020,AT5G42270,AT1G15820,AT2G37660,AT2G22360,AT1G67700,AT1G18730,AT1G67280,AT2G27290,AT4G20820,AT5G20140,AT5G19370,AT5G01500,AT3G21055,AT3G14420,AT2G30950,AT1G15140,AT1G55370,AT2G20260,AT3G55330,AT1G52220,AT3G08920,AT1G79230,AT4G16155,AT2G20270,AT1G51110,AT5G16150,AT5G03455,AT3G57680,AT4G35770,AT2G29180,AT2G26800	0,1,2,3,4,5,6
0.57 	329	AT1G23740,AT1G10170,AT1G79450,AT4G24750,AT4G01050,AT5G53490,AT4G24930,AT1G05385,AT4G01900	0,1,2,3,4,5,6
0.56 	330	AT2G26550,AT1G79040,AT3G56040,AT1G44575,AT1G71500,AT1G65230	0,1,2,3,4,5,6
0.56 	331	AT4G36810,AT2G26360,AT3G47450,AT4G25910,AT3G17830,AT2G41680	0,1,2
0.56 	332	AT3G46610,AT5G07020,AT2G26550,AT1G65230,AT1G22450	0,1,2
0.56 	333	AT3G01480,AT1G73530,AT4G33520,AT4G31390,AT1G03600	0,1,2
0.56 	334	AT1G23740,AT1G10170,AT1G79450,AT4G24750,AT4G01050,AT4G24930,AT4G39730,AT1G05385,AT4G01900	0,1,2,3,4,5,6
0.56 	335	AT2G26550,AT5G07020,AT1G65230,AT1G54780,AT1G22450	0,1,2,3
0.56 	336	AT1G23740,AT1G30510,AT1G79450,AT5G02160,AT4G24750,AT4G01050,AT5G53490,AT4G24930,AT4G39730,AT1G05385,AT4G01900	0,1,2,3,4,5,6
0.55 	337	AT4G36810,AT2G26360,AT3G47450,AT4G25910,AT3G17830,AT2G41680	0,1,2
0.55 	338	AT1G30510,AT1G79450,AT5G02160,AT4G24750,AT5G53490,AT4G24930,AT1G05385,AT1G14590	0,1,2,3,4,5,6
0.55 	339	AT2G26340,AT1G23740,AT1G79450,AT4G24750,AT5G53490,AT4G24930,AT1G14590,AT1G05385,AT4G01900	0,1,2,3,4,5,6
0.55 	340	AT3G21055,AT1G22020,AT2G22360,AT1G54780,AT1G22450,AT5G21430,AT5G52440	0,1,2,3,4,5,6
0.55 	341	AT3G01480,AT1G73530,AT4G33520,AT4G31390,AT4G25050	0,1,2,3,4,5
0.54 	342	AT2G17630,AT4G38380,AT3G10470,AT3G46780,AT5G53170,AT1G07510,AT1G75690,AT3G26580,AT4G13670,AT1G14150,AT1G12250,AT5G19500,AT5G42070,AT1G02560,AT5G13120,AT4G04020,AT5G39830,AT1G74710,AT2G29500,AT1G03160,AT1G66670,AT3G60370,AT5G52970,AT3G58010,AT2G40760,AT1G54050,AT3G22690,AT1G51350,AT4G39460,AT5G59250,AT5G12470,AT1G14345,AT5G21430,AT1G80030,AT1G56500,AT1G72640,AT4G19830,AT1G17850,AT1G29920,AT2G35040,AT5G15250,AT4G13010,AT3G28850,AT1G22020,AT5G42270,AT1G15820,AT2G37660,AT2G22360,AT1G67700,AT1G18730,AT1G67280,AT2G27290,AT4G20820,AT5G20140,AT5G19370,AT5G01500,AT3G21055,AT3G14420,AT2G30950,AT1G15140,AT1G55370,AT2G20260,AT3G55330,AT1G52220,AT3G08920,AT1G79230,AT4G16155,AT2G20270,AT1G51110,AT5G16150,AT5G03455,AT3G57680,AT1G22450,AT4G35770,AT5G52440,AT2G26800	0,1,2,3,4,5,6
0.54 	343	AT1G23740,AT1G10170,AT1G79450,AT5G02160,AT4G24750,AT4G01050,AT5G53490,AT4G24930,AT4G39730,AT1G05385,AT4G01900	0,1,2,3,4,5,6
0.54 	344	AT2G17630,AT4G38380,AT3G10470,AT3G46780,AT5G52440,AT1G07510,AT1G75690,AT3G26580,AT4G13670,AT1G14150,AT1G12250,AT5G19500,AT5G42070,AT1G02560,AT5G13120,AT5G53170,AT4G04020,AT5G39830,AT1G74710,AT2G29500,AT1G03160,AT1G66670,AT3G60370,AT5G52970,AT3G58010,AT2G40760,AT1G54050,AT3G22690,AT1G51350,AT4G39460,AT5G59250,AT5G12470,AT1G14345,AT5G21430,AT1G80030,AT1G56500,AT1G72640,AT4G19830,AT1G17850,AT1G29920,AT2G35040,AT5G15250,AT4G13010,AT3G28850,AT1G22020,AT5G42270,AT1G15820,AT2G37660,AT2G22360,AT1G67700,AT1G18730,AT4G33010,AT1G67280,AT2G27290,AT4G20820,AT5G19370,AT5G01500,AT3G21055,AT3G14420,AT2G30950,AT5G20140,AT1G55370,AT2G20260,AT3G55330,AT1G52220,AT3G08920,AT1G79230,AT4G16155,AT2G20270,AT1G51110,AT5G16150,AT5G03455,AT3G57680,AT4G35770,AT2G29180,AT2G26800	0,1,2,3,4,5,6
0.54 	345	AT4G36810,AT2G26360,AT3G47450,AT4G25910,AT3G17830,AT2G41680	0,1,2
0.54 	346	AT2G26550,AT5G07020,AT1G54780,AT1G54500,AT2G22360,AT1G65230,AT1G22450	0,1,2,3
0.54 	347	AT2G26340,AT1G23740,AT1G30510,AT1G79450,AT5G02160,AT4G24750,AT5G53490,AT4G24930,AT4G01900,AT1G05385,AT1G14590	0,1,2,3,4,5,6
0.53 	348	AT2G42220,AT5G42765,AT1G10170,AT1G50250,AT1G80380,AT3G01440	0,1
