106652	0.285714286
106653	0.285714286
88001	0.268518519
162147	0.238095238
87603	0.2
162232	0.2
25523	0.168888889
122580	0.166666667
188139	0.166666667
162178	0.166666667
155445	0.138888889
162873	0.138888889
28556	0.136363636
141736	0.133333333
23695	0.133333333
25815	0.133333333
126160	0.133333333
127420	0.133333333
28378	0.12962963
28158	0.128205128
165284	0.125
23124	0.125
118872	0.125
93116	0.125
163287	0.125
9889	0.124444444
61823	0.122605364
126928	0.120634921
127575	0.117647059
187458	0.117647059
187476	0.117647059
148786	0.116666667
187475	0.115942029
40958	0.115740741
25442	0.115646259
148369	0.115384615
155747	0.113636364
35699	0.112820513
139172	0.112244898
48098	0.112121212
60601	0.111904762
33570	0.111111111
69153	0.111111111
69359	0.111111111
135678	0.111111111
9752	0.111111111
141136	0.111111111
187467	0.111111111
187469	0.111111111
187474	0.111111111
187477	0.111111111
188060	0.111111111
25608	0.111111111
136579	0.11
23691	0.108333333
121353	0.107692308
121354	0.107692308
126506	0.107692308
25029	0.107638889
135887	0.107142857
38841	0.107142857
126638	0.107142857
23688	0.106666667
35800	0.104761905
24769	0.104377104
38764	0.104166667
187537	0.104166667
187461	0.103603604
24563	0.103333333
125815	0.102880658
135235	0.102564103
38769	0.102564103
23045	0.102564103
23046	0.102564103
28160	0.102564103
162462	0.101851852
16287	0.100694444
9123	0.100529101
122581	0.1
188602	0.1
183834	0.1
118877	0.1
23144	0.1
188059	0.1
125217	0.1
125219	0.1
135819	0.1
28554	0.1
28558	0.1
162174	0.1
7136	0.099415205
159066	0.098765432
16626	0.098639456
60171	0.098039216
41500	0.097777778
187460	0.097222222
47727	0.096491228
6031	0.096296296
187479	0.095959596
33549	0.095238095
38820	0.095238095
38843	0.095238095
38847	0.095238095
6778	0.095238095
139167	0.095238095
141135	0.095238095
44055	0.095238095
44056	0.095238095
41314	0.095238095
125413	0.095238095
125423	0.095238095
187464	0.094017094
70094	0.093333333
24620	0.093333333
24621	0.093333333
134985	0.092592593
141745	0.092592593
23326	0.092592593
23469	0.092592593
159096	0.092592593
127678	0.092592593
62105	0.092473118
132113	0.091503268
177463	0.090909091
187457	0.090909091
129564	0.090909091
125035	0.090909091
125040	0.090909091
140069	0.090643275
134418	0.09047619
