term_id	sign_score	annotation_gene	start_time	end_time	geneSize	timeSize
172943	0.0611	['AT1G02560', 'AT1G16880', 'AT1G67700', 'AT1G80030', 'AT2G17630', 'AT2G20260', 'AT2G29500', 'AT2G30695', 'AT2G37660', 'AT2G44990', 'AT3G08920', 'AT5G01500', 'AT5G19370']	87	100	13	14
125416	0.0611	['AT1G22020', 'AT2G35040', 'AT3G15840', 'AT3G25480', 'AT3G58010', 'AT4G39460', 'AT5G16660', 'AT5G53170']	74	89	8	16
130619	0.0611	['AT1G22020', 'AT1G50460', 'AT1G51350', 'AT2G35040', 'AT3G15840', 'AT3G25480', 'AT3G46780', 'AT4G16155', 'AT5G53170', 'AT5G59250']	75	93	10	19
130624	0.0611	['AT1G22020', 'AT1G50460', 'AT1G51350', 'AT3G15840', 'AT3G25480', 'AT3G28850', 'AT3G46780', 'AT4G16155', 'AT5G53170', 'AT5G59250']	75	93	10	19
166835	0.061	['AT1G02560', 'AT1G12250', 'AT1G16880', 'AT2G17630', 'AT2G20260', 'AT2G29500', 'AT2G44990', 'AT3G08920', 'AT5G01500']	85	102	9	18
126946	0.0609	['AT1G22020', 'AT3G15840', 'AT3G25480', 'AT5G53170', 'AT5G59250']	74	97	5	24
33577	0.0606	['AT1G03160', 'AT1G14345', 'AT1G67700', 'AT2G20260', 'AT2G29500', 'AT2G30695', 'AT3G01440', 'AT3G08920', 'AT4G37925']	59	70	9	12
165461	0.0606	['AT1G02560', 'AT1G12250', 'AT1G16880', 'AT1G76760', 'AT1G80030', 'AT2G17630', 'AT2G20260', 'AT2G29500', 'AT2G30695', 'AT2G37660', 'AT2G44990', 'AT3G08920', 'AT5G01500', 'AT5G08540', 'AT5G19370']	85	96	15	12
168881	0.0606	['AT1G22450', 'AT1G52220', 'AT2G22360', 'AT2G35040', 'AT2G42220', 'AT2G42975', 'AT3G58010', 'AT4G16155', 'AT5G16660', 'AT5G19500', 'AT5G21430', 'AT5G53170']	86	97	12	12
168884	0.0606	['AT1G22020', 'AT1G22450', 'AT1G51350', 'AT1G75690', 'AT3G15840', 'AT3G25480', 'AT3G28850', 'AT3G46780', 'AT4G16155', 'AT4G27700', 'AT5G19500', 'AT5G53170', 'AT5G59250']	86	97	13	12
69357	0.0606	['AT1G22020', 'AT1G22450', 'AT1G51350', 'AT1G56500', 'AT1G75690', 'AT3G15840', 'AT3G28850', 'AT4G16155', 'AT5G59250']	65	76	9	12
168886	0.0606	['AT1G22020', 'AT1G22450', 'AT1G51350', 'AT1G75690', 'AT3G15840', 'AT3G28850', 'AT3G46780', 'AT3G58010', 'AT4G16155', 'AT4G27700', 'AT5G19500', 'AT5G53170', 'AT5G59250']	86	97	13	12
40121	0.0604	['AT1G02560', 'AT1G03160', 'AT1G14150', 'AT2G20260', 'AT2G29500', 'AT2G30695', 'AT2G37660', 'AT2G44990', 'AT3G15110', 'AT5G42270']	60	76	10	17
40122	0.0604	['AT1G03160', 'AT1G14150', 'AT1G67700', 'AT2G20260', 'AT2G29500', 'AT2G30695', 'AT2G37660', 'AT2G44990', 'AT3G15110', 'AT5G42270']	60	76	10	17
165267	0.0602	['AT2G17630', 'AT2G37660', 'AT5G01500', 'AT5G19370', 'AT2G20260', 'AT1G76760', 'AT1G12250', 'AT1G80030', 'AT1G03090', 'AT2G29500', 'AT2G30695', 'AT2G44990', 'AT3G08920', 'AT1G16880', 'AT5G08540', 'AT1G02560']	85	94	16	10
130628	0.0602	['AT1G22020', 'AT1G50460', 'AT3G15840', 'AT3G25480', 'AT3G28850', 'AT3G46780', 'AT5G19500', 'AT5G53170']	75	93	8	19
179759	0.06	['AT1G21750', 'AT1G54500', 'AT1G65260', 'AT1G67840', 'AT4G19830']	90	100	5	11
183766	0.0595	['AT1G02560', 'AT1G03160', 'AT1G14345', 'AT1G16880', 'AT2G20260', 'AT2G29500']	92	106	6	15
188059	0.0593	['AT1G03160', 'AT2G29500', 'AT2G20260', 'AT1G67700', 'AT2G44990', 'AT1G02560', 'AT1G14345', 'AT1G16880', 'AT3G08920', 'AT5G42270']	97	106	10	10
40393	0.0588	['AT1G67700', 'AT2G20260', 'AT2G29500', 'AT2G30695', 'AT2G37660', 'AT3G01440', 'AT3G08920', 'AT3G15110']	60	77	8	18
34875	0.0588	['AT1G67700', 'AT2G20260', 'AT2G29500', 'AT2G30695', 'AT3G01440', 'AT3G08920', 'AT4G37925']	59	76	7	18
112847	0.0586	['AT4G16155', 'AT3G46780', 'AT5G19500', 'AT5G59250', 'AT3G28850', 'AT4G27700', 'AT1G22020', 'AT3G15840', 'AT1G51350', 'AT3G25480', 'AT1G50460', 'AT1G22450']	72	81	12	10
87597	0.0586	['AT1G22020', 'AT1G51350', 'AT3G15840', 'AT3G25480', 'AT3G28850', 'AT4G27700', 'AT5G59250']	68	81	7	14
87600	0.0586	['AT1G22020', 'AT1G50460', 'AT3G15840', 'AT3G25480', 'AT3G28850', 'AT4G27700', 'AT5G59250']	68	81	7	14
132138	0.0583	['AT1G50460', 'AT2G35040', 'AT3G15840', 'AT3G46780', 'AT3G58010', 'AT5G16150', 'AT5G19500', 'AT5G53170']	75	100	8	26
73358	0.0583	['AT1G22020', 'AT1G22450', 'AT1G51350', 'AT1G75690', 'AT3G15840', 'AT3G28850', 'AT4G16155', 'AT5G59250']	65	100	8	36
28558	0.0583	['AT1G03160', 'AT1G14150', 'AT1G18730', 'AT2G20260', 'AT2G29500', 'AT2G30695', 'AT2G37660', 'AT3G15110', 'AT4G27700', 'AT5G35170']	58	70	10	13
141603	0.0581	['AT1G22020', 'AT1G50460', 'AT1G51350', 'AT2G35040', 'AT3G15840', 'AT3G25480', 'AT3G28850', 'AT3G46780', 'AT4G16155', 'AT5G16150', 'AT5G19500', 'AT5G53170', 'AT5G59250']	78	93	13	16
142258	0.0579	['AT1G22020', 'AT1G50460', 'AT1G51350', 'AT2G35040', 'AT3G15840', 'AT3G46780', 'AT4G16155', 'AT5G16150', 'AT5G19500', 'AT5G53170']	78	97	10	20
141745	0.0579	['AT1G22020', 'AT1G51350', 'AT1G54500', 'AT3G15840', 'AT3G25480', 'AT3G28850', 'AT3G46780', 'AT5G53170', 'AT5G59250']	78	94	9	17
112905	0.0576	['AT2G30695', 'AT1G67700', 'AT2G29500', 'AT3G08920', 'AT5G19370', 'AT1G03090', 'AT2G37660', 'AT1G02560', 'AT5G01500']	72	81	9	10
141225	0.0575	['AT1G22020', 'AT1G50460', 'AT1G51350', 'AT2G35040', 'AT3G15840', 'AT3G25480', 'AT3G28850', 'AT3G46780', 'AT4G16155', 'AT5G16150', 'AT5G16660', 'AT5G19500', 'AT5G53170', 'AT5G59250']	78	90	14	13
57287	0.0573	['AT1G02560', 'AT1G14150', 'AT1G67700', 'AT1G76760', 'AT1G80030', 'AT2G17630', 'AT2G20260', 'AT2G29500', 'AT2G30695', 'AT2G37660', 'AT2G44990', 'AT3G01440', 'AT3G08920', 'AT3G15110', 'AT5G01500', 'AT5G19370', 'AT5G42270']	63	76	17	14
45658	0.0573	['AT1G02560', 'AT1G67700', 'AT2G20260', 'AT2G29500', 'AT2G30695', 'AT2G37660', 'AT3G08920', 'AT3G15110']	61	77	8	17
129686	0.0571	['AT1G22020', 'AT1G22450', 'AT1G50460', 'AT1G51110', 'AT1G51350', 'AT1G75690', 'AT2G35040', 'AT3G15840', 'AT3G25480', 'AT3G46780', 'AT3G58010', 'AT4G16155', 'AT5G53170', 'AT5G59250']	75	85	14	11
128700	0.0568	['AT1G50460', 'AT2G35040', 'AT3G58010', 'AT5G16150', 'AT5G16660', 'AT5G19500', 'AT5G53170']	74	105	7	32
177444	0.0568	['AT2G17630', 'AT5G19370', 'AT1G12250', 'AT2G37660', 'AT1G80030', 'AT5G01500', 'AT2G44990', 'AT2G30695', 'AT3G08920', 'AT1G02560', 'AT2G20260', 'AT1G67700', 'AT2G29500', 'AT1G16880', 'AT5G08540']	89	98	15	10
45097	0.0561	['AT1G03160', 'AT1G14150', 'AT1G18730', 'AT1G67700', 'AT2G20260', 'AT2G29500', 'AT2G30695', 'AT2G37660', 'AT3G01440', 'AT3G08920', 'AT3G15110', 'AT4G37925', 'AT5G35170', 'AT5G42270']	61	75	14	15
127680	0.0561	['AT1G22020', 'AT1G22450', 'AT1G51350', 'AT3G15840', 'AT3G28850', 'AT3G46780', 'AT4G16155', 'AT5G59250']	74	100	8	27
188902	0.0559	['AT1G02560', 'AT1G03160', 'AT1G12250', 'AT1G14345', 'AT1G67700', 'AT2G20260', 'AT2G29500', 'AT2G44990', 'AT5G01500', 'AT5G42270', 'AT5G53170']	98	111	11	14
100008	0.0556	['AT4G27700', 'AT1G22020', 'AT1G22450', 'AT3G46780', 'AT3G28850', 'AT3G15840', 'AT1G51350', 'AT3G25480', 'AT5G59250', 'AT1G50460']	70	79	10	10
134335	0.0556	['AT1G22020', 'AT1G50460', 'AT2G35040', 'AT3G15840', 'AT3G25480', 'AT3G28850', 'AT3G46780', 'AT3G58010', 'AT5G16150', 'AT5G16660', 'AT5G19500', 'AT5G53170']	76	90	12	15
75125	0.0556	['AT1G22020', 'AT1G22450', 'AT1G51350', 'AT1G56500', 'AT4G27700', 'AT5G59250']	66	78	6	13
188041	0.0556	['AT1G54050', 'AT1G66670', 'AT1G72640', 'AT2G26800', 'AT3G26580', 'AT4G18370', 'AT4G39460', 'AT5G53170']	96	111	8	16
23051	0.0556	['AT1G67840', 'AT1G50450', 'AT1G74880', 'AT1G03090', 'AT2G21530', 'AT4G38100', 'AT1G78915', 'AT1G65260', 'AT2G21160', 'AT1G27510']	57	66	10	10
58742	0.0556	['AT1G02560', 'AT1G67700', 'AT2G30695', 'AT2G37660', 'AT5G01500']	63	81	5	19
93739	0.0556	['AT1G22020', 'AT1G50460', 'AT1G51350', 'AT3G15840', 'AT3G25480', 'AT3G28850', 'AT4G27700', 'AT5G59250']	69	81	8	13
28554	0.0556	['AT1G03160', 'AT1G14150', 'AT1G18730', 'AT1G67700', 'AT2G20260', 'AT2G29500', 'AT2G30695', 'AT3G15110', 'AT4G27700', 'AT5G35170']	58	70	10	13
134641	0.0553	['AT1G22020', 'AT1G50460', 'AT2G35040', 'AT3G15840', 'AT3G25480', 'AT3G28850', 'AT3G46780', 'AT3G58010', 'AT5G16150', 'AT5G19500', 'AT5G53170']	76	93	11	18
131335	0.0549	['AT1G22020', 'AT1G50460', 'AT1G51350', 'AT3G15840', 'AT3G25480', 'AT3G46780', 'AT4G16155', 'AT5G53170']	75	97	8	23
165326	0.0549	['AT1G02560', 'AT1G12250', 'AT1G14150', 'AT1G16880', 'AT1G76760', 'AT1G80030', 'AT2G17630', 'AT2G20260', 'AT2G29500', 'AT2G30695', 'AT2G37660', 'AT2G44990', 'AT3G08920', 'AT4G37925', 'AT5G01500', 'AT5G08540', 'AT5G19370']	85	95	17	11
175770	0.0548	['AT1G02560', 'AT1G12250', 'AT1G16880', 'AT1G67700', 'AT2G17630', 'AT2G20260', 'AT2G29500', 'AT2G44990', 'AT3G08920', 'AT5G01500']	88	102	10	15
28457	0.0545	['AT1G03090', 'AT1G54500', 'AT1G65260', 'AT2G21530', 'AT4G38100']	58	69	5	12
23691	0.0545	['AT1G03160', 'AT1G18730', 'AT1G67700', 'AT2G20260', 'AT2G29500', 'AT3G01440', 'AT4G27700', 'AT4G37925']	57	70	8	14
86693	0.0542	['AT1G22020', 'AT1G51350', 'AT1G75690', 'AT3G15840', 'AT3G25480', 'AT3G28850', 'AT4G27700', 'AT5G59250']	68	78	8	11
185824	0.0542	['AT1G16790', 'AT1G20810', 'AT1G21750', 'AT1G54500', 'AT1G65260', 'AT1G78915', 'AT2G37400', 'AT4G39730']	94	104	8	11
188065	0.0539	['AT3G15840', 'AT3G15360', 'AT1G20810', 'AT1G74070', 'AT1G54500', 'AT4G38100', 'AT2G37400', 'AT1G16790', 'AT1G78915', 'AT1G65260', 'AT4G39730']	97	106	11	10
126950	0.0538	['AT1G22020', 'AT1G50460', 'AT2G35040', 'AT3G58010', 'AT5G16150', 'AT5G19500', 'AT5G53170']	74	97	7	24
168880	0.0536	['AT1G22020', 'AT1G22450', 'AT1G51350', 'AT2G22360', 'AT2G35040', 'AT3G15840', 'AT3G46780', 'AT3G58010', 'AT4G16155', 'AT5G16660', 'AT5G19500', 'AT5G53170', 'AT5G59250']	86	97	13	12
168882	0.0536	['AT1G22020', 'AT1G22450', 'AT1G51350', 'AT1G75690', 'AT2G22360', 'AT2G35040', 'AT3G15840', 'AT3G46780', 'AT3G58010', 'AT4G16155', 'AT5G19500', 'AT5G53170', 'AT5G59250']	86	97	13	12
175435	0.0536	['AT1G02560', 'AT1G12250', 'AT1G16880', 'AT1G67700', 'AT1G80030', 'AT2G17630', 'AT2G20260', 'AT2G29500', 'AT2G30695', 'AT2G37660', 'AT2G44990', 'AT3G08920', 'AT5G01500', 'AT5G19370']	88	100	14	13
165268	0.0535	['AT2G17630', 'AT2G37660', 'AT5G01500', 'AT5G19370', 'AT2G20260', 'AT1G76760', 'AT1G12250', 'AT1G80030', 'AT1G14150', 'AT4G37925', 'AT2G41330', 'AT5G08540', 'AT2G29500', 'AT3G08920', 'AT1G16880', 'AT2G30695', 'AT2G44990', 'AT1G02560']	85	94	18	10
133971	0.0535	['AT2G35040', 'AT1G50460', 'AT4G39460', 'AT3G58010', 'AT1G54500', 'AT4G27700', 'AT3G46780', 'AT5G53170', 'AT4G16155', 'AT3G28850', 'AT1G75690', 'AT5G59250', 'AT1G22020', 'AT1G51110', 'AT3G15840', 'AT1G51350', 'AT3G25480', 'AT1G22450']	76	85	18	10
124396	0.0535	['AT3G15840', 'AT5G53170', 'AT1G54500', 'AT1G22020', 'AT5G16660', 'AT3G58010', 'AT4G39460', 'AT5G59250', 'AT3G28850']	74	83	9	10
165456	0.0535	['AT1G02560', 'AT1G12250', 'AT1G14150', 'AT1G16880', 'AT1G76760', 'AT1G80030', 'AT2G17630', 'AT2G20260', 'AT2G26800', 'AT2G30695', 'AT2G37660', 'AT2G40100', 'AT2G44990', 'AT3G08920', 'AT4G37925', 'AT5G01500', 'AT5G19370']	85	96	17	12
141867	0.0535	['AT1G22020', 'AT1G50460', 'AT1G51350', 'AT2G35040', 'AT3G15840', 'AT3G25480', 'AT3G46780', 'AT4G16155', 'AT5G16150', 'AT5G19500', 'AT5G53170']	78	95	11	18
148367	0.0533	['AT1G22020', 'AT1G50460', 'AT1G51350', 'AT1G75690', 'AT2G35040', 'AT3G15840', 'AT3G25480', 'AT3G28850', 'AT3G46780', 'AT4G16155', 'AT5G16150', 'AT5G16660', 'AT5G19500', 'AT5G53170', 'AT5G59250']	80	90	15	11
28556	0.053	['AT1G03160', 'AT1G14150', 'AT1G18730', 'AT1G67700', 'AT2G20260', 'AT2G29500', 'AT2G30695', 'AT3G01440', 'AT3G15110', 'AT4G27700', 'AT4G37925']	58	70	11	13
158904	0.0525	['AT2G17630', 'AT1G80030', 'AT5G19370', 'AT1G76760', 'AT2G29500', 'AT2G30695', 'AT2G20260', 'AT2G44990', 'AT3G08920', 'AT2G37660', 'AT1G02560', 'AT5G01500']	83	92	12	10
129890	0.0525	['AT1G22020', 'AT1G50460', 'AT1G51110', 'AT3G15840', 'AT3G25480', 'AT3G28850', 'AT3G46780', 'AT5G19500', 'AT5G53170']	75	87	9	13
186258	0.0524	['AT1G16790', 'AT1G20810', 'AT1G78915', 'AT2G37400', 'AT3G15840']	94	108	5	15
33570	0.0523	['AT1G03160', 'AT1G14150', 'AT1G18730', 'AT1G67700', 'AT2G20260', 'AT2G29500', 'AT2G30695', 'AT3G15110', 'AT4G27700', 'AT4G37925', 'AT5G35170']	59	70	11	12
184650	0.0523	['AT1G02560', 'AT1G03160', 'AT1G14345', 'AT1G16880', 'AT1G67700', 'AT2G17630', 'AT2G20260', 'AT2G29500', 'AT2G44990', 'AT3G08920', 'AT5G01500']	93	104	11	12
33331	0.0523	['AT1G67840', 'AT1G20810', 'AT1G21750', 'AT2G21160', 'AT2G37400', 'AT1G50450', 'AT3G53560', 'AT1G74070', 'AT1G74880', 'AT1G54500', 'AT1G78915', 'AT1G03090', 'AT1G65260', 'AT1G54580', 'AT2G01140', 'AT2G21530', 'AT4G38100']	59	68	17	10
131334	0.0522	['AT1G22020', 'AT1G50460', 'AT2G35040', 'AT3G15840', 'AT3G46780', 'AT3G58010', 'AT5G16150', 'AT5G19500', 'AT5G53170']	75	97	9	23
168878	0.0519	['AT1G22020', 'AT1G22450', 'AT1G51350', 'AT1G52220', 'AT2G22360', 'AT2G35040', 'AT2G42975', 'AT3G15840', 'AT3G46780', 'AT3G58010', 'AT4G16155', 'AT5G16660', 'AT5G19500', 'AT5G53170']	86	97	14	12
132115	0.0519	['AT1G22020', 'AT1G22450', 'AT1G51350', 'AT1G75690', 'AT3G15840', 'AT3G28850', 'AT3G46780', 'AT4G16155', 'AT5G59250']	75	100	9	26
165266	0.0519	['AT2G17630', 'AT2G37660', 'AT5G01500', 'AT5G19370', 'AT2G20260', 'AT1G76760', 'AT1G67700', 'AT2G29500', 'AT2G30695', 'AT5G08540', 'AT3G08920', 'AT1G03090', 'AT1G16880', 'AT1G02560', 'AT2G44990']	85	94	15	10
165327	0.0519	['AT1G02560', 'AT1G12250', 'AT1G14150', 'AT1G16880', 'AT1G76760', 'AT1G80030', 'AT2G17630', 'AT2G20260', 'AT2G26800', 'AT2G29500', 'AT2G30695', 'AT2G37660', 'AT2G40100', 'AT2G44990', 'AT3G08920', 'AT4G37925', 'AT5G01500', 'AT5G19370']	85	95	18	11
38763	0.0519	['AT4G27700', 'AT2G37660', 'AT5G35170', 'AT3G08920', 'AT2G29500', 'AT2G30695', 'AT2G20260', 'AT1G03160', 'AT1G14150', 'AT1G67700', 'AT4G37925', 'AT1G18730', 'AT3G01440', 'AT3G15110', 'AT1G14345']	60	69	15	10
168643	0.0519	['AT4G27700', 'AT5G19500', 'AT3G46780', 'AT2G35040', 'AT5G53170', 'AT4G16155', 'AT3G28850', 'AT1G52220', 'AT1G75690', 'AT1G22020', 'AT3G58010', 'AT5G59250', 'AT4G38380', 'AT2G22360', 'AT5G16150', 'AT3G15840', 'AT1G51350', 'AT3G25480', 'AT1G50460', 'AT1G22450']	86	95	20	10
166813	0.0517	['AT1G02560', 'AT1G12250', 'AT1G16880', 'AT1G80030', 'AT2G17630', 'AT2G20260', 'AT2G30695', 'AT2G37660', 'AT2G44990', 'AT5G01500', 'AT5G19370']	85	102	11	18
87925	0.0516	['AT1G22020', 'AT1G51350', 'AT3G15840', 'AT3G25480', 'AT3G28850', 'AT5G59250']	68	82	6	15
94727	0.0516	['AT1G22020', 'AT3G15840', 'AT3G28850', 'AT3G58010', 'AT4G39460', 'AT5G59250']	69	83	6	15
183173	0.0515	['AT1G02560', 'AT1G03160', 'AT1G12250', 'AT1G16880', 'AT1G67700', 'AT2G17630', 'AT2G20260', 'AT2G29500', 'AT2G44990', 'AT3G08920', 'AT5G01500']	92	102	11	11
133155	0.0514	['AT1G50460', 'AT2G35040', 'AT3G46780', 'AT3G58010', 'AT5G16150', 'AT5G16660', 'AT5G19500', 'AT5G53170']	75	105	8	31
246	0.0513	['AT1G03160', 'AT1G14345', 'AT1G67700', 'AT1G72640', 'AT2G20260', 'AT3G08920', 'AT4G33010']	49	62	7	14
155610	0.0511	['AT1G22020', 'AT1G50460', 'AT1G51350', 'AT1G54500', 'AT2G35040', 'AT3G15840', 'AT3G25480', 'AT3G28850', 'AT3G46780', 'AT3G58010', 'AT4G16155', 'AT4G38380', 'AT5G16150', 'AT5G19500', 'AT5G53170', 'AT5G59250']	82	93	16	12
131701	0.0507	['AT1G22020', 'AT1G22450', 'AT1G51350', 'AT1G75690', 'AT3G15840', 'AT3G25480', 'AT3G28850', 'AT3G46780', 'AT4G16155', 'AT5G59250']	75	98	10	24
165272	0.0507	['AT2G17630', 'AT2G37660', 'AT5G01500', 'AT5G19370', 'AT2G20260', 'AT1G76760', 'AT1G12250', 'AT1G80030', 'AT1G14150', 'AT4G37925', 'AT2G41330', 'AT2G26800', 'AT2G40100', 'AT1G16880', 'AT3G08920', 'AT2G29500', 'AT2G30695', 'AT2G44990', 'AT1G02560']	85	94	19	10
40865	0.0507	['AT1G14150', 'AT2G20260', 'AT2G29500', 'AT2G30695', 'AT2G37660', 'AT3G01440', 'AT3G08920', 'AT3G15110', 'AT5G35170']	60	79	9	20
69144	0.0505	['AT4G27700', 'AT5G16660', 'AT2G42975', 'AT4G13010', 'AT5G12470', 'AT5G53170', 'AT1G56500', 'AT2G42220', 'AT4G39460', 'AT4G38380', 'AT1G22450']	65	74	11	10
183313	0.0505	['AT1G03090', 'AT1G50450', 'AT1G67840', 'AT1G74880', 'AT2G21530', 'AT4G19830']	92	103	6	12
126165	0.0504	['AT1G50460', 'AT2G35040', 'AT3G25480', 'AT3G58010', 'AT5G16150', 'AT5G16660', 'AT5G19500', 'AT5G53170']	74	93	8	20
33480	0.05	['AT1G03090', 'AT1G54500', 'AT1G65260', 'AT2G01140', 'AT2G21530', 'AT4G38100']	59	69	6	11
19318	0.05	['AT1G03090', 'AT1G65260', 'AT1G67840', 'AT2G21530', 'AT4G38100']	56	68	5	13
129622	0.05	['AT1G02560', 'AT1G03090', 'AT1G03160', 'AT1G14345', 'AT1G27510', 'AT1G67700', 'AT2G29500', 'AT2G30695', 'AT2G37660', 'AT2G44990', 'AT3G08920', 'AT5G35170']	75	85	12	11
187568	0.0496	['AT1G03850', 'AT1G05385', 'AT1G30510', 'AT1G54790', 'AT2G01140', 'AT2G21160', 'AT3G53560', 'AT4G38100', 'AT4G39730', 'AT5G08050', 'AT5G62720']	96	107	11	12
134220	0.0493	['AT1G22020', 'AT1G50460', 'AT2G35040', 'AT3G15840', 'AT3G25480', 'AT3G28850', 'AT3G46780', 'AT3G58010', 'AT4G39460', 'AT5G16150', 'AT5G16660', 'AT5G19500', 'AT5G53170']	76	89	13	14
87318	0.0492	['AT1G22020', 'AT1G50460', 'AT3G15840', 'AT3G25480', 'AT3G28850', 'AT3G58010', 'AT4G27700', 'AT5G59250']	68	79	8	12
28759	0.0491	['AT1G15820', 'AT1G22450', 'AT1G50250', 'AT2G42975', 'AT3G15360', 'AT3G60370', 'AT4G13010', 'AT5G12470', 'AT5G16660', 'AT5G52440', 'AT5G52970', 'AT5G53170']	58	71	12	14
169458	0.049	['AT1G50460', 'AT1G51350', 'AT1G75690', 'AT2G22360', 'AT2G35040', 'AT3G15840', 'AT3G46780', 'AT4G16155', 'AT5G16150', 'AT5G19500', 'AT5G53170']	86	99	11	14
155885	0.049	['AT1G50460', 'AT2G22360', 'AT2G35040', 'AT3G25480', 'AT3G46780', 'AT3G58010', 'AT4G16155', 'AT4G38380', 'AT5G16150', 'AT5G19500', 'AT5G53170']	82	95	11	14
168876	0.049	['AT1G22020', 'AT1G50460', 'AT1G51350', 'AT1G75690', 'AT3G15840', 'AT3G25480', 'AT3G28850', 'AT3G46780', 'AT4G16155', 'AT4G27700', 'AT5G19500', 'AT5G53170', 'AT5G59250']	86	97	13	12
81669	0.0489	['AT1G12250', 'AT1G76760', 'AT1G80030', 'AT2G17630', 'AT2G20260', 'AT2G30950', 'AT3G08920', 'AT5G01500', 'AT5G08540', 'AT5G19370']	67	82	10	16
157025	0.0488	['AT1G50460', 'AT1G51350', 'AT2G35040', 'AT3G15840', 'AT3G46780', 'AT3G58010', 'AT4G16155', 'AT4G38380', 'AT5G16150', 'AT5G19500', 'AT5G53170']	82	100	11	19
142264	0.0487	['AT1G22020', 'AT1G50460', 'AT1G51350', 'AT3G15840', 'AT3G25480', 'AT3G46780', 'AT4G16155', 'AT5G19500', 'AT5G53170']	78	97	9	20
70839	0.0486	['AT1G02560', 'AT1G03090', 'AT1G67700', 'AT2G30695', 'AT2G37660', 'AT5G01500']	65	81	6	17
172687	0.0486	['AT1G50460', 'AT1G51350', 'AT1G75690', 'AT2G22360', 'AT2G35040', 'AT3G15840', 'AT3G46780', 'AT4G16155', 'AT5G16150', 'AT5G19500', 'AT5G21430', 'AT5G53170']	87	99	12	13
39003	0.0485	['AT2G17630', 'AT4G27700', 'AT5G13120', 'AT5G15250', 'AT5G39830']	60	71	5	12
130237	0.0485	['AT1G22020', 'AT1G50460', 'AT2G35040', 'AT3G15840', 'AT3G25480', 'AT3G46780', 'AT3G58010', 'AT5G16150', 'AT5G16660', 'AT5G19500', 'AT5G53170']	75	90	11	16
69356	0.0483	['AT1G02560', 'AT1G03090', 'AT1G03160', 'AT1G14150', 'AT1G14345', 'AT1G18730', 'AT1G67700', 'AT1G76760', 'AT1G80030', 'AT1G80380', 'AT2G17630', 'AT2G20260', 'AT2G26800', 'AT2G29500', 'AT2G30695', 'AT2G37660', 'AT2G41330', 'AT2G44990', 'AT3G01440', 'AT3G08920', 'AT3G15110', 'AT4G23890', 'AT4G37925', 'AT5G01500', 'AT5G13120', 'AT5G19370', 'AT5G35170', 'AT5G42270', 'AT5G52780']	65	75	29	11
71218	0.0481	['AT1G22020', 'AT3G15840', 'AT3G28850', 'AT3G58010', 'AT5G59250']	65	83	5	19
24620	0.0481	['AT1G14345', 'AT1G67700', 'AT3G01440', 'AT3G08920', 'AT4G37925']	57	75	5	19
152411	0.0481	['AT1G02560', 'AT1G03090', 'AT2G20260', 'AT2G29500', 'AT2G30695', 'AT2G37660', 'AT2G44990', 'AT3G08920']	81	94	8	14
70620	0.0479	['AT1G02560', 'AT1G03090', 'AT1G12250', 'AT1G76760', 'AT1G80030', 'AT2G20260', 'AT2G29500', 'AT3G08920', 'AT5G01500', 'AT5G19370']	65	81	10	17
172135	0.0479	['AT1G22020', 'AT1G22450', 'AT1G51350', 'AT1G75690', 'AT2G22360', 'AT2G35040', 'AT2G42220', 'AT3G15840', 'AT3G46780', 'AT3G58010', 'AT4G16155', 'AT5G16660', 'AT5G19500', 'AT5G21430', 'AT5G53170', 'AT5G59250']	87	97	16	11
69171	0.0478	['AT1G03160', 'AT1G14345', 'AT1G80380', 'AT5G42270', 'AT2G30695', 'AT2G37660', 'AT1G67700', 'AT3G08920', 'AT2G17630', 'AT2G01918', 'AT5G39830', 'AT2G29500', 'AT2G20260', 'AT2G44990', 'AT5G13120', 'AT1G76760', 'AT1G02560', 'AT1G14150', 'AT5G19370', 'AT5G52780', 'AT1G03090', 'AT1G18730', 'AT3G01440', 'AT3G15110', 'AT4G23890', 'AT4G37925', 'AT5G35170', 'AT1G80030', 'AT2G41330', 'AT5G01500', 'AT2G26800']	65	74	31	10
180873	0.0476	['AT2G40760', 'AT2G43010', 'AT3G57680', 'AT4G13670', 'AT4G20820', 'AT5G12470', 'AT5G53170']	90	107	7	18
186259	0.0476	['AT1G16790', 'AT1G20810', 'AT1G21750', 'AT1G54500', 'AT1G65260', 'AT1G78915', 'AT2G37400']	94	108	7	15
57602	0.0476	['AT1G02560', 'AT1G67700', 'AT2G20260', 'AT2G29500', 'AT2G30695', 'AT2G37660', 'AT3G01440', 'AT3G08920', 'AT3G15110', 'AT5G01500', 'AT5G19370']	63	77	11	15
94140	0.0476	['AT1G22020', 'AT1G50460', 'AT1G51350', 'AT3G15840', 'AT3G25480', 'AT3G28850', 'AT5G59250']	69	82	7	14
130620	0.0473	['AT1G50460', 'AT2G35040', 'AT3G25480', 'AT3G46780', 'AT3G58010', 'AT5G16150', 'AT5G16660', 'AT5G19500', 'AT5G53170']	75	93	9	19
184511	0.0472	['AT1G02560', 'AT1G03160', 'AT1G14345', 'AT1G16880', 'AT1G67700', 'AT2G17630', 'AT2G20260', 'AT2G29500', 'AT2G44990', 'AT3G08920', 'AT5G01500', 'AT5G08540']	93	103	12	11
