term_id	sign_score	annotation_gene	annotation_window	geneSize	window_size
135976	0.0102	['AT1G07510', 'AT1G15140', 'AT1G15820', 'AT1G50250', 'AT1G50460', 'AT2G22360', 'AT2G24020', 'AT2G35040', 'AT2G42220', 'AT2G42975', 'AT2G43010', 'AT3G15360', 'AT3G24590', 'AT3G58010', 'AT4G13010', 'AT4G38380', 'AT5G16150', 'AT5G16660', 'AT5G19500', 'AT5G21430', 'AT5G52970']	[27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42]	21	16
126451	0.0102	['AT1G07510', 'AT1G15140', 'AT1G15820', 'AT1G20810', 'AT1G50250', 'AT2G22360', 'AT2G35040', 'AT2G42220', 'AT2G42975', 'AT2G43010', 'AT3G15360', 'AT3G24590', 'AT3G53560', 'AT3G58010', 'AT4G13010', 'AT4G13670', 'AT4G38380', 'AT4G39460', 'AT5G12470', 'AT5G16150', 'AT5G16660', 'AT5G19500', 'AT5G21430', 'AT5G52970', 'AT5G53490']	[25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36]	25	12
106655	0.0101	['AT2G42220', 'AT4G13670', 'AT2G42975', 'AT1G50250', 'AT5G21430', 'AT2G22360', 'AT4G39730', 'AT2G43010', 'AT1G42960', 'AT1G07510', 'AT3G24590', 'AT5G52970', 'AT3G15360', 'AT1G29920', 'AT2G37230', 'AT1G30510', 'AT1G15820', 'AT2G24020', 'AT4G20820', 'AT4G24930', 'AT1G15140', 'AT2G21160', 'AT1G79450']	[22]	23	1
9748	0.0101	['AT1G12250', 'AT1G55370', 'AT1G72640', 'AT1G74710', 'AT1G80030', 'AT2G27290', 'AT2G30950', 'AT4G04020', 'AT4G39960', 'AT5G19370']	[4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]	10	14
9756	0.0101	['AT1G12250', 'AT1G54050', 'AT1G55370', 'AT1G80030', 'AT2G30950', 'AT2G40400', 'AT4G04020', 'AT4G39960', 'AT5G15250', 'AT5G39830']	[4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]	10	14
175078	0.0101	['AT3G15840', 'AT2G42975', 'AT1G07510', 'AT3G58010', 'AT2G35040', 'AT2G42220', 'AT1G79230', 'AT1G23740', 'AT1G50250', 'AT5G16660', 'AT2G24020', 'AT4G38380', 'AT5G21430', 'AT1G50460', 'AT3G24590', 'AT1G29920', 'AT5G19500', 'AT4G13010', 'AT1G15820', 'AT4G24930', 'AT2G22360', 'AT4G20820', 'AT5G42765', 'AT1G15140', 'AT1G52220', 'AT2G43010', 'AT5G16150', 'AT5G35170', 'AT4G13670', 'AT5G52970', 'AT1G27510', 'AT3G15360', 'AT2G20270', 'AT3G60370', 'AT2G40760', 'AT3G22690', 'AT1G74710', 'AT1G06690', 'AT3G57680', 'AT5G12470', 'AT1G55370', 'AT5G23890', 'AT4G35770', 'AT5G53170', 'AT4G39460', 'AT3G55330']	[39]	46	1
118791	0.0101	['AT2G26800', 'AT4G24750', 'AT1G55370', 'AT5G39830', 'AT1G72640', 'AT5G20140', 'AT5G02160', 'AT4G39960', 'AT5G13120', 'AT1G27510', 'AT4G18370', 'AT4G04020', 'AT2G40100', 'AT5G15250', 'AT3G01440', 'AT4G37925', 'AT3G15110', 'AT4G23890', 'AT5G52780', 'AT2G27290', 'AT1G14590', 'AT3G10470', 'AT1G52220']	[24]	23	1
30492	0.0101	['AT1G55370', 'AT2G27290', 'AT2G30950', 'AT3G10470', 'AT4G04020', 'AT4G18370', 'AT4G24750', 'AT4G39960', 'AT5G20140', 'AT5G23890']	[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22]	10	14
125835	0.0101	['AT1G17850', 'AT1G31180', 'AT1G66670', 'AT1G67280', 'AT1G72640', 'AT2G27290', 'AT3G10470', 'AT3G26580', 'AT4G01050', 'AT4G01900', 'AT4G24750']	[25, 26, 27, 28, 29, 30, 31, 32, 33]	11	9
165325	0.0101	['AT1G02560', 'AT1G12250', 'AT1G14150', 'AT1G76760', 'AT1G80030', 'AT2G17630', 'AT2G20260', 'AT2G26800', 'AT2G37660', 'AT2G40100', 'AT2G41330', 'AT2G44990', 'AT3G01440', 'AT4G04020', 'AT4G23890', 'AT4G37925', 'AT5G01500', 'AT5G19370']	[36, 37]	18	2
100186	0.0101	['AT1G14590', 'AT1G17850', 'AT1G18730', 'AT1G27510', 'AT1G52220', 'AT1G55370', 'AT1G66670', 'AT1G72640', 'AT1G74710', 'AT2G20270', 'AT2G27290', 'AT2G40100', 'AT2G40400', 'AT3G10470', 'AT4G04020', 'AT4G18370', 'AT4G24750', 'AT4G35770', 'AT4G39960', 'AT5G02160', 'AT5G15250', 'AT5G20140', 'AT5G23890', 'AT5G52780']	[21, 22]	24	2
164288	0.0101	['AT1G12250', 'AT1G14150', 'AT1G76760', 'AT1G80030', 'AT2G26800', 'AT2G37660', 'AT2G40100', 'AT3G01440', 'AT5G19370']	[35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47]	9	13
135874	0.0101	['AT1G07510', 'AT1G15140', 'AT1G15820', 'AT1G29920', 'AT1G50250', 'AT1G50460', 'AT2G22360', 'AT2G24020', 'AT2G35040', 'AT2G42220', 'AT2G42975', 'AT2G43010', 'AT3G15360', 'AT3G24590', 'AT3G58010', 'AT4G13010', 'AT4G38380', 'AT5G16150', 'AT5G16660', 'AT5G19500', 'AT5G21430', 'AT5G52970']	[27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41]	22	15
71103	0.0101	['AT1G14590', 'AT1G17850', 'AT1G55370', 'AT1G66670', 'AT1G67280', 'AT1G74710', 'AT2G27290', 'AT3G10470', 'AT4G39960', 'AT5G23890', 'AT5G42765']	[16, 17, 18, 19, 20, 21, 22, 23, 24]	11	9
71104	0.0101	['AT1G17850', 'AT1G55370', 'AT1G72640', 'AT1G74710', 'AT2G27290', 'AT3G10470', 'AT4G04020', 'AT4G39960', 'AT5G02160', 'AT5G15250', 'AT5G23890']	[16, 17, 18, 19, 20, 21, 22, 23, 24]	11	9
137514	0.0101	['AT1G14590', 'AT1G17850', 'AT1G31180', 'AT1G54050', 'AT1G54580', 'AT1G66670', 'AT1G67280', 'AT2G27290', 'AT3G10470', 'AT4G01050', 'AT4G24750', 'AT4G31560', 'AT5G03455', 'AT5G08540', 'AT5G39830']	[28, 29]	15	2
106895	0.0101	['AT1G14590', 'AT1G18730', 'AT1G52220', 'AT1G55370', 'AT1G66670', 'AT1G72640', 'AT2G01918', 'AT2G20270', 'AT2G27290', 'AT2G40100', 'AT3G10470', 'AT4G04020', 'AT4G18370', 'AT4G39960', 'AT5G02160', 'AT5G13120', 'AT5G15250', 'AT5G20140', 'AT5G39830', 'AT5G42070', 'AT5G52780']	[22, 23]	21	2
9612	0.0101	['AT1G12250', 'AT1G54050', 'AT1G55370', 'AT1G80030', 'AT2G30950', 'AT2G40400', 'AT4G04020', 'AT4G39960', 'AT5G42765']	[4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]	9	13
109551	0.0101	['AT1G07510', 'AT1G10170', 'AT1G15820', 'AT1G42960', 'AT2G24020', 'AT3G15360', 'AT3G22690', 'AT3G55330', 'AT3G57680', 'AT3G60370', 'AT4G13670', 'AT4G35770', 'AT5G23890', 'AT5G42070', 'AT5G52970']	[22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34]	15	13
44191	0.0101	['AT1G10170', 'AT1G22020', 'AT1G22450', 'AT1G23740', 'AT1G29920', 'AT1G56500', 'AT1G75690', 'AT2G24020', 'AT2G42220', 'AT3G25480', 'AT3G28850', 'AT3G58010', 'AT4G38380', 'AT4G39460', 'AT5G08540', 'AT5G16150', 'AT5G19500', 'AT5G59250']	[12, 13]	18	2
44192	0.0101	['AT1G10170', 'AT1G22020', 'AT1G22450', 'AT1G29920', 'AT1G51350', 'AT1G56500', 'AT1G75690', 'AT2G24020', 'AT2G42220', 'AT3G25480', 'AT3G28850', 'AT3G58010', 'AT4G38380', 'AT4G39460', 'AT5G08540', 'AT5G16150', 'AT5G19500', 'AT5G59250']	[12, 13]	18	2
44296	0.0101	['AT1G06690', 'AT1G07510', 'AT1G14590', 'AT1G29920', 'AT1G52220', 'AT1G79230', 'AT2G20270', 'AT2G24020', 'AT2G35040', 'AT2G37230', 'AT2G40760', 'AT3G22690', 'AT3G24590', 'AT3G55330', 'AT3G57680', 'AT4G01900', 'AT4G13670', 'AT4G20820', 'AT4G35770', 'AT5G21430', 'AT5G42070']	[12, 13]	21	2
127745	0.0101	['AT1G07510', 'AT1G15140', 'AT1G15820', 'AT1G50250', 'AT2G22360', 'AT2G35040', 'AT2G42220', 'AT2G42975', 'AT2G43010', 'AT3G15360', 'AT3G24590', 'AT3G58010', 'AT3G60370', 'AT4G13010', 'AT4G13670', 'AT4G38380', 'AT5G12470', 'AT5G16150', 'AT5G16660', 'AT5G19500', 'AT5G21430', 'AT5G52970']	[25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42]	22	18
80268	0.0101	['AT1G14590', 'AT1G17850', 'AT1G18730', 'AT1G55370', 'AT1G72640', 'AT1G74710', 'AT2G20270', 'AT2G27290', 'AT2G40100', 'AT2G40400', 'AT3G10470', 'AT3G47060', 'AT4G04020', 'AT4G18370', 'AT4G24750', 'AT4G39960', 'AT5G02160', 'AT5G08540', 'AT5G15250', 'AT5G20140', 'AT5G23890', 'AT5G52780']	[18, 19, 20]	22	3
113145	0.0101	['AT1G06690', 'AT1G14590', 'AT1G17850', 'AT1G18730', 'AT1G52220', 'AT1G55370', 'AT1G66670', 'AT1G72640', 'AT2G27290', 'AT3G10470', 'AT3G60370', 'AT4G18370', 'AT4G35770', 'AT4G39960', 'AT5G13120', 'AT5G20140', 'AT5G23890', 'AT5G42070']	[23, 24]	18	2
113835	0.0101	['AT1G06690', 'AT1G10170', 'AT1G17850', 'AT1G23740', 'AT1G42960', 'AT1G55370', 'AT1G66670', 'AT1G72640', 'AT1G74710', 'AT2G24020', 'AT2G27290', 'AT2G40760', 'AT3G10130', 'AT3G15360', 'AT3G22690', 'AT3G55330', 'AT3G57680', 'AT3G60370', 'AT4G35770', 'AT5G23890', 'AT5G42070', 'AT5G52970']	[23, 24, 25]	22	3
81521	0.0101	['AT1G14590', 'AT1G17850', 'AT2G27290', 'AT2G40760', 'AT3G10470', 'AT3G26580', 'AT4G04020', 'AT4G18370', 'AT4G39960', 'AT5G02160', 'AT5G23890']	[18, 19, 20, 21, 22, 23]	11	6
16292	0.0101	['AT1G12250', 'AT1G54050', 'AT1G55370', 'AT1G80030', 'AT2G30950', 'AT2G40400', 'AT4G04020', 'AT4G39960', 'AT5G15250', 'AT5G23890', 'AT5G39830']	[6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]	11	12
50370	0.0101	['AT1G22020', 'AT1G23740', 'AT1G30510', 'AT1G50460', 'AT1G75690', 'AT2G42220', 'AT2G42975', 'AT3G25480', 'AT3G58010', 'AT4G13010', 'AT4G38380', 'AT4G39460', 'AT5G16150', 'AT5G19500', 'AT5G53170']	[13, 14]	15	2
152079	0.0101	['AT1G12250', 'AT1G14150', 'AT1G27510', 'AT1G76760', 'AT1G80030', 'AT2G01918', 'AT2G17630', 'AT2G20260', 'AT2G26800', 'AT2G30950', 'AT2G40100', 'AT2G41330', 'AT3G01440', 'AT3G47060', 'AT4G04020', 'AT4G23890', 'AT4G37925', 'AT5G01500', 'AT5G15250', 'AT5G19370', 'AT5G20140', 'AT5G35170', 'AT5G52780', 'AT5G62720']	[32, 33]	24	2
186000	0.0101	['AT1G06690', 'AT1G07510', 'AT1G10170', 'AT1G15820', 'AT1G17850', 'AT1G29920', 'AT1G42960', 'AT1G67280', 'AT1G72640', 'AT1G74710', 'AT2G20270', 'AT2G27290', 'AT2G40760', 'AT2G43010', 'AT3G10130', 'AT3G15110', 'AT3G22690', 'AT3G55330', 'AT3G57680', 'AT4G01050', 'AT4G13670', 'AT4G20820', 'AT4G24750', 'AT4G35770', 'AT4G39460', 'AT4G39960', 'AT5G03455', 'AT5G12470', 'AT5G13120', 'AT5G23890', 'AT5G42765', 'AT5G52780', 'AT5G53170']	[45, 46, 47, 48]	33	4
56354	0.0101	['AT2G42220', 'AT1G56500', 'AT5G59250', 'AT1G22020', 'AT3G58010', 'AT4G38380', 'AT4G39460', 'AT5G19500', 'AT5G16150', 'AT2G42975', 'AT5G53170', 'AT4G13010', 'AT1G22450', 'AT1G29920', 'AT5G12470', 'AT5G16660', 'AT5G08540', 'AT1G50250', 'AT1G07510', 'AT1G15820', 'AT2G22360', 'AT3G15360', 'AT4G13670', 'AT3G55330', 'AT5G52970', 'AT3G60370', 'AT1G42960', 'AT3G22690', 'AT5G21430', 'AT2G40760', 'AT5G42070', 'AT3G24590', 'AT1G06690']	[14]	33	1
187536	0.0101	['AT1G06690', 'AT1G10170', 'AT1G14590', 'AT1G17850', 'AT1G18730', 'AT1G29920', 'AT1G42960', 'AT1G54050', 'AT1G54580', 'AT1G66670', 'AT1G67280', 'AT1G72640', 'AT2G27290', 'AT2G30950', 'AT2G40760', 'AT2G43010', 'AT3G01440', 'AT3G10470', 'AT3G22690', 'AT3G26580', 'AT3G47060', 'AT3G55330', 'AT3G57680', 'AT4G01050', 'AT4G13670', 'AT4G20820', 'AT4G31560', 'AT4G35770', 'AT4G39460', 'AT4G39960', 'AT5G03455', 'AT5G12470', 'AT5G13120', 'AT5G15250', 'AT5G20140', 'AT5G39830', 'AT5G42765', 'AT5G52780', 'AT5G53170']	[47, 48]	39	2
24364	0.0101	['AT1G12250', 'AT1G54050', 'AT1G55370', 'AT1G80030', 'AT2G30950', 'AT2G40400', 'AT4G04020', 'AT4G39960', 'AT5G02160', 'AT5G23890', 'AT5G42765']	[8, 9, 10, 11, 12, 13, 14, 15, 16]	11	9
25095	0.0101	['AT1G55370', 'AT2G27290', 'AT3G10470', 'AT4G04020', 'AT4G18370', 'AT4G24750', 'AT4G39960', 'AT5G20140', 'AT5G42765']	[8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]	9	13
95106	0.0101	['AT1G17850', 'AT1G55370', 'AT2G27290', 'AT3G15360', 'AT3G55330', 'AT3G57680', 'AT3G60370', 'AT4G35770', 'AT5G23890', 'AT5G42070', 'AT5G52970']	[20, 21, 22, 23, 24, 25]	11	6
6450	0.0101	['AT1G22020', 'AT1G22450', 'AT1G51350', 'AT1G56500', 'AT1G75690', 'AT3G28850', 'AT3G58010', 'AT4G38380', 'AT4G39460', 'AT5G16150', 'AT5G19500', 'AT5G59250']	[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]	12	13
30330	0.0101	['AT1G06690', 'AT1G42960', 'AT1G52220', 'AT2G22360', 'AT3G15360', 'AT3G55330', 'AT3G57680', 'AT3G60370', 'AT4G13670', 'AT5G21430', 'AT5G42070', 'AT5G52970']	[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21]	12	13
16273	0.0101	['AT1G12250', 'AT1G55370', 'AT1G72640', 'AT1G74710', 'AT1G80030', 'AT2G27290', 'AT2G30950', 'AT4G04020', 'AT4G39960', 'AT5G19370', 'AT5G23890']	[6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]	11	12
134365	0.0101	['AT1G07510', 'AT1G15140', 'AT1G15820', 'AT1G20810', 'AT1G29920', 'AT1G30510', 'AT1G42960', 'AT1G50250', 'AT1G52220', 'AT1G54500', 'AT1G79230', 'AT2G20270', 'AT2G21160', 'AT2G22360', 'AT2G24020', 'AT2G35040', 'AT2G37230', 'AT2G42220', 'AT2G42975', 'AT2G43010', 'AT3G15360', 'AT3G24590', 'AT3G26080', 'AT3G53560', 'AT3G55330', 'AT3G57680', 'AT3G58010', 'AT3G60370', 'AT4G13010', 'AT4G13670', 'AT4G20820', 'AT4G24930', 'AT4G38380', 'AT4G39460', 'AT4G39730', 'AT5G12470', 'AT5G16150', 'AT5G16660', 'AT5G21430', 'AT5G23890', 'AT5G52970', 'AT5G53490']	[27, 28, 29, 30, 31, 32]	42	6
126444	0.0101	['AT1G07510', 'AT1G15140', 'AT1G15820', 'AT1G20810', 'AT1G29920', 'AT1G30510', 'AT1G42960', 'AT1G50250', 'AT2G22360', 'AT2G24020', 'AT2G35040', 'AT2G42220', 'AT2G42975', 'AT2G43010', 'AT3G15360', 'AT3G24590', 'AT3G53560', 'AT3G57680', 'AT3G58010', 'AT3G60370', 'AT4G13010', 'AT4G13670', 'AT4G38380', 'AT4G39460', 'AT4G39730', 'AT5G12470', 'AT5G16150', 'AT5G16660', 'AT5G21430', 'AT5G52970']	[25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36]	30	12
87520	0.01	['AT1G14590', 'AT1G17850', 'AT1G18730', 'AT1G27510', 'AT1G55370', 'AT1G66670', 'AT1G72640', 'AT1G74710', 'AT2G20270', 'AT2G27290', 'AT2G40100', 'AT3G10470', 'AT3G26580', 'AT4G04020', 'AT4G18370', 'AT4G24750', 'AT4G39960', 'AT5G02160', 'AT5G15250', 'AT5G20140', 'AT5G23890', 'AT5G52780', 'AT5G62720']	[19, 20, 21, 22]	23	4
9744	0.01	['AT1G12250', 'AT1G55370', 'AT1G72640', 'AT1G74710', 'AT1G80030', 'AT2G30950', 'AT4G04020', 'AT4G39960', 'AT5G01500', 'AT5G13120', 'AT5G15250', 'AT5G19370', 'AT5G39830']	[4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]	13	14
87442	0.01	['AT1G14590', 'AT1G17850', 'AT1G18730', 'AT1G27510', 'AT1G55370', 'AT1G72640', 'AT2G20270', 'AT2G27290', 'AT2G40100', 'AT2G40400', 'AT3G10470', 'AT3G47060', 'AT4G04020', 'AT4G18370', 'AT4G24750', 'AT4G39960', 'AT5G02160', 'AT5G03455', 'AT5G08540', 'AT5G15250', 'AT5G20140', 'AT5G39830', 'AT5G52780']	[19, 20, 21, 22]	23	4
129408	0.01	['AT1G15140', 'AT1G50250', 'AT2G22360', 'AT2G35040', 'AT2G42975', 'AT3G58010', 'AT4G13010', 'AT4G38380', 'AT5G16150', 'AT5G16660', 'AT5G19500', 'AT5G21430']	[25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51]	12	27
129411	0.01	['AT1G15140', 'AT1G50250', 'AT2G22360', 'AT2G24020', 'AT2G35040', 'AT2G42975', 'AT3G58010', 'AT4G13010', 'AT4G38380', 'AT5G16150', 'AT5G16660', 'AT5G21430']	[25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51]	12	27
377	0.01	['AT1G02560', 'AT1G14150', 'AT1G54050', 'AT1G72640', 'AT1G74710', 'AT1G80030', 'AT2G17630', 'AT2G26800', 'AT2G37660', 'AT5G01500', 'AT5G13120', 'AT5G15250', 'AT5G39830', 'AT5G42270']	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]	14	10
75465	0.01	['AT1G17850', 'AT1G55370', 'AT1G72640', 'AT2G27290', 'AT2G40100', 'AT2G40400', 'AT3G10470', 'AT3G47060', 'AT4G04020', 'AT4G18370', 'AT4G24750', 'AT4G39960', 'AT5G02160', 'AT5G03455', 'AT5G08540', 'AT5G15250', 'AT5G20140', 'AT5G23890', 'AT5G39830']	[17, 18, 19, 20, 21]	19	5
94358	0.01	['AT1G06690', 'AT1G14590', 'AT1G17850', 'AT1G52220', 'AT1G55370', 'AT1G66670', 'AT1G72640', 'AT2G27290', 'AT2G40100', 'AT3G10470', 'AT4G04020', 'AT4G18370', 'AT4G35770', 'AT4G39960', 'AT5G02160', 'AT5G15250', 'AT5G20140', 'AT5G23890', 'AT5G52780']	[20, 21, 22, 23, 24]	19	5
130673	0.01	['AT1G07510', 'AT1G15140', 'AT1G15820', 'AT1G20810', 'AT1G30510', 'AT1G42960', 'AT1G50250', 'AT1G52220', 'AT1G54500', 'AT1G79230', 'AT2G20270', 'AT2G22360', 'AT2G24020', 'AT2G42220', 'AT2G42975', 'AT2G43010', 'AT3G15360', 'AT3G24590', 'AT3G53560', 'AT3G60370', 'AT4G13010', 'AT4G13670', 'AT4G39460', 'AT5G12470', 'AT5G16660', 'AT5G21430', 'AT5G23890', 'AT5G52970']	[26, 27, 28, 29, 30, 31, 32, 33, 34, 35]	28	10
872	0.01	['AT1G15820', 'AT1G29920', 'AT3G55330', 'AT3G60370', 'AT4G13010', 'AT5G12470', 'AT5G52970', 'AT5G53170']	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]	8	16
902	0.01	['AT3G58010', 'AT4G13010', 'AT4G38380', 'AT4G39460', 'AT5G12470', 'AT5G19500', 'AT5G53170', 'AT5G59250']	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]	8	16
905	0.01	['AT3G58010', 'AT4G13010', 'AT4G38380', 'AT4G39460', 'AT5G16150', 'AT5G19500', 'AT5G53170', 'AT5G59250']	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]	8	16
524	0.01	['AT1G02560', 'AT1G54050', 'AT1G72640', 'AT1G74710', 'AT2G17630', 'AT2G26800', 'AT2G37660', 'AT5G13120', 'AT5G39830', 'AT5G42270']	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]	10	11
137466	0.01	['AT2G17630', 'AT2G26800', 'AT2G01918', 'AT5G19370', 'AT2G40100', 'AT5G01500', 'AT3G01440', 'AT5G52780', 'AT2G30950', 'AT5G02160']	[28]	10	1
137467	0.01	['AT2G17630', 'AT2G26800', 'AT2G01918', 'AT5G19370', 'AT2G40100', 'AT5G01500', 'AT3G01440', 'AT4G23890', 'AT2G41330', 'AT2G30950']	[28]	10	1
137482	0.01	['AT1G56500', 'AT1G20810', 'AT4G13670', 'AT2G42975', 'AT1G07510', 'AT5G52970', 'AT4G20820', 'AT3G58010', 'AT1G54500', 'AT1G42960', 'AT5G42070', 'AT5G19500', 'AT1G79450', 'AT4G28025', 'AT1G15140', 'AT3G15360', 'AT5G53490', 'AT2G43010', 'AT2G42220', 'AT3G10130', 'AT1G74710', 'AT1G23740', 'AT1G10170', 'AT2G21160', 'AT2G20270', 'AT4G35770', 'AT3G53560', 'AT3G60370', 'AT1G50250', 'AT4G38380', 'AT3G22690', 'AT2G40760', 'AT4G39460', 'AT5G12470', 'AT5G21430', 'AT3G26080', 'AT1G50460', 'AT5G23890', 'AT3G24590', 'AT1G29920', 'AT1G30510', 'AT4G13010', 'AT5G42765', 'AT1G55370', 'AT3G55330', 'AT2G24020', 'AT1G52220', 'AT1G79230', 'AT1G74070', 'AT1G06690', 'AT4G24930', 'AT1G15820', 'AT2G22360', 'AT4G39730', 'AT5G16150', 'AT5G16660', 'AT3G57680', 'AT2G37230', 'AT2G40400', 'AT2G35040']	[28]	60	1
112862	0.01	['AT4G35770', 'AT5G23890', 'AT1G17850', 'AT2G40760', 'AT1G06690', 'AT5G52970', 'AT3G55330', 'AT2G24020', 'AT3G57680', 'AT3G26580', 'AT4G31560', 'AT1G31180', 'AT1G74710', 'AT4G01050', 'AT1G67280', 'AT5G42765', 'AT4G13670', 'AT3G10130', 'AT1G23740', 'AT1G10170', 'AT3G22690', 'AT4G01900', 'AT1G42960', 'AT3G15360', 'AT1G07510', 'AT1G15820', 'AT1G54580', 'AT4G20820', 'AT1G29920', 'AT1G30510', 'AT2G37230', 'AT1G79230', 'AT1G54050', 'AT5G62720', 'AT4G39960', 'AT3G10470', 'AT5G42070', 'AT1G55370', 'AT2G27290', 'AT1G66670']	[23]	40	1
16109	0.01	['AT1G12250', 'AT1G54050', 'AT1G55370', 'AT1G80030', 'AT2G30950', 'AT2G40400', 'AT4G04020', 'AT4G39960', 'AT5G23890', 'AT5G42765']	[6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]	10	11
50242	0.01	['AT4G39960', 'AT1G12250', 'AT4G04020', 'AT1G74710', 'AT1G72640', 'AT5G23890', 'AT1G55370', 'AT1G76760', 'AT2G30950', 'AT2G40400', 'AT1G80030', 'AT3G10470', 'AT5G42765', 'AT5G20140', 'AT4G18370', 'AT2G27290', 'AT5G03455', 'AT3G26580', 'AT1G67280', 'AT4G24750']	[13]	20	1
184415	0.01	['AT1G12250', 'AT1G14150', 'AT1G80030', 'AT2G17630', 'AT2G37660', 'AT2G40100', 'AT4G04020', 'AT5G01500', 'AT5G19370', 'AT5G42070']	[43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53]	10	11
86621	0.01	['AT3G10470', 'AT2G27290', 'AT5G23890', 'AT1G74710', 'AT4G39960', 'AT3G26580', 'AT1G66670', 'AT1G14590', 'AT1G54050', 'AT5G42765', 'AT1G52220', 'AT5G62720', 'AT3G10130', 'AT1G17850', 'AT1G67280', 'AT4G01050', 'AT5G42070', 'AT1G55370', 'AT4G35770', 'AT1G06690']	[19]	20	1
92722	0.01	['AT1G14590', 'AT3G10470', 'AT4G39960', 'AT5G13120', 'AT5G39830']	[19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49]	5	31
30837	0.01	['AT1G55370', 'AT2G27290', 'AT3G10470', 'AT4G04020', 'AT4G18370', 'AT4G39960', 'AT5G20140', 'AT5G23890']	[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24]	8	16
100746	0.01	['AT1G14590', 'AT1G18730', 'AT1G52220', 'AT1G55370', 'AT1G66670', 'AT1G72640', 'AT2G27290', 'AT2G40100', 'AT3G10470', 'AT4G04020', 'AT4G18370', 'AT4G39960', 'AT5G02160', 'AT5G13120', 'AT5G15250', 'AT5G20140', 'AT5G39830', 'AT5G52780']	[21, 22, 23, 24]	18	4
69694	0.01	['AT1G06690', 'AT1G07510', 'AT1G15820', 'AT1G42960', 'AT1G50250', 'AT1G52220', 'AT2G22360', 'AT2G24020', 'AT3G15360', 'AT3G22690', 'AT3G24590', 'AT3G55330', 'AT3G57680', 'AT4G13670', 'AT4G35770', 'AT5G12470', 'AT5G21430', 'AT5G52970']	[16, 17, 18, 19]	18	4
69732	0.01	['AT1G06690', 'AT1G07510', 'AT1G15820', 'AT1G42960', 'AT1G50250', 'AT1G52220', 'AT2G22360', 'AT2G24020', 'AT3G15360', 'AT3G24590', 'AT3G55330', 'AT3G57680', 'AT3G60370', 'AT4G13670', 'AT4G35770', 'AT5G12470', 'AT5G21430', 'AT5G52970']	[16, 17, 18, 19]	18	4
71038	0.01	['AT1G17850', 'AT1G55370', 'AT1G72640', 'AT2G27290', 'AT2G40100', 'AT3G10470', 'AT4G04020', 'AT4G18370', 'AT4G39960', 'AT5G02160', 'AT5G15250', 'AT5G20140', 'AT5G23890']	[16, 17, 18, 19, 20, 21, 22, 23, 24]	13	9
44662	0.01	['AT1G07510', 'AT1G15820', 'AT1G23740', 'AT1G29920', 'AT1G42960', 'AT1G50250', 'AT2G24020', 'AT2G42975', 'AT3G15360', 'AT3G24590', 'AT3G55330', 'AT3G58010', 'AT4G13010', 'AT4G38380', 'AT4G39460', 'AT5G12470', 'AT5G16660', 'AT5G53170']	[12, 13, 14, 15]	18	4
