Term_Id	distance
101377	0.298359744246
82160	0.300571834763
161514	0.233112008051
160994	0.184720886732
160995	0.193018743138
60614	0.242339097799
160874	0.201606270923
4740	0.37244918067
92378	0.244386665774
65679	0.303587192969
158835	0.207694667195
65678	0.644328122598
7812	0.170260760735
82158	0.537819495718
82159	0.180230653951
158834	0.166398849647
4759	0.181081243246
65694	0.597597132544
158837	0.19870914359
160873	0.236727831388
7776	0.214255322678
119858	0.0202903890438
55974	0.480682274176
56256	0.159715839958
7811	0.143911477798
82157	0.501058626113
82298	0.436746957142
158836	0.219645525834
13791	0.22757936558
50925	0.419545660156
65736	0.566506107542
65939	0.451902725349
160878	0.17606505464
3193	0.112049873771
45346	0.0193520670896
51207	0.119865514207
161005	0.140037992919
37209	0.305880515225
37210	0.115487721472
61050	0.401303373014
161520	0.148112167401
140059	0.142798576327
73006	0.0601733035865
101483	0.0737629355409
119583	0.0940893104777
134285	0.112620180474
26328	0.0782608964442
153556	0.108216873239
137231	0.0237916695473
156944	0.118210891798
104035	0.0518137686454
108019	0.0418671688961
140166	0.112369211371
21653	0.0344326723531
131253	0.107964214051
141789	0.0982126243029
37057	0.174086492194
4793	0.139830733012
114908	0.0510739987095
113891	0.0867078808565
114909	0.0428213293497
25965	0.0994868743554
141038	0.106239616241
141039	0.112368836644
41794	0.181919465754
103749	0.0552354323091
4760	0.21769231527
17492	0.053350900113
7817	0.167264678924
7777	0.240376364843
131585	0.0936487487746
137282	0.100351910286
141356	0.0939533851179
32732	0.0857772083825
120575	0.0810990714901
37787	0.0873892018135
37802	0.0979080782453
140151	0.122944205698
131584	0.0920809115211
141518	0.100047420357
143333	0.045113003153
13798	0.22556562062
107812	0.0445341597356
107814	0.054869463569
151478	0.0316043719935
143334	0.0511295361191
30082	0.0372637108041
114716	0.0643338246082
61827	0.0521197909661
61838	0.048146051742
145566	0.115925758338
145392	0.0492913682169
159423	0.1511235031
32031	0.13068560261
101378	0.101577744699
97675	0.0688722087496
97692	0.0682467946169
114450	0.08380815151
105230	0.180701311982
87261	0.139457100242
134238	0.143051794274
145542	0.0541591823854
108018	0.0379026573774
156653	0.131173916261
137894	0.0864607409153
18102	0.0203352330033
145848	0.104216758779
37058	0.156818796304
21469	0.0337742267333
87276	0.0330741210036
161519	0.100821703698
97286	0.0684203384539
97292	0.0689258540325
71133	0.0692570766164
113897	0.0805621676389
42547	0.0934937207016
42551	0.104165575283
128326	0.0747592541055
64971	0.0458188359035
72663	0.044140444494
72662	0.0410887242253
132198	0.0834629796907
107804	0.0399796777276
160887	0.147680721024
82320	0.165782590219
82330	0.176543557023
77217	0.143771755653
77236	0.153380015279
114668	0.0455587376842
142872	0.089880188245
158798	0.108091287071
137228	0.110129719725
152879	0.181913799613
106891	0.0456631343436
131583	0.0859411686144
71137	0.066660531806
139983	0.238351145258
131358	0.0840426570952
114671	0.0667068809378
21259	0.0418959908235
143149	0.0647795999894
137890	0.0822713690518
156348	0.132704963599
50670	0.0401258057109
107515	0.0631618278965
25463	0.0344065332341
30820	0.179300242929
145393	0.0681136039037
107810	0.05069286529
37056	0.198663740477
113513	0.102050858816
32030	0.120301775446
144956	0.172563469074
144960	0.191465801314
107775	0.0467704130591
100146	0.0483716838737
141790	0.0803272244046
50669	0.0377258559401
149405	0.162911461379
149406	0.182490232889
149408	0.150784882751
149409	0.155435737175
149410	0.175014508685
122177	0.12125494043
156154	0.129768906687
156163	0.0883015569065
160848	0.0941941509298
160879	0.132750427113
114707	0.0436123475225
114890	0.0381395947597
139984	0.1914656028
51982	0.12458518613
144961	0.176244908185
143317	0.0404628930286
26810	0.0773789564404
101300	0.0393269608176
158266	0.140352895093
36469	0.22735726716
30340	0.200386828086
37326	0.117439770493
144959	0.165294303048
121329	0.0485508690036
41195	0.237485289315
41790	0.210418046037
97670	0.0523636940015
97672	0.0514736607808
149792	0.152493974676
61892	0.144536090972
61897	0.134641305664
35862	0.208560779608
114455	0.0758264336553
155955	0.1431713513
120851	0.0609236990204
65735	0.321837199242
26325	0.14333688229
139985	0.185082558519
139988	0.173694578562
109431	0.0936559598074
143091	0.0668243303302
152959	0.0544436862731
50400	0.282088441503
17884	0.019639504241
97317	0.133064183122
139990	0.0834506797729
153782	0.0671080767962
32289	0.105366490084
98604	0.0835877117846
150416	0.0874597779025
23225	0.103948883743
50238	0.285954927363
152888	0.0936166046968
61681	0.0679848146919
52008	0.119969383834
143087	0.0513887607948
108390	0.0346183049716
35412	0.228572934835
143141	0.0453427664416
145348	0.0547802665966
152343	0.115904516411
42078	0.123670722217
51026	0.236520797984
160337	0.161240867911
37299	0.0995891126986
31979	0.150189130096
142875	0.0881156112603
150072	0.140938833279
25422	0.0379366660955
142600	0.0707429928797
134284	0.0985974856222
138760	0.0330899087847
106923	0.0496019562966
108014	0.0375193489221
93274	0.0335345079062
156654	0.113016441556
156655	0.106462166847
93259	0.0354525143656
159164	0.102701328534
76709	0.162941895882
147487	0.0665271236403
25964	0.163751815885
134243	0.184397057685
52885	0.0924427558433
152870	0.153447125953
152871	0.174911276046
131440	0.0947279278092
132196	0.0791168753977
36449	0.194068107284
40645	0.221272191865
101802	0.0750373499776
31437	0.180771807937
114448	0.0539306107426
107509	0.058706286802
44076	0.0537063761748
128205	0.0945865890036
155359	0.125898046111
83291	0.124593837347
119231	0.139725710873
160338	0.155210047302
23720	0.0400578084694
23725	0.0368116235805
45341	0.23076733182
48052	0.0337268322175
62873	0.110887318355
160998	0.0742756836871
137246	0.111543554646
107521	0.0550713123293
97287	0.169061519152
133128	0.0371475582165
101080	0.0426978731778
144958	0.160896793437
27351	0.140325508431
108180	0.0360155448727
132728	0.039599253924
134239	0.183025311536
106915	0.0501499104019
145349	0.0738969924524
114712	0.0505315984516
114713	0.0480908999685
17684	0.0326130120062
17685	0.0304266133728
51380	0.14308618481
151224	0.0523415965253
161484	0.171399011739
97676	0.0513242742849
35693	0.159191112692
83234	0.143012634954
61219	0.163250379547
52874	0.0983714373696
113166	0.123042065113
62805	0.12786289793
115970	0.0422184547761
142040	0.0597620101893
131243	0.142982306732
156042	0.0815986551287
156126	0.0809981697843
142874	0.0689929679092
17698	0.0264774101702
21470	0.0252826862819
160216	0.0600330375545
8239	0.016050949218
125113	0.144388448832
37055	0.17552618895
138827	0.041540287067
37215	0.115514821099
16042	0.0587480623128
138430	0.0441754319339
113859	0.0935492105816
97289	0.160856204442
112855	0.176738560319
145532	0.0475477077814
97284	0.0559780640727
97285	0.0530827658755
34834	0.0360791674374
52811	0.114322022722
52848	0.115325921174
36468	0.209087767342
37052	0.18374145113
45342	0.230324645674
114659	0.0498589515829
114816	0.044976520708
114825	0.0426575938918
115980	0.0379642932711
115981	0.0376428196676
35865	0.211366867971
