term_id	sign_score	level	annotation_gene	start_time	end_time	geneSize	windowSize
TPO:65623	0.4	5	AT1G17850,AT1G66670,AT1G72640,AT2G27290,AT3G26580	65	111	5	47
TPO:65627	0.817	8	AT1G42960,AT3G55330,AT3G57680,AT4G13670,AT4G35770	65	111	5	47
TPO:65628	0.7508	2	AT1G06690,AT1G42960,AT2G40760,AT3G22690,AT3G55330,AT3G57680,AT4G35770	65	111	7	47
TPO:65631	0.4	6	AT1G17850,AT1G66670,AT1G72640,AT2G27290,AT3G10470	65	111	5	47
TPO:98400	0.8626	3	AT1G06690,AT1G07510,AT1G10170,AT1G15820,AT1G23740,AT1G29920,AT1G30510,AT1G42960,AT1G50250,AT1G55370,AT1G79230,AT2G22360,AT2G24020,AT2G37230,AT2G40760,AT2G42220,AT2G42975,AT2G43010,AT3G10130,AT3G15360,AT3G22690,AT3G24590,AT3G55330,AT3G57680,AT4G13670,AT4G20820,AT4G24930,AT4G35770,AT4G39730,AT5G12470,AT5G21430,AT5G23890,AT5G52970	72	86	33	15
TPO:49168	0.933	1	AT1G10170,AT1G30510,AT1G79230,AT2G24020,AT3G24590,AT4G20820,AT4G24930	62	93	7	32
TPO:7641	1.0	14	AT1G07510,AT3G15360,AT3G55330,AT3G57680,AT4G13670,AT5G52970	52	102	6	51
TPO:98403	0.8022	2	AT1G06690,AT1G07510,AT1G10170,AT1G15820,AT1G23740,AT1G29920,AT1G30510,AT1G42960,AT1G50250,AT1G55370,AT1G66670,AT2G24020,AT2G37230,AT2G40760,AT2G42220,AT2G42975,AT2G43010,AT3G10130,AT3G15360,AT3G22690,AT3G24590,AT3G55330,AT3G57680,AT4G20820,AT4G35770,AT4G39730,AT5G12470,AT5G21430,AT5G23890,AT5G42070,AT5G52970	72	86	31	15
TPO:98404	0.8271	4	AT1G06690,AT1G07510,AT1G10170,AT1G15820,AT1G23740,AT1G29920,AT1G30510,AT1G42960,AT1G50250,AT1G55370,AT2G22360,AT2G24020,AT2G37230,AT2G40760,AT2G42220,AT2G42975,AT2G43010,AT3G10130,AT3G15360,AT3G22690,AT3G24590,AT3G55330,AT3G57680,AT4G13670,AT4G20820,AT4G35770,AT4G39730,AT5G12470,AT5G21430,AT5G23890,AT5G42070,AT5G52970	72	86	32	15
TPO:98406	0.7485	4	AT1G06690,AT1G10170,AT1G15820,AT1G23740,AT1G29920,AT1G42960,AT1G55370,AT2G22360,AT2G24020,AT2G40760,AT3G10130,AT3G15360,AT3G22690,AT3G55330,AT3G57680,AT3G60370,AT4G13670,AT4G35770,AT4G39730,AT5G23890,AT5G42070,AT5G52970	72	86	22	15
TPO:98407	0.95	3	AT1G15140,AT1G20810,AT1G54500,AT1G74070,AT3G58010,AT4G13010,AT4G38380,AT4G39730	72	86	8	15
TPO:65640	1.0	7	AT2G43010,AT4G13010,AT4G38380,AT5G12470,AT5G16660	65	111	5	47
TPO:98409	0.8833	2	AT1G10170,AT1G23740,AT1G29920,AT1G30510,AT1G79230,AT2G21160,AT2G24020,AT2G37230,AT2G43010,AT3G22690,AT3G57680,AT4G13010,AT4G20820,AT4G24930,AT4G28025,AT4G39730	72	86	16	15
TPO:98410	0.8741	3	AT1G10170,AT1G23740,AT1G29920,AT1G30510,AT1G50250,AT1G79230,AT2G24020,AT2G37230,AT2G43010,AT3G22690,AT3G24590,AT3G57680,AT4G13010,AT4G20820,AT4G24930,AT4G28025,AT4G39730,AT5G21430	72	86	18	15
TPO:98411	0.8833	3	AT1G10170,AT1G23740,AT1G29920,AT1G30510,AT1G79230,AT2G21160,AT2G24020,AT2G37230,AT2G43010,AT3G10130,AT3G22690,AT3G57680,AT4G20820,AT4G24930,AT4G28025,AT4G39730	72	86	16	15
TPO:21826	0.8315	3	AT1G06690,AT1G07510,AT1G15820,AT1G29920,AT1G42960,AT2G20270,AT2G22360,AT2G37230,AT2G40760,AT3G22690,AT3G24590,AT3G55330,AT3G57680,AT3G60370,AT4G20820,AT4G35770,AT5G12470,AT5G21430,AT5G42070,AT5G52970,AT5G53170	57	69	21	13
TPO:98413	0.4	3	AT1G14590,AT1G17850,AT1G31180,AT1G54050,AT1G54580,AT1G55370,AT1G66670,AT1G67280,AT1G72640,AT1G74710,AT2G27290,AT2G40760,AT3G26580,AT4G01050,AT4G01900,AT4G31560,AT5G23890,AT5G42765	72	86	18	15
TPO:98414	0.4	3	AT1G14590,AT1G17850,AT1G31180,AT1G54050,AT1G54580,AT1G55370,AT1G66670,AT1G67280,AT1G72640,AT1G74710,AT2G27290,AT3G10470,AT3G26580,AT4G01050,AT4G01900,AT4G31560,AT5G42765	72	86	17	15
TPO:98415	0.4433	4	AT1G06690,AT1G14590,AT1G17850,AT1G31180,AT1G54580,AT1G55370,AT1G66670,AT1G67280,AT1G72640,AT1G74710,AT2G27290,AT2G40760,AT3G10130,AT3G26580,AT4G01050,AT4G01900,AT4G31560,AT4G35770,AT5G23890,AT5G42765	72	86	20	15
TPO:65656	0.9053	1	AT1G07510,AT3G24590,AT1G15820,AT2G24020,AT1G50250,AT1G29920,AT4G24930,AT2G42975,AT1G23740,AT1G10170,AT4G31560,AT1G30510,AT4G13010,AT1G79230,AT4G20820,AT5G16660,AT1G31180,AT2G43010,AT2G37230	66	75	19	10
TPO:65659	0.9	1	AT1G07510,AT3G24590,AT1G15820,AT2G24020,AT1G50250,AT1G29920,AT5G12470,AT4G31560,AT1G31180,AT2G42975,AT1G23740,AT1G10170,AT1G30510,AT2G37230,AT4G20820,AT5G16660,AT2G43010,AT4G13010	66	75	18	10
TPO:131200	0.4	2	AT1G12250,AT1G80030,AT2G17630,AT2G37660,AT5G01500,AT5G19370	81	111	6	31
TPO:65678	0.4	1	AT2G18790,AT1G03160,AT1G67700,AT1G80380,AT4G33010,AT1G14345,AT5G42270,AT2G30695,AT2G37660	66	75	9	10
TPO:65679	0.4	1	AT2G18790,AT1G03160,AT1G67700,AT1G80380,AT4G33010,AT1G14345,AT5G42270,AT2G29180	66	75	8	10
TPO:98454	0.4	4	AT1G17850,AT1G31180,AT1G54580,AT1G55370,AT1G66670,AT1G67280,AT1G72640,AT1G74710,AT2G27290,AT3G10470,AT3G26580,AT4G01050,AT4G01900,AT4G31560,AT5G42765	72	87	15	16
TPO:131223	0.4387	3	AT1G17850,AT1G67280,AT3G15110,AT5G03455,AT5G13120	81	111	5	31
TPO:65688	0.7714	1	AT3G53560,AT2G21160,AT2G37400,AT1G21750,AT1G74070,AT4G28025,AT1G20810	66	75	7	10
TPO:157559	0.646	1	AT4G13670,AT1G27510,AT4G20820,AT4G39960,AT3G22690,AT4G24750,AT2G40760,AT1G06690,AT1G29920,AT4G23890,AT3G57680,AT3G15110,AT2G01918,AT5G13120,AT1G67280,AT3G10130,AT1G10170,AT4G35770,AT4G01050,AT5G42765,AT3G55330,AT1G07510,AT2G43010,AT1G74710,AT2G20270,AT3G60370,AT5G23890,AT3G24590,AT1G15820,AT5G12470,AT1G55370,AT4G24930,AT5G52970,AT2G42975,AT1G15140,AT3G58010,AT2G35040,AT5G16660,AT1G50250,AT4G38380,AT5G19500,AT1G52220,AT2G24020,AT5G16150,AT5G53170,AT1G17850,AT5G52780,AT1G66670,AT1G54050,AT1G14590,AT2G27290,AT4G01900,AT2G30950,AT1G42960,AT4G39460,AT1G54580,AT1G72640,AT5G39830,AT3G47060,AT3G26580,AT5G20140,AT5G03455,AT5G15250	94	103	63	10
TPO:65691	0.6429	1	AT3G53560,AT2G21160,AT2G37400,AT1G21750,AT1G16790,AT3G26080,AT4G28025	66	75	7	10
TPO:131229	0.4	1	AT2G17630,AT5G62720,AT1G14150,AT2G20260,AT2G37660,AT4G23890,AT4G37925,AT2G40100,AT1G27510,AT3G47060,AT3G01440,AT5G19370,AT5G35170,AT2G41330,AT2G26800,AT5G01500,AT1G76760,AT1G80030,AT1G12250,AT2G30950	82	91	20	10
TPO:131231	0.4167	1	AT2G17630,AT5G62720,AT1G14150,AT2G20260,AT2G37660,AT4G23890,AT4G37925,AT2G40100,AT1G27510,AT3G47060,AT3G01440,AT5G19370,AT5G35170,AT2G41330,AT2G26800,AT5G01500,AT2G44990,AT1G02560	82	91	18	10
TPO:65696	0.78	1	AT2G20270,AT3G10470,AT5G21430,AT3G55330,AT2G22360,AT3G57680,AT1G67280,AT1G06690,AT4G35770,AT3G60370,AT4G13670,AT1G17850,AT5G52970,AT1G42960,AT1G52220	66	75	15	10
TPO:65697	0.65	1	AT2G20270,AT3G10470,AT5G21430,AT3G55330,AT2G22360,AT3G57680,AT1G67280,AT1G06690,AT4G35770,AT3G10130,AT3G22690,AT2G40760,AT5G42070,AT1G14590,AT5G42765,AT3G26580,AT1G66670,AT2G40400	66	75	18	10
TPO:65698	0.6316	1	AT2G20270,AT3G10470,AT5G21430,AT3G55330,AT2G22360,AT3G57680,AT1G67280,AT1G06690,AT4G35770,AT3G10130,AT3G22690,AT2G40760,AT5G42070,AT1G52220,AT1G17850,AT2G40400,AT5G42765,AT1G66670,AT3G26580	66	75	19	10
TPO:131235	0.4	1	AT2G01918,AT5G20140,AT4G04020,AT4G39960,AT5G39830,AT3G10470,AT5G02160,AT4G31560,AT4G18370,AT1G18730,AT5G03455,AT1G14590,AT1G54580,AT3G15110,AT2G40400	82	91	15	10
TPO:65700	0.7944	1	AT2G20270,AT3G10470,AT5G21430,AT3G55330,AT2G22360,AT3G57680,AT1G67280,AT1G06690,AT4G35770,AT3G10130,AT3G22690,AT2G40760,AT5G42070,AT1G52220,AT1G17850,AT5G52970,AT1G42960,AT4G13670	66	75	18	10
TPO:65701	0.7368	1	AT2G20270,AT3G10470,AT5G21430,AT3G55330,AT2G22360,AT3G57680,AT1G67280,AT1G06690,AT4G35770,AT3G10130,AT3G22690,AT2G40760,AT5G42070,AT1G52220,AT1G17850,AT5G52970,AT1G42960,AT1G66670,AT3G26580	66	75	19	10
TPO:131238	0.4	1	AT2G01918,AT5G20140,AT4G04020,AT5G15250,AT5G02160,AT4G18370,AT1G18730,AT5G39830,AT3G15110,AT3G10470,AT5G03455,AT1G14590,AT1G54580,AT2G40400	82	91	14	10
TPO:65703	0.5375	1	AT2G20270,AT3G10470,AT2G27290,AT5G02160,AT4G39960,AT4G04020,AT2G40100,AT1G74710,AT4G18370,AT5G20140,AT1G14590,AT5G42765,AT4G35770,AT1G66670,AT3G26580,AT2G40400,AT1G67280,AT3G10130,AT3G22690,AT2G40760,AT1G06690,AT5G42070,AT3G57680,AT1G54050	66	75	24	10
TPO:65704	0.572	1	AT2G20270,AT3G10470,AT2G27290,AT5G02160,AT4G39960,AT4G04020,AT2G40100,AT1G74710,AT4G18370,AT5G20140,AT1G14590,AT5G42765,AT4G35770,AT1G66670,AT3G26580,AT2G40400,AT1G67280,AT3G10130,AT3G22690,AT2G40760,AT1G06690,AT5G42070,AT3G57680,AT3G55330,AT2G22360	66	75	25	10
TPO:65705	0.5565	1	AT2G20270,AT3G10470,AT2G27290,AT5G02160,AT4G39960,AT4G04020,AT2G40100,AT1G74710,AT4G18370,AT5G20140,AT1G14590,AT5G42765,AT4G35770,AT1G66670,AT3G26580,AT2G40400,AT1G67280,AT3G10130,AT3G22690,AT2G40760,AT1G06690,AT1G27510,AT1G54050	66	75	23	10
TPO:131243	0.8733	1	AT4G27700,AT1G20810,AT4G13670,AT3G46780,AT5G53170,AT2G42975,AT3G58010,AT1G75690,AT5G19500,AT2G42220,AT5G59250,AT2G35040,AT4G16155,AT4G13010,AT3G28850,AT1G52220,AT4G39460,AT3G60370,AT1G22020,AT1G54500,AT5G16660,AT4G38380,AT2G22360,AT5G16150,AT3G15840,AT5G21430,AT1G51350,AT3G25480,AT1G50460,AT1G22450	82	91	30	10
TPO:131245	0.4	1	AT1G12250,AT1G80030,AT1G76760,AT2G41330,AT2G30950,AT5G20140,AT5G08540,AT4G04020	82	91	8	10
TPO:131250	0.4	1	AT5G39830,AT3G10470,AT1G54580,AT5G03455,AT1G14590,AT2G40400,AT5G08540,AT1G18730,AT5G20140,AT3G15110,AT4G04020	82	91	11	10
TPO:131251	0.4	1	AT5G39830,AT3G10470,AT1G54580,AT5G03455,AT1G14590,AT2G40400,AT4G31560,AT4G39960,AT5G13120,AT1G54050,AT1G31180,AT1G66670,AT4G01050,AT1G67280,AT1G17850,AT3G15110	82	91	16	10
TPO:131252	0.4	1	AT5G39830,AT3G10470,AT1G54580,AT5G03455,AT1G14590,AT2G40400,AT4G31560,AT4G39960,AT5G13120,AT1G54050,AT1G31180,AT1G66670,AT4G01050,AT1G67280,AT1G17850,AT4G24750,AT2G27290,AT1G72640,AT5G42070,AT3G26580,AT4G01900	82	91	21	10
TPO:131253	0.4	1	AT2G29500,AT3G08920,AT1G03090,AT2G30695,AT1G67700,AT1G03160	82	91	6	10
TPO:131254	0.8547	1	AT5G42765,AT3G10130,AT1G74710,AT5G53490,AT1G20810,AT4G13670,AT3G46780,AT5G53170,AT2G42975,AT5G52970,AT1G07510,AT1G75690,AT4G20820,AT1G50250,AT1G54500,AT1G42960,AT2G35040,AT3G15360,AT2G43010,AT1G79450,AT2G42220,AT5G59250,AT1G23740,AT1G10170,AT4G16155,AT2G20270,AT4G35770,AT3G53560,AT2G24020,AT3G60370,AT3G58010,AT4G38380,AT2G40760,AT3G22690,AT1G51350,AT4G39460,AT5G12470,AT3G15840,AT5G21430,AT1G50460,AT5G23890,AT3G24590,AT1G29920,AT3G55330,AT5G19500,AT1G22450,AT1G15140,AT1G55370,AT1G30510,AT4G13010,AT3G28850,AT1G79230,AT1G52220,AT1G22020,AT5G16660,AT1G15820,AT2G22360,AT4G39730,AT5G16150,AT1G06690,AT3G25480,AT3G57680,AT2G37230,AT4G24930	82	91	64	10
TPO:65719	0.4326	1	AT2G20270,AT3G10470,AT2G27290,AT5G02160,AT4G39960,AT4G04020,AT2G40100,AT1G74710,AT4G18370,AT5G20140,AT1G17850,AT1G52220,AT1G67280,AT4G35770,AT4G13670,AT5G52970,AT3G60370,AT1G06690,AT5G39830,AT2G30950,AT1G55370,AT5G08540,AT3G47060,AT4G24750,AT1G12250,AT1G18730,AT5G03455,AT5G52780,AT2G41330,AT1G72640,AT5G15250,AT5G23890	66	75	32	10
TPO:184	0.6045	1	AT2G01918,AT2G42975,AT1G16790,AT4G39960,AT3G10130,AT1G23740,AT5G53490,AT4G37925,AT4G01900,AT5G52780,AT1G79450,AT1G76760,AT4G24750,AT1G54790,AT1G05385,AT1G03850,AT2G26340,AT5G23890,AT1G74880,AT1G65260,AT1G50450,AT4G24930	49	58	22	10
TPO:131257	0.8014	1	AT5G42765,AT3G10130,AT1G74710,AT5G42070,AT4G24750,AT2G27290,AT3G26580,AT1G72640,AT4G01900,AT4G20820,AT1G23740,AT1G79450,AT1G10170,AT3G22690,AT1G29920,AT2G40760,AT1G30510,AT1G06690,AT4G24930,AT1G79230,AT1G55370,AT3G55330,AT3G57680,AT4G35770,AT1G07510,AT5G52970,AT1G42960,AT1G50250,AT2G43010,AT3G15360,AT2G20270,AT2G37230,AT5G23890,AT3G24590,AT1G15820,AT5G12470,AT1G15140,AT2G24020,AT4G13670,AT2G42975,AT2G42220,AT3G60370,AT4G39460,AT4G13010,AT5G21430,AT1G52220,AT1G20810,AT2G22360,AT5G16660,AT4G39730,AT2G35040,AT3G58010,AT1G54500,AT4G38380,AT5G19500,AT5G16150,AT3G46780,AT1G22450,AT5G53170,AT4G16155,AT1G22020,AT1G51350,AT3G25480,AT3G53560,AT3G15840,AT1G50460,AT1G75690,AT5G59250,AT3G28850	82	91	69	10
TPO:186	0.5348	1	AT2G01918,AT2G42975,AT1G16790,AT4G39960,AT3G10130,AT1G23740,AT5G53490,AT4G37925,AT4G01900,AT5G52780,AT1G79450,AT1G76760,AT4G24750,AT1G54790,AT1G05385,AT1G03850,AT2G26340,AT5G23890,AT4G39730,AT4G24930,AT4G01050,AT2G01140,AT3G24590	49	58	23	10
TPO:131259	0.7327	1	AT5G42765,AT3G10130,AT1G74710,AT5G42070,AT4G24750,AT2G27290,AT3G26580,AT1G72640,AT4G01900,AT4G20820,AT1G23740,AT1G79450,AT1G10170,AT3G22690,AT1G29920,AT2G40760,AT1G30510,AT1G06690,AT4G24930,AT1G79230,AT1G55370,AT3G55330,AT3G57680,AT4G35770,AT1G07510,AT5G52970,AT1G42960,AT1G50250,AT2G43010,AT3G15360,AT2G20270,AT2G37230,AT5G23890,AT3G24590,AT1G15820,AT5G12470,AT1G15140,AT2G24020,AT4G13670,AT2G42975,AT2G42220,AT3G60370,AT4G39460,AT4G13010,AT5G21430,AT1G52220,AT1G20810,AT2G22360,AT5G16660,AT4G39730,AT1G31180,AT4G01050,AT1G66670,AT1G67280,AT1G17850	82	91	55	10
TPO:131260	0.7057	1	AT5G42765,AT3G10130,AT1G74710,AT5G42070,AT4G24750,AT2G27290,AT3G26580,AT1G72640,AT4G01900,AT4G20820,AT1G23740,AT1G79450,AT1G10170,AT3G22690,AT1G29920,AT2G40760,AT1G30510,AT1G06690,AT4G24930,AT1G79230,AT1G55370,AT3G55330,AT3G57680,AT4G35770,AT1G07510,AT5G52970,AT1G42960,AT1G50250,AT2G43010,AT3G15360,AT2G20270,AT2G37230,AT5G23890,AT3G24590,AT1G15820,AT5G12470,AT1G15140,AT2G24020,AT4G13670,AT2G42975,AT2G42220,AT3G60370,AT4G39460,AT4G13010,AT5G21430,AT1G52220,AT5G13120,AT1G66670,AT4G01050,AT1G31180,AT1G67280,AT1G54050,AT1G17850	82	91	53	10
TPO:131261	0.7064	1	AT5G42765,AT3G10130,AT1G74710,AT5G42070,AT4G24750,AT2G27290,AT3G26580,AT1G72640,AT4G01900,AT4G20820,AT1G23740,AT1G79450,AT1G10170,AT3G22690,AT1G29920,AT2G40760,AT1G30510,AT1G06690,AT4G24930,AT1G79230,AT1G55370,AT3G55330,AT3G57680,AT4G35770,AT1G07510,AT5G52970,AT1G42960,AT1G50250,AT2G43010,AT3G15360,AT2G20270,AT2G37230,AT5G23890,AT3G24590,AT1G15820,AT5G12470,AT1G15140,AT2G24020,AT4G39960,AT4G31560,AT1G66670,AT5G13120,AT4G01050,AT1G17850,AT1G67280,AT1G31180,AT1G54050	82	91	47	10
TPO:131262	0.4	1	AT5G42765,AT3G10130,AT1G74710,AT5G42070,AT4G24750,AT2G27290,AT3G26580,AT1G72640,AT4G01900,AT5G03455,AT3G10470,AT4G31560,AT1G14590,AT1G66670,AT5G13120,AT1G54050,AT4G01050,AT4G39960,AT1G17850,AT2G40400,AT1G54580,AT1G31180,AT1G67280	82	91	23	10
TPO:65727	0.4354	1	AT2G20270,AT3G10470,AT2G27290,AT5G02160,AT4G39960,AT4G04020,AT2G40100,AT1G74710,AT4G18370,AT5G20140,AT1G17850,AT1G52220,AT1G67280,AT4G35770,AT1G66670,AT3G26580,AT5G42765,AT2G40400,AT1G54050,AT1G27510,AT1G12250,AT5G39830,AT1G72640,AT5G15250,AT5G23890,AT5G52780,AT5G08540,AT2G30950,AT1G55370,AT3G47060,AT4G24750,AT1G18730,AT5G03455,AT2G41330,AT2G40760,AT1G06690,AT3G10130,AT3G22690	66	75	38	10
